CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;OXY_02
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(ml/l)
18HU08009_144;HL_10;42.0307;-61.0667;332129;4131;01-jun-08;07:35:00;6.8
18HU08009_144;HL_10;42.0307;-61.0667;332130;4010;01-jun-08;07:38:00;6.2
18HU08009_144;HL_10;42.0307;-61.0667;332131;3899;01-jun-08;07:40:00;6.2
18HU08009_144;HL_10;42.0307;-61.0667;332132;3759;01-jun-08;07:43:00;6.2
18HU08009_144;HL_10;42.0307;-61.0667;332133;3602;01-jun-08;07:46:00;6.2
18HU08009_144;HL_10;42.0307;-61.0667;332134;3420;01-jun-08;07:49:00;6.2
18HU08009_144;HL_10;42.0307;-61.0667;332135;3219;01-jun-08;07:52:00;6.2
18HU08009_144;HL_10;42.0307;-61.0667;332136;2998;01-jun-08;07:56:00;5.9
18HU08009_144;HL_10;42.0307;-61.0667;332137;2769;01-jun-08;08:00:00;6.1
18HU08009_144;HL_10;42.0307;-61.0667;332138;2530;01-jun-08;08:04:00;6
18HU08009_144;HL_10;42.0307;-61.0667;332139;2280;01-jun-08;08:08:00;6.1
18HU08009_144;HL_10;42.0307;-61.0667;332140;2020;01-jun-08;08:12:00;6.1
18HU08009_144;HL_10;42.0307;-61.0667;332141;1760;01-jun-08;08:16:00;6.1
18HU08009_144;HL_10;42.0307;-61.0667;332142;1509;01-jun-08;08:20:00;6.1
18HU08009_144;HL_10;42.0307;-61.0667;332143;1270;01-jun-08;08:24:00;6.1
18HU08009_144;HL_10;42.0307;-61.0667;332144;1051;01-jun-08;08:28:00;6
18HU08009_144;HL_10;42.0307;-61.0667;332145;839;01-jun-08;08:31:00;5.7
18HU08009_144;HL_10;42.0307;-61.0667;332146;639;01-jun-08;08:35:00;5.6
18HU08009_144;HL_10;42.0307;-61.0667;332147;450;01-jun-08;08:38:00;4.5
18HU08009_144;HL_10;42.0307;-61.0667;332148;292;01-jun-08;08:41:00;3.2
18HU08009_144;HL_10;42.0307;-61.0667;332149;169;01-jun-08;08:43:00;4
18HU08009_144;HL_10;42.0307;-61.0667;332150;100;01-jun-08;08:45:00;5.7
18HU08009_146;HL_11b;41.7787;-60.9077;332153;202;01-jun-08;11:59:00;3.3
18HU08009_146;HL_11b;41.7787;-60.9077;332154;150;01-jun-08;12:00:00;3.5
18HU08009_146;HL_11b;41.7787;-60.9077;332155;100;01-jun-08;12:02:00;4.1
18HU08009_146;HL_11b;41.7787;-60.9077;332158;50;01-jun-08;12:04:00;5.2
18HU08009_146;HL_11b;41.7787;-60.9077;332160;30;01-jun-08;12:06:00;5.7
18HU08009_146;HL_11b;41.7787;-60.9077;332164;3;01-jun-08;12:09:00;6.1
18HU08009_148;HL_11;41.7783;-60.9075;332167;4310;01-jun-08;15:25:00;6.2
18HU08009_148;HL_11;41.7783;-60.9075;332168;4190;01-jun-08;15:27:00;6.1
18HU08009_148;HL_11;41.7783;-60.9075;332169;4039;01-jun-08;15:30:00;6.2
18HU08009_148;HL_11;41.7783;-60.9075;332170;3870;01-jun-08;15:33:00;6.2
18HU08009_148;HL_11;41.7783;-60.9075;332171;3672;01-jun-08;15:37:00;6.2
18HU08009_148;HL_11;41.7783;-60.9075;332172;3460;01-jun-08;15:40:00;6.2
18HU08009_148;HL_11;41.7783;-60.9075;332173;3223;01-jun-08;15:44:00;6.2
18HU08009_148;HL_11;41.7783;-60.9075;332174;2973;01-jun-08;15:49:00;6.2
18HU08009_148;HL_11;41.7783;-60.9075;332175;2719;01-jun-08;15:54:00;6.2
18HU08009_148;HL_11;41.7783;-60.9075;332176;2449;01-jun-08;15:58:00;6.1
18HU08009_148;HL_11;41.7783;-60.9075;332177;2171;01-jun-08;16:02:00;6.2
18HU08009_148;HL_11;41.7783;-60.9075;332178;1889;01-jun-08;16:06:00;6.1
18HU08009_148;HL_11;41.7783;-60.9075;332179;1626;01-jun-08;16:11:00;6.1
18HU08009_148;HL_11;41.7783;-60.9075;332180;1365;01-jun-08;16:16:00;6
18HU08009_148;HL_11;41.7783;-60.9075;332181;1128;01-jun-08;16:20:00;6
18HU08009_148;HL_11;41.7783;-60.9075;332182;905;01-jun-08;16:23:00;5.9
18HU08009_148;HL_11;41.7783;-60.9075;332183;688;01-jun-08;16:27:00;5.9
18HU08009_148;HL_11;41.7783;-60.9075;332184;487;01-jun-08;16:30:00;5.1
18HU08009_148;HL_11;41.7783;-60.9075;332185;310;01-jun-08;16:33:00;3.3
18HU08009_148;HL_11;41.7783;-60.9075;332186;186;01-jun-08;16:36:00;3.4
18HU08009_148;HL_11;41.7783;-60.9075;332187;105;01-jun-08;16:38:00;4
18HU08009_148;HL_11;41.7783;-60.9075;332188;56;01-jun-08;16:39:00;5.8
18HU08009_148;HL_11;41.7783;-60.9075;332189;3;01-jun-08;16:40:00;6.3
18HU08009_151;HL_12;41.4102;-60.6777;332190;4707;01-jun-08;20:36:00;6.2
18HU08009_151;HL_12;41.4102;-60.6777;332191;4581;01-jun-08;20:38:00;6.1
18HU08009_151;HL_12;41.4102;-60.6777;332192;4454;01-jun-08;20:41:00;6.2
18HU08009_151;HL_12;41.4102;-60.6777;332193;4295;01-jun-08;20:44:00;6.2
18HU08009_151;HL_12;41.4102;-60.6777;332194;4115;01-jun-08;20:48:00;6.2
18HU08009_151;HL_12;41.4102;-60.6777;332195;3910;01-jun-08;20:51:00;6.2
18HU08009_151;HL_12;41.4102;-60.6777;332196;3681;01-jun-08;20:55:00;6.2
18HU08009_151;HL_12;41.4102;-60.6777;332197;3431;01-jun-08;21:07:00;6.2
18HU08009_151;HL_12;41.4102;-60.6777;332198;3165;01-jun-08;21:16:00;6.2
18HU08009_151;HL_12;41.4102;-60.6777;332199;2891;01-jun-08;21:25:00;6.1
18HU08009_151;HL_12;41.4102;-60.6777;332200;2607;01-jun-08;21:30:00;6.1
18HU08009_151;HL_12;41.4102;-60.6777;332201;2311;01-jun-08;21:34:00;6.2
18HU08009_151;HL_12;41.4102;-60.6777;332202;2011;01-jun-08;21:39:00;6.1
18HU08009_151;HL_12;41.4102;-60.6777;332203;1724;01-jun-08;21:44:00;6.1
18HU08009_151;HL_12;41.4102;-60.6777;332204;1450;01-jun-08;21:48:00;6
18HU08009_151;HL_12;41.4102;-60.6777;332205;1200;01-jun-08;21:52:00;5.9
18HU08009_151;HL_12;41.4102;-60.6777;332206;961;01-jun-08;21:56:00;5.7
18HU08009_151;HL_12;41.4102;-60.6777;332207;730;01-jun-08;22:00:00;5.3
18HU08009_151;HL_12;41.4102;-60.6777;332208;515;01-jun-08;22:03:00;4.2
18HU08009_151;HL_12;41.4102;-60.6777;332209;330;01-jun-08;22:06:00;3.3
18HU08009_151;HL_12;41.4102;-60.6777;332210;194;01-jun-08;22:09:00;3.6
18HU08009_151;HL_12;41.4102;-60.6777;332211;116;01-jun-08;22:11:00;4.7
18HU08009_151;HL_12;41.4102;-60.6777;332212;57;01-jun-08;22:13:00;5.4
18HU08009_151;HL_12;41.4102;-60.6777;332213;3;01-jun-08;22:14:00;6
18HU08009_153;HL_09;42.2437;-61.1978;332214;3851;02-jun-08;05:41:00;6.2
18HU08009_153;HL_09;42.2437;-61.1978;332215;3732;02-jun-08;05:44:00;6.2
18HU08009_153;HL_09;42.2437;-61.1978;332216;3598;02-jun-08;05:47:00;6.2
18HU08009_153;HL_09;42.2437;-61.1978;332217;3470;02-jun-08;05:49:00;6.3
18HU08009_153;HL_09;42.2437;-61.1978;332218;3331;02-jun-08;05:52:00;6.3
18HU08009_153;HL_09;42.2437;-61.1978;332219;3169;02-jun-08;05:55:00;6.3
18HU08009_153;HL_09;42.2437;-61.1978;332220;2998;02-jun-08;05:58:00;6.3
18HU08009_153;HL_09;42.2437;-61.1978;332221;2791;02-jun-08;06:01:00;6.2
18HU08009_153;HL_09;42.2437;-61.1978;332222;2571;02-jun-08;06:05:00;6.9
18HU08009_153;HL_09;42.2437;-61.1978;332223;2330;02-jun-08;06:09:00;6.4
18HU08009_153;HL_09;42.2437;-61.1978;332224;2069;02-jun-08;06:13:00;6.2
18HU08009_153;HL_09;42.2437;-61.1978;332225;1811;02-jun-08;06:17:00;6.2
18HU08009_153;HL_09;42.2437;-61.1978;332226;1561;02-jun-08;06:21:00;6.1
18HU08009_153;HL_09;42.2437;-61.1978;332227;1300;02-jun-08;06:25:00;6.1
18HU08009_153;HL_09;42.2437;-61.1978;332228;1069;02-jun-08;06:29:00;6
18HU08009_153;HL_09;42.2437;-61.1978;332229;870;02-jun-08;06:32:00;5.9
18HU08009_153;HL_09;42.2437;-61.1978;332230;680;02-jun-08;06:36:00;5.8
18HU08009_153;HL_09;42.2437;-61.1978;332231;510;02-jun-08;06:39:00;5.2
18HU08009_153;HL_09;42.2437;-61.1978;332232;361;02-jun-08;06:41:00;4.5
