CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo
18HU08009_153;HL_09;42.2437;-61.1978;332233;239;02-jun-08;06:44:00;4.4
18HU08009_153;HL_09;42.2437;-61.1978;332234;141;02-jun-08;06:48:00;4.9
18HU08009_153;HL_09;42.2437;-61.1978;332235;70;02-jun-08;06:48:00;6.7
18HU08009_153;HL_09;42.2437;-61.1978;332236;35;02-jun-08;06:49:00;7.5
18HU08009_155;HL_08;42.4022;-61.2937;332238;3344;02-jun-08;10:29:00;6.3
18HU08009_155;HL_08;42.4022;-61.2937;332239;3234;02-jun-08;10:31:00;6.3
18HU08009_155;HL_08;42.4022;-61.2937;332240;3141;02-jun-08;10:33:00;6.3
18HU08009_155;HL_08;42.4022;-61.2937;332241;3037;02-jun-08;10:35:00;6.3
18HU08009_155;HL_08;42.4022;-61.2937;332242;2910;02-jun-08;10:38:00;6.2
18HU08009_155;HL_08;42.4022;-61.2937;332243;2771;02-jun-08;10:41:00;6.2
18HU08009_155;HL_08;42.4022;-61.2937;332244;2620;02-jun-08;10:43:00;6.2
18HU08009_155;HL_08;42.4022;-61.2937;332245;2461;02-jun-08;10:46:00;6.2
18HU08009_155;HL_08;42.4022;-61.2937;332246;2259;02-jun-08;10:49:00;6.2
18HU08009_155;HL_08;42.4022;-61.2937;332247;2060;02-jun-08;10:52:00;6.2
18HU08009_155;HL_08;42.4022;-61.2937;332248;1850;02-jun-08;10:56:00;6.2
18HU08009_155;HL_08;42.4022;-61.2937;332249;1638;02-jun-08;11:01:00;6.1
18HU08009_155;HL_08;42.4022;-61.2937;332250;1430;02-jun-08;11:04:00;6.1
18HU08009_155;HL_08;42.4022;-61.2937;332251;1228;02-jun-08;11:07:00;6.1
18HU08009_155;HL_08;42.4022;-61.2937;332252;1029;02-jun-08;11:10:00;6
18HU08009_155;HL_08;42.4022;-61.2937;332253;843;02-jun-08;11:13:00;5.9
18HU08009_155;HL_08;42.4022;-61.2937;332254;660;02-jun-08;11:16:00;5.8
18HU08009_155;HL_08;42.4022;-61.2937;332255;481;02-jun-08;11:19:00;5.6
18HU08009_155;HL_08;42.4022;-61.2937;332256;331;02-jun-08;11:21:00;5.2
18HU08009_155;HL_08;42.4022;-61.2937;332257;214;02-jun-08;11:24:00;5.2
18HU08009_155;HL_08;42.4022;-61.2937;332258;112;02-jun-08;11:26:00;5.3
18HU08009_155;HL_08;42.4022;-61.2937;332259;54;02-jun-08;11:28:00;6.5
18HU08009_155;HL_08;42.4022;-61.2937;332260;25;02-jun-08;11:29:00;7.5
18HU08009_155;HL_08;42.4022;-61.2937;332261;3;02-jun-08;11:30:00;7.3
18HU08009_157;HL_07b;42.544;-61.383;332262;202;02-jun-08;13:42:00;5.2
18HU08009_157;HL_07b;42.544;-61.383;332263;150;02-jun-08;13:43:00;4.5
18HU08009_157;HL_07b;42.544;-61.383;332264;100;02-jun-08;13:46:00;5.5
18HU08009_157;HL_07b;42.544;-61.383;332267;50;02-jun-08;13:48:00;7
18HU08009_157;HL_07b;42.544;-61.383;332271;19;02-jun-08;13:51:00;7.7
18HU08009_157;HL_07b;42.544;-61.383;332273;2;02-jun-08;13:52:00;7.5
18HU08009_161;HL_07;42.5445;-61.3828;332275;2786;02-jun-08;18:29:00;6.7
18HU08009_161;HL_07;42.5445;-61.3828;332276;2680;02-jun-08;18:32:00;6.2
18HU08009_161;HL_07;42.5445;-61.3828;332277;2547;02-jun-08;18:35:00;6.1
18HU08009_161;HL_07;42.5445;-61.3828;332278;2388;02-jun-08;18:37:00;6.1
18HU08009_161;HL_07;42.5445;-61.3828;332279;2200;02-jun-08;18:41:00;6.1
18HU08009_161;HL_07;42.5445;-61.3828;332280;2001;02-jun-08;18:44:00;6.1
18HU08009_161;HL_07;42.5445;-61.3828;332281;1749;02-jun-08;18:48:00;6.1
18HU08009_161;HL_07;42.5445;-61.3828;332282;1500;02-jun-08;18:52:00;6
18HU08009_161;HL_07;42.5445;-61.3828;332283;1253;02-jun-08;18:56:00;6.1
18HU08009_161;HL_07;42.5445;-61.3828;332284;1002;02-jun-08;19:00:00;6.4
18HU08009_161;HL_07;42.5445;-61.3828;332285;751;02-jun-08;19:04:00;6.4
18HU08009_161;HL_07;42.5445;-61.3828;332286;500;02-jun-08;19:08:00;6.1
18HU08009_161;HL_07;42.5445;-61.3828;332287;249;02-jun-08;19:12:00;5.2
18HU08009_161;HL_07;42.5445;-61.3828;332290;100;02-jun-08;19:17:00;5.6
18HU08009_161;HL_07;42.5445;-61.3828;332293;49;02-jun-08;19:20:00;6.9
18HU08009_161;HL_07;42.5445;-61.3828;332297;10;02-jun-08;19:23:00;7.4
18HU08009_164;HL_06;42.8362;-61.707;332299;1104;02-jun-08;22:48:00;5.9
18HU08009_164;HL_06;42.8362;-61.707;332300;751;02-jun-08;22:54:00;5.9
18HU08009_164;HL_06;42.8362;-61.707;332301;500;02-jun-08;22:58:00;5.6
18HU08009_164;HL_06;42.8362;-61.707;332302;250;02-jun-08;23:01:00;5.2
18HU08009_164;HL_06;42.8362;-61.707;332303;201;02-jun-08;23:03:00;5.3
18HU08009_164;HL_06;42.8362;-61.707;332304;151;02-jun-08;23:05:00;4.2
18HU08009_164;HL_06;42.8362;-61.707;332305;101;02-jun-08;23:06:00;5.5
18HU08009_164;HL_06;42.8362;-61.707;332308;50;02-jun-08;23:09:00;6.9
18HU08009_164;HL_06;42.8362;-61.707;332312;10;02-jun-08;23:13:00;7.2
18HU08009_169;HL_05;43.1822;-62.099;332314;91;03-jun-08;03:37:00;5.3
18HU08009_169;HL_05;43.1822;-62.099;332315;80;03-jun-08;03:37:00;5.3
18HU08009_169;HL_05;43.1822;-62.099;332317;50;03-jun-08;03:39:00;7
18HU08009_169;HL_05;43.1822;-62.099;332321;10;03-jun-08;03:43:00;7.2
18HU08009_172;HL_04;43.4922;-62.4393;332324;61;03-jun-08;05:50:00;6.1
18HU08009_172;HL_04;43.4922;-62.4393;332325;50;03-jun-08;05:51:00;7
18HU08009_172;HL_04;43.4922;-62.4393;332329;11;03-jun-08;05:55:00;7.5
18HU08009_174;HL_03;43.8825;-62.8847;332331;251;03-jun-08;08:33:00;3.3
18HU08009_174;HL_03;43.8825;-62.8847;332332;200;03-jun-08;08:35:00;3.5
18HU08009_174;HL_03;43.8825;-62.8847;332333;150;03-jun-08;08:37:00;4
18HU08009_174;HL_03;43.8825;-62.8847;332334;125;03-jun-08;08:38:00;4.4
18HU08009_174;HL_03;43.8825;-62.8847;332335;99;03-jun-08;08:39:00;5.1
18HU08009_174;HL_03;43.8825;-62.8847;332338;50;03-jun-08;08:41:00;7.2
18HU08009_174;HL_03;43.8825;-62.8847;332342;9;03-jun-08;08:44:00;7.5
18HU08009_181;HL_02;44.2663;-63.3175;332344;146;03-jun-08;13:34:00;4.3
18HU08009_181;HL_02;44.2663;-63.3175;332345;126;03-jun-08;13:35:00;5
18HU08009_181;HL_02;44.2663;-63.3175;332346;99;03-jun-08;13:36:00;6.4
18HU08009_181;HL_02;44.2663;-63.3175;332349;49;03-jun-08;13:39:00;7.4
18HU08009_181;HL_02;44.2663;-63.3175;332354;10;03-jun-08;13:43:00;7.6
18HU08009_225;STN_27;47.5532;-52.5917;331536;163;20-may-08;17:30:00;8
18HU08009_225;STN_27;47.5532;-52.5917;331537;150;20-may-08;17:30:00;7.5
18HU08009_225;STN_27;47.5532;-52.5917;331538;99;20-may-08;17:32:00;8
18HU08009_225;STN_27;47.5532;-52.5917;331539;73;20-may-08;17:33:00;8.1
18HU08009_225;STN_27;47.5532;-52.5917;331540;49;20-may-08;17:34:00;8.1
18HU08009_225;STN_27;47.5532;-52.5917;331541;40;20-may-08;17:35:00;8.2
18HU08009_225;STN_27;47.5532;-52.5917;331542;31;20-may-08;17:35:00;8.4
18HU08009_225;STN_27;47.5532;-52.5917;331543;19;20-may-08;17:36:00;8.5
18HU08009_225;STN_27;47.5532;-52.5917;331544;10;20-may-08;17:37:00;8.2
18HU08009_225;STN_27;47.5532;-52.5917;331545;6;20-may-08;17:37:00;8.2
