CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;OXY_02
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(ml/l)
18HU02032_002;HL_01;44.4;-63.4667;253001;77.6;23-jun-02;19:31:00;6.4
18HU02032_002;HL_01;44.4;-63.4667;253002;52.6;23-jun-02;19:51:00;7.1
18HU02032_002;HL_01;44.4;-63.4667;253003;42.1;23-jun-02;19:52:00;7.4
18HU02032_002;HL_01;44.4;-63.4667;253004;32.2;23-jun-02;19:53:00;7.6
18HU02032_002;HL_01;44.4;-63.4667;253005;22.3;23-jun-02;19:54:00;7.6
18HU02032_002;HL_01;44.4;-63.4667;253006;12.3;23-jun-02;19:56:00;7.4
18HU02032_002;HL_01;44.4;-63.4667;253007;6.7;23-jun-02;19:57:00;7.3
18HU02032_002;HL_01;44.4;-63.4667;253008;2.3;23-jun-02;19:57:00;7
18HU02032_047;HL_04;43.4825;-62.4498;253034;80.3;24-jun-02;05:34:00;6
18HU02032_047;HL_04;43.4825;-62.4498;253035;62.2;24-jun-02;05:36:00;6.1
18HU02032_047;HL_04;43.4825;-62.4498;253036;52;24-jun-02;05:37:00;6.6
18HU02032_047;HL_04;43.4825;-62.4498;253037;42.5;24-jun-02;05:38:00;7.2
18HU02032_047;HL_04;43.4825;-62.4498;253038;32.7;24-jun-02;05:38:00;7.6
18HU02032_047;HL_04;43.4825;-62.4498;253039;22.6;24-jun-02;05:39:00;7.1
18HU02032_047;HL_04;43.4825;-62.4498;253040;12.9;24-jun-02;05:40:00;6.8
18HU02032_047;HL_04;43.4825;-62.4498;253041;3.5;24-jun-02;05:41:00;6.8
18HU02032_138;HL_05;43.1827;-62.1012;253042;91.1;24-jun-02;20:38:00;5.1
18HU02032_138;HL_05;43.1827;-62.1012;253043;81.1;24-jun-02;20:39:00;5
18HU02032_138;HL_05;43.1827;-62.1012;253044;60.4;24-jun-02;20:40:00;5.2
18HU02032_138;HL_05;43.1827;-62.1012;253045;49.8;24-jun-02;20:41:00;5.6
18HU02032_138;HL_05;43.1827;-62.1012;253046;40.2;24-jun-02;20:42:00;5.8
18HU02032_138;HL_05;43.1827;-62.1012;253047;30.7;24-jun-02;20:42:00;6.6
18HU02032_138;HL_05;43.1827;-62.1012;253048;20.3;24-jun-02;20:43:00;6.7
18HU02032_138;HL_05;43.1827;-62.1012;253049;10.7;24-jun-02;20:43:00;6.4
18HU02032_138;HL_05;43.1827;-62.1012;253050;2.5;24-jun-02;20:44:00;6.4
18HU02032_193;HL_06;42.8578;-61.7197;253051;995.6;25-jun-02;01:07:00;2.1
18HU02032_193;HL_06;42.8578;-61.7197;253052;754.7;25-jun-02;01:22:00;5.8
18HU02032_193;HL_06;42.8578;-61.7197;253053;501.5;25-jun-02;01:28:00;4.9
18HU02032_193;HL_06;42.8578;-61.7197;253054;249.8;25-jun-02;01:33:00;3.2
18HU02032_193;HL_06;42.8578;-61.7197;253055;200.6;25-jun-02;01:34:00;3.3
18HU02032_193;HL_06;42.8578;-61.7197;253056;151.7;25-jun-02;01:36:00;3.7
18HU02032_193;HL_06;42.8578;-61.7197;253057;101.3;25-jun-02;01:37:00;4.5
18HU02032_193;HL_06;42.8578;-61.7197;253058;81.1;25-jun-02;01:38:00;4.8
18HU02032_193;HL_06;42.8578;-61.7197;253059;60.7;25-jun-02;01:40:00;5.2
18HU02032_193;HL_06;42.8578;-61.7197;253060;51.4;25-jun-02;01:40:00;5.6
18HU02032_193;HL_06;42.8578;-61.7197;253061;40.7;25-jun-02;01:41:00;5.9
18HU02032_193;HL_06;42.8578;-61.7197;253062;31.2;25-jun-02;01:42:00;6.6
18HU02032_193;HL_06;42.8578;-61.7197;253063;20.8;25-jun-02;01:42:00;7
18HU02032_193;HL_06;42.8578;-61.7197;253064;10.5;25-jun-02;01:43:00;6.6
18HU02032_193;HL_06;42.8578;-61.7197;253065;2.6;25-jun-02;01:44:00;6.7
18HU02032_204;HL_07;42.5345;-61.4003;253066;2836.5;25-jun-02;04:49:00;6.1
18HU02032_204;HL_07;42.5345;-61.4003;253067;2021.4;25-jun-02;05:01:00;6.2
18HU02032_204;HL_07;42.5345;-61.4003;253068;1514.4;25-jun-02;05:09:00;6.1
18HU02032_204;HL_07;42.5345;-61.4003;253069;1008.4;25-jun-02;05:16:00;5.8
18HU02032_204;HL_07;42.5345;-61.4003;253071;756.9;25-jun-02;05:21:00;5.8
18HU02032_204;HL_07;42.5345;-61.4003;253072;505.1;25-jun-02;05:25:00;4.5
18HU02032_204;HL_07;42.5345;-61.4003;253073;253.9;25-jun-02;05:30:00;3.2
18HU02032_204;HL_07;42.5345;-61.4003;253074;203.1;25-jun-02;05:32:00;3.5
18HU02032_204;HL_07;42.5345;-61.4003;253075;152.9;25-jun-02;05:33:00;4.6
18HU02032_204;HL_07;42.5345;-61.4003;253076;102.1;25-jun-02;05:35:00;4.8
18HU02032_204;HL_07;42.5345;-61.4003;253077;82.2;25-jun-02;05:36:00;5
18HU02032_204;HL_07;42.5345;-61.4003;253078;62.4;25-jun-02;05:37:00;5.4
18HU02032_204;HL_07;42.5345;-61.4003;253079;52.2;25-jun-02;05:38:00;5.6
18HU02032_204;HL_07;42.5345;-61.4003;253080;42;25-jun-02;05:39:00;5.6
18HU02032_204;HL_07;42.5345;-61.4003;253081;32.2;25-jun-02;05:40:00;5.7
18HU02032_204;HL_07;42.5345;-61.4003;253082;22.1;25-jun-02;05:40:00;5.8
18HU02032_204;HL_07;42.5345;-61.4003;253083;12.1;25-jun-02;05:41:00;6.2
18HU02032_204;HL_07;42.5345;-61.4003;253084;3.1;25-jun-02;05:42:00;6.3
18HU02032_277;LF;44.502;-55.4158;253107;2212.5;26-jun-02;18:45:00;6.2
18HU02032_277;LF;44.502;-55.4158;253108;2116.4;26-jun-02;18:48:00;6.2
18HU02032_277;LF;44.502;-55.4158;253109;2010;26-jun-02;18:50:00;6.3
18HU02032_277;LF;44.502;-55.4158;253110;1905.8;26-jun-02;18:52:00;6.3
18HU02032_277;LF;44.502;-55.4158;253111;1810;26-jun-02;18:54:00;6.2
18HU02032_277;LF;44.502;-55.4158;253113;1501.4;26-jun-02;19:00:00;6.2
18HU02032_277;LF;44.502;-55.4158;253114;1304.4;26-jun-02;19:03:00;6.2
18HU02032_277;LF;44.502;-55.4158;253115;1101.8;26-jun-02;19:06:00;6.2
18HU02032_277;LF;44.502;-55.4158;253116;956.1;26-jun-02;19:09:00;6.1
18HU02032_277;LF;44.502;-55.4158;253117;800.1;26-jun-02;19:11:00;6
18HU02032_277;LF;44.502;-55.4158;253118;653.5;26-jun-02;19:14:00;5.8
18HU02032_277;LF;44.502;-55.4158;253119;501.1;26-jun-02;19:17:00;5.6
18HU02032_277;LF;44.502;-55.4158;253120;351.2;26-jun-02;19:20:00;5.3
18HU02032_277;LF;44.502;-55.4158;253121;195.6;26-jun-02;19:22:00;5.2
18HU02032_277;LF;44.502;-55.4158;253122;101.6;26-jun-02;19:25:00;6.5
18HU02032_277;LF;44.502;-55.4158;253123;81.3;26-jun-02;19:26:00;6.6
18HU02032_277;LF;44.502;-55.4158;253124;61.1;26-jun-02;19:27:00;7.3
18HU02032_277;LF;44.502;-55.4158;253125;51.1;26-jun-02;19:27:00;7.4
18HU02032_277;LF;44.502;-55.4158;253126;41.3;26-jun-02;19:28:00;7.7
18HU02032_277;LF;44.502;-55.4158;253127;30.5;26-jun-02;19:29:00;7.4
18HU02032_277;LF;44.502;-55.4158;253128;20.8;26-jun-02;19:30:00;6.8
18HU02032_277;LF;44.502;-55.4158;253129;11.3;26-jun-02;19:30:00;6.8
18HU02032_277;LF;44.502;-55.4158;253130;3.6;26-jun-02;19:31:00;6.8
18HU02032_279;FP_01;46.9995;-48.1167;253139;128.2;27-jun-02;22:01:00;6.5
18HU02032_279;FP_01;46.9995;-48.1167;253140;100.9;27-jun-02;22:02:00;7
18HU02032_279;FP_01;46.9995;-48.1167;253141;79.9;27-jun-02;22:04:00;7.7
18HU02032_279;FP_01;46.9995;-48.1167;253142;59.5;27-jun-02;22:05:00;8.1
18HU02032_279;FP_01;46.9995;-48.1167;253143;49.7;27-jun-02;22:06:00;8.6
18HU02032_279;FP_01;46.9995;-48.1167;253144;39.8;27-jun-02;22:07:00;8.7
18HU02032_279;FP_01;46.9995;-48.1167;253145;30.8;27-jun-02;22:08:00;8
18HU02032_279;FP_01;46.9995;-48.1167;253146;20.3;27-jun-02;22:09:00;7.6
18HU02032_279;FP_01;46.9995;-48.1167;253147;10.2;27-jun-02;22:09:00;7.5
18HU02032_279;FP_01;46.9995;-48.1167;253148;3.6;27-jun-02;22:10:00;7.5
18HU02032_315;HL_02;44.2735;-63.3125;253010;151.7;23-jun-02;22:18:00;3.9
18HU02032_315;HL_02;44.2735;-63.3125;253011;127.7;23-jun-02;22:22:00;4.1
