CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;CTD
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TE90;DOXY;OXYM_01;Si_01;NO2_01;NOx_01;PO4_01;CHL_03;FLOR
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(ml/l);(mmol/m**3);(mmol/m**3);(mmol/m**3);(mmol/m**3);(mmol/m**3);(mg/m**3);(mg/m**3)
18TL14021_1387;1011;47.67117;-59.87;414648;519.75;14-aug-14;05:51:00;34.88;5.5;163.76822;163.25463;32.81;0.01;22.45;1.625;NaN;0.237
18TL14021_1387;1011;47.67117;-59.87;414649;250.93;14-aug-14;05:51:00;34.59;6.79;163.9022;162.49541;NaN;NaN;NaN;NaN;NaN;0.207
18TL14021_1387;1011;47.67117;-59.87;414650;50.47;14-aug-14;05:51:00;32.12;1.1;346.115;343.30142;1.64;0.11;2.565;0.675;0.32;0.971
18TL14021_1387;1011;47.67117;-59.87;414651;31.23;14-aug-14;05:51:00;31.93;1.53;368.93626;NaN;0.595;0.02;0.27;0.405;1.95;5.771
18TL14021_1387;1011;47.67117;-59.87;414652;15.37;14-aug-14;05:51:00;31.75;5.46;360.6295;356.94505;0.825;0.01;0;0.25;0.705;3.598
18TL14021_1387;1011;47.67117;-59.87;414653;1.88;14-aug-14;05:51:00;30.81;18.35;260.94838;NaN;0.365;0.00333;0;0.09333;0.505;2.161
18TL14021_1388;1041;47.5845;-59.34;414654;243.3;14-aug-14;13:29:00;34.71;6.76;165.06336;163.58958;20.395;0.03;21.36;1.435;NaN;0.219
18TL14021_1388;1041;47.5845;-59.34;414655;50.37;14-aug-14;13:29:00;32.13;1.48;347.09752;343.59171;2.08;0.11;2.65;0.63;0.275;0.96
18TL14021_1388;1041;47.5845;-59.34;414656;18.05;14-aug-14;13:29:00;30.99;16.2;312.3967;NaN;0.665;0.01;0.025;0.12;1.015;5.072
18TL14021_1388;1041;47.5845;-59.34;414657;15.57;14-aug-14;13:29:00;30.9;17.63;276.31142;265.07943;0.6;0.01;0;0.08;1.045;4.642
18TL14021_1388;1041;47.5845;-59.34;414658;2.48;14-aug-14;13:29:00;30.87;18.07;260.63576;NaN;0.53;0.005;0;0.06;0.98;2.053
18TL14021_1389;1061;47.434;-59.56267;414659;462.88;14-aug-14;18:52:00;34.89;5.48;166.22452;165.37598;33.2;0.01;22.26;1.615;NaN;0.255
18TL14021_1389;1061;47.434;-59.56267;414660;249.65;14-aug-14;18:52:00;34.72;6.74;160.776;158.90028;NaN;NaN;NaN;NaN;NaN;0.229
18TL14021_1389;1061;47.434;-59.56267;414661;49.48;14-aug-14;18:52:00;32.13;1.09;347.49946;346.15966;1.7;0.155;2.42;0.615;0.12;0.565
18TL14021_1389;1061;47.434;-59.56267;414662;21.22;14-aug-14;18:52:00;31.41;6.8;375.05468;NaN;0.465;0;0;0.205;0.945;5.53
18TL14021_1389;1061;47.434;-59.56267;414663;14.78;14-aug-14;18:52:00;31.14;10.93;339.50532;327.98304;0.4;0;0;0.14;1.02;5.05
18TL14021_1389;1061;47.434;-59.56267;414664;1.78;14-aug-14;18:52:00;30.43;19.99;254.24938;NaN;0.325;0.005;0;0.03;0.815;3.444
18TL14021_1390;1071;47.2765;-59.7805;414665;458.63;14-aug-14;21:37:00;34.88;5.49;157.11388;155.39447;35.025;0.01;22.66;1.665;NaN;0.232
18TL14021_1390;1071;47.2765;-59.7805;414666;251.93;14-aug-14;21:37:00;34.63;6.44;152.0673;148.31586;NaN;NaN;NaN;NaN;NaN;0.213
18TL14021_1390;1071;47.2765;-59.7805;414667;51.16;14-aug-14;21:37:00;32.06;1.04;347.6781;343.4354;1.92;0.105;3.08;0.68;0.28;0.943
18TL14021_1390;1071;47.2765;-59.7805;414668;34.41;14-aug-14;21:37:00;31.93;1.81;362.81784;NaN;0.23;0.01;0;0.36;2.955;9.295
18TL14021_1390;1071;47.2765;-59.7805;414669;15.27;14-aug-14;21:37:00;31.14;9.32;351.83148;323.69568;0.305;0;0;0.16;0.71;3.974
18TL14021_1390;1071;47.2765;-59.7805;414670;1.88;14-aug-14;21:37:00;30.25;18.74;259.028;NaN;0.41;0;0;0.065;0.48;2.178
18TL14021_1391;1081;47.097;-59.998;414671;316.7;15-aug-14;00:05:00;34.69;6.14;145.145;143.20229;26.795;0.015;22.6;1.59;NaN;0.24
18TL14021_1391;1081;47.097;-59.998;414672;251.34;15-aug-14;00:05:00;34.58;6.44;155.37214;140.58968;NaN;NaN;NaN;NaN;NaN;0.225
18TL14021_1391;1081;47.097;-59.998;414673;50.57;15-aug-14;00:05:00;32.15;1.21;343.61404;344.88685;1.505;0.11;2.35;0.63;0.235;0.848
18TL14021_1391;1081;47.097;-59.998;414674;35.9;15-aug-14;00:05:00;32.03;1.63;359.2897;NaN;0.515;0.05;0.955;0.495;0.34;1.318
18TL14021_1391;1081;47.097;-59.998;414675;15.07;15-aug-14;00:05:00;31.16;5.24;330.35002;321.61899;1.99;0.035;0.915;0.485;1.775;5.623
18TL14021_1391;1081;47.097;-59.998;414676;1.98;15-aug-14;00:05:00;29.26;19.44;249.69406;NaN;0.695;0;0;0.05;0.595;2.544
18TL14021_1392;1101;47.55633;-60.38417;414677;360.84;15-aug-14;06:00:00;34.78;5.81;139.20522;137.84309;31.985;0.01;23.415;1.66;NaN;0.254
18TL14021_1392;1101;47.55633;-60.38417;414678;250.14;15-aug-14;06:00:00;34.5;6.1;139.47318;135.5431;NaN;NaN;NaN;NaN;NaN;0.221
