CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo
18HU86006_069;CAST#1;41.5;-49.00167;30300;5;24-apr-86;14:16:00;NaN;380.0566;0.24;0.29;0
18HU86006_080;CAST#1;41.955;-48.98167;30301;3287;24-apr-86;18:42:00;35.005;294.756;17.86;1.09;16.38
18HU86006_080;CAST#1;41.955;-48.98167;30302;3238;24-apr-86;18:42:00;35.003;292.9696;17.62;0.98;16.66
18HU86006_080;CAST#1;41.955;-48.98167;30303;3188;24-apr-86;18:42:00;35.007;292.9696;17.72;1.02;16.79
18HU86006_080;CAST#1;41.955;-48.98167;30304;3084;24-apr-86;18:42:00;35.012;293.4162;15.97;1;16.45
18HU86006_080;CAST#1;41.955;-48.98167;30305;2942;24-apr-86;18:42:00;35.024;289.8434;16.07;0.95;16.62
18HU86006_080;CAST#1;41.955;-48.98167;30306;2738;24-apr-86;18:42:00;35.034;287.6104;15.12;0.99;17.12
18HU86006_080;CAST#1;41.955;-48.98167;30307;2530;24-apr-86;18:42:00;35.038;285.3774;14.45;1.01;17.14
18HU86006_080;CAST#1;41.955;-48.98167;30308;2320;24-apr-86;18:42:00;35.043;284.4842;14.81;1.09;17.06
18HU86006_080;CAST#1;41.955;-48.98167;30309;2115;24-apr-86;18:42:00;35.046;284.0376;14.02;1.15;17.42
18HU86006_080;CAST#1;41.955;-48.98167;30310;1912;24-apr-86;18:42:00;35.043;287.1638;12.31;1.16;17.38
18HU86006_080;CAST#1;41.955;-48.98167;30311;1699;24-apr-86;18:42:00;35.025;282.2512;13.37;1.15;17.56
18HU86006_080;CAST#1;41.955;-48.98167;30312;1489;24-apr-86;18:42:00;35.037;283.1444;12.08;1.16;17.54
18HU86006_080;CAST#1;41.955;-48.98167;30313;1284;24-apr-86;18:42:00;35.022;285.824;11.18;1.14;17.73
18HU86006_080;CAST#1;41.955;-48.98167;30314;1082;24-apr-86;18:42:00;35.039;287.1638;10.61;1.11;17.55
18HU86006_080;CAST#1;41.955;-48.98167;30315;884;24-apr-86;18:42:00;35.103;272.426;11.56;1.16;18.24
18HU86006_080;CAST#1;41.955;-48.98167;30316;693;24-apr-86;18:42:00;35.062;265.727;10.93;1.28;18.39
18HU86006_080;CAST#1;41.955;-48.98167;30317;493;24-apr-86;18:42:00;35.163;252.7756;11.54;1.3;18.98
18HU86006_080;CAST#1;41.955;-48.98167;30318;295;24-apr-86;18:42:00;34.837;281.8046;11.6;1.36;18.53
18HU86006_080;CAST#1;41.955;-48.98167;30319;194;24-apr-86;18:42:00;34.848;176.407;10.47;1.38;19.2
18HU86006_080;CAST#1;41.955;-48.98167;30320;94;24-apr-86;18:42:00;34.656;260.8144;6.25;0.91;10.91
18HU86006_080;CAST#1;41.955;-48.98167;30321;3;24-apr-86;18:42:00;NaN;357.7266;0;0.33;0
18HU86006_091;CAST#1;42.40167;-48.965;30322;3010;24-apr-86;23:06:00;35.02;286.7172;15.91;1.25;16.98
18HU86006_091;CAST#1;42.40167;-48.965;30323;2960;24-apr-86;23:06:00;35.021;288.9502;15.35;1.22;16.92
18HU86006_091;CAST#1;42.40167;-48.965;30324;2909;24-apr-86;23:06:00;35.022;291.1832;14.98;1.15;17.07
18HU86006_091;CAST#1;42.40167;-48.965;30325;2807;24-apr-86;23:06:00;35.027;289.3968;14.6;1.28;16.95
18HU86006_091;CAST#1;42.40167;-48.965;30326;2687;24-apr-86;23:06:00;35.03;288.057;13.94;1.25;17.1
18HU86006_091;CAST#1;42.40167;-48.965;30327;2532;24-apr-86;23:06:00;35.036;285.3774;13.64;1.23;17.25
18HU86006_091;CAST#1;42.40167;-48.965;30328;2380;24-apr-86;23:06:00;35.042;284.4842;13.96;1.22;17.44
18HU86006_091;CAST#1;42.40167;-48.965;30329;2226;24-apr-86;23:06:00;35.047;284.0376;14.06;1.24;17.65
18HU86006_091;CAST#1;42.40167;-48.965;30330;2073;24-apr-86;23:06:00;35.039;281.8046;13.78;1.27;17.81
18HU86006_091;CAST#1;42.40167;-48.965;30331;1918;24-apr-86;23:06:00;35.051;283.1444;13.06;1.27;17.79
18HU86006_091;CAST#1;42.40167;-48.965;30332;1702;24-apr-86;23:06:00;35.05;280.9114;12.3;1.27;17.95
18HU86006_091;CAST#1;42.40167;-48.965;30333;1496;24-apr-86;23:06:00;35.049;281.8046;11.91;1.28;17.9
18HU86006_091;CAST#1;42.40167;-48.965;30334;1291;24-apr-86;23:06:00;35.073;274.659;12.39;1.28;18.31
18HU86006_091;CAST#1;42.40167;-48.965;30335;1087;24-apr-86;23:06:00;35.078;271.9794;11.46;1.3;18.4
18HU86006_091;CAST#1;42.40167;-48.965;30336;913;24-apr-86;23:06:00;35.101;264.3872;11.54;1.31;18.66
18HU86006_091;CAST#1;42.40167;-48.965;30337;694;24-apr-86;23:06:00;35.083;260.3678;11.25;1.33;18.67
18HU86006_091;CAST#1;42.40167;-48.965;30338;494;24-apr-86;23:06:00;35.036;241.164;12.86;1.47;19.62
18HU86006_091;CAST#1;42.40167;-48.965;30339;292;24-apr-86;23:06:00;34.511;295.2026;10.42;1.16;15.02
18HU86006_091;CAST#1;42.40167;-48.965;30340;92;24-apr-86;23:06:00;34.35;293.4162;6.41;0.89;9.1
18HU86006_091;CAST#1;42.40167;-48.965;30341;2;24-apr-86;23:06:00;NaN;NaN;0;0;0
18HU86006_102;CAST#1;42.85167;-48.95;30342;2461;25-apr-86;05:25:00;35.035;289.8434;13.3;1.22;16.9
18HU86006_102;CAST#1;42.85167;-48.95;30343;2405;25-apr-86;05:25:00;35.036;287.1638;12.62;1.18;17.12
18HU86006_102;CAST#1;42.85167;-48.95;30344;2357;25-apr-86;05:25:00;35.036;288.5036;12.56;1.28;17.17
18HU86006_102;CAST#1;42.85167;-48.95;30345;2246;25-apr-86;05:25:00;35.035;288.5036;12.96;1.26;17.14
18HU86006_102;CAST#1;42.85167;-48.95;30346;2016;25-apr-86;05:25:00;35.033;286.2706;12.85;1.24;16.97
18HU86006_102;CAST#1;42.85167;-48.95;30347;1816;25-apr-86;05:25:00;35.02;290.7366;11.16;1.2;16.95
18HU86006_102;CAST#1;42.85167;-48.95;30348;1613;25-apr-86;05:25:00;35.042;287.1638;11.36;1.22;17.52
18HU86006_102;CAST#1;42.85167;-48.95;30349;1405;25-apr-86;05:25:00;35.044;284.0376;11.33;1.24;17.77
18HU86006_102;CAST#1;42.85167;-48.95;30350;1204;25-apr-86;05:25:00;35.045;282.2512;11.19;1.22;18.05
18HU86006_102;CAST#1;42.85167;-48.95;30351;1105;25-apr-86;05:25:00;35.051;281.8046;11.12;1.21;17.01
18HU86006_102;CAST#1;42.85167;-48.95;30352;1004;25-apr-86;05:25:00;35.059;NaN;11.18;1.23;18.1
18HU86006_102;CAST#1;42.85167;-48.95;30353;901;25-apr-86;05:25:00;35.069;277.7852;11.06;1.22;18.36
18HU86006_102;CAST#1;42.85167;-48.95;30354;801;25-apr-86;05:25:00;35.07;273.7658;11.03;1.22;18.75
18HU86006_102;CAST#1;42.85167;-48.95;30355;699;25-apr-86;05:25:00;34.982;294.756;9.52;1.16;17.7
18HU86006_102;CAST#1;42.85167;-48.95;30356;599;25-apr-86;05:25:00;34.98;290.7366;9.69;1.14;17.6
18HU86006_102;CAST#1;42.85167;-48.95;30357;499;25-apr-86;05:25:00;34.935;289.8434;9.7;1.14;17.32
18HU86006_102;CAST#1;42.85167;-48.95;30358;395;25-apr-86;05:25:00;34.852;272.8726;11.71;1.21;17.77
18HU86006_102;CAST#1;42.85167;-48.95;30359;292;25-apr-86;05:25:00;34.872;235.8048;12.04;0;19.8
18HU86006_102;CAST#1;42.85167;-48.95;30360;190;25-apr-86;05:25:00;35.05;198.737;13.16;1.47;22.14
18HU86006_102;CAST#1;42.85167;-48.95;30361;95;25-apr-86;05:25:00;34.711;265.727;7.32;0.95;12.51
18HU86006_102;CAST#1;42.85167;-48.95;30362;40;25-apr-86;05:25:00;34.372;367.9984;1.33;0.3;0.81
18HU86006_114;CAST#1;43.30333;-48.935;30363;1731;25-apr-86;09:34:00;35.016;292.0764;11.81;1.31;17.5
18HU86006_114;CAST#1;43.30333;-48.935;30364;1678;25-apr-86;09:34:00;35.01;292.9696;10.96;1.34;17.83
18HU86006_114;CAST#1;43.30333;-48.935;30365;1629;25-apr-86;09:34:00;35.003;294.3094;10.61;1.26;17.79
18HU86006_114;CAST#1;43.30333;-48.935;30366;1525;25-apr-86;09:34:00;35.006;292.523;11.02;1.31;17.61
18HU86006_114;CAST#1;43.30333;-48.935;30367;1461;25-apr-86;09:34:00;34.999;292.523;11.18;1.26;17.6
18HU86006_114;CAST#1;43.30333;-48.935;30368;1409;25-apr-86;09:34:00;35.001;295.2026;10.27;1.24;17.78
18HU86006_114;CAST#1;43.30333;-48.935;30369;1358;25-apr-86;09:34:00;35;294.756;10.49;1.23;17.83
18HU86006_114;CAST#1;43.30333;-48.935;30370;1307;25-apr-86;09:34:00;35.002;294.3094;10.34;1.3;17.77
18HU86006_114;CAST#1;43.30333;-48.935;30371;1208;25-apr-86;09:34:00;35.006;293.4162;10.48;1.19;17.62
18HU86006_114;CAST#1;43.30333;-48.935;30372;1105;25-apr-86;09:34:00;35.014;291.1832;10.46;1.24;17.65
18HU86006_114;CAST#1;43.30333;-48.935;30373;1005;25-apr-86;09:34:00;35.013;288.057;10.14;1.17;17.6
18HU86006_114;CAST#1;43.30333;-48.935;30374;902;25-apr-86;09:34:00;35.025;285.824;10.14;1.26;18
18HU86006_114;CAST#1;43.30333;-48.935;30375;802;25-apr-86;09:34:00;35.037;281.8046;10.12;1.29;18.18
18HU86006_114;CAST#1;43.30333;-48.935;30376;700;25-apr-86;09:34:00;35.041;281.358;10.26;1.29;18.2
18HU86006_114;CAST#1;43.30333;-48.935;30377;601;25-apr-86;09:34:00;35.027;276.892;10.11;0;18.32
18HU86006_114;CAST#1;43.30333;-48.935;30378;499;25-apr-86;09:34:00;35.045;260.8144;11.1;1.34;18.79
18HU86006_114;CAST#1;43.30333;-48.935;30379;398;25-apr-86;09:34:00;34.948;291.1832;9.68;1.21;16.65
18HU86006_114;CAST#1;43.30333;-48.935;30380;296;25-apr-86;09:34:00;34.884;265.727;11.07;1.29;17.77
18HU86006_114;CAST#1;43.30333;-48.935;30381;196;25-apr-86;09:34:00;34.344;301.455;9.54;1.16;14.15
18HU86006_114;CAST#1;43.30333;-48.935;30382;94;25-apr-86;09:34:00;34.369;272.426;8.62;1.15;14
18HU86006_114;CAST#1;43.30333;-48.935;30383;4;25-apr-86;09:34:00;NaN;413.5516;0.15;0.45;0.29
18HU86006_127;CAST#1;43.74667;-48.91667;30384;1226;25-apr-86;13:30:00;34.979;297.4356;9.69;1.25;17.45
18HU86006_127;CAST#1;43.74667;-48.91667;30385;1176;25-apr-86;13:30:00;34.982;299.222;10.32;1.2;17.32
18HU86006_127;CAST#1;43.74667;-48.91667;30386;1127;25-apr-86;13:30:00;34.979;299.222;10;1.2;17.22
18HU86006_127;CAST#1;43.74667;-48.91667;30387;1018;25-apr-86;13:30:00;34.976;295.6492;9.5;1.26;17.09
18HU86006_127;CAST#1;43.74667;-48.91667;30388;800;25-apr-86;13:30:00;35.012;284.4842;9.91;1.27;17.44
18HU86006_127;CAST#1;43.74667;-48.91667;30389;409;25-apr-86;13:30:00;34.826;299.222;9.59;1.21;15.92
18HU86006_127;CAST#1;43.74667;-48.91667;30390;296;25-apr-86;13:30:00;34.742;304.1346;10.36;1.17;15.5
18HU86006_127;CAST#1;43.74667;-48.91667;30391;193;25-apr-86;13:30:00;34.171;314.853;10.07;1.13;13.98
18HU86006_127;CAST#1;43.74667;-48.91667;30392;94;25-apr-86;13:30:00;34.409;303.688;3.57;0.8;6.85
18HU86006_127;CAST#1;43.74667;-48.91667;30393;3;25-apr-86;13:30:00;NaN;364.8722;8.24;0.98;7.99
18HU86006_138;CAST#1;43.585;-48.23167;30394;3288;25-apr-86;17:30:00;35.011;292.523;16.07;0;16.52
18HU86006_138;CAST#1;43.585;-48.23167;30395;3238;25-apr-86;17:30:00;35.009;292.523;16.17;1.28;16.59
18HU86006_138;CAST#1;43.585;-48.23167;30396;3187;25-apr-86;17:30:00;35.009;291.6298;15.62;1.43;16.46
18HU86006_138;CAST#1;43.585;-48.23167;30397;3085;25-apr-86;17:30:00;35.019;291.6298;14.91;1.23;16.48
18HU86006_138;CAST#1;43.585;-48.23167;30398;2945;25-apr-86;17:30:00;35.025;290.7366;7.65;1.31;8.45
18HU86006_138;CAST#1;43.585;-48.23167;30399;2740;25-apr-86;17:30:00;35.03;288.9502;13.18;1.3;16.99
18HU86006_138;CAST#1;43.585;-48.23167;30400;2555;25-apr-86;17:30:00;35.032;287.6104;12.89;1.21;16.92
18HU86006_138;CAST#1;43.585;-48.23167;30401;2330;25-apr-86;17:30:00;35.032;NaN;0;0.1;0
18HU86006_138;CAST#1;43.585;-48.23167;30402;2125;25-apr-86;17:30:00;35.029;288.9502;11.72;1.44;16.94
18HU86006_138;CAST#1;43.585;-48.23167;30403;1917;25-apr-86;17:30:00;35.019;271.5328;11.19;1.24;16.94
18HU86006_138;CAST#1;43.585;-48.23167;30404;1711;25-apr-86;17:30:00;35.009;293.8628;11.54;1.22;17.25
18HU86006_138;CAST#1;43.585;-48.23167;30405;1504;25-apr-86;17:30:00;34.997;296.5424;10.22;1.24;17.45
18HU86006_138;CAST#1;43.585;-48.23167;30406;1294;25-apr-86;17:30:00;34.978;301.455;9.61;1.23;17.07
18HU86006_138;CAST#1;43.585;-48.23167;30407;1106;25-apr-86;17:30:00;34.977;307.7074;9.84;1.21;17.02
18HU86006_138;CAST#1;43.585;-48.23167;30408;904;25-apr-86;17:30:00;34.975;304.5812;9.38;1.17;16.83
18HU86006_138;CAST#1;43.585;-48.23167;30409;702;25-apr-86;17:30:00;35.079;276.892;10.37;1.24;17.66
18HU86006_138;CAST#1;43.585;-48.23167;30410;498;25-apr-86;17:30:00;35.047;267.96;10.7;1.23;18.16
18HU86006_138;CAST#1;43.585;-48.23167;30411;293;25-apr-86;17:30:00;34.899;253.6688;11.3;1.29;18.78
18HU86006_138;CAST#1;43.585;-48.23167;30412;196;25-apr-86;17:30:00;34.548;264.8338;10.75;1.28;17.46
18HU86006_138;CAST#1;43.585;-48.23167;30413;94;25-apr-86;17:30:00;33.869;325.5714;8.94;1;12.54
18HU86006_138;CAST#1;43.585;-48.23167;30414;4;25-apr-86;17:30:00;33.083;399.707;3.05;0.65;3.14
18HU86006_300;CAST#1;45.41333;-48.32;31167;1271;04-may-86;10:46:00;34.971;305.4744;10.79;1.36;17.74
18HU86006_300;CAST#1;45.41333;-48.32;31168;1192;04-may-86;10:46:00;34.963;306.3676;10.37;1.51;17.59
18HU86006_300;CAST#1;45.41333;-48.32;31169;1135;04-may-86;10:46:00;34.963;307.7074;10.2;1.68;17.52
18HU86006_300;CAST#1;45.41333;-48.32;31170;1074;04-may-86;10:46:00;34.964;306.8142;9.87;1.71;17.74
18HU86006_300;CAST#1;45.41333;-48.32;31171;951;04-may-86;10:46:00;34.967;305.0278;9.66;1.3;18
18HU86006_300;CAST#1;45.41333;-48.32;31172;884;04-may-86;10:46:00;34.97;305.0278;9.64;1.49;17.78
18HU86006_300;CAST#1;45.41333;-48.32;31173;816;04-may-86;10:46:00;34.969;302.7948;9.19;1.89;17.74
18HU86006_300;CAST#1;45.41333;-48.32;31174;759;04-may-86;10:46:00;34.97;302.3482;9.17;1.63;17.62
18HU86006_300;CAST#1;45.41333;-48.32;31175;696;04-may-86;10:46:00;34.966;301.0084;9.47;1.39;18.18
18HU86006_300;CAST#1;45.41333;-48.32;31176;641;04-may-86;10:46:00;34.954;305.0278;9.62;1.48;17.96
18HU86006_300;CAST#1;45.41333;-48.32;31177;587;04-may-86;10:46:00;34.94;301.455;9.52;1.51;17.82
18HU86006_300;CAST#1;45.41333;-48.32;31178;526;04-may-86;10:46:00;34.92;301.9016;9.48;1.32;17.72
18HU86006_300;CAST#1;45.41333;-48.32;31179;464;04-may-86;10:46:00;34.892;301.0084;9.83;1.3;17.81
18HU86006_300;CAST#1;45.41333;-48.32;31180;407;04-may-86;10:46:00;34.806;302.3482;10.41;1.2;17.4
18HU86006_300;CAST#1;45.41333;-48.32;31181;346;04-may-86;10:46:00;34.696;301.0084;9.75;1.32;16.48
18HU86006_300;CAST#1;45.41333;-48.32;31182;284;04-may-86;10:46:00;34.453;312.62;9.23;1.16;15.53
18HU86006_300;CAST#1;45.41333;-48.32;31183;221;04-may-86;10:46:00;33.623;320.6588;9.95;1.17;12.2
18HU86006_300;CAST#1;45.41333;-48.32;31184;165;04-may-86;10:46:00;33.281;343.4354;10.54;1.23;10.29
18HU86006_300;CAST#1;45.41333;-48.32;31185;103;04-may-86;10:46:00;32.969;374.6974;8.56;1.03;8.73
18HU86006_300;CAST#1;45.41333;-48.32;31186;43;04-may-86;10:46:00;32.81;382.2896;6.71;0.96;7.12
18HU86006_300;CAST#1;45.41333;-48.32;31187;3;04-may-86;10:46:00;NaN;421.1438;0;0.43;0.16
18HU86006_301;CAST#1;45.49833;-48.53333;31188;180;04-may-86;13:26:00;33.199;344.7752;10.66;1.21;9.98
18HU86006_301;CAST#1;45.49833;-48.53333;31189;160;04-may-86;13:26:00;33.198;345.6684;10.47;1.16;9.97
18HU86006_301;CAST#1;45.49833;-48.53333;31190;142;04-may-86;13:26:00;33.15;345.6684;10.15;1.04;9.81
18HU86006_301;CAST#1;45.49833;-48.53333;31191;121;04-may-86;13:26:00;33.033;355.4936;9.6;1.01;9.27
18HU86006_301;CAST#1;45.49833;-48.53333;31192;100;04-may-86;13:26:00;32.884;359.0664;8.25;1.01;8.63
18HU86006_301;CAST#1;45.49833;-48.53333;31193;98;04-may-86;13:26:00;32.871;377.8236;7.75;0.99;7.79
18HU86006_301;CAST#1;45.49833;-48.53333;31194;61;04-may-86;13:26:00;32.784;381.843;7.45;0.98;7.34
18HU86006_301;CAST#1;45.49833;-48.53333;31195;41;04-may-86;13:26:00;32.779;384.9692;6.06;1.02;6.68
18HU86006_301;CAST#1;45.49833;-48.53333;31196;41;04-may-86;13:26:00;32.779;403.7264;2.66;0.73;4.26
18HU86006_301;CAST#1;45.49833;-48.53333;31197;0;04-may-86;13:26:00;NaN;429.1826;0.1;0.37;0
