CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;CTD
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TE90;DOXY;PHPH;OXYM_01;Si_01;NO2_01;NOx_01;PO4_01;CHL_03;FLOR
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(ml/l);((none));(mmol/m**3);(mmol/m**3);(mmol/m**3);(mmol/m**3);(mmol/m**3);(mg/m**3);(mg/m**3)
18TL10037_1076;1031;47.8245;-62.2425;344167;55.62;17-jun-10;17:25:00;31.56;0.72;326.15198;7.987;323.13743;6.95667;0.21;4.19333;0.83667;0.14;0.475
18TL10037_1076;1031;47.8245;-62.2425;344168;25.28;17-jun-10;17:25:00;30.77;3.57;346.07034;8.141;NaN;1.385;0.09;0.785;0.405;0.375;1.945
18TL10037_1076;1031;47.8245;-62.2425;344169;15.37;17-jun-10;17:25:00;30.53;6.78;327.04518;8.162;NaN;1.04;0.045;0.19;0.255;1.25;5.07
18TL10037_1076;1031;47.8245;-62.2425;344170;5.35;17-jun-10;17:25:00;30.1;7.4;328.56362;8.181;325.59373;1.02;0.03;0.13;0.17667;0.985;2.287
18TL10037_1076;1031;47.8245;-62.2425;344171;1.19;17-jun-10;17:25:00;30.02;9.68;324.85684;8.17;NaN;1.16;0.04667;0.13667;0.17667;0.825;1.193
18TL10037_1077;1041;47.827;-62.7585;344172;63.95;17-jun-10;19:59:00;31.43;0.23;309.89574;7.912;306.99284;7.01;0.13;3.48;0.89;0.165;0.462
18TL10037_1077;1041;47.827;-62.7585;344173;25.58;17-jun-10;19:59:00;30.13;5.44;332.4937;8.15;NaN;1.61;0.09;0.665;0.35;0.71;3.156
18TL10037_1077;1041;47.827;-62.7585;344174;15.37;17-jun-10;19:59:00;29.67;8.15;324.0083;8.194;NaN;1.02;0.04667;0.14667;0.16667;1.735;5.661
18TL10037_1077;1041;47.827;-62.7585;344175;5.65;17-jun-10;19:59:00;29.01;9.62;315.9695;8.225;317.04134;0.85;0.03667;0.10667;0.07333;1.015;2.027
18TL10037_1077;1041;47.827;-62.7585;344176;1.19;17-jun-10;19:59:00;29.07;10.35;314.6297;8.222;NaN;0.89;0.04;0.1;0.11;1;1.063
18TL10037_1078;1101;47.82933;-63.25733;344189;78.52;18-jun-10;11:42:00;31.85;0.77;335.93252;8.012;333.1636;5.565;0.17;4.025;0.775;0.215;0.59
18TL10037_1078;1101;47.82933;-63.25733;344190;50.17;18-jun-10;11:42:00;31.39;3.19;344.14996;8.1;NaN;1.93;0.1;1.155;0.49;0.47;1.565
18TL10037_1078;1101;47.82933;-63.25733;344191;25.38;18-jun-10;11:42:00;29.97;6.58;321.41802;8.152;NaN;1.395;0.055;0.53;0.175;1.125;4.414
