CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;labo
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TEMP_XX;DOXY;PHPH;CHL_01;Si_01;PO4_01;NOx_01;PSAL_BS;NO2_01;OXY_02
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(ml/l);((none));(mg/m**3);(mmol/m**3);(mmol/m**3);(mmol/m**3);(PSU);(mmol/m**3);(ml/l)
18VA17667_002;HL_0;44.6937;-63.6403;434815;60.53;04-jan-17;13:13:00;31.1201;5.401;1.3529;7.572;0.05825;40.40333;3.22;21.31333;31.333;0.15667;NaN
18VA17667_002;HL_0;44.6937;-63.6403;434816;10.31;04-jan-17;13:11:00;29.2714;4.4123;6.6556;7.865;1.09638;10.78333;0.955;8.34;NaN;0.35333;NaN
18VA17667_002;HL_0;44.6937;-63.6403;434817;5.26;04-jan-17;13:11:00;29.0243;4.2605;6.771;7.873;1.09638;10.98333;0.95367;8.32667;NaN;0.36667;NaN
18VA17667_002;HL_0;44.6937;-63.6403;434818;1.81;04-jan-17;13:11:00;28.9562;4.2183;6.7929;7.873;1.2718;11.12667;0.95767;8.26333;NaN;0.38;NaN
18VA17667_003;HL_0;44.6937;-63.6403;434851;60.66;08-mar-17;13:44:00;30.9833;1.4962;7.2376;7.861;0.29419;9.74333;0.94767;6.51333;30.992;0.17;7.4565
18VA17667_003;HL_0;44.6937;-63.6403;434852;10.51;08-mar-17;13:42:00;30.2408;1.8568;7.2484;7.859;2.25855;12.09333;1;7.55333;NaN;0.21;NaN
18VA17667_003;HL_0;44.6937;-63.6403;434853;5.49;08-mar-17;13:42:00;29.9284;1.5737;7.4765;7.859;2.32433;11.72667;0.94733;7.59;NaN;0.21;7.664
18VA17667_003;HL_0;44.6937;-63.6403;434854;1.4;08-mar-17;13:42:00;29.9041;1.597;7.4811;7.854;2.69711;11.67;0.95867;7.38;NaN;0.22;NaN
18VA17667_014;HL_0;44.6937;-63.6403;434855;60.63;15-mar-17;12:19:00;30.9761;1.4227;6.989;7.824;0.44946;10.15667;1.03433;6.57667;30.988;0.20333;7.3335
18VA17667_014;HL_0;44.6937;-63.6403;434856;10.38;15-mar-17;12:17:00;30.3123;1.2706;7.5608;7.793;2.36595;10.27667;0.91667;7.20667;NaN;0.20333;NaN
18VA17667_014;HL_0;44.6937;-63.6403;434857;5.29;15-mar-17;12:17:00;30.1624;1.2042;7.6149;7.786;2.52912;10.21667;0.91933;7.4;NaN;0.21333;7.8215
18VA17667_014;HL_0;44.6937;-63.6403;434858;1.16;15-mar-17;12:16:00;30.1566;1.2066;7.6009;7.765;2.56991;10.23;0.895;7.11667;NaN;0.21;NaN
18VA17667_025;HL_0;44.6937;-63.6403;434859;60.59;22-mar-17;17:30:00;30.9859;1.0843;7.621;7.923;1.24988;8.44;0.9015;5.11;31.033;0.245;7.829
18VA17667_025;HL_0;44.6937;-63.6403;434860;10.21;22-mar-17;17:30:00;30.5813;1.5302;7.5421;7.932;2.52912;8.565;0.8845;5.725;NaN;0.27;NaN
18VA17667_025;HL_0;44.6937;-63.6403;434861;5.35;22-mar-17;17:30:00;30.0069;1.8547;7.785;7.944;3.67131;7.865;0.7215;5.05;NaN;0.29;7.996
18VA17667_025;HL_0;44.6937;-63.6403;434862;1.24;22-mar-17;17:30:00;29.9395;2.0191;6.6958;7.944;3.42655;8.95;0.6025;5.125;NaN;0.315;NaN
18VA17667_036;HL_0;44.6937;-63.6403;434863;60.65;29-mar-17;12:34:00;30.9726;1.1633;7.3823;7.844;0.26967;9.465;1.001;5.385;31.017;0.285;7.5855
18VA17667_036;HL_0;44.6937;-63.6403;434864;10.53;29-mar-17;12:32:00;30.3368;1.2956;8.0181;7.863;6.32281;4.59;0.724;3.975;NaN;0.285;NaN
18VA17667_036;HL_0;44.6937;-63.6403;434865;5.34;29-mar-17;12:32:00;30.1252;1.2286;8.3223;7.863;13.36717;3.275;0.598;2.745;NaN;0.31;8.594
18VA17667_036;HL_0;44.6937;-63.6403;434866;1.38;29-mar-17;12:32:00;29.8505;1.1261;8.5154;7.862;12.47603;3.555;0.504;2.755;NaN;0.29;NaN
18VA17667_047;HL_0;44.6937;-63.6403;434867;60.74;05-apr-17;12:26:00;30.971;1.1768;7.313;7.837;0.14301;10.72;1.126;5.505;30.966;0.335;NaN
18VA17667_047;HL_0;44.6937;-63.6403;434868;10.32;05-apr-17;12:25:00;30.2563;1.4691;8.5153;7.888;18.93683;1.15;0.4755;1.99;NaN;0.25;NaN
18VA17667_047;HL_0;44.6937;-63.6403;434869;5.34;05-apr-17;12:24:00;30.2547;1.4734;8.5352;7.882;20.05076;0.775;0.4255;1.55;NaN;0.235;NaN
18VA17667_047;HL_0;44.6937;-63.6403;434870;1.29;05-apr-17;12:24:00;30.2539;1.476;8.5271;7.873;18.93683;0.72;0.419;1.54;NaN;0.24;NaN
18VA17667_058;HL_0;44.6937;-63.6403;434871;60.67;12-apr-17;13:47:00;30.9691;1.2147;7.0049;8.068;1.38144;10.77;1.113;5.735;30.995;0.385;7.367
18VA17667_058;HL_0;44.6937;-63.6403;434872;10.63;12-apr-17;13:45:00;30.1583;1.9441;8.5799;8.302;27.40271;0;0.351;1.045;NaN;0.155;NaN
18VA17667_058;HL_0;44.6937;-63.6403;434873;5.61;12-apr-17;13:45:00;29.9785;2.3044;10.0411;8.363;12.47603;0;0.227;0.845;NaN;0.115;10.238
18VA17667_058;HL_0;44.6937;-63.6403;434874;1.46;12-apr-17;13:45:00;27.8105;4.2228;10.144;8.425;7.79751;0.355;0.1965;0.815;NaN;0.1;NaN
18VA17667_069;HL_0;44.6937;-63.6403;434875;60.76;20-apr-17;12:16:00;30.9643;1.2271;6.8567;7.607;1.05253;11.735;1.2165;6.19;31.014;0.435;6.964
18VA17667_069;HL_0;44.6937;-63.6403;434876;10.47;20-apr-17;12:15:00;30.3158;1.4918;8.4241;7.589;2.65325;0;0.378;1.865;NaN;0.195;NaN
18VA17667_069;HL_0;44.6937;-63.6403;434877;5.38;20-apr-17;12:15:00;30.1246;2.2813;8.9531;7.565;3.57422;0;0.166;1.025;NaN;0.1;8.863
18VA17667_069;HL_0;44.6937;-63.6403;434878;1.37;20-apr-17;12:14:00;28.9464;4.0908;8.4686;7.531;3.17074;0;0.121;0.96;NaN;0.11;NaN
18VA17667_080;HL_0;44.6937;-63.6403;434879;60.76;26-apr-17;12:20:00;30.959;1.2533;6.3565;7.804;0.30645;13.065;1.444;6.44;30.983;0.54;6.3455
18VA17667_080;HL_0;44.6937;-63.6403;434880;10.49;26-apr-17;12:18:00;30.145;2.4284;8.2726;7.867;2.6515;0;0.3555;1.335;NaN;0.145;NaN
18VA17667_080;HL_0;44.6937;-63.6403;434881;5.47;26-apr-17;12:18:00;29.7241;3.6229;8.6233;7.857;3.58972;0;0.1355;0.765;NaN;0.095;8.6435
18VA17667_080;HL_0;44.6937;-63.6403;434882;1.68;26-apr-17;12:18:00;29.1387;4.9919;8.3696;7.843;2.6515;0;0.128;0.84;NaN;0.095;NaN
18VA17667_091;HL_0;44.6937;-63.6403;434883;60.69;03-may-17;12:32:00;30.9554;1.2717;5.984;7.633;0.09397;13.95;1.4745;6.595;30.977;0.655;6.091
18VA17667_091;HL_0;44.6937;-63.6403;434884;10.41;03-may-17;12:30:00;30.0125;2.8833;7.952;7.646;2.73308;0;0.348;1.365;NaN;0.18;NaN
18VA17667_091;HL_0;44.6937;-63.6403;434885;5.43;03-may-17;12:30:00;29.3375;4.5667;8.24;7.627;6.20043;0;0.241;0.915;NaN;0.14;8.2765
18VA17667_091;HL_0;44.6937;-63.6403;434886;1.38;03-may-17;12:30:00;27.9326;5.9017;8.0594;7.608;4.85429;0.815;0.2775;1.295;NaN;0.215;NaN
18VA17667_102;HL_0;44.6937;-63.6403;434887;60.61;10-may-17;12:31:00;30.9363;1.2705;5.811;7.615;0.08172;13.44;1.499;6.88;30.956;0.695;5.935
18VA17667_102;HL_0;44.6937;-63.6403;434888;10.35;10-may-17;12:29:00;29.7493;4.0208;7.6061;7.595;2.08041;0;0.3145;1.255;NaN;0.165;NaN
18VA17667_102;HL_0;44.6937;-63.6403;434889;5.39;10-may-17;12:29:00;29.5435;5.0211;7.9146;7.572;9.80259;0;0.2685;1.055;NaN;0.105;8.048
18VA17667_102;HL_0;44.6937;-63.6403;434890;1.35;10-may-17;12:28:00;27.5588;7.7984;7.2093;7.575;2.14891;11.495;0.3505;4.79;NaN;0.26;NaN
18VA17667_113;HL_0;44.6937;-63.6403;434819;60.73;11-jan-17;13:21:00;31.0988;5.3999;1.5039;7.642;0.05582;42.89667;3.32667;21.19333;31.312;0.1;NaN
18VA17667_113;HL_0;44.6937;-63.6403;434820;10.61;11-jan-17;13:19:00;29.5427;3.4907;6.8067;7.888;0.70168;10.56;0.96067;8.12;NaN;0.37667;NaN
