CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;terrain;labo;labo;labo;labo
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PRES;PSAL_BS;OXYM_01;TEMP_XX;Si_01;PO4_01;NOx_01;CHL_XX
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(dbar);(PSU);(mmol/m**3);(celsius);(mmol/m**3);(mmol/m**3);(mmol/m**3);(mg/m**3)
18TL04524_002;STN27;47.5467;-52.5867;258036;171;17-apr-04;21:48:00;172.8;32.896;355;-0.21;10.22;1.15;8.09;NaN
18TL04524_002;STN27;47.5467;-52.5867;258037;150;17-apr-04;21:48:00;150.96;32.768;356.4;-0.69;5.15;0.86;6.8;NaN
18TL04524_002;STN27;47.5467;-52.5867;258038;98;17-apr-04;21:48:00;98.82;32.631;352.4;-1.11;4.8;0.84;6.49;13.92
18TL04524_002;STN27;47.5467;-52.5867;258039;75;17-apr-04;21:48:00;75.51;32.582;344.8;-1.11;3.5;0.86;5.75;2.02
18TL04524_002;STN27;47.5467;-52.5867;258040;50;17-apr-04;21:48:00;50.26;32.49;351.5;-0.62;3.7;0.86;4.46;1.42
18TL04524_002;STN27;47.5467;-52.5867;258041;40;17-apr-04;21:48:00;39.87;32.45;348.3;-0.55;1.85;0.64;2.23;1.37
18TL04524_002;STN27;47.5467;-52.5867;258042;29;17-apr-04;21:48:00;29.46;32.393;347.5;-0.36;2.5;0.71;3.61;3.33
18TL04524_002;STN27;47.5467;-52.5867;258043;20;17-apr-04;21:48:00;19.9;32.243;344.3;0.93;1.7;0.47;0.6;4.01
18TL04524_002;STN27;47.5467;-52.5867;258044;11;17-apr-04;21:48:00;10.61;32.115;336.3;1.62;1.79;0.49;0.98;3.81
18TL04524_002;STN27;47.5467;-52.5867;258045;5;17-apr-04;21:48:00;5.33;31.945;314.4;2.04;1.66;0.5;0.84;4.23
18TL04524_003;SEGB-09;44.725;-51.395;258081;65;19-apr-04;19:20:00;65.44;32.536;350.1;1.69;4.76;0.89;4.76;0.82
18TL04524_003;SEGB-09;44.725;-51.395;258082;50;19-apr-04;19:20:00;50.22;32.532;347.9;1.7;4.88;0.86;4.73;0.75
18TL04524_003;SEGB-09;44.725;-51.395;258083;40;19-apr-04;19:20:00;40.02;32.425;343.9;2.71;2.72;0.52;2.33;3.19
18TL04524_003;SEGB-09;44.725;-51.395;258084;30;19-apr-04;19:20:00;30.2;32.38;339;3.46;1.95;0.39;0.8;3.8
18TL04524_003;SEGB-09;44.725;-51.395;258085;20;19-apr-04;19:20:00;20.63;32.375;332.7;3.61;2.28;0.5;1.28;4.26
18TL04524_003;SEGB-09;44.725;-51.395;258086;10;19-apr-04;19:20:00;9.99;32.376;323.8;3.65;2.67;0.48;1.76;4.3
18TL04524_003;SEGB-09;44.725;-51.395;258087;5;19-apr-04;19:20:00;4.94;32.375;325.1;3.75;2.06;0.39;0.93;4.39
18TL04524_004;STN27;47.5467;-52.5867;258503;169;02-may-04;07:39:00;169.96;32.826;381.4;-0.61;7.15;1;7.22;NaN
18TL04524_004;STN27;47.5467;-52.5867;258504;148;02-may-04;07:39:00;149.2;32.742;384.5;-0.66;4.98;0.78;5.94;NaN
18TL04524_004;STN27;47.5467;-52.5867;258505;98;02-may-04;07:39:00;98.8;32.486;384.5;-0.5;1.74;0.5;1.87;3.99
18TL04524_004;STN27;47.5467;-52.5867;258506;75;02-may-04;07:39:00;75.47;32.392;377.8;-0.07;2.57;0.66;2.89;3.59
18TL04524_004;STN27;47.5467;-52.5867;258507;50;02-may-04;07:39:00;49.92;32.237;375.6;0.43;2.17;0.52;1.72;3.92
18TL04524_004;STN27;47.5467;-52.5867;258508;40;02-may-04;07:39:00;40.47;32.198;377.8;0.74;1.1;0.34;0.81;5.68
18TL04524_004;STN27;47.5467;-52.5867;258509;29;02-may-04;07:39:00;29.64;32.161;380.1;0.93;1.56;0.28;0.97;4.69
18TL04524_004;STN27;47.5467;-52.5867;258510;20;02-may-04;07:39:00;19.77;32.132;388.5;1.12;1.28;0.28;1.04;2.75
