CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;terrain;labo;labo;labo;labo
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PRES;PSAL_BS;OXYM_01;TEMP_XX;Si_01;PO4_01;NOx_01;CHL_XX
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(dbar);(PSU);(mmol/m**3);(celsius);(mmol/m**3);(mmol/m**3);(mmol/m**3);(mg/m**3)
18TL02010_002;1;47.5467;-52.5867;254971;169;12-jul-02;22:59:00;170.72;33.17;310.8308;-1.39;13.65;1.82;3.75;NaN
18TL02010_002;1;47.5467;-52.5867;254972;150;12-jul-02;22:59:00;151.17;33.07;327.3549;-1.53;10.19;2.17;5.21;NaN
18TL02010_002;1;47.5467;-52.5867;254973;100;12-jul-02;22:59:00;100.89;32.93;332.2674;-1.29;7.13;1.89;4.57;0.06
18TL02010_002;1;47.5467;-52.5867;254974;74;12-jul-02;22:59:00;75.1;32.86;338.9664;-1.21;5.53;1.94;4.13;0.12
18TL02010_002;1;47.5467;-52.5867;254975;50;12-jul-02;22:59:00;50.6;32.76;350.5779;-0.95;1.42;1.52;1.94;1.63
18TL02010_002;1;47.5467;-52.5867;254976;40;12-jul-02;22:59:00;40.75;32.7;369.3349;-0.53;0.39;0.88;0.38;1.86
18TL02010_002;1;47.5467;-52.5867;254977;30;12-jul-02;22:59:00;30.64;32.62;381.8396;0.03;0.19;0.67;0;1.06
18TL02010_002;1;47.5467;-52.5867;254978;20;12-jul-02;22:59:00;20.53;32.41;354.1506;3.72;0.3;0.63;1.06;0.24
18TL02010_002;1;47.5467;-52.5867;254979;10;12-jul-02;22:59:00;10.36;32;275.9963;11.95;0.2;0.31;0;0.25
18TL02010_002;1;47.5467;-52.5867;254980;6;12-jul-02;22:59:00;5.9;32;275.5497;12.01;0.21;0.3;0;0.25
18TL02010_003;10;47;-50;255027;75;13-jul-02;17:42:00;75.62;32.94;291.1806;0.14;8.81;1.91;4.7;0.11
18TL02010_003;10;47;-50;255028;50;13-jul-02;17:42:00;50.23;32.85;296.0931;0.45;5.84;1.6;3.67;0.15
18TL02010_003;10;47;-50;255029;40;13-jul-02;17:42:00;40.54;32.85;316.19;0.87;4.23;1.26;2.46;1.38
18TL02010_003;10;47;-50;255030;30;13-jul-02;17:42:00;30.53;32.75;337.6266;4.2;0;0.62;0.07;0.16
18TL02010_003;10;47;-50;255031;20;13-jul-02;17:42:00;20.1;32.64;313.0638;6.09;0.13;0.58;0.36;0.09
18TL02010_003;10;47;-50;255032;10;13-jul-02;17:42:00;10.19;32.55;301.0057;7.63;0.22;0.56;3.46;0.14
18TL02010_003;10;47;-50;255033;6;13-jul-02;17:42:00;5.67;32.44;286.7146;9.31;0;0.45;0;0.13
18TL02010_012;108;47.5467;-52.5867;255570;171;28-jul-02;08:14:00;172.42;33.21;295.6465;-1.3;16.43;1.92;10.15;NaN
18TL02010_012;108;47.5467;-52.5867;255571;150;28-jul-02;08:14:00;150.99;33.03;321.1025;-1.45;10.95;1.73;9.18;NaN
18TL02010_012;108;47.5467;-52.5867;255573;99;28-jul-02;08:14:00;100.2;32.895;332.9373;-1.3;6.79;1.79;7.47;0.38
18TL02010_012;108;47.5467;-52.5867;255574;74;28-jul-02;08:14:00;74.69;32.83;326.9083;-1.22;6.7;1.6;6.49;3.61
18TL02010_012;108;47.5467;-52.5867;255575;39;28-jul-02;08:14:00;39.1;32.61;367.5485;0.42;1.2;0.82;1.66;1.79
18TL02010_012;108;47.5467;-52.5867;255576;29;28-jul-02;08:14:00;29.23;32.52;379.6066;1.16;0;0.51;0;0.75
18TL02010_012;108;47.5467;-52.5867;255577;19;28-jul-02;08:14:00;19.21;32.35;359.0632;4.13;0.08;0.45;0;0.35
18TL02010_012;108;47.5467;-52.5867;255578;9;28-jul-02;08:14:00;9.17;31.91;276.4429;11.44;0;0.46;0;0.18
18TL02010_012;108;47.5467;-52.5867;255579;4;28-jul-02;08:14:00;4.42;31.91;272.8701;12.09;0.16;0.37;0.14;0.26
