CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;terrain;labo;labo;labo;labo
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PRES;PSAL_BS;OXYM_01;TEMP_XX;Si_01;PO4_01;NOx_01;CHL_03
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(dbar);(PSU);(mmol/m**3);(celsius);(mmol/m**3);(mmol/m**3);(mmol/m**3);(mg/m**3)
18HU01068_002;STN27;47.5467;-52.5867;253801;169;14-nov-01;23:30:00;170.3;33.279;328.2;-0.8;9.16;1.51;8.53;NaN
18HU01068_002;STN27;47.5467;-52.5867;253802;150;14-nov-01;23:30:00;151.59;32.93;347;-1.111;5.47;1.39;6.54;0.06
18HU01068_002;STN27;47.5467;-52.5867;253803;100;14-nov-01;23:30:00;100.42;32.549;360;-0.706;4.72;1.62;5.31;0.08
18HU01068_002;STN27;47.5467;-52.5867;253804;75;14-nov-01;23:30:00;75.82;32.324;362.2;0.255;3.37;1.54;3.71;0.11
18HU01068_002;STN27;47.5467;-52.5867;253805;51;14-nov-01;23:30:00;51.15;31.292;345.7;6.204;NaN;NaN;NaN;NaN
18HU01068_002;STN27;47.5467;-52.5867;253806;40;14-nov-01;23:30:00;40.4;31.221;343.4;6.442;NaN;NaN;NaN;NaN
18HU01068_002;STN27;47.5467;-52.5867;253807;31;14-nov-01;23:30:00;31.11;31.202;341.6;6.514;0.49;0.52;0;0.85
18HU01068_002;STN27;47.5467;-52.5867;253808;21;14-nov-01;23:30:00;21.05;31.201;341.2;6.518;0.49;0.57;0;0.8
18HU01068_002;STN27;47.5467;-52.5867;253809;11;14-nov-01;23:30:00;10.97;31.201;341.2;6.503;0.61;0.65;0;0.83
18HU01068_002;STN27;47.5467;-52.5867;253810;6;14-nov-01;23:30:00;6.13;31.201;341.6;6.509;0.51;0.53;0;0.82
18HU01068_003;SEGB-09;44.725;-51.395;253857;65;15-nov-01;22:37:00;65.62;32.769;268.9;4.449;7.34;1.68;1.88;0.12
18HU01068_003;SEGB-09;44.725;-51.395;253858;50;15-nov-01;22:37:00;50.13;32.772;271.1;4.517;7.87;1.52;1.26;0.16
18HU01068_003;SEGB-09;44.725;-51.395;253859;40;15-nov-01;22:37:00;39.94;32.27;314;10.215;0.53;0.49;0;0.56
18HU01068_003;SEGB-09;44.725;-51.395;253860;30;15-nov-01;22:37:00;30.22;32.27;312.2;10.214;0.49;0.48;0;0.58
18HU01068_003;SEGB-09;44.725;-51.395;253861;20;15-nov-01;22:37:00;20.03;32.27;311.3;10.214;0.5;0.42;0;0.55
18HU01068_003;SEGB-09;44.725;-51.395;253862;10;15-nov-01;22:37:00;9.92;32.27;310.8;10.212;0.5;0.49;0;0.58
18HU01068_003;SEGB-09;44.725;-51.395;253863;5;15-nov-01;22:37:00;4.85;32.27;310.8;10.211;0.31;0.32;0;0.62
18HU01068_014;SEGB-10;44.3633;-51.1033;253864;66;16-nov-01;01:36:00;66.07;32.766;291.6;4.176;6.73;1.6;2.15;0.3
18HU01068_014;SEGB-10;44.3633;-51.1033;253865;49;16-nov-01;01:36:00;49.64;32.766;293.9;4.226;6.02;1.77;2.79;0.69
18HU01068_014;SEGB-10;44.3633;-51.1033;253866;39;16-nov-01;01:36:00;39.41;32.26;319.3;9.898;0.95;0.39;0.2;1.35
18HU01068_014;SEGB-10;44.3633;-51.1033;253867;29;16-nov-01;01:36:00;29.08;32.256;317.1;9.894;0.92;0.34;4.39;1.22
18HU01068_014;SEGB-10;44.3633;-51.1033;253868;19;16-nov-01;01:36:00;19.05;32.256;316.2;9.896;0.84;0.26;0.01;1.25
18HU01068_014;SEGB-10;44.3633;-51.1033;253869;9;16-nov-01;01:36:00;9.52;32.256;315.7;9.9;0.96;0.38;0.2;1.34
18HU01068_014;SEGB-10;44.3633;-51.1033;253870;5;16-nov-01;01:36:00;5.16;32.259;315.7;9.913;0.96;0.47;0.54;1.43
18HU01068_025;SEGB-11;44;-50.8083;253871;65;16-nov-01;04:05:00;65.94;32.912;328.7;2.464;5.97;1.65;2.95;0.35
18HU01068_025;SEGB-11;44;-50.8083;253872;51;16-nov-01;04:05:00;51.31;32.911;332.3;2.447;5.57;1.59;2.71;0.29
18HU01068_025;SEGB-11;44;-50.8083;253873;40;16-nov-01;04:05:00;40.09;32.326;326.9;10.15;0.51;0.39;0.14;1.61
18HU01068_025;SEGB-11;44;-50.8083;253874;30;16-nov-01;04:05:00;29.74;32.322;318.4;10.388;0.1;0.34;0.14;1.59
18HU01068_025;SEGB-11;44;-50.8083;253875;20;16-nov-01;04:05:00;20.06;32.319;316.6;10.404;0.14;0.33;0.14;1.9
18HU01068_025;SEGB-11;44;-50.8083;253876;10;16-nov-01;04:05:00;9.93;32.318;315.7;10.406;0.23;0.38;0.5;1.79
18HU01068_025;SEGB-11;44;-50.8083;253877;5;16-nov-01;04:05:00;5.05;32.317;316.2;10.408;0.23;0.35;0.38;1.79
18HU01068_036;SEGB-12;43.6333;-50.5167;253878;62;16-nov-01;07:10:00;62.15;32.742;328.7;3.337;8.32;1.59;3.03;0.42
18HU01068_036;SEGB-12;43.6333;-50.5167;253879;51;16-nov-01;07:10:00;51.44;32.742;329.6;3.34;8.39;1.42;2.89;0.25
18HU01068_036;SEGB-12;43.6333;-50.5167;253880;41;16-nov-01;07:10:00;41.46;32.736;329.1;3.408;8.39;1.75;3.08;0.26
18HU01068_036;SEGB-12;43.6333;-50.5167;253881;30;16-nov-01;07:10:00;30.16;32.279;325.1;9.64;0.42;0.44;0.29;1.51
18HU01068_036;SEGB-12;43.6333;-50.5167;253882;20;16-nov-01;07:10:00;20.04;32.287;321.5;9.738;0.45;0.6;0.52;1.56
18HU01068_036;SEGB-12;43.6333;-50.5167;253883;10;16-nov-01;07:10:00;10.39;32.29;320.7;9.775;0.44;0.6;0.52;1.57
18HU01068_036;SEGB-12;43.6333;-50.5167;253884;5;16-nov-01;07:10:00;5.54;32.292;320.2;9.797;0.56;0.59;0.64;1.57
18HU01068_047;SEGB-13;43.2;-50.1667;-253885;0;16-nov-01;10:15:00;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN
18HU01068_047;SEGB-13;43.2;-50.1667;253885;62;16-nov-01;10:15:00;62.65;32.905;334.5;1.627;12.53;1.43;5.71;0.73
18HU01068_047;SEGB-13;43.2;-50.1667;253886;51;16-nov-01;10:15:00;50.9;32.809;339;2.255;10.74;1.33;5.22;0.44
18HU01068_047;SEGB-13;43.2;-50.1667;253887;41;16-nov-01;10:15:00;41.29;32.804;339;2.327;10.1;1.21;4.03;0.48
18HU01068_047;SEGB-13;43.2;-50.1667;253888;31;16-nov-01;10:15:00;31.07;32.704;348.3;3.924;5.1;0.88;2.56;0.32
18HU01068_047;SEGB-13;43.2;-50.1667;253889;19;16-nov-01;10:15:00;19.53;32.275;345.7;7.498;0.18;0.41;0.14;2.72
18HU01068_047;SEGB-13;43.2;-50.1667;253890;10;16-nov-01;10:15:00;10.01;32.27;344.8;7.573;0.37;0.49;0.73;2.79
18HU01068_047;SEGB-13;43.2;-50.1667;253891;5;16-nov-01;10:15:00;4.85;32.27;343;7.571;0.12;0.43;0.71;2.71
18HU01068_058;SEGB-14;42.92;-49.9417;-253892;0;16-nov-01;12:39:00;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN
18HU01068_058;SEGB-14;42.92;-49.9417;253892;169;16-nov-01;12:39:00;170.29;33.842;329.1;0.817;NaN;NaN;NaN;NaN
