CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;CTD;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TE90;DOXY;OXYM_01;CHL_03;FLOR;NO2_01;Q_NO2;NOx_01;Q_NOX;PO4_01;Q_PO4;Si_01;Q_Si;QCFF;N_P;N_Si
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(ml/l);(mmol/m**3);(mg/m**3);(mg/m**3);(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));((none));((none));((none))
18HU06060_876;551;47.83;-64.24817;290683;2.38;06-nov-06;05:25:00;29.34;6.92;305.87634;6.839;1.02;1.982;0.145;1;3.31;1;0.57;1;5.67;1;256;5.81;0.58
18HU06060_876;551;47.83;-64.24817;290682;5.16;06-nov-06;05:25:00;29.35;6.92;306.05498;6.827;0.915;1.947;0.145;1;3.295;1;0.565;1;5.96;1;256;5.83;0.55
18HU06060_876;551;47.83;-64.24817;290681;14.48;06-nov-06;05:25:00;29.41;6.85;305.38508;6.823;0.805;1.822;0.16;1;4.05;1;0.62;1;6.53;1;256;6.53;0.62
18HU06060_876;551;47.83;-64.24817;290680;25.38;06-nov-06;05:25:00;29.68;6.29;304.31324;6.85;0.39;1.119;0.185;1;5.59;1;0.73;1;7.29;1;256;7.66;0.77
18HU06060_876;551;47.83;-64.24817;290679;33.71;06-nov-06;05:25:00;30.12;6.54;297.83754;6.53;0.32;0.856;0.17;1;4.525;1;0.685;1;6.595;1;256;6.61;0.69
18HU06060_877;561;47.74017;-64.00117;290689;1.88;06-nov-06;06:47:00;29.54;6.68;305.34042;6.845;0.65;1.712;0.14;1;3.455;1;0.56;1;6.46;1;256;6.17;0.53
18HU06060_877;561;47.74017;-64.00117;290688;5.16;06-nov-06;06:47:00;29.54;6.68;305.60838;6.831;0.67;1.718;0.14;1;3.54;1;0.575;1;5.595;1;256;6.16;0.63
18HU06060_877;561;47.74017;-64.00117;290687;15.17;06-nov-06;06:47:00;29.54;6.68;305.38508;6.834;0.695;1.714;0.145;1;3.575;1;0.58;1;5.84;1;256;6.16;0.61
18HU06060_877;561;47.74017;-64.00117;290686;25.19;06-nov-06;06:47:00;29.6;6.55;305.42974;6.83;0.59;1.483;0.15;1;3.91;1;0.61;1;5.73;1;256;6.41;0.68
18HU06060_877;561;47.74017;-64.00117;290685;49.77;06-nov-06;06:47:00;30.45;4.81;304.26858;6.372;0.225;0.769;0.19;1;8.425;1;0.965;1;11.14;1;256;8.73;0.76
18HU06060_877;561;47.74017;-64.00117;290684;72.67;06-nov-06;06:47:00;31.99;1.53;234.6883;5.057;0.19;0.448;0.12;1;14;1;1.465;1;26.59;1;256;9.56;0.53
18HU06060_878;571;47.6595;-63.75117;290695;2.28;06-nov-06;08:10:00;29.67;5.72;310.69962;6.962;0.72;1.769;0.155;1;5.595;1;0.71;1;7.135;1;256;7.88;0.78
18HU06060_878;571;47.6595;-63.75117;290694;5.16;06-nov-06;08:10:00;29.67;5.72;310.52098;6.97;0.735;1.765;0.19;1;5.54;1;0.63;1;7.715;1;256;8.79;0.72
18HU06060_878;571;47.6595;-63.75117;290693;15.07;06-nov-06;08:10:00;29.77;5.25;313.87048;7.099;0.96;1.983;0.17;1;6.3;1;0.695;1;8.185;1;256;9.06;0.77
18HU06060_878;571;47.6595;-63.75117;290692;25.09;06-nov-06;08:10:00;29.91;4.56;319.36366;7.171;0.705;1.957;0.17;1;7.5;1;0.785;1;8.75;1;256;9.55;0.86
18HU06060_878;571;47.6595;-63.75117;290691;49.77;06-nov-06;08:10:00;31.09;3.54;291.27252;6.447;0.155;0.53;0.185;1;9.365;1;0.955;1;10.01;1;256;9.81;0.94
18HU06060_878;571;47.6595;-63.75117;290690;57.01;06-nov-06;08:10:00;31.5;2.98;281.98324;6.275;0.14;0.434;0.17;1;9.935;1;1.01;1;10.285;1;256;9.84;0.97
18HU06060_879;581;47.499;-63.25033;290701;1.59;06-nov-06;10:20:00;30.03;6.27;309.4938;6.9345;1.085;2.567;0.145;1;3.685;1;0.6;1;4.245;1;256;6.14;0.87
18HU06060_879;581;47.499;-63.25033;290700;5.45;06-nov-06;10:20:00;30.03;6.28;309.31516;6.933;1.165;2.555;0.145;1;3.69;1;0.6;1;4.25;1;256;6.15;0.87
18HU06060_879;581;47.499;-63.25033;290699;15.57;06-nov-06;10:20:00;30.03;6.3;309.31516;6.934;1.115;2.561;0.145;1;3.76;1;0.6;1;4.245;1;256;6.27;0.89
18HU06060_879;581;47.499;-63.25033;290698;24.99;06-nov-06;10:20:00;30.1;6.43;308.51128;6.921;0.975;2.289;0.14;1;3.595;1;0.59;1;4.185;1;256;6.09;0.86
18HU06060_879;581;47.499;-63.25033;290697;50.17;06-nov-06;10:20:00;32.11;0.89;262.95808;5.414;0.08;0.319;0.03;1;14.125;1;1.435;1;23.655;1;256;9.84;0.60
18HU06060_879;581;47.499;-63.25033;290696;66.83;06-nov-06;10:20:00;32.15;0.86;230.75822;5.239;0.085;0.339;0.045;1;14.75;1;1.48;1;25.61;1;256;9.97;0.58
18HU06060_880;591;47.32967;-62.75017;290706;2.97;06-nov-06;12:46:00;30.67;6.31;309.18118;6.939;1.135;2.25;0.12;1;2.245;1;0.49;1;3.205;1;256;4.58;0.70
18HU06060_880;591;47.32967;-62.75017;290705;5.16;06-nov-06;12:46:00;30.67;6.31;309.2705;6.946;1.06;2.509;0.115;1;2.275;1;0.49;1;3.32;1;256;4.64;0.69
18HU06060_880;591;47.32967;-62.75017;290704;14.48;06-nov-06;12:46:00;30.67;6.33;308.86856;6.924;1.04;2.483;0.11;1;2.29;1;0.495;1;3.375;1;256;4.63;0.68
18HU06060_880;591;47.32967;-62.75017;290703;25.29;06-nov-06;12:46:00;30.76;6.33;307.08216;6.864;0.745;1.607;0.105;1;2.375;1;0.515;1;3.66;1;256;4.61;0.65
18HU06060_880;591;47.32967;-62.75017;290702;45.12;06-nov-06;12:46:00;32.07;0.76;225.17572;4.9775;0.09;0.343;0.045;1;15.34;1;1.54;1;28.635;1;256;9.96;0.54
18HU06060_881;601;47.17;-62.25017;290711;2.18;06-nov-06;15:28:00;30.64;6.46;304.89382;6.824;1.36;2.998;0.095;1;2.24;1;0.47;1;5.395;1;256;4.77;0.42
18HU06060_881;601;47.17;-62.25017;290710;5.65;06-nov-06;15:28:00;30.64;6.45;304.93848;6.84;1.355;3.285;0.105;1;2.39;1;0.49;1;5.47;1;256;4.88;0.44
