CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;terrain;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PRES;PSAL_BS;Q_PSAL;OXYM_01;Q_OXYM;TEMP_XX;Q_TEMP_RT;CHL_03;Q_CHL;CHL_XX;Q_CHL;NOx_01;Q_NOX;PO4_01;Q_PO4;Si_01;Q_Si;QCFF;N_P;N_Si
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(dbar);(PSU);((none));(mmol/m**3);((none));(celsius);((none));(mg/m**3);((none));(mg/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));((none));((none));((none))
18TL01003_323;FC-02;47;-52.705;222971;179;29-apr-01;13:49:00;179.93;32.979;1;8.09792655620242;1;-0.643;1;NaN;9;NaN;9;5.12;1;1.09;1;9.75;1;0;4.70;0.53
18TL01003_324;FC-01;47;-52.8317;222988;5;29-apr-01;15:13:00;5.52;31.951;1;9.16791759964174;1;-0.414;1;1.23;1;1.14;1;2.35;1;0.98;1;3.02;1;0;2.40;0.78
18TL01003_324;FC-01;47;-52.8317;222987;9;29-apr-01;15:13:00;9.39;32.001;1;9.17191670398567;1;-0.606;1;1.7;1;1.49;1;2.81;1;0.66;1;3.84;1;0;4.26;0.73
18TL01003_324;FC-01;47;-52.8317;222986;19;29-apr-01;15:13:00;19.42;32.116;1;9.15591804746977;1;-0.706;1;1.36;1;1.19;1;2.63;1;0.72;1;2.46;1;0;3.65;1.07
18TL01003_324;FC-01;47;-52.8317;222985;30;29-apr-01;15:13:00;29.93;32.144;1;9.14091804746977;1;-0.739;1;1.38;1;1.2;1;2.66;1;0.58;1;3.11;1;0;4.59;0.86
18TL01003_324;FC-01;47;-52.8317;222984;40;29-apr-01;15:13:00;40.14;32.357;1;9.04191894312584;3;-1.035;1;1.39;1;1.22;1;2.78;1;0.67;1;2.82;1;16;4.15;0.99
18TL01003_324;FC-01;47;-52.8317;222983;49;29-apr-01;15:13:00;49.7;32.435;1;8.97991939095387;1;-1.107;1;1.06;1;0.9;1;3.04;1;0.74;1;3.36;1;0;4.11;0.90
18TL01003_324;FC-01;47;-52.8317;222982;74;29-apr-01;15:13:00;74.77;32.525;1;8.89492163009404;1;-1.153;1;1.3;1;1.12;1;3.52;1;0.78;1;3.71;1;0;4.51;0.95
18TL01003_324;FC-01;47;-52.8317;222981;99;29-apr-01;15:13:00;100.06;32.608;1;8.76092028660994;1;-1.136;1;1.04;1;0.91;1;3.23;1;0.74;1;2.78;1;0;4.36;1.16
18TL01003_328;STN27;47.5467;-52.5867;222998;6;29-apr-01;18:40:00;5.88;31.986;1;9.13591804746977;1;-0.254;1;1.4;1;1.23;1;2.42;1;0.59;1;3.78;1;0;4.10;0.64
18TL01003_328;STN27;47.5467;-52.5867;222997;11;29-apr-01;18:40:00;10.88;31.988;1;9.14591804746977;1;-0.246;1;1.61;1;1.43;1;2.09;1;0.62;1;3.16;1;0;3.37;0.66
18TL01003_328;STN27;47.5467;-52.5867;222996;20;29-apr-01;18:40:00;20.44;32.034;1;9.12991939095387;1;-0.572;1;1.42;1;1.26;1;2.85;1;0.67;1;3.72;1;0;4.25;0.77
18TL01003_328;STN27;47.5467;-52.5867;222995;30;29-apr-01;18:40:00;29.84;32.081;1;9.18591804746977;1;-0.666;1;1.63;1;1.45;1;2.13;1;0.64;1;3.4;1;0;3.33;0.63
18TL01003_328;STN27;47.5467;-52.5867;222994;40;29-apr-01;18:40:00;40.1;32.302;1;9.1249171518137;3;-1.12;1;1.64;1;1.46;1;4.04;1;0.76;1;3.19;1;16;5.32;1.27
18TL01003_328;STN27;47.5467;-52.5867;222993;50;29-apr-01;18:40:00;49.95;32.411;1;9.05291983878191;3;-1.259;1;1.07;1;1.07;1;NaN;9;NaN;9;NaN;9;16;NaN;NaN
18TL01003_328;STN27;47.5467;-52.5867;222992;74;29-apr-01;18:40:00;74.31;32.459;1;8.99092028660994;1;-1.256;1;0.95;1;0.84;1;2.83;1;0.9;1;2.95;1;0;3.14;0.96
18TL01003_328;STN27;47.5467;-52.5867;222991;99;29-apr-01;18:40:00;99.37;32.555;1;8.93592028660994;1;-1.166;1;1.58;1;1.36;1;3.01;1;0.62;1;2.91;1;0;4.85;1.03
18TL01003_328;STN27;47.5467;-52.5867;222990;150;29-apr-01;18:40:00;151.12;32.762;1;8.52192342140618;1;-1.032;1;NaN;9;NaN;9;4.21;1;0.91;1;5.27;1;0;4.63;0.80
18TL01003_328;STN27;47.5467;-52.5867;222989;168;29-apr-01;18:40:00;169.12;32.88;1;8.19892745185849;1;-0.852;1;NaN;9;NaN;9;5.43;1;1.09;1;7.54;1;0;4.98;0.72
18TL01003_027;STN27;47.5467;-52.5867;223197;5;04-may-01;08:34:00;5.29;32.02;1;9.12891849529781;1;-0.037;1;2.2;1;1.98;1;3.01;1;0.73;1;2.67;1;0;4.12;1.13
18TL01003_027;STN27;47.5467;-52.5867;223196;10;04-may-01;08:34:00;9.86;32.071;1;9.13191894312584;1;-0.154;1;1.46;1;1.3;1;2.38;1;0.86;1;2.96;1;0;2.77;0.80
18TL01003_027;STN27;47.5467;-52.5867;223195;20;04-may-01;08:34:00;20.03;32.192;1;9.12391849529781;1;-0.414;1;1.35;1;1.21;1;3.09;1;0.77;1;3.26;1;0;4.01;0.95
18TL01003_027;STN27;47.5467;-52.5867;223194;30;04-may-01;08:34:00;30.38;32.197;1;9.13391849529781;3;-0.428;1;1.4;1;1.22;1;3.24;1;0.76;1;2.44;1;16;4.26;1.33
18TL01003_027;STN27;47.5467;-52.5867;223193;40;04-may-01;08:34:00;40.39;32.201;1;9.14391849529781;3;-0.498;1;1.62;1;1.45;1;3.32;1;0.5;1;1.66;1;16;6.64;2.00
18TL01003_027;STN27;47.5467;-52.5867;223192;50;04-may-01;08:34:00;50.3;32.211;1;9.10791759964174;3;-0.621;1;1.43;1;1.3;1;3.54;1;0.72;1;2.84;1;16;4.92;1.25
18TL01003_027;STN27;47.5467;-52.5867;223191;75;04-may-01;08:34:00;75.17;32.269;1;9.06391849529781;3;-0.788;1;1.1;1;0.96;1;8.34;1;0.74;1;3;1;16;11.27;2.78
18TL01003_027;STN27;47.5467;-52.5867;223190;99;04-may-01;08:34:00;100.12;32.532;1;8.96991939095387;1;-1.107;1;0.88;1;0.89;1;5.06;1;0.78;1;2.35;1;0;6.49;2.15
18TL01003_027;STN27;47.5467;-52.5867;223189;149;04-may-01;08:34:00;150.54;32.763;1;8.52592252575011;1;-1.056;1;NaN;9;NaN;9;6.06;1;1.25;1;5.36;1;0;4.85;1.13
18TL01003_027;STN27;47.5467;-52.5867;223188;167;04-may-01;08:34:00;168.26;32.951;1;7.95692789968652;1;-0.704;1;NaN;9;NaN;9;7.18;1;1.07;1;11.16;1;0;6.71;0.64
