CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;calc;calc
18HU06019_192;HL_08;42.3785;-61.3033;299663;2160.4;07-jun-06;01:15:00;6.1;1;0;NaN;NaN
18HU06019_192;HL_08;42.3785;-61.3033;299662;2340.6;07-jun-06;01:11:00;6.1;1;0;NaN;NaN
18HU06019_192;HL_08;42.3785;-61.3033;299661;2501.4;07-jun-06;01:09:00;6.1;1;0;NaN;NaN
18HU06019_192;HL_08;42.3785;-61.3033;299660;2641.1;07-jun-06;01:06:00;6.2;1;0;NaN;NaN
18HU06019_192;HL_08;42.3785;-61.3033;299659;2781.3;07-jun-06;01:03:00;6.3;1;0;NaN;NaN
18HU06019_192;HL_08;42.3785;-61.3033;299658;2920.5;07-jun-06;01:00:00;6.3;1;0;NaN;NaN
18HU06019_192;HL_08;42.3785;-61.3033;299657;3039.8;07-jun-06;00:57:00;6.3;1;0;NaN;NaN
18HU06019_192;HL_08;42.3785;-61.3033;299656;3139.5;07-jun-06;00:55:00;6.3;1;0;NaN;NaN
18HU06019_192;HL_08;42.3785;-61.3033;299655;3241;07-jun-06;00:53:00;6.3;1;0;NaN;NaN
18HU06019_192;HL_08;42.3785;-61.3033;299654;3321.4;07-jun-06;00:51:00;6.3;1;0;NaN;NaN
18HU06019_192;HL_08;42.3785;-61.3033;299653;3417.7;07-jun-06;00:49:00;6.3;1;0;NaN;NaN
18HU06019_199;HL_07;42.5245;-61.4115;299694;2.7;07-jun-06;07:57:00;6.6;1;0;NaN;NaN
18HU06019_199;HL_07;42.5245;-61.4115;299693;9.8;07-jun-06;07:56:00;6.9;1;0;NaN;NaN
18HU06019_199;HL_07;42.5245;-61.4115;299692;20.4;07-jun-06;07:55:00;7.1;1;0;NaN;NaN
18HU06019_199;HL_07;42.5245;-61.4115;299691;30.6;07-jun-06;07:54:00;7.3;1;0;NaN;NaN
18HU06019_199;HL_07;42.5245;-61.4115;299690;40.9;07-jun-06;07:54:00;6.9;1;0;NaN;NaN
18HU06019_199;HL_07;42.5245;-61.4115;299689;50.6;07-jun-06;07:53:00;6.5;1;0;NaN;NaN
18HU06019_199;HL_07;42.5245;-61.4115;299688;60.3;07-jun-06;07:52:00;6.1;1;0;NaN;NaN
18HU06019_199;HL_07;42.5245;-61.4115;299687;80.4;07-jun-06;07:51:00;5.2;1;0;NaN;NaN
18HU06019_199;HL_07;42.5245;-61.4115;299686;100.4;07-jun-06;07:50:00;4.3;1;0;NaN;NaN
18HU06019_199;HL_07;42.5245;-61.4115;299685;150.2;07-jun-06;07:48:00;3.6;1;0;NaN;NaN
18HU06019_199;HL_07;42.5245;-61.4115;299684;200.5;07-jun-06;07:47:00;3.7;1;0;NaN;NaN
18HU06019_199;HL_07;42.5245;-61.4115;299683;250.3;07-jun-06;07:45:00;3.8;1;0;NaN;NaN
18HU06019_199;HL_07;42.5245;-61.4115;299682;500.6;07-jun-06;07:40:00;5.5;1;0;NaN;NaN
18HU06019_199;HL_07;42.5245;-61.4115;299681;749.9;07-jun-06;07:36:00;6;1;0;NaN;NaN
18HU06019_199;HL_07;42.5245;-61.4115;299680;1000.4;07-jun-06;07:32:00;6.1;1;0;NaN;NaN
18HU06019_199;HL_07;42.5245;-61.4115;299679;1501.9;07-jun-06;07:23:00;6.1;1;0;NaN;NaN
18HU06019_199;HL_07;42.5245;-61.4115;299678;2001.2;07-jun-06;07:15:00;6.2;1;0;NaN;NaN
18HU06019_199;HL_07;42.5245;-61.4115;299677;2787.2;07-jun-06;07:03:00;6.2;1;0;NaN;NaN
18HU06019_212;HL_06;42.8445;-61.7407;299709;2.2;07-jun-06;14:38:00;6.7;1;0;NaN;NaN
18HU06019_212;HL_06;42.8445;-61.7407;299708;10.4;07-jun-06;14:37:00;6.9;1;0;NaN;NaN
18HU06019_212;HL_06;42.8445;-61.7407;299707;20.2;07-jun-06;14:37:00;7.1;1;0;NaN;NaN
18HU06019_212;HL_06;42.8445;-61.7407;299706;29.6;07-jun-06;14:36:00;7.4;1;0;NaN;NaN
18HU06019_212;HL_06;42.8445;-61.7407;299705;40.5;07-jun-06;14:36:00;7.4;1;0;NaN;NaN
18HU06019_212;HL_06;42.8445;-61.7407;299704;49.8;07-jun-06;14:35:00;7;1;0;NaN;NaN
18HU06019_212;HL_06;42.8445;-61.7407;299703;60.2;07-jun-06;14:35:00;6.7;1;0;NaN;NaN
18HU06019_212;HL_06;42.8445;-61.7407;299702;80.7;07-jun-06;14:34:00;6.5;1;0;NaN;NaN
18HU06019_212;HL_06;42.8445;-61.7407;299701;101.2;07-jun-06;14:33:00;4.7;1;0;NaN;NaN
18HU06019_212;HL_06;42.8445;-61.7407;299700;149.9;07-jun-06;14:32:00;4;1;0;NaN;NaN
18HU06019_212;HL_06;42.8445;-61.7407;299699;201.5;07-jun-06;14:30:00;3.5;1;0;NaN;NaN
18HU06019_212;HL_06;42.8445;-61.7407;299698;251.5;07-jun-06;14:28:00;3.8;1;0;NaN;NaN
18HU06019_212;HL_06;42.8445;-61.7407;299697;500.8;07-jun-06;14:20:00;5.3;1;0;NaN;NaN
18HU06019_212;HL_06;42.8445;-61.7407;299696;753.1;07-jun-06;14:15:00;5.9;1;0;NaN;NaN
18HU06019_212;HL_06;42.8445;-61.7407;299695;1051.8;07-jun-06;14:10:00;5.8;1;0;NaN;NaN
18HU06019_227;HL_05;43.1823;-62.117;299718;2.9;07-jun-06;18:16:00;6.9;1;0;NaN;NaN
18HU06019_227;HL_05;43.1823;-62.117;299717;10;07-jun-06;18:15:00;6.9;1;0;NaN;NaN
18HU06019_227;HL_05;43.1823;-62.117;299716;19.7;07-jun-06;18:15:00;7.2;1;0;NaN;NaN
18HU06019_227;HL_05;43.1823;-62.117;299715;30.2;07-jun-06;18:14:00;7.5;1;0;NaN;NaN
18HU06019_227;HL_05;43.1823;-62.117;299714;39.5;07-jun-06;18:14:00;7.2;1;0;NaN;NaN
18HU06019_227;HL_05;43.1823;-62.117;299713;50.8;07-jun-06;18:14:00;6.8;1;0;NaN;NaN
18HU06019_227;HL_05;43.1823;-62.117;299712;59.8;07-jun-06;18:13:00;6.5;1;0;NaN;NaN
18HU06019_227;HL_05;43.1823;-62.117;299711;80;07-jun-06;18:12:00;5.8;1;0;NaN;NaN
18HU06019_227;HL_05;43.1823;-62.117;299710;92.2;07-jun-06;18:12:00;7.5;1;0;NaN;NaN
18HU06019_238;HL_04;43.4775;-62.4573;299726;2.8;07-jun-06;20:29:00;6.2;1;0;NaN;NaN
18HU06019_238;HL_04;43.4775;-62.4573;299725;10.8;07-jun-06;20:28:00;6.7;1;0;NaN;NaN
18HU06019_238;HL_04;43.4775;-62.4573;299724;20.9;07-jun-06;20:28:00;6.5;1;0;NaN;NaN
18HU06019_238;HL_04;43.4775;-62.4573;299723;30.9;07-jun-06;20:27:00;7.1;1;0;NaN;NaN
18HU06019_238;HL_04;43.4775;-62.4573;299722;40.6;07-jun-06;20:26:00;6.9;1;0;NaN;NaN
18HU06019_238;HL_04;43.4775;-62.4573;299721;51;07-jun-06;20:26:00;6.6;1;0;NaN;NaN
18HU06019_238;HL_04;43.4775;-62.4573;299720;60.6;07-jun-06;20:24:00;5.8;1;0;NaN;NaN
18HU06019_238;HL_04;43.4775;-62.4573;299719;75.2;07-jun-06;20:24:00;5.5;1;0;NaN;NaN
18HU06019_240;HL_03;43.8817;-62.8868;299738;10.2;08-jun-06;00:23:00;6.7;1;0;NaN;NaN
18HU06019_240;HL_03;43.8817;-62.8868;299737;20.5;08-jun-06;00:23:00;6.9;1;0;NaN;NaN
18HU06019_240;HL_03;43.8817;-62.8868;299736;30.2;08-jun-06;00:22:00;7;1;0;NaN;NaN
18HU06019_240;HL_03;43.8817;-62.8868;299735;40.1;08-jun-06;00:21:00;6.6;1;0;NaN;NaN
18HU06019_240;HL_03;43.8817;-62.8868;299734;51.1;08-jun-06;00:20:00;6.5;1;0;NaN;NaN
18HU06019_240;HL_03;43.8817;-62.8868;299733;59.8;08-jun-06;00:19:00;6.2;1;0;NaN;NaN
18HU06019_240;HL_03;43.8817;-62.8868;299732;81.1;08-jun-06;00:18:00;5.4;1;0;NaN;NaN
18HU06019_240;HL_03;43.8817;-62.8868;299731;99.6;08-jun-06;00:17:00;4.2;1;0;NaN;NaN
18HU06019_240;HL_03;43.8817;-62.8868;299730;126;08-jun-06;00:15:00;3.9;1;0;NaN;NaN
18HU06019_240;HL_03;43.8817;-62.8868;299729;150.5;08-jun-06;00:14:00;3.8;1;0;NaN;NaN
18HU06019_240;HL_03;43.8817;-62.8868;299728;200.3;08-jun-06;00:13:00;3.1;1;0;NaN;NaN
18HU06019_240;HL_03;43.8817;-62.8868;299727;257.9;08-jun-06;00:11:00;2.4;1;0;NaN;NaN
18HU06019_241;HL_02;44.2658;-63.315;299750;2.8;08-jun-06;06:17:00;7;1;0;NaN;NaN
18HU06019_241;HL_02;44.2658;-63.315;299748;20.5;08-jun-06;06:15:00;7.2;1;0;NaN;NaN
18HU06019_241;HL_02;44.2658;-63.315;299747;30.6;08-jun-06;06:14:00;7.3;1;0;NaN;NaN
18HU06019_241;HL_02;44.2658;-63.315;299746;40.1;08-jun-06;06:13:00;7.2;1;0;NaN;NaN
18HU06019_241;HL_02;44.2658;-63.315;299745;50.6;08-jun-06;06:12:00;6.8;1;0;NaN;NaN
18HU06019_241;HL_02;44.2658;-63.315;299744;59.9;08-jun-06;06:12:00;6.7;1;0;NaN;NaN
18HU06019_241;HL_02;44.2658;-63.315;299743;78.2;08-jun-06;06:11:00;6.2;1;0;NaN;NaN
18HU06019_241;HL_02;44.2658;-63.315;299742;100.4;08-jun-06;06:09:00;6.3;1;0;NaN;NaN
18HU06019_241;HL_02;44.2658;-63.315;299741;125;08-jun-06;06:08:00;5;1;0;NaN;NaN
18HU06019_241;HL_02;44.2658;-63.315;299740;143.9;08-jun-06;06:07:00;4;1;0;NaN;NaN
18HU06019_242;HL_01;44.399;-63.4452;299758;2.5;08-jun-06;08:10:00;7;1;0;NaN;NaN
18HU06019_242;HL_01;44.399;-63.4452;299757;5.2;08-jun-06;08:10:00;7;1;0;NaN;NaN
18HU06019_242;HL_01;44.399;-63.4452;299756;9.5;08-jun-06;08:09:00;7;1;0;NaN;NaN
18HU06019_242;HL_01;44.399;-63.4452;299755;18.5;08-jun-06;08:08:00;6.9;1;0;NaN;NaN
18HU06019_242;HL_01;44.399;-63.4452;299754;28.4;08-jun-06;08:07:00;7.5;1;0;NaN;NaN
18HU06019_242;HL_01;44.399;-63.4452;299753;39.8;08-jun-06;08:06:00;7.3;1;0;NaN;NaN
18HU06019_242;HL_01;44.399;-63.4452;299752;49.1;08-jun-06;08:05:00;7.3;1;0;NaN;NaN
18HU06019_242;HL_01;44.399;-63.4452;299751;76.2;08-jun-06;08:04:00;7;1;0;NaN;NaN
