Filename; Pressure; Uniqueno; Variable; Values; Test failed
18MF02023_604; 2.78; 218298; doxy; 8.07; Bottle-CTD Difference Problem
18MF02023_604; 229.34; 218291; doxy; 3.89; Bottle-CTD Difference Problem
18MF02023_605; 2.38; 218308; doxy; 7.75; Bottle-CTD Difference Problem
18MF02023_605; 462.39; 218299; doxy; 3.78; Bottle-CTD Difference Problem
18MF02023_606; 1.79; 218318; doxy; 7.68; Bottle-CTD Difference Problem
18MF02023_606; 454.87; 218309; doxy; 3.79; Bottle-CTD Difference Problem
18MF02023_607; 2.58; 218327; doxy; 7.71; Bottle-CTD Difference Problem
18MF02023_607; 321.65; 218319; doxy; 3.27; Bottle-CTD Difference Problem
18MF02023_608; 1.19; 218334; doxy; 7.44; Bottle-CTD Difference Problem
18MF02023_608; 171.39; 218328; doxy; 3.75; Bottle-CTD Difference Problem
18MF02023_609; 1.49; 218340; doxy; 7.49; Bottle-CTD Difference Problem
18MF02023_609; 73.47; 218335; doxy; 7.17; Bottle-CTD Difference Problem
18MF02023_610; 2.68; 218345; doxy; 7.59; Bottle-CTD Difference Problem
18MF02023_610; 50.37; 218341; doxy; 7.58; Bottle-CTD Difference Problem
18MF02023_611; 1.29; 218351; doxy; 7.78; Bottle-CTD Difference Problem
18MF02023_611; 60.58; 218346; doxy; 6.96; Bottle-CTD Difference Problem
18MF02023_612; 2.48; 218356; doxy; 7.83; Bottle-CTD Difference Problem
18MF02023_612; 50.17; 218352; doxy; 6.99; Bottle-CTD Difference Problem
18MF02023_613; 2.78; 218361; doxy; 7.72; Bottle-CTD Difference Problem
18MF02023_613; 33.02; 218357; doxy; 7.57; Bottle-CTD Difference Problem
18MF02023_614; 2.08; 218366; doxy; 7.88; Bottle-CTD Difference Problem
18MF02023_614; 35.20; 218362; doxy; 7.16; Bottle-CTD Difference Problem
18MF02023_615; 2.28; 218371; doxy; 7.90; Bottle-CTD Difference Problem
18MF02023_615; 44.52; 218367; doxy; 6.96; Bottle-CTD Difference Problem
18MF02023_616; 3.17; 218377; doxy; 7.63; Bottle-CTD Difference Problem
18MF02023_616; 75.25; 218372; doxy; 6.87; Bottle-CTD Difference Problem
18MF02023_617; 2.97; 218383; doxy; 7.83; Bottle-CTD Difference Problem
18MF02023_617; 62.96; 218378; doxy; 7.02; Bottle-CTD Difference Problem
18MF02023_618; 2.38; 218389; doxy; 7.74; Bottle-CTD Difference Problem
18MF02023_618; 76.14; 218384; doxy; 6.47; Bottle-CTD Difference Problem
18MF02023_619; 2.08; 218394; doxy; 7.70; Bottle-CTD Difference Problem
18MF02023_619; 38.27; 218390; doxy; 7.49; Bottle-CTD Difference Problem
