CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;CTD;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TE90;DOXY;CHL_01;OXYM_01;FLOR;NO2_01;Q_NO2;NOx_01;Q_NOX;PO4_01;Q_PO4;Si_01;Q_Si;QCFF;N_P;N_Si
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(ml/l);(mg/m**3);(mmol/m**3);(mg/m**3);(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));((none));((none));((none))
18TL13118_1958;21;47.16467;-60.4175;397254;5.55;05-sep-13;13:16:00;29.06;14.69;268.8532;1.595;5.9805;0.084;0.095;1;0.31;1;0.23;1;2.11;1;256;1.35;0.15
18TL13118_1958;21;47.16467;-60.4175;397253;24.79;05-sep-13;13:16:00;30.9;4.62;312.79864;0.235;NaN;0.011;0.33;1;2.665;1;0.745;1;4.725;1;0;3.58;0.56
18TL13118_1958;21;47.16467;-60.4175;397252;49.58;05-sep-13;13:16:00;31.98;1.8;340.5325;0.08;NaN;NaN;0.275;1;4.15;1;0.73;1;3.01;1;0;5.68;1.38
18TL13118_1958;21;47.16467;-60.4175;397251;171.69;05-sep-13;13:16:00;34.41;5.52;152.42458;0.02;3.55;NaN;0.045;1;20.69;1;1.545;1;21.255;1;256;13.39;0.97
18TL13118_1969;31;47.353;-60.22333;397258;5.06;05-sep-13;15:14:00;28.94;14.52;273.18522;1.665;NaN;0.143;0.095;1;0;1;0.265;1;2.345;1;0;0.00;0.00
18TL13118_1969;31;47.353;-60.22333;397257;25.68;05-sep-13;15:14:00;31.01;4.06;318.24716;0.16;NaN;0.007;0.32;1;3.23;1;0.785;1;4.285;1;0;4.11;0.75
18TL13118_1969;31;47.353;-60.22333;397256;50.47;05-sep-13;15:14:00;32.1;1.9;336.02184;0.085;NaN;NaN;0.235;1;4.245;1;0.73;1;3.095;1;0;5.82;1.37
18TL13118_1969;31;47.353;-60.22333;397255;306.89;05-sep-13;15:14:00;34.67;5.92;138.53532;0.015;NaN;NaN;0.04;1;22.325;1;1.53;1;23.09;1;0;14.59;0.97
18TL13118_1980;41;47.325;-60.345;397262;5.55;05-sep-13;18:24:00;28.95;14.61;274.4357;2.06;NaN;0.183;0.1;1;0.23;1;0.265;1;2.385;1;0;0.87;0.10
18TL13118_1980;41;47.325;-60.345;397261;25.29;05-sep-13;18:24:00;31.18;3.96;320.79278;0.2;NaN;0.01;0.285;1;2.76;1;0.76;1;3.725;1;0;3.63;0.74
18TL13118_1980;41;47.325;-60.345;397260;50.27;05-sep-13;18:24:00;32.14;1.48;312.48602;0.1;NaN;NaN;0.2;1;6.56;1;0.9;1;6.52;1;0;7.29;1.01
18TL13118_1980;41;47.325;-60.345;397259;116.98;05-sep-13;18:24:00;33.22;2.69;246.79116;0.04;NaN;NaN;0.07;1;13.52;1;1.155;1;13.535;1;0;11.71;1.00
18TL13118_1990;51;47.39633;-60.66383;397265;4.86;05-sep-13;21:40:00;29.48;11.21;294.26474;1.665;NaN;0.219;0.12;1;0.515;1;0.36;1;2.695;1;0;1.43;0.19
18TL13118_1990;51;47.39633;-60.66383;397264;24.39;05-sep-13;21:40:00;31.63;2.48;336.87038;0.175;NaN;0.016;0.14;1;2.03;1;0.695;1;1.405;1;0;2.92;1.44
