CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;CTD;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TE90;DOXY;OXYM_01;CHL_03;FLOR;NO2_01;Q_NO2;NOx_01;Q_NOX;PO4_01;Q_PO4;Si_01;Q_Si;QCFF;N_P;N_Si
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(ml/l);(mmol/m**3);(mg/m**3);(mg/m**3);(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));((none));((none));((none))
18OL03019_652;291;47.584;-59.34117;233779;1.69;13-jun-03;05:07:00;31.61;4.88;330.12672;7.67;0.6;10.609;0.035;1;0.33;1;0.37;1;1.27333;1;256;0.89;0.26
18OL03019_652;291;47.584;-59.34117;233778;5.06;13-jun-03;05:07:00;31.64;4.7;330.75196;NaN;0.45;10.157;0.03;1;0.23;1;0.365;1;1.17333;1;0;0.63;0.20
18OL03019_652;291;47.584;-59.34117;233777;14.87;13-jun-03;05:07:00;31.82;3.2;333.20826;NaN;0.335;8.257;0.04;1;0.33;1;0.395;1;0.95667;1;0;0.84;0.34
18OL03019_652;291;47.584;-59.34117;233776;25.29;13-jun-03;05:07:00;32.1;0.8;346.3383;NaN;0.14;3.528;0.045;1;0.595;1;0.48;1;0.89667;1;0;1.24;0.66
18OL03019_652;291;47.584;-59.34117;233775;50.96;13-jun-03;05:07:00;32.34;-0.49;367.5518;NaN;0.035;1.776;0.09;1;3.74;1;0.75;1;2.695;1;0;4.99;1.39
18OL03019_652;291;47.584;-59.34117;233774;99.93;13-jun-03;05:07:00;32.61;-0.43;343.56938;NaN;0.03;1.466;0.07;1;6.375;1;0.935;1;5.46;1;0;6.82;1.17
18OL03019_652;291;47.584;-59.34117;233773;199.12;13-jun-03;05:07:00;33.61;2.99;266.3969;NaN;NaN;1.449;0.105;1;14.375;1;1.265;1;15.27;1;0;11.36;0.94
18OL03019_652;291;47.584;-59.34117;233772;244.59;13-jun-03;05:07:00;34.24;5.18;198.5137;4.3;NaN;1.414;0.115;1;18.655;1;1.395;1;19.135;1;256;13.37;0.97
18OL03019_653;301;47.43333;-59.558;233789;1.49;13-jun-03;07:40:00;31.3;5.13;345.40044;7.655;1.05;12.687;0.02;1;0.16;1;0.435;1;1.44333;1;256;0.37;0.11
18OL03019_653;301;47.43333;-59.558;233788;5.06;13-jun-03;07:40:00;31.3;5.12;345.57908;NaN;1.015;12.848;0.045;1;0.31;1;0.445;1;1.56667;1;0;0.70;0.20
18OL03019_653;301;47.43333;-59.558;233787;15.37;13-jun-03;07:40:00;31.38;4.55;347.36548;NaN;0.895;12.3;0.035;1;0.42;1;0.475;1;1.61;1;0;0.88;0.26
18OL03019_653;301;47.43333;-59.558;233786;25.38;13-jun-03;07:40:00;31.76;0.36;358.12854;NaN;0.825;12.103;0.07;1;2.7;1;0.765;1;2.79667;1;0;3.53;0.97
18OL03019_653;301;47.43333;-59.558;233785;50.96;13-jun-03;07:40:00;32.23;-0.49;349.9111;NaN;0.045;1.755;0.11;1;4.955;1;0.88;1;4.37667;1;0;5.63;1.13
18OL03019_653;301;47.43333;-59.558;233784;99.93;13-jun-03;07:40:00;32.72;-0.34;346.87422;NaN;0.02;1.302;0.09;1;7.47;1;0.94;1;5.95;1;0;7.95;1.26
18OL03019_653;301;47.43333;-59.558;233783;201.6;13-jun-03;07:40:00;34.29;5.52;195.29818;NaN;NaN;1.312;0.07;1;19.25;1;1.44;1;18.025;1;0;13.37;1.07
18OL03019_653;301;47.43333;-59.558;233782;299.16;13-jun-03;07:40:00;34.79;5.93;150.99546;NaN;NaN;1.294;0.055;1;22.725;1;1.61;1;25.38;1;0;14.11;0.90
18OL03019_653;301;47.43333;-59.558;233781;399.35;13-jun-03;07:40:00;34.87;5.28;158.40902;NaN;NaN;1.333;0.05;1;21.94;1;1.63;1;29.93;1;0;13.46;0.73
18OL03019_653;301;47.43333;-59.558;233780;468.12;13-jun-03;07:40:00;34.88;5.22;162.16046;3.935;NaN;1.456;0.055;1;21.665;1;1.585;1;30.31;1;256;13.67;0.71
18OL03019_654;311;47.27217;-59.78367;233799;1.19;13-jun-03;10:50:00;31.29;5.41;NaN;7.675;0.86;4.023;0.03;1;0.085;1;0.41;1;1.60667;1;0;0.21;0.05
18OL03019_654;311;47.27217;-59.78367;233798;5.35;13-jun-03;10:50:00;31.29;5.41;337.00436;NaN;0.66;4.206;0.02;1;0.04;1;0.43;1;1.40333;1;0;0.09;0.03
18OL03019_654;311;47.27217;-59.78367;233797;14.68;13-jun-03;10:50:00;31.28;5.37;335.88786;NaN;0.87;10.071;0.015;1;0.05;1;0.43;1;1.51333;1;0;0.12;0.03
18OL03019_654;311;47.27217;-59.78367;233796;24.69;13-jun-03;10:50:00;31.87;-0.07;351.42954;NaN;0.045;12.916;0.065;1;3.68;1;0.905;1;4.01333;1;0;4.07;0.92
18OL03019_654;311;47.27217;-59.78367;233795;49.97;13-jun-03;10:50:00;32.31;-0.45;341.24706;NaN;0.045;1.918;0.075;1;6.115;1;0.905;1;5.04;1;0;6.76;1.21
18OL03019_654;311;47.27217;-59.78367;233794;99.84;13-jun-03;10:50:00;32.9;0.33;321.15006;NaN;0.03;1.341;0.065;1;9.67;1;1.07;1;8.92;1;0;9.04;1.08
18OL03019_654;311;47.27217;-59.78367;233793;200.52;13-jun-03;10:50:00;34.46;6.04;183.5526;NaN;NaN;1.321;0.03;1;19.705;1;1.475;1;18.295;1;0;13.36;1.08
18OL03019_654;311;47.27217;-59.78367;233792;302.34;13-jun-03;10:50:00;34.81;5.74;153.1838;NaN;NaN;1.348;0.01;1;22.915;1;1.645;1;27.15;1;0;13.93;0.84
18OL03019_654;311;47.27217;-59.78367;233791;399.75;13-jun-03;10:50:00;34.87;5.26;156.57796;NaN;NaN;1.354;0.06;1;21.65;1;1.6;1;28.93;1;0;13.53;0.75
18OL03019_654;311;47.27217;-59.78367;233790;458.14;13-jun-03;10:50:00;34.89;5.22;162.7857;3.97;NaN;1.424;0.06;1;21.34;1;1.605;1;30.155;1;256;13.30;0.71
18OL03019_655;321;47.10017;-59.99167;233808;0.89;13-jun-03;13:18:00;31.35;5.8;317.086;7.47;0.425;2.216;0.02;1;0.105;1;0.365;1;0.82;1;256;0.29;0.13
18OL03019_655;321;47.10017;-59.99167;233807;5.36;13-jun-03;13:18:00;31.35;5.75;317.57726;NaN;0.39;2.645;0.03;1;0.1;1;0.355;1;1.83333;1;0;0.28;0.05
