CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;terrain;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PRES;PSAL_BS;Q_PSAL;OXYM_01;Q_OXYM;TEMP_XX;Q_TEMP_RT;CHL_XX;Q_CHL;NOx_01;Q_NOX;PO4_01;Q_PO4;Si_01;Q_Si;QCFF;N_P;N_Si
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(dbar);(PSU);((none));(mmol/m**3);((none));(celsius);((none));(mg/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));((none));((none));((none))
18TL02010_002;1;47.5467;-52.5867;254980;6;12-jul-02;22:59:00;5.9;32;1;6.16994402149575;1;12.01;1;0.25;1;0;1;0.3;1;0.21;1;0;0.00;0.00
18TL02010_002;1;47.5467;-52.5867;254979;10;12-jul-02;22:59:00;10.36;32;1;6.17994402149575;1;11.95;1;0.25;1;0;1;0.31;1;0.2;1;0;0.00;0.00
18TL02010_002;1;47.5467;-52.5867;254978;20;12-jul-02;22:59:00;20.53;32.41;1;7.92992834751456;1;3.72;1;0.24;1;1.06;1;0.63;1;0.3;1;0;1.68;3.53
18TL02010_002;1;47.5467;-52.5867;254977;30;12-jul-02;22:59:00;30.64;32.62;1;8.54992386923421;1;0.03;1;1.06;1;0;1;0.67;1;0.19;1;0;0.00;0.00
18TL02010_002;1;47.5467;-52.5867;254976;40;12-jul-02;22:59:00;40.75;32.7;1;8.26992610837438;1;-0.53;1;1.86;1;0.38;1;0.88;1;0.39;1;0;0.43;0.97
18TL02010_002;1;47.5467;-52.5867;254975;50;12-jul-02;22:59:00;50.6;32.76;1;7.84993058665473;1;-0.95;1;1.63;1;1.94;1;1.52;1;1.42;1;0;1.28;1.37
18TL02010_002;1;47.5467;-52.5867;254974;74;12-jul-02;22:59:00;75.1;32.86;1;7.5899328257949;1;-1.21;1;0.12;1;4.13;1;1.94;1;5.53;1;0;2.13;0.75
18TL02010_002;1;47.5467;-52.5867;254973;100;12-jul-02;22:59:00;100.89;32.93;1;7.4399328257949;1;-1.29;1;0.06;1;4.57;1;1.89;1;7.13;1;0;2.42;0.64
18TL02010_002;1;47.5467;-52.5867;254972;150;12-jul-02;22:59:00;151.17;33.07;1;7.32993506493507;1;-1.53;1;NaN;9;5.21;1;2.17;1;10.19;1;0;2.40;0.51
18TL02010_002;1;47.5467;-52.5867;254971;169;12-jul-02;22:59:00;170.72;33.17;1;6.95993730407524;1;-1.39;1;NaN;9;3.75;1;1.82;1;13.65;1;0;2.06;0.27
18TL02010_113;2;47;-52.8317;254988;5;13-jul-02;02:32:00;5.03;32.28;1;7.16993506493507;1;6.48;1;0.29;1;0;1;0.39;1;0.4;1;0;0.00;0.00
18TL02010_113;2;47;-52.8317;254987;10;13-jul-02;02:32:00;10.15;32.36;1;7.71993058665473;1;4.46;1;0.46;1;0;1;0.53;1;0.61;1;0;0.00;0.00
18TL02010_113;2;47;-52.8317;254986;20;13-jul-02;02:32:00;20.18;32.53;1;8.22992610837438;1;1.84;1;0.74;1;0;1;0.63;1;0.61;1;0;0.00;0.00
18TL02010_113;2;47;-52.8317;254985;29;13-jul-02;02:32:00;29.67;32.59;1;8.33992610837439;1;0.84;1;0.43;1;0;1;0.58;1;0.55;1;0;0.00;0.00
18TL02010_113;2;47;-52.8317;254984;39;13-jul-02;02:32:00;39.79;32.69;1;8.10992610837438;1;-0.26;1;1.43;1;0.3;1;0.98;1;2.28;1;0;0.31;0.13
18TL02010_113;2;47;-52.8317;254983;49;13-jul-02;02:32:00;49.53;32.73;1;7.91992834751456;1;-0.53;1;1.59;1;2.75;1;1.08;1;3.19;1;0;2.55;0.86
18TL02010_113;2;47;-52.8317;254982;74;13-jul-02;02:32:00;74.55;32.81;1;7.65993058665472;1;-1.05;1;0.52;1;4.67;1;1.42;1;3.92;1;0;3.29;1.19
18TL02010_113;2;47;-52.8317;254981;100;13-jul-02;02:32:00;101.25;32.88;1;7.4799328257949;1;-1.21;1;0.3;1;5.16;1;1.52;1;6.25;1;0;3.39;0.83
18TL02010_225;3;47;-52.705;254989;180;13-jul-02;03:54:00;181.09;33.18;1;6.88993730407524;1;-1.31;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18TL02010_264;4;47;-52.58;254998;6;13-jul-02;04:43:00;5.85;32.17;1;6.22994402149575;1;10.65;1;0.15;1;0;1;0.46;1;0;1;0;0.00;NaN
18TL02010_264;4;47;-52.58;254997;11;13-jul-02;04:43:00;10.78;32.17;1;6.22994402149575;1;10.65;1;0.39;1;0.29;1;0.58;1;0.34;1;0;0.50;0.85
18TL02010_264;4;47;-52.58;254996;20;13-jul-02;04:43:00;20.55;32.47;1;7.4799328257949;1;4.45;1;0.24;1;0;1;0.32;1;0.13;1;0;0.00;0.00
18TL02010_264;4;47;-52.58;254995;30;13-jul-02;04:43:00;30.63;32.65;1;7.97992834751456;1;2.25;1;0.26;1;0;1;0.37;1;0.15;1;0;0.00;0.00
18TL02010_264;4;47;-52.58;254994;40;13-jul-02;04:43:00;40.62;32.73;1;8.15992610837439;1;1.44;1;0.26;1;0;1;0.44;1;0.19;1;0;0.00;0.00
18TL02010_264;4;47;-52.58;254993;50;13-jul-02;04:43:00;50.68;32.8;1;7.82993058665473;1;0.66;1;0.35;1;0;1;1;1;0.64;1;0;0.00;0.00
18TL02010_264;4;47;-52.58;254992;75;13-jul-02;04:43:00;75.57;32.86;1;7.32993506493507;1;-0.1;1;0.44;1;3.24;1;1.54;1;1.66;1;0;2.10;1.95
18TL02010_264;4;47;-52.58;254991;100;13-jul-02;04:43:00;100.79;32.95;1;6.92993730407524;1;-0.77;1;0.06;1;4.79;1;1.77;1;8.52;1;0;2.71;0.56
18TL02010_264;4;47;-52.58;254990;150;13-jul-02;04:43:00;151.01;33.26;1;6.40994178235558;1;-1.08;1;NaN;9;5.92;1;1.96;1;17.59;1;0;3.02;0.34
18TL02010_284;5;47;-52.3217;255007;6;13-jul-02;06:38:00;5.71;32.17;1;6.35994402149575;1;9.79;1;0.17;1;0;1;0.42;1;0.02;1;0;0.00;0.00
18TL02010_284;5;47;-52.3217;255006;10;13-jul-02;06:38:00;9.93;32.17;1;6.35994402149575;1;9.79;1;0.17;1;0;1;0.45;1;0;1;0;0.00;NaN
18TL02010_284;5;47;-52.3217;255005;20;13-jul-02;06:38:00;19.84;32.31;1;7.04993730407524;1;6.3;1;0.21;1;0;1;0.6;1;0.13;1;0;0.00;0.00
18TL02010_284;5;47;-52.3217;255004;30;13-jul-02;06:38:00;30.17;32.58;1;8.21992610837438;1;2.56;1;0.17;1;0.09;1;0.55;1;0.16;1;0;0.16;0.56
18TL02010_284;5;47;-52.3217;255003;40;13-jul-02;06:38:00;40.71;32.69;1;8.55992386923421;1;-0.17;1;0.47;1;0.89;1;0.74;1;0.1;1;0;1.20;8.90
18TL02010_284;5;47;-52.3217;255002;49;13-jul-02;06:38:00;49.32;32.72;1;8.54992386923421;1;-0.66;1;1.3;1;0.2;1;0.84;1;0.14;1;0;0.24;1.43
18TL02010_284;5;47;-52.3217;255001;75;13-jul-02;06:38:00;75.5;32.85;1;7.51993282579489;1;-1.16;1;0.15;1;5.43;1;1.72;1;3.37;1;0;3.16;1.61
18TL02010_284;5;47;-52.3217;255000;100;13-jul-02;06:38:00;101.13;33;1;7.13993506493507;1;-1.32;1;0.03;1;6.97;1;1.94;1;10.24;1;0;3.59;0.68
18TL02010_284;5;47;-52.3217;254999;118;13-jul-02;06:38:00;119.42;33.23;1;6.77993954321541;1;-1.18;1;NaN;9;6.86;1;2.22;1;14.34;1;0;3.09;0.48
18TL02010_304;6;47;-52.0333;255016;4;13-jul-02;08:35:00;4.53;32.2;1;6.34994178235558;1;9.77;1;0.16;1;0;1;0.47;1;0.27;1;0;0.00;0.00
18TL02010_304;6;47;-52.0333;255015;10;13-jul-02;08:35:00;10.29;32.21;1;6.41994178235558;1;9.62;1;0.17;1;0;1;0.48;1;0;1;0;0.00;NaN
18TL02010_304;6;47;-52.0333;255014;20;13-jul-02;08:35:00;20.35;32.47;1;7.3999328257949;1;4.94;1;0.15;1;0;1;0.51;1;0.15;1;0;0.00;0.00
18TL02010_304;6;47;-52.0333;255013;30;13-jul-02;08:35:00;30.43;32.69;1;8.42992386923421;1;0.48;1;0.28;1;0;1;0.68;1;0.07;1;0;0.00;0.00
18TL02010_304;6;47;-52.0333;255012;41;13-jul-02;08:35:00;40.85;32.77;1;7.77993058665473;1;-0.36;1;0.32;1;2.96;1;1.38;1;0.29;1;0;2.14;10.21
18TL02010_304;6;47;-52.0333;255011;51;13-jul-02;08:35:00;51.6;32.8;1;7.49993282579489;1;-0.54;1;0.34;1;4.16;1;1.71;1;1.07;1;0;2.43;3.89
18TL02010_304;6;47;-52.0333;255010;75;13-jul-02;08:35:00;75.74;32.88;1;7.27993506493507;1;-0.9;1;0.03;1;4.58;1;1.85;1;5.73;1;0;2.48;0.80
18TL02010_304;6;47;-52.0333;255009;100;13-jul-02;08:35:00;101;33.01;1;7.18993506493507;1;-1.23;1;0.01;1;5.15;1;2.01;1;9.39;1;0;2.56;0.55
18TL02010_304;6;47;-52.0333;255008;132;13-jul-02;08:35:00;133.32;33.29;1;6.78993954321541;1;-1.08;1;NaN;9;6.08;1;2.04;1;13.79;1;0;2.98;0.44
18TL02010_315;7;47;-51.485;255017;94;13-jul-02;11:20:00;95.23;32.91;1;6.97993730407524;1;-0.89;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18TL02010_326;8;47;-51;255025;5;13-jul-02;13:26:00;4.63;32.21;1;6.40994178235558;1;9.7;1;0.41;1;0;1;0.42;1;0.03;1;0;0.00;0.00
