CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TEMP_XX;CHL_01;Q_CHL;PSAL_BS;Q_PSAL;OXY_02;Q_OXY;NO2_01;Q_NO2;NOx_01;Q_NOX;PO4_01;Q_PO4;Si_01;Q_Si;QCFF;N_P;N_Si
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(mg/m**3);((none));(PSU);((none));(ml/l);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));((none));((none));((none))
18HU13004_046;STAB_03;46.216;-59.193;390052;40;19-apr-13;03:29:00;31.6777;-0.1883;1.1621;1;NaN;9;NaN;9;0.125;1;4.51;1;0.8085;1;5.2;1;0;5.58;0.87
18HU13004_046;STAB_03;46.216;-59.193;390051;49;19-apr-13;03:28:00;31.7768;-0.2824;0.3902;1;NaN;9;NaN;9;0.13;1;5.95;1;0.9005;1;7.275;1;0;6.61;0.82
18HU13004_046;STAB_03;46.216;-59.193;390050;60;19-apr-13;03:27:00;31.8173;-0.265;0.4321;1;NaN;9;NaN;9;0.145;1;6.63;1;0.921;1;7.955;1;0;7.20;0.83
18HU13004_046;STAB_03;46.216;-59.193;390049;80;19-apr-13;03:26:00;32.015;0.0519;0.5662;1;NaN;9;NaN;9;0.145;1;8.08;1;1.0165;1;10.04;1;0;7.95;0.80
18HU13004_046;STAB_03;46.216;-59.193;390048;87;19-apr-13;03:25:00;32.1249;0.2131;0.4768;1;32.132;1;7.301;1;0.15;1;8.445;1;1.016;1;10.755;1;0;8.31;0.79
18HU13004_049;STAB_02;46.1095;-59.3615;390063;2;19-apr-13;04:57:00;31.1039;0.171;5.6713;1;31.106;1;NaN;9;0.05;1;0.5;1;0.396;1;0.12;1;0;1.26;4.17
18HU13004_049;STAB_02;46.1095;-59.3615;390062;10;19-apr-13;04:56:00;31.1033;0.1588;5.9012;1;NaN;9;NaN;9;0.055;1;0.53;1;0.405;1;0;1;0;1.31;NaN
18HU13004_049;STAB_02;46.1095;-59.3615;390061;20;19-apr-13;04:55:00;31.1041;0.1134;6.5143;1;NaN;9;NaN;9;0.055;1;0.475;1;0.4405;1;0.055;1;0;1.08;8.64
18HU13004_049;STAB_02;46.1095;-59.3615;390060;30;19-apr-13;04:55:00;31.2056;-0.4033;4.9816;1;NaN;9;NaN;9;0.055;1;0.455;1;0.432;1;0.065;1;0;1.05;7.00
18HU13004_049;STAB_02;46.1095;-59.3615;390059;40;19-apr-13;04:54:00;31.4719;-0.5788;2.3758;1;NaN;9;NaN;9;0.11;1;4.08;1;0.7985;1;4.4;1;0;5.11;0.93
18HU13004_049;STAB_02;46.1095;-59.3615;390058;50;19-apr-13;04:53:00;31.5398;-0.4933;2.0561;1;NaN;9;NaN;9;0.115;1;4.37;1;0.8095;1;4.635;1;0;5.40;0.94
18HU13004_049;STAB_02;46.1095;-59.3615;390057;61;19-apr-13;04:52:00;31.5487;-0.4794;2.0263;1;31.554;1;NaN;9;0.11;1;4.595;1;0.825;1;4.765;1;0;5.57;0.96
18HU13004_051;STAB_01;46.001;-59.5313;390070;3;19-apr-13;06:25:00;30.9563;0.038;5.8246;1;30.96;1;0;1;0.04;1;0.67;1;0.4285;1;0;1;0;1.56;NaN
18HU13004_051;STAB_01;46.001;-59.5313;390069;10;19-apr-13;06:24:00;31.0081;-0.0361;5.9012;1;NaN;9;NaN;9;0.05;1;0.745;1;0.513;1;0.165;1;0;1.45;4.52
18HU13004_051;STAB_01;46.001;-59.5313;390068;20;19-apr-13;06:23:00;31.0482;-0.1064;5.9779;1;NaN;9;NaN;9;0.06;1;0.815;1;0.5025;1;0.23;1;0;1.62;3.54
18HU13004_051;STAB_01;46.001;-59.5313;390067;30;19-apr-13;06:22:00;31.0931;-0.0863;6.3227;1;NaN;9;NaN;9;0.06;1;0.845;1;0.5055;1;0.215;1;0;1.67;3.93
18HU13004_051;STAB_01;46.001;-59.5313;390066;40;19-apr-13;06:21:00;31.1166;-0.1424;5.0199;1;NaN;9;NaN;9;0.07;1;1.02;1;0.5215;1;0.34;1;0;1.96;3.00
18HU13004_051;STAB_01;46.001;-59.5313;390065;50;19-apr-13;06:21:00;31.1239;-0.1404;5.3264;1;NaN;9;NaN;9;0.065;1;0.99;1;0.525;1;0.355;1;0;1.89;2.79
18HU13004_051;STAB_01;46.001;-59.5313;390064;57;19-apr-13;06:20:00;31.125;-0.1349;5.7096;1;31.128;1;8.832;1;0.075;1;1.03;1;0.533;1;0.43;1;0;1.93;2.40
18HU13004_053;LL_01;45.8275;-59.8475;390079;2;19-apr-13;08:29:00;30.7799;0.3464;3.2572;1;30.783;1;8.8285;1;0.055;1;0.55;1;0.431;1;0;1;0;1.28;NaN
18HU13004_053;LL_01;45.8275;-59.8475;390078;10;19-apr-13;08:28:00;30.7852;0.336;3.3721;1;NaN;9;NaN;9;0.06;1;0.535;1;0.4445;1;0;1;0;1.20;NaN
18HU13004_053;LL_01;45.8275;-59.8475;390077;20;19-apr-13;08:28:00;31.0345;-0.015;3.602;1;NaN;9;NaN;9;0.07;1;0.855;1;0.522;1;0.24;1;0;1.64;3.56
18HU13004_053;LL_01;45.8275;-59.8475;390076;30;19-apr-13;08:27:00;31.206;-0.0612;3.4105;1;NaN;9;NaN;9;0.07;1;1.565;1;0.592;1;1.31;1;0;2.64;1.19
18HU13004_053;LL_01;45.8275;-59.8475;390075;40;19-apr-13;08:26:00;31.3296;-0.1345;2.6441;1;NaN;9;NaN;9;0.085;1;2.395;1;0.707;1;2.06;1;0;3.39;1.16
18HU13004_053;LL_01;45.8275;-59.8475;390074;50;19-apr-13;08:25:00;31.4014;-0.1465;2.0309;1;NaN;9;NaN;9;0.1;1;2.74;1;0.8435;1;2.34;1;0;3.25;1.17
18HU13004_053;LL_01;45.8275;-59.8475;390073;59;19-apr-13;08:25:00;31.4196;-0.153;1.9926;1;NaN;9;NaN;9;0.085;1;2.84;1;0.7525;1;2.46;1;0;3.77;1.15
18HU13004_053;LL_01;45.8275;-59.8475;390072;80;19-apr-13;08:24:00;31.4388;-0.1544;2.759;1;NaN;9;NaN;9;0.09;1;3.01;1;0.76;1;2.665;1;0;3.96;1.13
18HU13004_053;LL_01;45.8275;-59.8475;390071;85;19-apr-13;08:23:00;31.4421;-0.1545;2.4908;1;31.446;1;8.173;1;0.09;1;3.01;1;0.758;1;2.69;1;0;3.97;1.12
18HU13004_055;LL_02;45.6588;-59.7013;390089;4;19-apr-13;10:47:00;31.0779;0.5232;2.5291;1;31.084;1;8.93;1;0.075;1;0.59;1;0.4065;1;0;1;0;1.45;NaN
18HU13004_055;LL_02;45.6588;-59.7013;390088;10;19-apr-13;10:45:00;31.0795;0.5118;2.6441;1;NaN;9;NaN;9;0.04;1;0.615;1;0.416;1;0;1;0;1.48;NaN
18HU13004_055;LL_02;45.6588;-59.7013;390087;21;19-apr-13;10:45:00;31.3461;0.9521;5.6713;1;NaN;9;NaN;9;0.06;1;0.815;1;0.453;1;0;1;0;1.80;NaN
18HU13004_055;LL_02;45.6588;-59.7013;390086;30;19-apr-13;10:44:00;31.3968;0.7688;5.9012;1;NaN;9;NaN;9;0.075;1;1.115;1;0.496;1;0.115;1;0;2.25;9.70
18HU13004_055;LL_02;45.6588;-59.7013;390085;40;19-apr-13;10:43:00;31.56;0.5802;3.0273;1;NaN;9;NaN;9;0.115;1;3.63;1;0.737;1;2.315;1;0;4.93;1.57
18HU13004_055;LL_02;45.6588;-59.7013;390084;50;19-apr-13;10:42:00;31.6685;0.4205;1.4452;1;NaN;9;NaN;9;0.115;1;4.39;1;0.7495;1;4.065;1;0;5.86;1.08
18HU13004_055;LL_02;45.6588;-59.7013;390083;60;19-apr-13;10:41:00;31.8315;1.2221;0.6705;1;NaN;9;NaN;9;0.17;1;6.465;1;0.8585;1;6.88;1;0;7.53;0.94
18HU13004_055;LL_02;45.6588;-59.7013;390082;80;19-apr-13;10:40:00;32.0353;0.7029;0.2597;1;NaN;9;NaN;9;0.19;1;5.335;1;0.778;1;5.615;1;0;6.86;0.95
18HU13004_055;LL_02;45.6588;-59.7013;390081;100;19-apr-13;10:39:00;32.2674;0.9673;0.1585;1;NaN;9;NaN;9;0.155;1;6.955;1;0.8415;1;7.28;1;0;8.27;0.96
18HU13004_055;LL_02;45.6588;-59.7013;390080;130;19-apr-13;10:37:00;32.6989;1.7045;NaN;9;32.703;1;6.585;1;0.12;1;9.535;1;1.0245;1;10.775;1;0;9.31;0.88
18HU13004_059;LL_03;45.492;-59.5198;390099;3;19-apr-13;12:45:00;31.4049;1.5954;11.6818;1;31.422;1;9.0755;1;0.04;1;0.17;1;0.446;1;0.58;1;0;0.38;0.29
18HU13004_059;LL_03;45.492;-59.5198;390098;10;19-apr-13;12:44:00;31.4042;1.5954;12.1897;1;NaN;9;NaN;9;0.065;1;1.1;1;0.4265;1;0.46;1;0;2.58;2.39
18HU13004_059;LL_03;45.492;-59.5198;390097;20;19-apr-13;12:43:00;31.4275;1.5267;14.2213;1;NaN;9;NaN;9;0.045;1;0;1;0.457;1;0.48;1;0;0.00;0.00
18HU13004_059;LL_03;45.492;-59.5198;390096;30;19-apr-13;12:42:00;31.5112;1.383;11.8511;1;NaN;9;NaN;9;0.08;1;1.835;1;0.5785;1;1.6;1;0;3.17;1.15
18HU13004_059;LL_03;45.492;-59.5198;390095;40;19-apr-13;12:41:00;31.5826;1.2659;3.8703;1;NaN;9;NaN;9;0.125;1;4.5;1;0.7165;1;4.815;1;0;6.28;0.93
18HU13004_059;LL_03;45.492;-59.5198;390094;50;19-apr-13;12:40:00;31.7646;1.1697;0.6854;1;NaN;9;NaN;9;0.135;1;5.78;1;0.803;1;7.04;1;0;7.20;0.82
18HU13004_059;LL_03;45.492;-59.5198;390093;60;19-apr-13;12:40:00;31.8481;1.2258;0.3609;1;NaN;9;NaN;9;0.165;1;7.045;1;0.8655;1;8.19;1;0;8.14;0.86
18HU13004_059;LL_03;45.492;-59.5198;390092;80;19-apr-13;12:39:00;31.932;1.3799;0.1821;1;NaN;9;NaN;9;0.165;1;7.285;1;0.903;1;8.255;1;0;8.07;0.88
18HU13004_059;LL_03;45.492;-59.5198;390091;100;19-apr-13;12:37:00;32.1424;1.8059;0.1889;1;NaN;9;NaN;9;0.095;1;7.505;1;0.917;1;8.165;1;0;8.18;0.92
18HU13004_059;LL_03;45.492;-59.5198;390090;128;19-apr-13;12:36:00;32.7753;2.2267;NaN;9;32.769;1;6.277;1;0.1;1;10.2;1;1.085;1;11.165;1;0;9.40;0.91
18HU13004_061;LL_04;45.159;-59.1753;390108;3;19-apr-13;15:31:00;31.5205;1.6377;11.0046;1;31.524;1;9.142;1;0.04;1;0;1;0.4065;1;0.385;1;0;0.00;0.00
18HU13004_061;LL_04;45.159;-59.1753;390107;10;19-apr-13;15:30:00;31.5203;1.639;10.8353;1;NaN;9;NaN;9;0.06;1;0;1;0.412;1;0.39;1;0;0.00;0.00
18HU13004_061;LL_04;45.159;-59.1753;390106;20;19-apr-13;15:30:00;31.5309;1.5273;13.2055;1;NaN;9;NaN;9;0.05;1;0.27;1;0.43;1;0.535;1;0;0.63;0.50
18HU13004_061;LL_04;45.159;-59.1753;390105;31;19-apr-13;15:29:00;31.5919;1.3282;14.8985;1;NaN;9;NaN;9;0.065;1;0.29;1;0.506;1;0.765;1;0;0.57;0.38
18HU13004_061;LL_04;45.159;-59.1753;390104;41;19-apr-13;15:28:00;31.6789;1.2443;10.1581;1;NaN;9;NaN;9;0.105;1;2.15;1;0.6365;1;2.24;1;0;3.38;0.96
18HU13004_061;LL_04;45.159;-59.1753;390103;51;19-apr-13;15:27:00;31.7194;1.3375;8.6344;1;NaN;9;NaN;9;0.13;1;2.475;1;0.6745;1;2.925;1;0;3.67;0.85
18HU13004_061;LL_04;45.159;-59.1753;390102;60;19-apr-13;15:26:00;31.8361;1.2659;2.3758;1;NaN;9;NaN;9;0.15;1;4.895;1;0.7915;1;5.745;1;0;6.18;0.85
18HU13004_061;LL_04;45.159;-59.1753;390101;80;19-apr-13;15:24:00;31.968;1.363;0.6398;1;NaN;9;NaN;9;0.17;1;6.065;1;0.869;1;7.545;1;0;6.98;0.80
18HU13004_061;LL_04;45.159;-59.1753;390100;100;19-apr-13;15:24:00;31.9673;1.3629;0.7897;1;31.969;1;7.5315;1;0.155;1;5.615;1;0.824;1;6.385;1;0;6.81;0.88
18HU13004_063;LL_05;44.8173;-58.8518;390118;3;19-apr-13;18:32:00;31.7178;1.7676;12.6976;1;31.719;1;9.3145;1;0.03;1;0;1;0.4045;1;0.135;1;0;0.00;0.00
18HU13004_063;LL_05;44.8173;-58.8518;390117;11;19-apr-13;18:31:00;31.7227;1.756;13.5441;1;NaN;9;NaN;9;0.035;1;0;1;0.399;1;0.135;1;0;0.00;0.00
18HU13004_063;LL_05;44.8173;-58.8518;390116;20;19-apr-13;18:30:00;31.7858;1.722;14.7292;1;NaN;9;NaN;9;0.04;1;0;1;0.421;1;0.45;1;0;0.00;0.00
18HU13004_063;LL_05;44.8173;-58.8518;390115;30;19-apr-13;18:29:00;31.8061;1.571;15.5757;1;NaN;9;NaN;9;0.04;1;0;1;0.443;1;0.505;1;0;0.00;0.00
18HU13004_063;LL_05;44.8173;-58.8518;390114;40;19-apr-13;18:28:00;31.8798;1.1503;9.3116;1;NaN;9;NaN;9;0.1;1;1.255;1;0.605;1;1.66;1;0;2.07;0.76
18HU13004_063;LL_05;44.8173;-58.8518;390113;50;19-apr-13;18:27:00;31.9626;0.9582;2.1691;1;NaN;9;NaN;9;0.16;1;4.33;1;0.7515;1;4.71;1;0;5.76;0.92
18HU13004_063;LL_05;44.8173;-58.8518;390112;60;19-apr-13;18:27:00;32.0519;1.0127;0.8642;1;NaN;9;NaN;9;0.165;1;5.175;1;0.8035;1;5.935;1;0;6.44;0.87
18HU13004_063;LL_05;44.8173;-58.8518;390111;80;19-apr-13;18:25:00;32.1751;1.1911;0.6258;1;NaN;9;NaN;9;0.16;1;6.515;1;0.8245;1;6.53;1;0;7.90;1.00
18HU13004_063;LL_05;44.8173;-58.8518;390110;100;19-apr-13;18:24:00;32.2175;1.2739;0.2496;1;NaN;9;NaN;9;0.155;1;7.355;1;0.845;1;6.935;1;0;8.70;1.06
18HU13004_063;LL_05;44.8173;-58.8518;390109;226;19-apr-13;18:21:00;32.5545;1.6663;NaN;9;NaN;9;NaN;9;0.075;1;8.33;1;0.935;1;8.82;1;0;8.91;0.94
18HU13004_065;LL_06;44.476;-58.5077;390125;2;19-apr-13;21:30:00;32.0899;2.2888;12.1897;1;32.089;1;8.818;1;0.04;1;0.495;1;0.393;1;0.19;1;0;1.26;2.61
18HU13004_065;LL_06;44.476;-58.5077;390124;10;19-apr-13;21:29:00;32.0903;2.2832;13.0362;1;NaN;9;NaN;9;0.04;1;0;1;0.392;1;0.27;1;0;0.00;0.00
18HU13004_065;LL_06;44.476;-58.5077;390123;20;19-apr-13;21:28:00;32.0896;2.2678;12.359;1;NaN;9;NaN;9;0.045;1;0.48;1;0.3965;1;0.315;1;0;1.21;1.52
18HU13004_065;LL_06;44.476;-58.5077;390122;29;19-apr-13;21:27:00;32.0891;2.1884;12.0204;1;NaN;9;NaN;9;0.05;1;0.535;1;0.415;1;0.27;1;0;1.29;1.98
18HU13004_065;LL_06;44.476;-58.5077;390121;40;19-apr-13;21:26:00;32.0934;1.9625;10.1581;1;NaN;9;NaN;9;0.075;1;1.285;1;0.511;1;0.88;1;0;2.51;1.46
18HU13004_065;LL_06;44.476;-58.5077;390120;50;19-apr-13;21:25:00;32.1116;1.8326;3.832;1;NaN;9;NaN;9;0.12;1;2.29;1;0.624;1;1.83;1;0;3.67;1.25
18HU13004_065;LL_06;44.476;-58.5077;390119;60;19-apr-13;21:25:00;32.1111;1.8322;8.1195;1;32.11;1;8.0495;1;0.115;1;2.285;1;0.6185;1;1.81;1;0;3.69;1.26
18HU13004_067;BANCB_04;44.7782;-57.2523;390136;3;20-apr-13;02:47:00;31.8487;1.6776;16.9302;1;31.849;1;8.9455;1;0.06;1;0.685;1;0.4565;1;0.28;1;0;1.50;2.45
18HU13004_067;BANCB_04;44.7782;-57.2523;390135;10;20-apr-13;02:47:00;31.8498;1.6628;17.4381;1;NaN;9;NaN;9;0.055;1;0.775;1;0.459;1;0.52;1;0;1.69;1.49
18HU13004_067;BANCB_04;44.7782;-57.2523;390134;19;20-apr-13;02:46:00;31.8624;1.6682;16.0836;1;NaN;9;NaN;9;0.07;1;0;1;0.4675;1;0.31;1;0;0.00;0.00
18HU13004_067;BANCB_04;44.7782;-57.2523;390133;30;20-apr-13;02:45:00;31.9331;1.7308;14.2213;1;NaN;9;NaN;9;0.06;1;0.48;1;0.457;1;0.37;1;0;1.05;1.30
18HU13004_067;BANCB_04;44.7782;-57.2523;390132;40;20-apr-13;02:44:00;32.3406;1.9815;2.9506;1;NaN;9;NaN;9;0.155;1;2.95;1;0.611;1;2.835;1;0;4.83;1.04
18HU13004_067;BANCB_04;44.7782;-57.2523;390131;49;20-apr-13;02:43:00;32.4446;2.1747;1.0876;1;NaN;9;NaN;9;0.175;1;3.53;1;0.65;1;4.29;1;0;5.43;0.82
18HU13004_067;BANCB_04;44.7782;-57.2523;390130;60;20-apr-13;02:42:00;32.479;2.1112;0.745;1;NaN;9;NaN;9;0.175;1;4.11;1;0.6645;1;4.425;1;0;6.19;0.93
18HU13004_067;BANCB_04;44.7782;-57.2523;390129;80;20-apr-13;02:41:00;32.4903;1.6398;0.4452;1;NaN;9;NaN;9;0.18;1;3.99;1;0.69;1;4.345;1;0;5.78;0.92
18HU13004_067;BANCB_04;44.7782;-57.2523;390128;100;20-apr-13;02:40:00;32.7183;2.4798;0.2901;1;NaN;9;NaN;9;0.205;1;5.93;1;0.7685;1;6.03;1;0;7.72;0.98
18HU13004_067;BANCB_04;44.7782;-57.2523;390127;200;20-apr-13;02:38:00;34.3559;6.0354;NaN;9;NaN;9;NaN;9;0.045;1;16.47;1;1.3205;1;13.88;1;0;12.47;1.19
18HU13004_067;BANCB_04;44.7782;-57.2523;390126;391;20-apr-13;02:34:00;34.8763;5.4467;NaN;9;34.873;1;4.207;1;0.05;1;21.54;1;1.633;1;24.88;1;0;13.19;0.87
18HU13004_070;BP_05;44.897;-56.6395;390147;2;20-apr-13;05:59:00;32.4664;2.1336;5.9012;1;32.467;1;8.237;1;0.125;1;0.61;1;0.4705;1;1.565;1;0;1.30;0.39
18HU13004_070;BP_05;44.897;-56.6395;390146;10;20-apr-13;05:58:00;32.4654;2.1164;5.3648;1;NaN;9;NaN;9;0.135;1;0.78;1;0.484;1;1.565;1;0;1.61;0.50
18HU13004_070;BP_05;44.897;-56.6395;390145;20;20-apr-13;05:57:00;32.4966;1.7333;5.4031;1;NaN;9;NaN;9;0.145;1;1.615;1;0.5595;1;2.275;1;0;2.89;0.71
18HU13004_070;BP_05;44.897;-56.6395;390144;30;20-apr-13;05:57:00;32.5566;1.1242;2.667;1;NaN;9;NaN;9;0.17;1;3.765;1;0.7105;1;4.075;1;0;5.30;0.92
18HU13004_070;BP_05;44.897;-56.6395;390143;39;20-apr-13;05:56:00;32.6381;0.6234;1.4452;1;NaN;9;NaN;9;0.16;1;4.875;1;0.804;1;5.2;1;0;6.06;0.94
18HU13004_070;BP_05;44.897;-56.6395;390142;50;20-apr-13;05:55:00;32.6644;0.6528;0.7301;1;NaN;9;NaN;9;0.17;1;5.465;1;0.8135;1;6.005;1;0;6.72;0.91
18HU13004_070;BP_05;44.897;-56.6395;390141;60;20-apr-13;05:54:00;32.7122;0.7802;0.8642;1;NaN;9;NaN;9;0.18;1;5.78;1;0.813;1;6.215;1;0;7.11;0.93
18HU13004_070;BP_05;44.897;-56.6395;390140;80;20-apr-13;05:53:00;32.8659;1.203;0.2429;1;NaN;9;NaN;9;0.2;1;7.485;1;0.868;1;7.505;1;0;8.62;1.00
18HU13004_070;BP_05;44.897;-56.6395;390139;100;20-apr-13;05:52:00;33.1902;2.443;0.172;1;NaN;9;NaN;9;0.23;1;8.915;1;0.9195;1;8.56;1;0;9.70;1.04
18HU13004_070;BP_05;44.897;-56.6395;390138;250;20-apr-13;05:49:00;34.8399;8.2917;NaN;9;NaN;9;NaN;9;0.07;1;17.935;1;1.2245;1;10.39;1;0;14.65;1.73
18HU13004_070;BP_05;44.897;-56.6395;390137;404;20-apr-13;05:45:00;34.8441;5.9648;NaN;9;34.842;1;4.679;1;0.055;1;18.91;1;1.327;1;12.25;1;0;14.25;1.54
18HU13004_072;BP_04;44.923;-56.445;390158;3;20-apr-13;07:55:00;32.4689;2.111;5.2115;1;32.47;1;8.2375;1;0.12;1;1.16;1;0.4915;1;1.83;1;0;2.36;0.63
18HU13004_072;BP_04;44.923;-56.445;390157;10;20-apr-13;07:54:00;32.4693;2.1116;5.2498;1;NaN;9;NaN;9;0.12;1;1.12;1;0.51;1;1.83;1;0;2.20;0.61
18HU13004_072;BP_04;44.923;-56.445;390156;21;20-apr-13;07:53:00;32.4704;2.0933;5.9779;1;NaN;9;NaN;9;0.13;1;1.24;1;0.535;1;1.83;1;0;2.32;0.68
18HU13004_072;BP_04;44.923;-56.445;390155;30;20-apr-13;07:52:00;32.4709;2.0106;5.518;1;NaN;9;NaN;9;0.145;1;1.55;1;0.546;1;1.93;1;0;2.84;0.80
18HU13004_072;BP_04;44.923;-56.445;390154;40;20-apr-13;07:51:00;32.4987;1.4488;3.5254;1;NaN;9;NaN;9;0.145;1;2.69;1;0.64;1;3.095;1;0;4.20;0.87
18HU13004_072;BP_04;44.923;-56.445;390153;50;20-apr-13;07:50:00;32.5219;1.0863;2.6819;1;NaN;9;NaN;9;0.16;1;3.755;1;0.6515;1;3.38;1;0;5.76;1.11
18HU13004_072;BP_04;44.923;-56.445;390152;60;20-apr-13;07:49:00;32.5457;0.9637;2.1604;1;NaN;9;NaN;9;0.18;1;4.25;1;0.7;1;4.105;1;0;6.07;1.04
18HU13004_072;BP_04;44.923;-56.445;390151;80;20-apr-13;07:48:00;32.7385;1.0472;0.5329;1;NaN;9;NaN;9;0.205;1;6.635;1;0.815;1;6.395;1;0;8.14;1.04
18HU13004_072;BP_04;44.923;-56.445;390150;100;20-apr-13;07:47:00;32.7757;0.9642;0.7897;1;NaN;9;NaN;9;0.205;1;6.475;1;0.8145;1;6.44;1;0;7.95;1.01
18HU13004_072;BP_04;44.923;-56.445;390149;251;20-apr-13;07:44:00;34.7295;7.6678;NaN;9;NaN;9;NaN;9;0.08;1;16.835;1;1.2015;1;10.325;1;0;14.01;1.63
18HU13004_072;BP_04;44.923;-56.445;390148;386;20-apr-13;07:41:00;34.7596;5.3029;NaN;9;34.757;1;4.787;1;0.08;1;18.61;1;1.352;1;14.965;1;0;13.76;1.24
18HU13004_075;BP_01;44.985;-56.1422;390168;4;20-apr-13;10:23:00;32.4446;2.1157;3.9852;1;32.444;1;8.11;1;0.16;1;1.57;1;0.55;1;2.295;1;0;2.85;0.68
18HU13004_075;BP_01;44.985;-56.1422;390167;11;20-apr-13;10:23:00;32.4441;2.1082;4.3684;1;NaN;9;NaN;9;0.15;1;1.6;1;0.554;1;2.29;1;0;2.89;0.70
18HU13004_075;BP_01;44.985;-56.1422;390166;20;20-apr-13;10:22:00;32.4448;2.1041;3.832;1;NaN;9;NaN;9;0.14;1;1.57;1;0.563;1;2.265;1;0;2.79;0.69
18HU13004_075;BP_01;44.985;-56.1422;390165;30;20-apr-13;10:21:00;32.4472;2.0928;4.9432;1;NaN;9;NaN;9;0.135;1;1.525;1;0.5435;1;2.3;1;0;2.81;0.66
18HU13004_075;BP_01;44.985;-56.1422;390164;41;20-apr-13;10:20:00;32.5384;1.4164;2.5674;1;NaN;9;NaN;9;0.15;1;3.245;1;0.656;1;3.82;1;0;4.95;0.85
18HU13004_075;BP_01;44.985;-56.1422;390163;51;20-apr-13;10:19:00;32.6128;1.6304;1.8028;1;NaN;9;NaN;9;0.2;1;4.55;1;0.702;1;5.285;1;0;6.48;0.86
18HU13004_075;BP_01;44.985;-56.1422;390162;61;20-apr-13;10:18:00;32.6935;1.4267;1.0876;1;NaN;9;NaN;9;0.2;1;5.52;1;0.785;1;6.48;1;0;7.03;0.85
18HU13004_075;BP_01;44.985;-56.1422;390161;81;20-apr-13;10:17:00;32.7639;0.1877;0.2732;1;NaN;9;NaN;9;0.165;1;7.885;1;0.9205;1;9.25;1;0;8.57;0.85
18HU13004_075;BP_01;44.985;-56.1422;390160;101;20-apr-13;10:16:00;32.7977;0.3925;0.1788;1;NaN;9;NaN;9;0.165;1;7.945;1;0.9475;1;9.065;1;0;8.39;0.88
18HU13004_075;BP_01;44.985;-56.1422;390159;220;20-apr-13;10:13:00;34.7273;8.1756;NaN;9;34.723;1;5.122;1;0.095;1;16.115;1;1.1225;1;9.635;1;0;14.36;1.67
18HU13004_077;EH_01;45.0493;-55.8797;390176;3;20-apr-13;11:56:00;32.4563;1.599;8.1265;1;32.456;1;8.4055;1;0.065;1;0.42;1;0.4385;1;0.895;1;0;0.96;0.47
18HU13004_077;EH_01;45.0493;-55.8797;390175;10;20-apr-13;11:55:00;32.4566;1.5973;9.4809;1;NaN;9;NaN;9;0.065;1;0.56;1;0.4325;1;0.865;1;0;1.29;0.65
18HU13004_077;EH_01;45.0493;-55.8797;390174;20;20-apr-13;11:54:00;32.4626;1.607;6.7443;1;NaN;9;NaN;9;0.08;1;0.64;1;0.4575;1;1.065;1;0;1.40;0.60
18HU13004_077;EH_01;45.0493;-55.8797;390173;30;20-apr-13;11:53:00;32.4705;1.5539;6.7749;1;NaN;9;NaN;9;0.08;1;1.105;1;0.481;1;1.42;1;0;2.30;0.78
18HU13004_077;EH_01;45.0493;-55.8797;390172;40;20-apr-13;11:52:00;32.5427;0.7656;1.9965;1;NaN;9;NaN;9;0.135;1;4.275;1;0.737;1;4.405;1;0;5.80;0.97
18HU13004_077;EH_01;45.0493;-55.8797;390171;51;20-apr-13;11:51:00;32.5534;0.4781;0.9983;1;NaN;9;NaN;9;0.145;1;4.86;1;0.78;1;4.825;1;0;6.23;1.01
18HU13004_077;EH_01;45.0493;-55.8797;390170;61;20-apr-13;11:51:00;32.5575;0.4604;0.9983;1;NaN;9;NaN;9;0.13;1;5.145;1;0.771;1;4.99;1;0;6.67;1.03
18HU13004_077;EH_01;45.0493;-55.8797;390169;82;20-apr-13;11:49:00;32.5732;0.4233;0.7748;1;32.576;1;7.704;1;0.13;1;5.06;1;0.786;1;5.17;1;0;6.44;0.98
18HU13004_079;EH_02;44.9203;-55.8708;390186;4;20-apr-13;13:43:00;32.4643;2.5139;4.6367;1;32.465;1;8.161;1;0.12;1;1.26;1;0.524;1;2.17;1;0;2.40;0.58
18HU13004_079;EH_02;44.9203;-55.8708;390185;11;20-apr-13;13:42:00;32.4641;2.5133;5.1732;1;NaN;9;NaN;9;0.135;1;1.605;1;0.5065;1;2.15;1;0;3.17;0.75
18HU13004_079;EH_02;44.9203;-55.8708;390184;20;20-apr-13;13:41:00;32.464;2.506;5.4414;1;NaN;9;NaN;9;0.12;1;1.555;1;0.5275;1;2.1;1;0;2.95;0.74
18HU13004_079;EH_02;44.9203;-55.8708;390183;30;20-apr-13;13:40:00;32.4654;2.5009;4.7133;1;NaN;9;NaN;9;0.13;1;1.585;1;0.526;1;2.15;1;0;3.01;0.74
18HU13004_079;EH_02;44.9203;-55.8708;390182;40;20-apr-13;13:40:00;32.4705;2.4597;5.518;1;NaN;9;NaN;9;0.135;1;1.625;1;0.5255;1;2.065;1;0;3.09;0.79
