CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TEMP_XX;CHL_01;Q_CHL;PSAL_BS;Q_PSAL;OXY_02;Q_OXY;NO2_01;Q_NO2;NOx_01;Q_NOX;PO4_01;Q_PO4;Si_01;Q_Si;QCFF;N_P;N_Si
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(mg/m**3);((none));(PSU);((none));(ml/l);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));((none));((none));((none))
18HU13004_098;SESPB_08;44.4327;-54.8915;390306;250;22-apr-13;00:03:00;34.9359;7.4709;NaN;9;34.935;1;3.913;1;0.04;1;20.9;1;1.401;1;12.215;1;0;14.92;1.71
18HU13004_098;SESPB_08;44.4327;-54.8915;390305;500;21-apr-13;23:58:00;34.932;5.2003;NaN;9;NaN;9;NaN;9;0.04;1;18.895;1;1.204;1;11.515;1;0;15.69;1.64
18HU13004_098;SESPB_08;44.4327;-54.8915;390304;1002;21-apr-13;23:49:00;34.9364;4.2702;NaN;9;NaN;9;NaN;9;0.03;1;17.265;1;1.085;1;10.18;1;0;15.91;1.70
18HU13004_098;SESPB_08;44.4327;-54.8915;390303;1500;21-apr-13;23:39:00;34.9483;3.907;NaN;9;NaN;9;NaN;9;0.03;1;17.79;1;1.1315;1;11.565;1;0;15.72;1.54
18HU13004_098;SESPB_08;44.4327;-54.8915;390302;2000;21-apr-13;23:29:00;34.9432;3.5052;NaN;9;NaN;9;NaN;9;0.035;1;17.835;1;1.1315;1;13.15;1;0;15.76;1.36
18HU13004_098;SESPB_08;44.4327;-54.8915;390301;2254;21-apr-13;23:23:00;34.9343;3.2719;NaN;9;34.935;1;6.045;1;0.03;1;17.955;1;1.147;1;14.555;1;0;15.65;1.23
18HU13004_100;SESPB_07;44.8127;-55.0055;390329;4;22-apr-13;04:52:00;32.6713;4.1866;4.1768;1;32.673;1;7.969;1;0;1;0.505;1;0.333;1;0.645;1;0;1.52;0.78
18HU13004_100;SESPB_07;44.8127;-55.0055;390328;9;22-apr-13;04:51:00;32.6711;4.1843;4.1385;1;NaN;9;NaN;9;0;1;0.43;1;0.3275;1;0.6;1;0;1.31;0.72
18HU13004_100;SESPB_07;44.8127;-55.0055;390327;20;22-apr-13;04:50:00;32.6781;4.142;4.8666;1;NaN;9;NaN;9;0;1;0.395;1;0.3245;1;0.635;1;0;1.22;0.62
18HU13004_100;SESPB_07;44.8127;-55.0055;390326;30;22-apr-13;04:50:00;32.763;4.4277;4.3301;1;NaN;9;NaN;9;0;1;0.435;1;0.319;1;0.49;1;0;1.36;0.89
18HU13004_100;SESPB_07;44.8127;-55.0055;390325;40;22-apr-13;04:49:00;32.7643;4.3779;4.56;1;NaN;9;NaN;9;0.03;1;0.325;1;0.3295;1;0.585;1;0;0.99;0.56
18HU13004_100;SESPB_07;44.8127;-55.0055;390324;50;22-apr-13;04:48:00;32.7564;4.118;5.1348;1;NaN;9;NaN;9;0.065;1;0.615;1;0.368;1;1.03;1;0;1.67;0.60
18HU13004_100;SESPB_07;44.8127;-55.0055;390323;61;22-apr-13;04:47:00;32.9659;4.2771;4.2918;1;NaN;9;NaN;9;0.185;1;2.51;1;0.5035;1;2.95;1;0;4.99;0.85
18HU13004_100;SESPB_07;44.8127;-55.0055;390322;80;22-apr-13;04:47:00;33.4978;5.8481;1.4303;1;NaN;9;NaN;9;0.275;1;4.28;1;0.567;1;3.93;1;0;7.55;1.09
18HU13004_100;SESPB_07;44.8127;-55.0055;390321;101;22-apr-13;04:46:00;34.1114;7.5326;0.2159;1;NaN;9;NaN;9;0.085;1;7.615;1;0.69;1;5.205;1;0;11.04;1.46
18HU13004_100;SESPB_07;44.8127;-55.0055;390320;250;22-apr-13;04:42:00;34.8637;7.4467;NaN;9;34.863;1;4.1225;1;0.05;1;20.09;1;1.3155;1;12.15;1;0;15.27;1.65
18HU13004_100;SESPB_07;44.8127;-55.0055;390319;500;22-apr-13;04:37:00;34.9623;5.6548;NaN;9;NaN;9;NaN;9;0.04;1;19.525;1;1.314;1;12.315;1;0;14.86;1.59
18HU13004_100;SESPB_07;44.8127;-55.0055;390318;1001;22-apr-13;04:28:00;34.948;4.3869;NaN;9;NaN;9;NaN;9;0.045;1;17.305;1;1.11;1;10.535;1;0;15.59;1.64
18HU13004_100;SESPB_07;44.8127;-55.0055;390317;1500;22-apr-13;04:18:00;34.9468;4.0232;NaN;9;NaN;9;NaN;9;0.035;1;16.835;1;1.1455;1;11.045;1;0;14.70;1.52
18HU13004_100;SESPB_07;44.8127;-55.0055;390316;1975;22-apr-13;04:09:00;34.9386;3.5002;NaN;9;34.939;1;NaN;9;0.03;1;17.3;1;1.171;1;13.345;1;0;14.77;1.30
18HU13004_103;SESPB_06.5;44.9003;-55.047;390342;3;22-apr-13;07:49:00;32.5389;4.2292;5.0965;1;32.542;1;8.064;1;0.04;1;0.705;1;0.288;1;0.22;1;0;2.45;3.20
18HU13004_103;SESPB_06.5;44.9003;-55.047;390341;10;22-apr-13;07:48:00;32.5405;4.2311;4.9432;1;NaN;9;NaN;9;0.04;1;0.575;1;0.295;1;0.32;1;0;1.95;1.80
18HU13004_103;SESPB_06.5;44.9003;-55.047;390340;20;22-apr-13;07:47:00;32.5399;4.2316;5.2881;1;NaN;9;NaN;9;0.045;1;0.725;1;0.2885;1;0.24;1;0;2.51;3.02
18HU13004_103;SESPB_06.5;44.9003;-55.047;390339;30;22-apr-13;07:47:00;32.5401;4.2269;5.0965;1;NaN;9;NaN;9;0.035;1;0.585;1;0.3045;1;0.27;1;0;1.92;2.17
18HU13004_103;SESPB_06.5;44.9003;-55.047;390338;40;22-apr-13;07:46:00;32.7317;3.965;4.0236;1;NaN;9;NaN;9;0.045;1;0.58;1;0.364;1;0.855;1;0;1.59;0.68
18HU13004_103;SESPB_06.5;44.9003;-55.047;390337;50;22-apr-13;07:45:00;33.0158;4.569;5.4414;1;NaN;9;NaN;9;0.205;1;2.55;1;0.52;1;2.765;1;0;4.90;0.92
18HU13004_103;SESPB_06.5;44.9003;-55.047;390336;60;22-apr-13;07:44:00;33.5354;5.9516;1.7283;1;NaN;9;NaN;9;0.24;1;4.945;1;0.595;1;4.22;1;0;8.31;1.17
18HU13004_103;SESPB_06.5;44.9003;-55.047;390335;81;22-apr-13;07:43:00;34.352;8.8791;0.2496;1;NaN;9;NaN;9;0.1;1;7.02;1;0.585;1;4.29;1;0;12.00;1.64
18HU13004_103;SESPB_06.5;44.9003;-55.047;390334;100;22-apr-13;07:42:00;34.957;10.8882;0.1417;1;NaN;9;NaN;9;0.06;1;7.94;1;0.59;1;4.245;1;0;13.46;1.87
18HU13004_103;SESPB_06.5;44.9003;-55.047;390333;250;22-apr-13;07:39:00;35.052;8.6588;NaN;9;35.053;1;3.699;1;0.04;1;19.97;1;1.3635;1;11.485;1;0;14.65;1.74
18HU13004_103;SESPB_06.5;44.9003;-55.047;390332;500;22-apr-13;07:34:00;34.8894;5.2647;NaN;9;NaN;9;NaN;9;0;1;18.88;1;1.237;1;12.14;1;0;15.26;1.56
18HU13004_103;SESPB_06.5;44.9003;-55.047;390331;1000;22-apr-13;07:24:00;34.9306;4.3254;NaN;9;NaN;9;NaN;9;0;1;16.98;1;1.123;1;10.63;1;0;15.12;1.60
18HU13004_103;SESPB_06.5;44.9003;-55.047;390330;1116;22-apr-13;07:21:00;34.9333;4.3219;NaN;9;34.933;1;6.0895;1;0;1;16.46;1;1.0675;1;10.325;1;0;15.42;1.59
18HU13004_105;SESPB_06;44.9858;-55.0723;390355;3;22-apr-13;10:48:00;32.5104;2.3867;5.1348;1;32.513;1;8.231;1;0.1;1;1.075;1;0.456;1;1.25;1;0;2.36;0.86
18HU13004_105;SESPB_06;44.9858;-55.0723;390354;11;22-apr-13;10:47:00;32.5106;2.389;5.2881;1;NaN;9;NaN;9;0.085;1;1.005;1;0.465;1;1.36;1;0;2.16;0.74
18HU13004_105;SESPB_06;44.9858;-55.0723;390353;20;22-apr-13;10:46:00;32.5095;2.3732;5.2881;1;NaN;9;NaN;9;0.085;1;1.155;1;0.4685;1;1.35;1;0;2.47;0.86
18HU13004_105;SESPB_06;44.9858;-55.0723;390352;30;22-apr-13;10:45:00;32.5195;2.4195;5.7479;1;NaN;9;NaN;9;0.1;1;1.26;1;0.4615;1;1.35;1;0;2.73;0.93
18HU13004_105;SESPB_06;44.9858;-55.0723;390351;40;22-apr-13;10:44:00;32.6746;3.343;4.9816;1;NaN;9;NaN;9;0.125;1;1.65;1;0.455;1;1.81;1;0;3.63;0.91
18HU13004_105;SESPB_06;44.9858;-55.0723;390350;50;22-apr-13;10:43:00;33.2665;5.1232;1.1323;1;NaN;9;NaN;9;0.26;1;4.425;1;0.6005;1;4.565;1;0;7.37;0.97
18HU13004_105;SESPB_06;44.9858;-55.0723;390349;60;22-apr-13;10:41:00;33.5944;5.6909;0.6556;1;NaN;9;NaN;9;0.27;1;7.265;1;0.727;1;7.28;1;0;9.99;1.00
18HU13004_105;SESPB_06;44.9858;-55.0723;390348;80;22-apr-13;10:40:00;34.9119;10.7892;0.1956;1;NaN;9;NaN;9;0.07;1;7.335;1;0.576;1;3.895;1;0;12.73;1.88
18HU13004_105;SESPB_06;44.9858;-55.0723;390347;100;22-apr-13;10:39:00;35.143;11.5515;0.0823;1;NaN;9;NaN;9;0.065;1;8.36;1;0.6045;1;4.27;1;0;13.83;1.96
18HU13004_105;SESPB_06;44.9858;-55.0723;390346;252;22-apr-13;10:36:00;35.1039;9.5056;NaN;9;NaN;9;3.751;1;0.045;1;18.985;1;1.2565;1;10.585;1;0;15.11;1.79
18HU13004_105;SESPB_06;44.9858;-55.0723;390345;500;22-apr-13;10:30:00;34.8623;5.4014;NaN;9;NaN;9;NaN;9;0.035;1;19.1;1;1.3075;1;12.42;1;0;14.61;1.54
18HU13004_105;SESPB_06;44.9858;-55.0723;390344;749;22-apr-13;10:25:00;34.9212;4.6246;NaN;9;NaN;9;NaN;9;0.035;1;17.04;1;1.1485;1;10.695;1;0;14.84;1.59
18HU13004_105;SESPB_06;44.9858;-55.0723;390343;970;22-apr-13;10:20:00;34.9299;4.4412;NaN;9;34.93;1;6.0495;1;0.04;1;16.815;1;1.16;1;10.685;1;0;14.50;1.57
18HU13004_107;SESPB_05.5;45.044;-55.088;390367;3;22-apr-13;13:26:00;32.5347;1.7893;4.8283;1;32.541;1;8.359;1;0.09;1;1.375;1;0.5095;1;1.94;1;0;2.70;0.71
18HU13004_107;SESPB_05.5;45.044;-55.088;390366;10;22-apr-13;13:25:00;32.5352;1.7724;5.4031;1;NaN;9;NaN;9;0.115;1;1.45;1;0.5125;1;1.9;1;0;2.83;0.76
18HU13004_107;SESPB_05.5;45.044;-55.088;390365;21;22-apr-13;13:24:00;32.5347;1.7701;5.3264;1;NaN;9;NaN;9;0.14;1;1.53;1;0.482;1;1.835;1;0;3.17;0.83
18HU13004_107;SESPB_05.5;45.044;-55.088;390364;30;22-apr-13;13:23:00;32.5356;1.7166;6.1695;1;NaN;9;NaN;9;0.11;1;1.415;1;0.5045;1;1.715;1;0;2.80;0.83
18HU13004_107;SESPB_05.5;45.044;-55.088;390363;40;22-apr-13;13:22:00;32.5365;1.6752;7.7879;1;NaN;9;NaN;9;0.1;1;1.185;1;0.472;1;1.32;1;0;2.51;0.90
18HU13004_107;SESPB_05.5;45.044;-55.088;390362;50;22-apr-13;13:21:00;32.5492;1.5193;7.7879;1;NaN;9;NaN;9;0.09;1;1.55;1;0.485;1;1.315;1;0;3.20;1.18
18HU13004_107;SESPB_05.5;45.044;-55.088;390361;61;22-apr-13;13:19:00;32.6412;1.0183;4.56;1;NaN;9;NaN;9;0.145;1;3.725;1;0.6605;1;3.455;1;0;5.64;1.08
18HU13004_107;SESPB_05.5;45.044;-55.088;390360;79;22-apr-13;13:18:00;33.3687;5.1312;1.4452;1;NaN;9;NaN;9;0.275;1;5.84;1;0.665;1;5.47;1;0;8.78;1.07
18HU13004_107;SESPB_05.5;45.044;-55.088;390359;100;22-apr-13;13:17:00;34.636;9.8836;0.2732;1;NaN;9;NaN;9;0.095;1;7.21;1;0.5835;1;3.995;1;0;12.36;1.80
18HU13004_107;SESPB_05.5;45.044;-55.088;390358;251;22-apr-13;13:13:00;35.0671;9.9913;NaN;9;35.066;1;4.1755;1;0.06;1;16.625;1;1.1085;1;9.24;1;0;15.00;1.80
18HU13004_107;SESPB_05.5;45.044;-55.088;390357;500;22-apr-13;13:08:00;34.8701;5.2715;NaN;9;NaN;9;NaN;9;0.03;1;19.085;1;1.295;1;12.245;1;0;14.74;1.56
18HU13004_107;SESPB_05.5;45.044;-55.088;390356;868;22-apr-13;13:02:00;34.9246;4.4861;NaN;9;34.924;1;5.999;1;0.04;1;17.37;1;1.156;1;10.965;1;0;15.03;1.58
18HU13004_109;SESPB_05;45.1103;-55.111;390377;4;22-apr-13;15:33:00;32.4701;2.0638;4.3684;1;32.472;1;8.504;1;0.135;1;0.905;1;0.459;1;1.01;1;0;1.97;0.90
18HU13004_109;SESPB_05;45.1103;-55.111;390376;10;22-apr-13;15:32:00;32.47;2.0433;5.4031;1;NaN;9;NaN;9;0.085;1;0.73;1;0.4625;1;1.01;1;0;1.58;0.72
18HU13004_109;SESPB_05;45.1103;-55.111;390375;20;22-apr-13;15:31:00;32.48;1.904;5.9012;1;NaN;9;NaN;9;0.075;1;0.915;1;0.4665;1;1.405;1;0;1.96;0.65
18HU13004_109;SESPB_05;45.1103;-55.111;390374;30;22-apr-13;15:30:00;32.5029;1.7071;6.0928;1;NaN;9;NaN;9;0.1;1;0.935;1;0.5005;1;1.1;1;0;1.87;0.85
18HU13004_109;SESPB_05;45.1103;-55.111;390373;40;22-apr-13;15:29:00;32.5413;1.4214;5.9395;1;NaN;9;NaN;9;0.095;1;1.45;1;0.5195;1;1.15;1;0;2.79;1.26
18HU13004_109;SESPB_05;45.1103;-55.111;390372;50;22-apr-13;15:28:00;32.6063;0.9721;5.6713;1;NaN;9;NaN;9;0.095;1;1.725;1;0.5625;1;1.505;1;0;3.07;1.15
18HU13004_109;SESPB_05;45.1103;-55.111;390371;60;22-apr-13;15:27:00;32.6181;0.8307;5.8246;1;NaN;9;NaN;9;0.105;1;2.15;1;0.5865;1;1.545;1;0;3.67;1.39
18HU13004_109;SESPB_05;45.1103;-55.111;390370;81;22-apr-13;15:26:00;32.6831;0.6455;3.6404;1;NaN;9;NaN;9;0.09;1;2.935;1;0.5935;1;2.57;1;0;4.95;1.14
18HU13004_109;SESPB_05;45.1103;-55.111;390369;100;22-apr-13;15:25:00;33.5936;5.6058;1.1323;1;NaN;9;NaN;9;0.26;1;6.775;1;0.705;1;6.775;1;0;9.61;1.00
18HU13004_109;SESPB_05;45.1103;-55.111;390368;167;22-apr-13;15:22:00;34.5641;8.7882;NaN;9;34.559;1;5.3925;1;0.135;1;10.04;1;0.792;1;6.635;1;0;12.68;1.51
18HU13004_111;SESPB_04.5;45.2175;-55.1658;390387;4;22-apr-13;17:02:00;32.4489;2.2939;3.602;1;32.453;1;8.2925;1;0.115;1;1.12;1;0.517;1;1.8;1;0;2.17;0.62
18HU13004_111;SESPB_04.5;45.2175;-55.1658;390386;9;22-apr-13;17:01:00;32.4486;2.2884;3.9852;1;NaN;9;NaN;9;0.11;1;1.465;1;0.5555;1;1.735;1;0;2.64;0.84
18HU13004_111;SESPB_04.5;45.2175;-55.1658;390385;20;22-apr-13;17:00:00;32.4489;2.2189;4.6367;1;NaN;9;NaN;9;0.125;1;1.345;1;0.513;1;1.75;1;0;2.62;0.77
18HU13004_111;SESPB_04.5;45.2175;-55.1658;390384;30;22-apr-13;16:59:00;32.4496;2.1582;4.2918;1;NaN;9;NaN;9;0.17;1;1.595;1;0.501;1;1.655;1;0;3.18;0.96
18HU13004_111;SESPB_04.5;45.2175;-55.1658;390383;40;22-apr-13;16:58:00;32.4601;2.0975;3.717;1;NaN;9;NaN;9;0.135;1;1.855;1;0.5475;1;2.245;1;0;3.39;0.83
18HU13004_111;SESPB_04.5;45.2175;-55.1658;390382;50;22-apr-13;16:57:00;32.4673;2.0079;3.4488;1;NaN;9;NaN;9;0.13;1;2.105;1;0.5815;1;2.79;1;0;3.62;0.75
18HU13004_111;SESPB_04.5;45.2175;-55.1658;390381;60;22-apr-13;16:56:00;32.5098;1.5031;3.0656;1;NaN;9;NaN;9;0.145;1;3.33;1;0.6725;1;3.96;1;0;4.95;0.84
18HU13004_111;SESPB_04.5;45.2175;-55.1658;390380;80;22-apr-13;16:54:00;32.6393;1.1858;1.4303;1;NaN;9;NaN;9;0.17;1;5.1;1;0.7545;1;5.595;1;0;6.76;0.91
18HU13004_111;SESPB_04.5;45.2175;-55.1658;390379;100;22-apr-13;16:53:00;32.74;0.5745;0.1282;1;NaN;9;NaN;9;0.1;1;14.105;2;1.028;1;8.58;1;2048;13.72;1.64
18HU13004_111;SESPB_04.5;45.2175;-55.1658;390378;172;22-apr-13;16:51:00;34.968;9.737;NaN;9;34.969;1;4.419;1;0.11;1;14.28;1;1.014;1;8.655;1;0;14.08;1.65
18HU13004_118;LL_09;43.4732;-57.5268;390403;4;23-apr-13;08:18:00;32.6828;4.1397;5.7863;1;32.685;1;8.227;1;0;1;0.705;1;0.324;1;0.18;1;0;2.18;3.92
18HU13004_118;LL_09;43.4732;-57.5268;390402;10;23-apr-13;08:17:00;32.6836;4.1456;6.1695;1;NaN;9;NaN;9;0;1;1.34;1;0.3325;1;0.17;1;0;4.03;7.88
18HU13004_118;LL_09;43.4732;-57.5268;390401;20;23-apr-13;08:16:00;32.6816;4.1323;6.0162;1;NaN;9;NaN;9;0;1;1.18;1;0.314;1;0.2;1;0;3.76;5.90
18HU13004_118;LL_09;43.4732;-57.5268;390400;30;23-apr-13;08:15:00;32.6883;4.1674;5.9779;1;NaN;9;NaN;9;0;1;1.16;1;0.3325;1;0.2;1;0;3.49;5.80
18HU13004_118;LL_09;43.4732;-57.5268;390399;40;23-apr-13;08:14:00;32.8304;4.1633;5.5564;1;NaN;9;NaN;9;0.065;1;1.435;1;0.392;1;0.615;1;0;3.66;2.33
18HU13004_118;LL_09;43.4732;-57.5268;390398;50;23-apr-13;08:13:00;32.9572;4.2731;3.4105;1;NaN;9;NaN;9;0.135;1;2.32;1;0.4895;1;1.83;1;0;4.74;1.27
18HU13004_118;LL_09;43.4732;-57.5268;390397;60;23-apr-13;08:12:00;33.0383;4.4292;2.759;1;NaN;9;NaN;9;0.18;1;2.975;1;0.519;1;2.575;1;0;5.73;1.16
18HU13004_118;LL_09;43.4732;-57.5268;390396;80;23-apr-13;08:11:00;33.4714;5.5871;0.4554;1;NaN;9;NaN;9;0.23;1;5.635;1;0.649;1;4.395;1;0;8.68;1.28
18HU13004_118;LL_09;43.4732;-57.5268;390395;100;23-apr-13;08:10:00;34.3;8.383;0.3542;1;NaN;9;NaN;9;0.085;1;7.975;1;0.6915;1;5.065;1;0;11.53;1.57
18HU13004_118;LL_09;43.4732;-57.5268;390394;250;23-apr-13;08:07:00;34.7625;6.8544;NaN;9;34.763;1;4.357;1;0.045;1;19.47;1;1.3425;1;12.19;1;0;14.50;1.60
18HU13004_118;LL_09;43.4732;-57.5268;390393;500;23-apr-13;08:03:00;35.026;5.8722;NaN;9;NaN;9;NaN;9;0.05;1;20.255;1;1.3095;1;12.96;1;0;15.47;1.56
18HU13004_118;LL_09;43.4732;-57.5268;390392;1000;23-apr-13;07:54:00;34.9693;4.3902;NaN;9;NaN;9;NaN;9;0.03;1;17.395;1;1.1885;1;11.19;1;0;14.64;1.55
18HU13004_118;LL_09;43.4732;-57.5268;390391;1500;23-apr-13;07:45:00;34.9607;3.9369;NaN;9;NaN;9;NaN;9;0.03;1;17.57;1;1.1855;1;12.33;1;0;14.82;1.42
18HU13004_118;LL_09;43.4732;-57.5268;390390;2000;23-apr-13;07:35:00;34.9379;3.4627;NaN;9;NaN;9;NaN;9;0;1;16.75;1;1.1525;1;13.265;1;0;14.53;1.26
18HU13004_118;LL_09;43.4732;-57.5268;390389;3000;23-apr-13;07:17:00;34.9148;2.6617;NaN;9;NaN;9;NaN;9;0.03;1;16.635;1;1.1385;1;16.995;1;0;14.61;0.98
18HU13004_118;LL_09;43.4732;-57.5268;390388;3733;23-apr-13;07:04:00;34.9012;2.3927;NaN;9;34.903;1;6.344;1;0.03;1;15.765;1;1.144;1;18.265;1;0;13.78;0.86
18HU13004_120;LL_08;43.771;-57.8433;390418;3;23-apr-13;13:18:00;32.4319;2.5881;6.1695;1;32.438;1;8.46;1;0.02;1;0.68;1;0.4355;1;0.735;1;0;1.56;0.93
18HU13004_120;LL_08;43.771;-57.8433;390417;10;23-apr-13;13:17:00;32.432;2.5904;6.7059;1;NaN;9;NaN;9;0.03;1;0.595;1;0.4475;1;0.655;1;0;1.33;0.91
18HU13004_120;LL_08;43.771;-57.8433;390416;20;23-apr-13;13:16:00;32.4328;2.5445;6.5143;1;NaN;9;NaN;9;0.03;1;0.47;1;0.438;1;0.625;1;0;1.07;0.75
18HU13004_120;LL_08;43.771;-57.8433;390415;30;23-apr-13;13:15:00;32.4774;2.4516;5.6713;1;NaN;9;NaN;9;0.06;1;0.88;1;0.481;1;1.115;1;0;1.83;0.79
18HU13004_120;LL_08;43.771;-57.8433;390414;40;23-apr-13;13:14:00;32.7737;3.5304;3.2572;1;NaN;9;NaN;9;0.14;1;2.695;1;0.582;1;3.195;1;0;4.63;0.84
18HU13004_120;LL_08;43.771;-57.8433;390413;50;23-apr-13;13:12:00;32.8491;3.797;2.1604;1;NaN;9;NaN;9;0.17;1;2.845;1;0.565;1;3.18;1;0;5.04;0.89
18HU13004_120;LL_08;43.771;-57.8433;390412;60;23-apr-13;13:11:00;32.9328;4.0276;1.5346;1;NaN;9;NaN;9;0.165;1;3.14;1;0.568;1;3.38;1;0;5.53;0.93
18HU13004_120;LL_08;43.771;-57.8433;390411;80;23-apr-13;13:10:00;33.3138;5.0916;0.479;1;NaN;9;NaN;9;0.21;1;4.97;1;0.629;1;4.315;1;0;7.90;1.15
18HU13004_120;LL_08;43.771;-57.8433;390410;99;23-apr-13;13:08:00;34.0435;7.6732;1.0727;1;NaN;9;NaN;9;0.19;1;5.965;1;0.5985;1;3.69;1;0;9.97;1.62
18HU13004_120;LL_08;43.771;-57.8433;390409;250;23-apr-13;13:05:00;34.7692;6.7115;NaN;9;34.766;1;4.396;1;0.02;1;19.175;1;1.3815;1;11.985;1;0;13.88;1.60
18HU13004_120;LL_08;43.771;-57.8433;390408;500;23-apr-13;13:00:00;35.0157;5.7587;NaN;9;NaN;9;NaN;9;0.02;1;18.51;1;1.314;1;11.755;1;0;14.09;1.57
18HU13004_120;LL_08;43.771;-57.8433;390407;1000;23-apr-13;12:51:00;34.9375;4.2296;NaN;9;NaN;9;NaN;9;0;1;17.08;1;1.1645;1;10.445;1;0;14.67;1.64
18HU13004_120;LL_08;43.771;-57.8433;390406;1500;23-apr-13;12:42:00;34.9463;3.9344;NaN;9;NaN;9;NaN;9;0;1;17.285;1;1.188;1;11.615;1;0;14.55;1.49
18HU13004_120;LL_08;43.771;-57.8433;390405;2000;23-apr-13;12:33:00;34.9401;3.5236;NaN;9;NaN;9;NaN;9;0;1;16.49;1;1.1975;1;13.025;1;0;13.77;1.27
18HU13004_120;LL_08;43.771;-57.8433;390404;3042;23-apr-13;12:15:00;34.9153;2.7064;NaN;9;34.915;1;6.3205;1;0;1;15.205;1;1.1225;1;14.255;1;0;13.55;1.07
18HU13004_122;LL_07;44.1252;-58.1823;390430;4;23-apr-13;17:03:00;32.2258;2.4705;7.1658;1;32.229;1;8.43;1;0.07;1;1.17;1;0.489;1;1.89;1;0;2.39;0.62
18HU13004_122;LL_07;44.1252;-58.1823;390429;10;23-apr-13;17:02:00;32.2249;2.4785;6.9742;1;NaN;9;NaN;9;0.055;1;1.09;1;0.492;1;1.89;1;0;2.22;0.58
18HU13004_122;LL_07;44.1252;-58.1823;390428;20;23-apr-13;17:01:00;32.2269;2.4199;6.8209;1;NaN;9;NaN;9;0.075;1;1.26;1;0.473;1;1.775;1;0;2.66;0.71
18HU13004_122;LL_07;44.1252;-58.1823;390427;30;23-apr-13;17:00:00;32.3196;1.9733;2.7973;1;NaN;9;NaN;9;0.1;1;3.01;1;0.6075;1;3.175;1;0;4.95;0.95
18HU13004_122;LL_07;44.1252;-58.1823;390426;40;23-apr-13;16:58:00;32.4182;2.0077;1.0727;1;NaN;9;NaN;9;0.115;1;3.735;1;0.6365;1;4.04;1;0;5.87;0.92
18HU13004_122;LL_07;44.1252;-58.1823;390425;50;23-apr-13;16:57:00;32.4738;1.7274;0.5026;1;NaN;9;NaN;9;0.155;1;4.09;1;0.624;1;4.135;1;0;6.55;0.99
18HU13004_122;LL_07;44.1252;-58.1823;390424;60;23-apr-13;16:56:00;32.4844;1.5858;0.3306;1;NaN;9;NaN;9;0.105;1;3.59;1;0.6225;1;3.755;1;0;5.77;0.96
18HU13004_122;LL_07;44.1252;-58.1823;390423;80;23-apr-13;16:54:00;32.6239;2.3212;0.2395;1;NaN;9;NaN;9;0.155;1;4.455;1;0.666;1;4.655;1;0;6.69;0.96
18HU13004_122;LL_07;44.1252;-58.1823;390422;100;23-apr-13;16:53:00;32.6737;2.5157;0.2024;1;NaN;9;NaN;9;0.175;1;4.735;1;0.693;1;4.915;1;0;6.83;0.96
18HU13004_122;LL_07;44.1252;-58.1823;390421;251;23-apr-13;16:50:00;34.9478;8.8737;NaN;9;34.948;1;4.131;1;0.02;1;18.285;1;1.234;1;10.365;1;0;14.82;1.76
18HU13004_122;LL_07;44.1252;-58.1823;390420;500;23-apr-13;16:45:00;34.918;5.5911;NaN;9;NaN;9;NaN;9;0;1;19.8;1;1.35;1;12.755;1;0;14.67;1.55
18HU13004_122;LL_07;44.1252;-58.1823;390419;700;23-apr-13;16:41:00;34.9071;4.6531;NaN;9;34.906;1;5.937;1;0;1;16.485;1;1.163;1;10.155;1;0;14.17;1.62
18HU13004_125;SIB_09;42.6993;-59.7805;390444;2;24-apr-13;07:20:00;33.9199;8.461;2.9889;1;33.92;1;7.2015;1;0.065;1;0.905;1;0.2655;1;0.335;1;0;3.41;2.70
18HU13004_125;SIB_09;42.6993;-59.7805;390443;10;24-apr-13;07:19:00;33.9196;8.4613;2.6441;1;NaN;9;NaN;9;0.065;1;0.955;1;0.273;1;0.355;1;0;3.50;2.69
18HU13004_125;SIB_09;42.6993;-59.7805;390442;20;24-apr-13;07:19:00;33.9285;8.4761;2.6441;1;NaN;9;NaN;9;0.06;1;0.965;1;0.2785;1;0.42;1;0;3.46;2.30
18HU13004_125;SIB_09;42.6993;-59.7805;390441;30;24-apr-13;07:18:00;34.3319;9.5899;2.8357;1;NaN;9;NaN;9;0.09;1;1.07;1;0.2755;1;0.29;1;0;3.88;3.69
18HU13004_125;SIB_09;42.6993;-59.7805;390440;40;24-apr-13;07:17:00;34.8902;10.9509;2.2349;1;NaN;9;NaN;9;0.29;1;4.25;1;0.45;1;1.365;1;0;9.44;3.11
18HU13004_125;SIB_09;42.6993;-59.7805;390439;50;24-apr-13;07:16:00;35.03;11.3595;0.9983;1;NaN;9;NaN;9;0.3;1;4.985;1;0.4775;1;2.05;1;0;10.44;2.43
18HU13004_125;SIB_09;42.6993;-59.7805;390438;60;24-apr-13;07:15:00;35.0983;11.5837;0.745;1;NaN;9;NaN;9;0.32;1;6.565;1;0.5235;1;2.795;1;0;12.54;2.35
