Filename; Pressure; Uniqueno; Variable; Values; Test failed
18HU12044_1274; 4.56; 347808; doxy; 6.36; Bottle-CTD Difference Problem
18HU12044_1274; 17.75; 347807; doxy; 6.53; Bottle-CTD Difference Problem
18HU12044_1274; 490.08; 347806; doxy; 4.23; Bottle-CTD Difference Problem
18HU12044_1275; 25.19; 347870; doxy; 6.82; Bottle-CTD Difference Problem
18HU12044_1275; 54.83; 347869; doxy; 5.40; Bottle-CTD Difference Problem
18HU12044_1249; 1.19; 348345; doxy; 6.79; Bottle-CTD Difference Problem
18HU12044_1249; 5.26; 348344; doxy; 6.78; Bottle-CTD Difference Problem
18HU12044_1249; 15.37; 348343; doxy; 6.26; Bottle-CTD Difference Problem
18HU12044_1249; 24.89; 348342; doxy; 5.75; Bottle-CTD Difference Problem
18HU12044_1249; 50.07; 348341; doxy; 4.93; Bottle-CTD Difference Problem
18HU12044_1249; 62.36; 348340; doxy; 5.15; Bottle-CTD Difference Problem
18HU12044_1250; 1.69; 348350; doxy; 6.68; Bottle-CTD Difference Problem
18HU12044_1250; 4.76; 348349; doxy; 6.68; Bottle-CTD Difference Problem
18HU12044_1250; 15.27; 348348; doxy; 6.68; Bottle-CTD Difference Problem
18HU12044_1250; 24.49; 348347; doxy; 5.94; Bottle-CTD Difference Problem
18HU12044_1250; 34.80; 348346; doxy; 5.85; Bottle-CTD Difference Problem
18HU12044_1251; 1.98; 348356; doxy; 6.70; Bottle-CTD Difference Problem
18HU12044_1251; 5.26; 348355; doxy; 6.70; Bottle-CTD Difference Problem
18HU12044_1251; 15.27; 348354; doxy; 6.71; Bottle-CTD Difference Problem
18HU12044_1251; 50.17; 348352; doxy; 6.36; Bottle-CTD Difference Problem
18HU12044_1251; 70.20; 348351; doxy; 5.06; Bottle-CTD Difference Problem
18HU12044_1253; 1.39; 348361; doxy; 6.88; Bottle-CTD Difference Problem
18HU12044_1253; 5.06; 348360; doxy; 6.92; Bottle-CTD Difference Problem
18HU12044_1253; 15.57; 348359; doxy; 6.94; Bottle-CTD Difference Problem
18HU12044_1253; 25.09; 348358; doxy; 6.86; Bottle-CTD Difference Problem
18HU12044_1253; 52.85; 348357; doxy; 6.11; Bottle-CTD Difference Problem
18HU12044_1254; 1.78; 348367; doxy; 7.03; Bottle-CTD Difference Problem
