CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;terrain;labo;labo;labo;labo;calc;calc
181064009_204;28;38.5083;-49.9716;-658;2020;14-jun-64;15:12:00;6.06994402149575;1;3.82;1;NaN;9;0;NaN;NaN
181064009_204;28;38.5083;-49.9716;-659;2223;14-jun-64;15:12:00;6.06994402149575;1;3.7;1;NaN;9;0;NaN;NaN
181064009_204;28;38.5083;-49.9716;-660;2445;14-jun-64;15:12:00;5.99994626063592;1;3.59;1;NaN;9;0;NaN;NaN
181064009_204;28;38.5083;-49.9716;-661;2665;14-jun-64;15:12:00;6.01994626063592;1;3.44;1;NaN;9;0;NaN;NaN
181064009_204;28;38.5083;-49.9716;-662;3125;14-jun-64;15:12:00;5.96994626063592;1;3.12;1;NaN;9;0;NaN;NaN
181064009_204;28;38.5083;-49.9716;-663;3585;14-jun-64;15:12:00;6.04994626063592;1;2.72;1;NaN;9;0;NaN;NaN
181064009_204;28;38.5083;-49.9716;-664;4065;14-jun-64;15:12:00;6.01994626063592;1;2.43;1;NaN;9;0;NaN;NaN
181064009_204;28;38.5083;-49.9716;-665;4930;14-jun-64;15:12:00;5.90994626063592;1;2.32;1;NaN;9;0;NaN;NaN
181064009_215;29;38.9916;-49.9266;-666;0;14-jun-64;20:30:00;NaN;9;22.8;1;NaN;9;0;NaN;NaN
181064009_215;29;38.9916;-49.9266;-667;48;14-jun-64;20:30:00;5.63994849977609;1;20;1;4;1;0;NaN;NaN
181064009_215;29;38.9916;-49.9266;-668;97;14-jun-64;20:30:00;5.47995073891626;1;18.46;1;6;1;0;NaN;NaN
181064009_215;29;38.9916;-49.9266;-669;145;14-jun-64;20:30:00;5.44995073891626;1;18.01;1;6;1;0;NaN;NaN
181064009_215;29;38.9916;-49.9266;-670;193;14-jun-64;20:30:00;4.9699552171966;1;17.76;1;5;1;0;NaN;NaN
181064009_215;29;38.9916;-49.9266;-671;241;14-jun-64;20:30:00;5.0199552171966;1;17.68;1;3;1;0;NaN;NaN
181064009_215;29;38.9916;-49.9266;-672;290;14-jun-64;20:30:00;5.1199552171966;1;17.62;1;4;1;0;NaN;NaN
181064009_215;29;38.9916;-49.9266;-673;387;14-jun-64;20:30:00;5.0499552171966;1;17.38;1;4;1;0;NaN;NaN
181064009_215;29;38.9916;-49.9266;-674;486;14-jun-64;20:30:00;4.52995969547694;1;16.18;1;5;1;0;NaN;NaN
181064009_215;29;38.9916;-49.9266;-675;581;14-jun-64;20:30:00;4.07996417375728;1;14;1;8;1;0;NaN;NaN
181064009_215;29;38.9916;-49.9266;-676;673;14-jun-64;20:30:00;3.36996865203762;1;11.46;1;14;1;0;NaN;NaN
181064009_215;29;38.9916;-49.9266;-677;761;14-jun-64;20:30:00;3.45996865203762;1;9.04;1;17;1;0;NaN;NaN
181064009_215;29;38.9916;-49.9266;-678;854;14-jun-64;20:30:00;4.22996193461711;1;6.76;1;18;1;0;NaN;NaN
181064009_215;29;38.9916;-49.9266;-679;945;14-jun-64;20:30:00;4.8599552171966;1;5.69;1;17;1;0;NaN;NaN
181064009_215;29;38.9916;-49.9266;-680;1137;14-jun-64;20:30:00;5.69994849977609;1;4.66;1;15;1;0;NaN;NaN
181064009_215;29;38.9916;-49.9266;-681;1771;14-jun-64;22:12:00;6.00994626063592;1;3.85;1;15;1;0;NaN;NaN
181064009_215;29;38.9916;-49.9266;-682;2268;14-jun-64;22:12:00;5.98994626063592;1;3.57;1;17;1;0;NaN;NaN
181064009_215;29;38.9916;-49.9266;-683;2745;14-jun-64;22:12:00;5.94994626063592;1;3.22;1;19;1;0;NaN;NaN
181064009_215;29;38.9916;-49.9266;-684;3211;14-jun-64;22:12:00;5.98994626063592;1;2.92;1;23;1;0;NaN;NaN
181064009_215;29;38.9916;-49.9266;-685;3693;14-jun-64;22:12:00;5.91994626063592;1;2.58;1;27;1;0;NaN;NaN
181064009_215;29;38.9916;-49.9266;-686;4182;14-jun-64;22:12:00;5.93994626063592;1;2.36;1;34;1;0;NaN;NaN
181064009_215;29;38.9916;-49.9266;-687;4656;14-jun-64;22:12:00;5.95994626063592;1;2.31;1;36;1;0;NaN;NaN
181064009_215;29;38.9916;-49.9266;-688;4845;14-jun-64;22:12:00;6.00994626063592;1;2.31;1;37;1;0;NaN;NaN
181064009_215;29;38.9916;-49.9266;-689;5125;14-jun-64;22:12:00;5.90994626063592;1;2.31;1;37;1;4;NaN;NaN
181064009_215;29;38.9916;-49.9266;-690;5324;14-jun-64;22:12:00;5.92994626063592;1;2.3;1;40;1;4;NaN;NaN
181064009_226;30;39.5016;-49.985;-691;0;15-jun-64;04:24:00;NaN;9;19;1;NaN;9;0;NaN;NaN
181064009_226;30;39.5016;-49.985;-692;50;15-jun-64;04:24:00;5.55995073891626;1;16.3;1;4;1;0;NaN;NaN
181064009_226;30;39.5016;-49.985;-693;100;15-jun-64;04:24:00;5.09995297805643;1;12.95;1;8;1;0;NaN;NaN
181064009_226;30;39.5016;-49.985;-694;150;15-jun-64;04:24:00;4.83995745633677;1;12.63;1;9;1;0;NaN;NaN
181064009_226;30;39.5016;-49.985;-695;200;15-jun-64;04:24:00;4.70995745633677;1;12.16;1;9;1;0;NaN;NaN
181064009_226;30;39.5016;-49.985;-696;250;15-jun-64;04:24:00;4.48995969547694;1;11.88;1;10;1;0;NaN;NaN
181064009_226;30;39.5016;-49.985;-697;300;15-jun-64;04:24:00;3.84996641289745;1;11.43;1;12;1;0;NaN;NaN
181064009_226;30;39.5016;-49.985;-698;401;15-jun-64;04:24:00;3.34996865203762;1;9.75;1;16;1;0;NaN;NaN
181064009_226;30;39.5016;-49.985;-699;497;15-jun-64;04:24:00;3.59996865203762;1;8.24;1;19;1;0;NaN;NaN
181064009_226;30;39.5016;-49.985;-700;601;15-jun-64;04:24:00;4.22996193461711;1;6.82;1;17;1;0;NaN;NaN
181064009_226;30;39.5016;-49.985;-701;698;15-jun-64;04:24:00;4.83995745633677;1;5.57;1;16;1;0;NaN;NaN
181064009_226;30;39.5016;-49.985;-702;799;15-jun-64;04:24:00;5.29995297805643;1;5.09;1;16;1;0;NaN;NaN
181064009_226;30;39.5016;-49.985;-703;900;15-jun-64;04:24:00;5.54995073891626;1;4.81;1;15;1;0;NaN;NaN
181064009_226;30;39.5016;-49.985;-704;999;15-jun-64;04:24:00;5.77994849977609;1;4.5;1;15;1;0;NaN;NaN
181064009_226;30;39.5016;-49.985;-705;1196;15-jun-64;04:24:00;6.02994626063592;1;4.2;1;NaN;9;0;NaN;NaN
181064009_226;30;39.5016;-49.985;-706;1476;15-jun-64;06:00:00;6.11994402149575;1;3.91;1;NaN;9;0;NaN;NaN
181064009_226;30;39.5016;-49.985;-707;1978;15-jun-64;06:00:00;6.11994402149575;1;3.64;1;NaN;9;0;NaN;NaN
181064009_226;30;39.5016;-49.985;-708;2473;15-jun-64;06:00:00;6.08994626063592;1;3.35;1;NaN;9;0;NaN;NaN
181064009_226;30;39.5016;-49.985;-709;2970;15-jun-64;06:00:00;6.06994402149575;1;2.97;1;NaN;9;0;NaN;NaN
181064009_226;30;39.5016;-49.985;-710;3466;15-jun-64;06:00:00;5.98994626063592;1;2.63;1;NaN;9;0;NaN;NaN
181064009_226;30;39.5016;-49.985;-711;3960;15-jun-64;06:00:00;6.01994626063592;1;2.37;1;NaN;9;0;NaN;NaN
181064009_226;30;39.5016;-49.985;-712;4456;15-jun-64;06:00:00;6.05994626063592;1;2.29;1;NaN;9;0;NaN;NaN
181064009_226;30;39.5016;-49.985;-713;4955;15-jun-64;06:00:00;5.98994626063592;1;2.3;1;NaN;9;0;NaN;NaN
181064009_226;30;39.5016;-49.985;-714;5353;15-jun-64;06:00:00;6.16994402149575;1;2.32;1;NaN;9;4;NaN;NaN
181064009_237;31;39.825;-49.9633;-715;0;15-jun-64;11:12:00;NaN;9;21.4;1;NaN;9;0;NaN;NaN
181064009_237;31;39.825;-49.9633;-716;47;15-jun-64;11:12:00;5.50995073891626;1;16.71;1;3;1;0;NaN;NaN
181064009_237;31;39.825;-49.9633;-717;93;15-jun-64;11:12:00;5.0499552171966;1;17.76;1;3;1;0;NaN;NaN
181064009_237;31;39.825;-49.9633;-718;141;15-jun-64;11:12:00;4.37996193461711;1;17;1;5;1;0;NaN;NaN
181064009_237;31;39.825;-49.9633;-719;188;15-jun-64;11:12:00;4.52995969547694;1;16.33;1;5;1;0;NaN;NaN
181064009_237;31;39.825;-49.9633;-720;234;15-jun-64;11:12:00;4.63995745633677;1;15;1;5;1;0;NaN;NaN
181064009_237;31;39.825;-49.9633;-721;281;15-jun-64;11:12:00;4.43995969547694;1;14.03;1;7;1;0;NaN;NaN
181064009_237;31;39.825;-49.9633;-722;373;15-jun-64;11:12:00;4.05996417375728;1;12.28;1;10;1;0;NaN;NaN
181064009_237;31;39.825;-49.9633;-723;465;15-jun-64;11:12:00;3.41996865203762;1;10.99;1;14;1;0;NaN;NaN
181064009_237;31;39.825;-49.9633;-724;555;15-jun-64;11:12:00;4.75995745633677;1;7.09;1;14;1;0;NaN;NaN
181064009_237;31;39.825;-49.9633;-725;642;15-jun-64;11:12:00;4.56995969547694;1;6.14;1;16;1;0;NaN;NaN
181064009_237;31;39.825;-49.9633;-726;725;15-jun-64;11:12:00;4.9599552171966;1;5.47;1;16;1;0;NaN;NaN
181064009_237;31;39.825;-49.9633;-727;814;15-jun-64;11:12:00;4.9999552171966;1;5.73;1;15;1;0;NaN;NaN
181064009_237;31;39.825;-49.9633;-728;900;15-jun-64;11:12:00;5.55995073891626;1;4.9;1;14;1;0;NaN;NaN
181064009_237;31;39.825;-49.9633;-729;1175;15-jun-64;12:48:00;5.88994626063592;1;4.31;1;14;1;0;NaN;NaN
181064009_237;31;39.825;-49.9633;-730;1450;15-jun-64;12:48:00;6.08994626063592;1;3.92;1;14;1;0;NaN;NaN
181064009_237;31;39.825;-49.9633;-731;1923;15-jun-64;12:48:00;6.02994626063592;1;3.62;1;16;1;0;NaN;NaN
181064009_237;31;39.825;-49.9633;-732;2414;15-jun-64;12:48:00;6.02994626063592;1;3.32;1;19;1;0;NaN;NaN
181064009_237;31;39.825;-49.9633;-733;2965;15-jun-64;12:48:00;6.03994626063592;1;2.88;1;24;1;0;NaN;NaN
181064009_237;31;39.825;-49.9633;-734;3465;15-jun-64;12:48:00;5.97994626063592;1;2.47;1;28;1;0;NaN;NaN
181064009_237;31;39.825;-49.9633;-735;3962;15-jun-64;12:48:00;5.95994626063592;1;2.3;1;34;1;0;NaN;NaN
181064009_237;31;39.825;-49.9633;-736;4462;15-jun-64;12:48:00;5.98994626063592;1;2.25;1;36;1;0;NaN;NaN
181064009_237;31;39.825;-49.9633;-737;4766;15-jun-64;12:48:00;5.94994626063592;1;2.27;1;38;1;0;NaN;NaN
181064009_237;31;39.825;-49.9633;-738;4960;15-jun-64;12:48:00;5.94994626063592;1;2.28;1;38;1;0;NaN;NaN
181064009_237;31;39.825;-49.9633;-739;5160;15-jun-64;12:48:00;6.08994626063592;1;2.29;1;30;1;4;NaN;NaN
181064009_239;32;40.3;-50.055;-740;0;15-jun-64;17:30:00;NaN;9;20.1;1;NaN;9;0;NaN;NaN
181064009_239;32;40.3;-50.055;-741;46;15-jun-64;17:30:00;5.33995073891626;1;19.42;1;3;1;0;NaN;NaN
181064009_239;32;40.3;-50.055;-742;92;15-jun-64;17:30:00;4.9499552171966;1;18.15;1;4;1;0;NaN;NaN
181064009_239;32;40.3;-50.055;-743;140;15-jun-64;17:30:00;4.8999552171966;1;17.82;1;4;1;0;NaN;NaN
181064009_239;32;40.3;-50.055;-744;188;15-jun-64;17:30:00;4.9499552171966;1;17.62;1;4;1;0;NaN;NaN
181064009_239;32;40.3;-50.055;-745;233;15-jun-64;17:30:00;5.0199552171966;1;17.52;1;3;1;0;NaN;NaN
181064009_239;32;40.3;-50.055;-746;281;15-jun-64;17:30:00;5.06995297805643;1;17.19;1;4;1;0;NaN;NaN
181064009_239;32;40.3;-50.055;-747;378;15-jun-64;17:30:00;4.45995969547694;1;14.09;1;6;1;0;NaN;NaN
181064009_239;32;40.3;-50.055;-748;472;15-jun-64;17:30:00;3.72996641289745;1;12.42;1;10;1;0;NaN;NaN
181064009_239;32;40.3;-50.055;-749;573;15-jun-64;17:30:00;3.42996865203762;1;10.31;1;22;1;0;NaN;NaN
181064009_239;32;40.3;-50.055;-750;667;15-jun-64;17:30:00;3.63996641289745;1;8.06;1;19;1;0;NaN;NaN
181064009_239;32;40.3;-50.055;-751;759;15-jun-64;17:30:00;4.53995969547694;1;6.35;1;17;1;0;NaN;NaN
181064009_239;32;40.3;-50.055;-752;862;15-jun-64;17:30:00;5.68994849977609;1;4.48;1;15;1;0;NaN;NaN
181064009_239;32;40.3;-50.055;-753;958;15-jun-64;17:30:00;5.56995073891626;1;4.74;1;15;1;0;NaN;NaN
181064009_239;32;40.3;-50.055;-754;1155;15-jun-64;19:00:00;5.89994626063592;1;4.34;1;NaN;9;0;NaN;NaN
181064009_239;32;40.3;-50.055;-755;1469;15-jun-64;19:00:00;6.06994402149575;1;3.99;1;NaN;9;0;NaN;NaN
181064009_239;32;40.3;-50.055;-756;1957;15-jun-64;19:00:00;6.21994402149575;1;3.59;1;NaN;9;0;NaN;NaN
181064009_239;32;40.3;-50.055;-757;2454;15-jun-64;19:00:00;6.16994402149575;1;3.29;1;NaN;9;0;NaN;NaN
181064009_239;32;40.3;-50.055;-758;2936;15-jun-64;19:00:00;6.23994402149575;1;2.9;1;NaN;9;0;NaN;NaN
181064009_239;32;40.3;-50.055;-759;3448;15-jun-64;19:00:00;6.39994178235558;1;2.43;1;NaN;9;0;NaN;NaN
181064009_239;32;40.3;-50.055;-760;3650;15-jun-64;19:00:00;6.32994402149575;1;2.26;1;NaN;9;0;NaN;NaN
181064009_239;32;40.3;-50.055;-761;3843;15-jun-64;19:00:00;6.21994402149575;1;2.19;1;NaN;9;0;NaN;NaN
181064009_243;33;40.535;-49.9883;-762;0;15-jun-64;22:12:00;NaN;9;20;1;NaN;9;0;NaN;NaN
181064009_243;33;40.535;-49.9883;-763;50;15-jun-64;22:12:00;4.82995745633677;1;18.28;1;4;1;0;NaN;NaN
181064009_243;33;40.535;-49.9883;-764;99;15-jun-64;22:12:00;4.64995745633677;1;17.53;1;4;1;0;NaN;NaN
181064009_243;33;40.535;-49.9883;-765;149;15-jun-64;22:12:00;4.9299552171966;1;17.54;1;4;1;0;NaN;NaN
181064009_243;33;40.535;-49.9883;-766;199;15-jun-64;22:12:00;4.9899552171966;1;17.52;1;4;1;0;NaN;NaN
181064009_243;33;40.535;-49.9883;-767;248;15-jun-64;22:12:00;4.82995745633677;1;17.2;1;4;1;0;NaN;NaN
181064009_243;33;40.535;-49.9883;-768;298;15-jun-64;22:12:00;4.54995969547694;1;15.7;1;5;1;0;NaN;NaN
181064009_243;33;40.535;-49.9883;-769;398;15-jun-64;22:12:00;4.62995969547694;1;13.65;1;7;1;0;NaN;NaN
181064009_243;33;40.535;-49.9883;-770;497;15-jun-64;22:12:00;3.58996865203762;1;11.36;1;11;1;0;NaN;NaN
181064009_243;33;40.535;-49.9883;-771;596;15-jun-64;22:12:00;3.58996865203762;1;8.59;1;17;1;0;NaN;NaN
181064009_243;33;40.535;-49.9883;-772;696;15-jun-64;22:12:00;4.9299552171966;1;5.75;1;15;1;0;NaN;NaN
181064009_243;33;40.535;-49.9883;-773;795;15-jun-64;22:12:00;5.33995073891626;1;5.01;1;15;1;0;NaN;NaN
181064009_243;33;40.535;-49.9883;-774;862;15-jun-64;23:36:00;5.97994626063592;1;4.25;1;14;1;0;NaN;NaN
181064009_243;33;40.535;-49.9883;-775;895;15-jun-64;22:12:00;6.03994626063592;1;4.52;1;14;1;0;NaN;NaN
181064009_243;33;40.535;-49.9883;-776;1054;15-jun-64;23:36:00;5.93994626063592;1;4.35;1;14;1;0;NaN;NaN
181064009_243;33;40.535;-49.9883;-777;1571;15-jun-64;23:36:00;6.18994402149575;1;3.84;1;14;1;0;NaN;NaN
181064009_243;33;40.535;-49.9883;-778;2044;15-jun-64;23:36:00;6.18994402149575;1;3.58;1;15;1;0;NaN;NaN
181064009_243;33;40.535;-49.9883;-779;2512;15-jun-64;23:36:00;6.24994402149575;1;3.23;1;18;1;0;NaN;NaN
181064009_243;33;40.535;-49.9883;-780;3035;15-jun-64;23:36:00;6.25994402149575;1;2.75;1;20;1;0;NaN;NaN
181064009_243;33;40.535;-49.9883;-781;3232;15-jun-64;23:36:00;6.33994178235558;1;2.54;1;19;1;0;NaN;NaN
181064009_243;33;40.535;-49.9883;-782;3440;15-jun-64;23:36:00;6.36994178235558;1;2.34;1;21;1;0;NaN;NaN
181064009_243;33;40.535;-49.9883;-783;3634;15-jun-64;23:36:00;6.30994402149575;1;2.18;1;24;1;0;NaN;NaN
181064009_244;34;40.925;-49.9033;-784;0;16-jun-64;03:36:00;NaN;9;18.5;1;NaN;9;0;NaN;NaN
181064009_244;34;40.925;-49.9033;-785;45;16-jun-64;03:36:00;5.25995297805643;1;16.74;1;3;1;0;NaN;NaN
181064009_244;34;40.925;-49.9033;-786;91;16-jun-64;03:36:00;4.79995745633677;1;17.2;1;4;1;0;NaN;NaN
181064009_244;34;40.925;-49.9033;-787;138;16-jun-64;03:36:00;4.9199552171966;1;14.18;1;5;1;0;NaN;NaN
181064009_244;34;40.925;-49.9033;-788;184;16-jun-64;03:36:00;5.09995297805643;1;14.21;1;5;1;0;NaN;NaN
181064009_244;34;40.925;-49.9033;-789;230;16-jun-64;03:36:00;4.9399552171966;1;12.65;1;7;1;0;NaN;NaN
181064009_244;34;40.925;-49.9033;-790;278;16-jun-64;03:36:00;5.18995297805643;1;12.25;1;6;1;0;NaN;NaN
181064009_244;34;40.925;-49.9033;-791;369;16-jun-64;03:36:00;3.44996865203762;1;11.44;1;13;1;0;NaN;NaN
181064009_244;34;40.925;-49.9033;-792;466;16-jun-64;03:36:00;3.30997089117779;1;9.11;1;NaN;9;0;NaN;NaN
181064009_244;34;40.925;-49.9033;-793;556;16-jun-64;03:36:00;4.08996193461711;1;6.98;1;18;1;0;NaN;NaN
181064009_244;34;40.925;-49.9033;-794;641;16-jun-64;03:36:00;5.73994849977609;1;4.16;1;13;1;0;NaN;NaN
181064009_244;34;40.925;-49.9033;-795;735;16-jun-64;03:36:00;5.73994849977609;1;4.5;1;14;1;0;NaN;NaN
