CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;terrain;labo;labo;labo;labo;calc;calc
181064009_244;34;40.925;-49.9033;-796;829;16-jun-64;03:36:00;5.94994626063592;1;4.33;1;13;1;0;NaN;NaN
181064009_244;34;40.925;-49.9033;-797;918;16-jun-64;03:36:00;5.63994849977609;1;4.73;1;14;1;0;NaN;NaN
181064009_244;34;40.925;-49.9033;-798;1118;16-jun-64;03:36:00;5.95994626063592;1;4.25;1;NaN;9;0;NaN;NaN
181064009_244;34;40.925;-49.9033;-799;1539;16-jun-64;05:24:00;6.22994402149575;1;3.74;1;NaN;9;0;NaN;NaN
181064009_244;34;40.925;-49.9033;-800;2025;16-jun-64;05:24:00;6.16994402149575;1;3.5;1;NaN;9;0;NaN;NaN
181064009_244;34;40.925;-49.9033;-801;2490;16-jun-64;05:24:00;6.11994402149575;1;3.2;1;NaN;9;0;NaN;NaN
181064009_244;34;40.925;-49.9033;-802;2955;16-jun-64;05:24:00;6.24994402149575;1;2.78;1;NaN;9;0;NaN;NaN
181064009_244;34;40.925;-49.9033;-803;3143;16-jun-64;05:24:00;6.05994626063592;1;2.61;1;NaN;9;0;NaN;NaN
181064009_244;34;40.925;-49.9033;-804;3320;16-jun-64;05:24:00;6.12994402149575;1;2.39;1;NaN;9;0;NaN;NaN
181064009_244;34;40.925;-49.9033;-805;3518;16-jun-64;05:24:00;NaN;9;2.2;1;NaN;9;0;NaN;NaN
181064009_247;35;41.3266;-49.8366;-806;0;16-jun-64;09:48:00;NaN;9;16.1;1;NaN;9;0;NaN;NaN
181064009_247;35;41.3266;-49.8366;-807;46;16-jun-64;09:48:00;5.22995297805643;1;14.7;1;4;1;0;NaN;NaN
181064009_247;35;41.3266;-49.8366;-808;91;16-jun-64;09:48:00;5.16995297805643;1;13.62;1;6;1;0;NaN;NaN
181064009_247;35;41.3266;-49.8366;-809;137;16-jun-64;09:48:00;4.8799552171966;1;13.06;1;7;1;0;NaN;NaN
181064009_247;35;41.3266;-49.8366;-810;182;16-jun-64;09:48:00;4.51995969547694;1;12.59;1;8;1;0;NaN;NaN
181064009_247;35;41.3266;-49.8366;-811;228;16-jun-64;09:48:00;4.08996193461711;1;11.79;1;11;1;0;NaN;NaN
181064009_247;35;41.3266;-49.8366;-812;273;16-jun-64;09:48:00;3.35996865203762;1;10.67;1;14;1;0;NaN;NaN
181064009_247;35;41.3266;-49.8366;-813;367;16-jun-64;09:48:00;5.18995297805643;1;6.22;1;14;1;0;NaN;NaN
181064009_247;35;41.3266;-49.8366;-814;455;16-jun-64;09:48:00;5.10995297805643;1;5.38;1;15;1;0;NaN;NaN
181064009_247;35;41.3266;-49.8366;-815;555;16-jun-64;09:48:00;4.78995745633677;1;5.98;1;16;1;0;NaN;NaN
181064009_247;35;41.3266;-49.8366;-816;654;16-jun-64;09:48:00;5.88994626063592;1;4.31;1;13;1;0;NaN;NaN
181064009_247;35;41.3266;-49.8366;-817;753;16-jun-64;09:48:00;6.27994402149575;1;4.05;1;13;1;0;NaN;NaN
181064009_247;35;41.3266;-49.8366;-818;852;16-jun-64;09:48:00;6.19994402149575;1;4.19;1;12;1;0;NaN;NaN
181064009_247;35;41.3266;-49.8366;-819;939;16-jun-64;11:12:00;5.94994626063592;1;4.33;1;14;1;0;NaN;NaN
181064009_247;35;41.3266;-49.8366;-820;1138;16-jun-64;11:12:00;6.11994402149575;1;4.12;1;14;1;0;NaN;NaN
181064009_247;35;41.3266;-49.8366;-821;1439;16-jun-64;11:12:00;6.21994402149575;1;3.79;1;14;1;0;NaN;NaN
181064009_247;35;41.3266;-49.8366;-822;1936;16-jun-64;11:12:00;6.23994402149575;1;3.48;1;15;1;0;NaN;NaN
181064009_247;35;41.3266;-49.8366;-823;2429;16-jun-64;11:12:00;6.23994402149575;1;3.16;1;19;1;0;NaN;NaN
181064009_247;35;41.3266;-49.8366;-824;2729;16-jun-64;11:12:00;6.30994402149575;1;2.92;1;18;1;0;NaN;NaN
181064009_247;35;41.3266;-49.8366;-825;2929;16-jun-64;11:12:00;6.27994402149575;1;2.72;1;20;1;0;NaN;NaN
181064009_247;35;41.3266;-49.8366;-826;3126;16-jun-64;11:12:00;6.31994402149575;1;2.39;1;20;1;0;NaN;NaN
181064009_253;36;41.6966;-49.7966;-827;0;16-jun-64;15:06:00;NaN;9;12.2;1;NaN;9;0;NaN;NaN
181064009_253;36;41.6966;-49.7966;-828;47;16-jun-64;15:06:00;6.62993954321541;1;7.02;1;5;1;0;NaN;NaN
181064009_253;36;41.6966;-49.7966;-829;91;16-jun-64;15:06:00;5.66994849977609;1;7.62;1;7;1;0;NaN;NaN
181064009_253;36;41.6966;-49.7966;-830;137;16-jun-64;15:06:00;5.38995073891626;1;7.08;1;10;1;0;NaN;NaN
181064009_253;36;41.6966;-49.7966;-831;183;16-jun-64;15:06:00;4.75995745633677;1;7.13;1;14;1;0;NaN;NaN
181064009_253;36;41.6966;-49.7966;-832;229;16-jun-64;15:06:00;4.26996193461711;1;6.9;1;16;1;0;NaN;NaN
181064009_253;36;41.6966;-49.7966;-833;277;16-jun-64;15:06:00;5.0299552171966;1;5.26;1;15;1;0;NaN;NaN
181064009_253;36;41.6966;-49.7966;-834;370;16-jun-64;15:06:00;6.00994626063592;1;3.66;1;13;1;0;NaN;NaN
181064009_253;36;41.6966;-49.7966;-835;462;16-jun-64;15:06:00;5.76994849977609;1;4.48;1;15;1;0;NaN;NaN
181064009_253;36;41.6966;-49.7966;-836;563;16-jun-64;15:06:00;6.11994402149575;1;4.18;1;13;1;0;NaN;NaN
181064009_253;36;41.6966;-49.7966;-837;653;16-jun-64;15:06:00;5.73994849977609;1;4.56;1;14;1;0;NaN;NaN
181064009_253;36;41.6966;-49.7966;-838;749;16-jun-64;15:06:00;6.24994402149575;1;4.1;1;12;1;0;NaN;NaN
181064009_253;36;41.6966;-49.7966;-839;850;16-jun-64;15:06:00;6.16994402149575;1;4.14;1;14;1;0;NaN;NaN
181064009_253;36;41.6966;-49.7966;-840;1024;16-jun-64;16:30:00;6.03994626063592;1;4.05;1;14;1;0;NaN;NaN
181064009_253;36;41.6966;-49.7966;-841;1221;16-jun-64;16:30:00;6.14994626063592;1;3.92;1;NaN;9;0;NaN;NaN
181064009_253;36;41.6966;-49.7966;-842;1509;16-jun-64;16:30:00;6.33994178235558;1;3.66;1;NaN;9;0;NaN;NaN
181064009_253;36;41.6966;-49.7966;-843;1996;16-jun-64;16:30:00;6.23994402149575;1;3.39;1;NaN;9;0;NaN;NaN
181064009_253;36;41.6966;-49.7966;-844;2240;16-jun-64;16:30:00;6.21994402149575;1;3.26;1;NaN;9;0;NaN;NaN
181064009_253;36;41.6966;-49.7966;-845;2472;16-jun-64;16:30:00;6.23994402149575;1;3.08;1;NaN;9;0;NaN;NaN
181064009_253;36;41.6966;-49.7966;-846;2720;16-jun-64;16:30:00;6.31994402149575;1;2.88;1;NaN;9;0;NaN;NaN
181064009_253;36;41.6966;-49.7966;-847;2956;16-jun-64;16:30:00;NaN;9;2.71;1;NaN;9;0;NaN;NaN
181064009_253;36;41.6966;-49.7966;-848;3146;16-jun-64;16:30:00;6.34994178235558;1;2.51;1;NaN;9;0;NaN;NaN
181064009_253;36;41.6966;-49.7966;-849;3293;16-jun-64;16:30:00;6.35994178235558;1;2.41;1;NaN;9;0;NaN;NaN
181064009_257;37;41.8333;-49.9583;-850;0;16-jun-64;19:30:00;NaN;9;11.7;1;NaN;9;0;NaN;NaN
181064009_257;37;41.8333;-49.9583;-851;50;16-jun-64;19:30:00;7.91992834751456;1;2.64;1;2;1;0;NaN;NaN
181064009_257;37;41.8333;-49.9583;-852;99;16-jun-64;19:30:00;6.19994402149575;1;5.29;1;8;1;0;NaN;NaN
181064009_257;37;41.8333;-49.9583;-853;149;16-jun-64;19:30:00;5.83994626063592;1;4.86;1;11;1;0;NaN;NaN
181064009_257;37;41.8333;-49.9583;-854;199;16-jun-64;19:30:00;6.21994402149575;1;3.75;1;12;1;0;NaN;NaN
181064009_257;37;41.8333;-49.9583;-855;249;16-jun-64;19:30:00;4.35996193461711;1;6.55;1;17;1;0;NaN;NaN
181064009_257;37;41.8333;-49.9583;-856;299;16-jun-64;19:30:00;5.42995073891626;1;4.68;1;17;1;0;NaN;NaN
181064009_257;37;41.8333;-49.9583;-857;398;16-jun-64;19:30:00;5.52995073891626;1;4.83;1;16;1;0;NaN;NaN
181064009_257;37;41.8333;-49.9583;-858;497;16-jun-64;19:30:00;6.17994402149575;1;4.02;1;14;1;0;NaN;NaN
181064009_257;37;41.8333;-49.9583;-859;597;16-jun-64;19:30:00;5.98994626063592;1;4.38;1;14;1;0;NaN;NaN
181064009_257;37;41.8333;-49.9583;-860;697;16-jun-64;19:30:00;6.30994402149575;1;4.06;1;13;1;0;NaN;NaN
181064009_257;37;41.8333;-49.9583;-861;797;16-jun-64;19:30:00;6.01994626063592;1;4.26;1;15;1;0;NaN;NaN
181064009_257;37;41.8333;-49.9583;-862;896;16-jun-64;20:48:00;6.00994626063592;1;4.23;1;15;1;0;NaN;NaN
181064009_257;37;41.8333;-49.9583;-863;955;16-jun-64;20:48:00;6.04994626063592;1;4.12;1;15;1;0;NaN;NaN
181064009_257;37;41.8333;-49.9583;-864;1155;16-jun-64;20:48:00;NaN;9;3.92;1;8;1;0;NaN;NaN
181064009_257;37;41.8333;-49.9583;-865;1455;16-jun-64;20:48:00;6.24994402149575;1;3.7;1;17;1;0;NaN;NaN
181064009_257;37;41.8333;-49.9583;-866;1959;16-jun-64;20:48:00;6.22994402149575;1;3.44;1;17;1;0;NaN;NaN
181064009_257;37;41.8333;-49.9583;-867;2450;16-jun-64;20:48:00;6.27994402149575;1;3.08;1;19;1;0;NaN;NaN
181064009_257;37;41.8333;-49.9583;-868;2953;16-jun-64;20:48:00;6.33994178235558;1;2.71;1;20;1;0;NaN;NaN
181064009_257;37;41.8333;-49.9583;-869;3256;16-jun-64;20:48:00;6.35994178235558;1;2.41;1;22;1;0;NaN;NaN
181064009_257;37;41.8333;-49.9583;-870;3449;16-jun-64;20:48:00;6.32994402149575;1;2.29;1;26;1;0;NaN;NaN
181064009_257;37;41.8333;-49.9583;-871;3646;16-jun-64;20:48:00;6.31994402149575;1;2.17;1;28;1;0;NaN;NaN
181064009_261;38;42.1583;-49.9833;-872;0;17-jun-64;00:30:00;NaN;9;9.8;1;NaN;9;0;NaN;NaN
181064009_261;38;42.1583;-49.9833;-873;49;17-jun-64;00:30:00;6.73993954321541;1;4.28;1;7;1;0;NaN;NaN
181064009_261;38;42.1583;-49.9833;-874;98;17-jun-64;00:30:00;6.10994402149575;1;4.3;1;12;1;0;NaN;NaN
181064009_261;38;42.1583;-49.9833;-875;148;17-jun-64;00:30:00;6.06994402149575;1;3.78;1;13;1;0;NaN;NaN
181064009_261;38;42.1583;-49.9833;-876;197;17-jun-64;00:30:00;5.57995073891626;1;4.46;1;18;1;0;NaN;NaN
181064009_261;38;42.1583;-49.9833;-877;246;17-jun-64;00:30:00;6.19994402149575;1;3.5;1;16;1;0;NaN;NaN
181064009_261;38;42.1583;-49.9833;-878;295;17-jun-64;00:30:00;5.94994626063592;1;4.02;1;20;1;0;NaN;NaN
181064009_261;38;42.1583;-49.9833;-879;393;17-jun-64;00:30:00;5.72994849977609;1;4.66;1;15;1;0;NaN;NaN
181064009_261;38;42.1583;-49.9833;-880;492;17-jun-64;00:30:00;6.00994626063592;1;4.3;1;14;1;0;NaN;NaN
181064009_261;38;42.1583;-49.9833;-881;589;17-jun-64;00:30:00;6.21994402149575;1;4.14;1;19;1;0;NaN;NaN
181064009_261;38;42.1583;-49.9833;-882;686;17-jun-64;00:30:00;6.38994178235558;1;3.99;1;13;1;0;NaN;NaN
181064009_261;38;42.1583;-49.9833;-883;781;17-jun-64;01:12:00;6.43994178235558;1;3.87;1;13;1;0;NaN;NaN
181064009_261;38;42.1583;-49.9833;-884;912;17-jun-64;01:12:00;6.51994178235558;1;3.74;1;12;1;0;NaN;NaN
181064009_261;38;42.1583;-49.9833;-885;1008;17-jun-64;01:12:00;6.52994178235558;1;3.68;1;13;1;0;NaN;NaN
181064009_261;38;42.1583;-49.9833;-886;1205;17-jun-64;01:12:00;6.56993954321541;1;3.57;1;NaN;9;0;NaN;NaN
181064009_261;38;42.1583;-49.9833;-887;1500;17-jun-64;01:12:00;6.40994178235558;1;3.58;1;NaN;9;0;NaN;NaN
181064009_261;38;42.1583;-49.9833;-888;1753;17-jun-64;03:00:00;6.37994178235558;1;3.48;1;NaN;9;0;NaN;NaN
181064009_261;38;42.1583;-49.9833;-889;1995;17-jun-64;03:00:00;6.26994402149575;1;3.41;1;NaN;9;0;NaN;NaN
181064009_261;38;42.1583;-49.9833;-890;2225;17-jun-64;03:00:00;6.31994402149575;1;3.22;1;NaN;9;0;NaN;NaN
181064009_261;38;42.1583;-49.9833;-891;2470;17-jun-64;03:00:00;6.27994402149575;1;3.05;1;NaN;9;0;NaN;NaN
181064009_261;38;42.1583;-49.9833;-892;2960;17-jun-64;03:00:00;6.32994402149575;1;2.62;1;NaN;9;0;NaN;NaN
181064009_261;38;42.1583;-49.9833;-893;3163;17-jun-64;03:00:00;6.40994178235558;1;2.37;1;NaN;9;0;NaN;NaN
181064009_261;38;42.1583;-49.9833;-894;3360;17-jun-64;03:00:00;6.42994178235558;1;2.2;1;NaN;9;0;NaN;NaN
181064009_263;39;42.4833;-49.9916;-895;0;17-jun-64;06:54:00;NaN;9;8.7;1;NaN;9;0;NaN;NaN
181064009_263;39;42.4833;-49.9916;-896;46;17-jun-64;06:54:00;6.75993954321541;1;4.56;1;7;1;0;NaN;NaN
181064009_263;39;42.4833;-49.9916;-897;91;17-jun-64;06:54:00;6.06994402149575;1;4.24;1;13;1;0;NaN;NaN
181064009_263;39;42.4833;-49.9916;-898;139;17-jun-64;06:54:00;6.70993954321541;1;2.83;1;11;1;0;NaN;NaN
181064009_263;39;42.4833;-49.9916;-899;185;17-jun-64;06:54:00;6.34994178235558;1;3.61;1;14;1;0;NaN;NaN
181064009_263;39;42.4833;-49.9916;-900;233;17-jun-64;06:54:00;6.65993954321541;1;3.28;1;13;1;0;NaN;NaN
181064009_263;39;42.4833;-49.9916;-901;281;17-jun-64;06:54:00;6.91993730407524;1;3.1;1;12;1;0;NaN;NaN
181064009_263;39;42.4833;-49.9916;-902;379;17-jun-64;06:54:00;6.60994178235558;1;3.74;1;12;1;0;NaN;NaN
181064009_263;39;42.4833;-49.9916;-903;475;17-jun-64;06:54:00;6.79993954321541;1;3.66;1;12;1;0;NaN;NaN
181064009_263;39;42.4833;-49.9916;-904;577;17-jun-64;06:54:00;6.68993954321541;1;3.78;1;12;1;0;NaN;NaN
181064009_263;39;42.4833;-49.9916;-905;672;17-jun-64;06:54:00;6.55994178235558;1;3.84;1;12;1;0;NaN;NaN
181064009_263;39;42.4833;-49.9916;-906;769;17-jun-64;06:54:00;6.66993954321541;1;3.74;1;13;1;0;NaN;NaN
181064009_263;39;42.4833;-49.9916;-907;869;17-jun-64;06:54:00;6.70993954321541;1;3.68;1;13;1;0;NaN;NaN
181064009_263;39;42.4833;-49.9916;-908;1045;17-jun-64;08:00:00;6.67993954321541;1;3.64;1;12;1;0;NaN;NaN
181064009_263;39;42.4833;-49.9916;-909;1250;17-jun-64;08:00:00;6.70993954321541;1;3.59;1;12;1;0;NaN;NaN
181064009_263;39;42.4833;-49.9916;-910;1543;17-jun-64;08:00:00;6.68993954321541;1;3.54;1;13;1;0;NaN;NaN
181064009_263;39;42.4833;-49.9916;-911;1838;17-jun-64;08:00:00;6.43994178235558;1;3.51;1;15;1;0;NaN;NaN
181064009_263;39;42.4833;-49.9916;-912;2035;17-jun-64;08:00:00;6.47994178235558;1;3.42;1;15;1;0;NaN;NaN
181064009_263;39;42.4833;-49.9916;-913;2232;17-jun-64;08:00:00;6.42994178235558;1;3.29;1;16;1;0;NaN;NaN
181064009_263;39;42.4833;-49.9916;-914;2430;17-jun-64;08:00:00;6.38994178235558;1;3;1;17;1;0;NaN;NaN
181064009_263;39;42.4833;-49.9916;-915;2630;17-jun-64;08:00:00;6.43994178235558;1;2.98;1;18;1;0;NaN;NaN
181064009_265;40;42.8333;-50;-916;0;17-jun-64;11:24:00;NaN;9;0.8;1;NaN;9;0;NaN;NaN
181064009_265;40;42.8333;-50;-917;10;17-jun-64;11:24:00;8.31992386923421;1;3.78;1;3;1;0;NaN;NaN
181064009_265;40;42.8333;-50;-918;30;17-jun-64;11:48:00;8.68992163009404;1;0.21;1;2;1;0;NaN;NaN
181064009_265;40;42.8333;-50;-919;48;17-jun-64;11:24:00;7.51993282579489;1;-0.75;1;NaN;9;0;NaN;NaN
181064009_265;40;42.8333;-50;-920;73;17-jun-64;11:24:00;7.46993282579489;1;-0.74;1;6;1;0;NaN;NaN
181064009_265;40;42.8333;-50;-921;97;17-jun-64;11:24:00;7.33993506493506;1;-0.41;1;9;1;0;NaN;NaN
181064009_265;40;42.8333;-50;-922;145;17-jun-64;11:24:00;7.16993506493507;1;0.42;1;12;1;0;NaN;NaN
181064009_275;41;43.1666;-50;-926;0;17-jun-64;13:48:00;NaN;9;8.8;1;NaN;9;0;NaN;NaN
181064009_275;41;43.1666;-50;-923;10;17-jun-64;13:48:00;7.4099328257949;1;7.42;1;NaN;9;0;NaN;NaN
181064009_275;41;43.1666;-50;-924;30;17-jun-64;13:48:00;9.02991939095388;1;2.59;1;NaN;9;0;NaN;NaN
181064009_275;41;43.1666;-50;-925;50;17-jun-64;13:48:00;8.19992610837438;1;0.66;1;NaN;9;0;NaN;NaN
181064009_276;42;44.5933;-48.5866;-927;0;21-jun-64;07:18:00;NaN;9;8.8;1;NaN;9;0;NaN;NaN
181064009_276;42;44.5933;-48.5866;-928;10;21-jun-64;08:30:00;6.89993730407524;1;9.33;1;NaN;9;0;NaN;NaN
181064009_276;42;44.5933;-48.5866;-929;49;21-jun-64;08:30:00;7.00993730407524;1;5.75;1;9;1;0;NaN;NaN
181064009_276;42;44.5933;-48.5866;-930;98;21-jun-64;08:30:00;5.49995073891626;1;5.18;1;15;1;0;NaN;NaN
181064009_276;42;44.5933;-48.5866;-931;147;21-jun-64;08:30:00;5.79994849977609;1;4.43;1;15;1;0;NaN;NaN
181064009_276;42;44.5933;-48.5866;-932;196;21-jun-64;08:30:00;4.66995745633677;1;5.98;1;19;1;0;NaN;NaN
181064009_276;42;44.5933;-48.5866;-933;243;21-jun-64;08:30:00;5.0399552171966;1;5.48;1;18;1;0;NaN;NaN
181064009_276;42;44.5933;-48.5866;-934;292;21-jun-64;08:30:00;5.24995297805643;1;5.55;1;17;1;0;NaN;NaN
181064009_276;42;44.5933;-48.5866;-935;395;21-jun-64;08:30:00;5.87994626063592;1;4.52;1;14;1;0;NaN;NaN
181064009_276;42;44.5933;-48.5866;-936;485;21-jun-64;08:30:00;5.72994849977609;1;4.76;1;15;1;0;NaN;NaN
181064009_276;42;44.5933;-48.5866;-937;585;21-jun-64;08:30:00;6.18994402149575;1;4.23;1;16;1;0;NaN;NaN
181064009_276;42;44.5933;-48.5866;-938;675;21-jun-64;08:30:00;6.31994402149575;1;4.07;1;15;1;0;NaN;NaN
181064009_276;42;44.5933;-48.5866;-939;773;21-jun-64;10:06:00;6.38994178235558;1;3.98;1;14;1;0;NaN;NaN
181064009_276;42;44.5933;-48.5866;-940;882;21-jun-64;10:06:00;6.44994178235558;1;3.86;1;15;1;0;NaN;NaN
181064009_276;42;44.5933;-48.5866;-941;976;21-jun-64;10:06:00;6.53994178235558;1;3.72;1;14;1;0;NaN;NaN
181064009_276;42;44.5933;-48.5866;-942;1170;21-jun-64;08:30:00;6.49994178235558;1;3.59;1;14;1;0;NaN;NaN
181064009_276;42;44.5933;-48.5866;-943;1444;21-jun-64;10:06:00;6.55994178235558;1;3.54;1;14;1;0;NaN;NaN
181064009_276;42;44.5933;-48.5866;-944;1955;21-jun-64;10:06:00;6.36994178235558;1;3.41;1;NaN;9;0;NaN;NaN
181064009_276;42;44.5933;-48.5866;-945;2460;21-jun-64;10:06:00;6.49994178235558;1;3.1;1;17;1;0;NaN;NaN
181064009_277;43;38.9033;-48.0833;-958;0;22-jun-64;14:48:00;NaN;9;21.9;1;NaN;9;0;NaN;NaN
181064009_277;43;38.9033;-48.0833;-946;49;22-jun-64;14:48:00;5.22995297805643;1;20.5;1;NaN;9;0;NaN;NaN
181064009_277;43;38.9033;-48.0833;-947;98;22-jun-64;14:48:00;5.17995297805643;1;18.08;1;NaN;9;0;NaN;NaN
181064009_277;43;38.9033;-48.0833;-948;148;22-jun-64;14:48:00;4.9899552171966;1;17.72;1;NaN;9;0;NaN;NaN
181064009_277;43;38.9033;-48.0833;-949;197;22-jun-64;14:48:00;5.09995297805643;1;17.63;1;NaN;9;0;NaN;NaN
181064009_277;43;38.9033;-48.0833;-950;247;22-jun-64;14:48:00;5.06995297805643;1;17.46;1;NaN;9;0;NaN;NaN
181064009_277;43;38.9033;-48.0833;-951;296;22-jun-64;14:48:00;5.0499552171966;1;17.39;1;NaN;9;0;NaN;NaN
181064009_277;43;38.9033;-48.0833;-952;395;22-jun-64;14:48:00;5.15995297805643;1;17.38;1;NaN;9;0;NaN;NaN
181064009_277;43;38.9033;-48.0833;-953;494;22-jun-64;14:48:00;5.14995297805643;1;17.26;1;NaN;9;0;NaN;NaN
181064009_277;43;38.9033;-48.0833;-954;593;22-jun-64;14:48:00;4.51995969547694;1;16.23;1;NaN;9;0;NaN;NaN
181064009_277;43;38.9033;-48.0833;-955;693;22-jun-64;14:48:00;4.17996193461711;1;14;1;NaN;9;0;NaN;NaN
181064009_277;43;38.9033;-48.0833;-956;892;22-jun-64;14:48:00;3.31997089117779;1;9.29;1;NaN;9;0;NaN;NaN
181064009_277;43;38.9033;-48.0833;-957;992;22-jun-64;14:48:00;4.28996193461711;1;6.79;1;NaN;9;0;NaN;NaN
