CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;calc;calc
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;OXY_02;Q_OXY;QCFF;N_P;N_Si
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(ml/l);((none));((none));((none));((none))
18HU09015_225;STN27;47.55;-52.5893;351476;6;17-may-09;14:51:00;8.4;1;0;NaN;NaN
18HU09015_225;STN27;47.55;-52.5893;351467;168;17-may-09;14:35:00;7.3;1;0;NaN;NaN
18HU09015_106;HL_06;42.8508;-61.7342;352102;4;30-may-09;01:37:00;6.9;1;0;NaN;NaN
18HU09015_106;HL_06;42.8508;-61.7342;352101;11;30-may-09;01:36:00;6.9;1;0;NaN;NaN
18HU09015_106;HL_06;42.8508;-61.7342;352100;19;30-may-09;01:34:00;6.9;1;0;NaN;NaN
18HU09015_106;HL_06;42.8508;-61.7342;352099;31;30-may-09;01:33:00;7.2;1;0;NaN;NaN
18HU09015_106;HL_06;42.8508;-61.7342;352098;39;30-may-09;01:32:00;7.4;1;0;NaN;NaN
18HU09015_106;HL_06;42.8508;-61.7342;352097;50;30-may-09;01:30:00;7;1;0;NaN;NaN
18HU09015_106;HL_06;42.8508;-61.7342;352096;59;30-may-09;01:29:00;6.8;1;0;NaN;NaN
18HU09015_106;HL_06;42.8508;-61.7342;352095;80;30-may-09;01:28:00;6.2;1;0;NaN;NaN
18HU09015_106;HL_06;42.8508;-61.7342;352094;102;30-may-09;01:27:00;5.5;1;0;NaN;NaN
18HU09015_106;HL_06;42.8508;-61.7342;352093;150;30-may-09;01:24:00;4.1;1;0;NaN;NaN
18HU09015_106;HL_06;42.8508;-61.7342;352092;199;30-may-09;01:22:00;4.1;1;0;NaN;NaN
18HU09015_106;HL_06;42.8508;-61.7342;352091;249;30-may-09;01:20:00;4.1;1;0;NaN;NaN
18HU09015_106;HL_06;42.8508;-61.7342;352090;501;30-may-09;01:13:00;5.5;1;0;NaN;NaN
18HU09015_106;HL_06;42.8508;-61.7342;352089;750;30-may-09;01:08:00;5.8;1;0;NaN;NaN
18HU09015_106;HL_06;42.8508;-61.7342;352088;1017;30-may-09;01:02:00;6.1;1;0;NaN;NaN
18HU09015_108;HL_07;42.5333;-61.4002;352125;11;30-may-09;08:36:00;6.6;1;0;NaN;NaN
18HU09015_108;HL_07;42.5333;-61.4002;352121;50;30-may-09;08:31:00;6.2;1;0;NaN;NaN
18HU09015_108;HL_07;42.5333;-61.4002;352118;101;30-may-09;08:27:00;5;1;0;NaN;NaN
18HU09015_108;HL_07;42.5333;-61.4002;352114;501;30-may-09;08:14:00;4.3;1;0;NaN;NaN
18HU09015_108;HL_07;42.5333;-61.4002;352113;752;30-may-09;08:08:00;5.8;1;0;NaN;NaN
18HU09015_108;HL_07;42.5333;-61.4002;352112;1002;30-may-09;08:03:00;6;1;0;NaN;NaN
18HU09015_108;HL_07;42.5333;-61.4002;352111;1250;30-may-09;07:57:00;6.1;1;0;NaN;NaN
18HU09015_108;HL_07;42.5333;-61.4002;352110;1500;30-may-09;07:51:00;6.1;1;0;NaN;NaN
18HU09015_108;HL_07;42.5333;-61.4002;352109;1754;30-may-09;07:45:00;6.1;1;0;NaN;NaN
18HU09015_108;HL_07;42.5333;-61.4002;352108;2002;30-may-09;07:39:00;6.1;1;0;NaN;NaN
18HU09015_108;HL_07;42.5333;-61.4002;352107;2201;30-may-09;07:34:00;6.1;1;0;NaN;NaN
18HU09015_108;HL_07;42.5333;-61.4002;352106;2394;30-may-09;07:28:00;6.1;1;0;NaN;NaN
18HU09015_108;HL_07;42.5333;-61.4002;352105;2560;30-may-09;07:24:00;6.2;1;0;NaN;NaN
18HU09015_108;HL_07;42.5333;-61.4002;352104;2711;30-may-09;07:19:00;6.4;1;0;NaN;NaN
18HU09015_108;HL_07;42.5333;-61.4002;352103;2784;30-may-09;07:15:00;7.4;1;0;NaN;NaN
18HU09015_110;HL_08;42.401;-61.3107;352150;3;30-may-09;13:55:00;6.5;1;0;NaN;NaN
18HU09015_110;HL_08;42.401;-61.3107;352149;10;30-may-09;13:54:00;6.6;1;0;NaN;NaN
18HU09015_110;HL_08;42.401;-61.3107;352148;49;30-may-09;13:52:00;6.4;1;0;NaN;NaN
18HU09015_110;HL_08;42.401;-61.3107;352147;110;30-may-09;13:50:00;4.4;1;0;NaN;NaN
18HU09015_110;HL_08;42.401;-61.3107;352146;172;30-may-09;13:48:00;3.5;1;0;NaN;NaN
18HU09015_110;HL_08;42.401;-61.3107;352145;332;30-may-09;13:45:00;4.2;1;0;NaN;NaN
18HU09015_110;HL_08;42.401;-61.3107;352144;457;30-may-09;13:42:00;4.6;1;0;NaN;NaN
18HU09015_110;HL_08;42.401;-61.3107;352143;659;30-may-09;13:36:00;5.5;1;0;NaN;NaN
18HU09015_110;HL_08;42.401;-61.3107;352142;841;30-may-09;13:32:00;6;1;0;NaN;NaN
18HU09015_110;HL_08;42.401;-61.3107;352141;1031;30-may-09;13:28:00;6;1;0;NaN;NaN
18HU09015_110;HL_08;42.401;-61.3107;352140;1228;30-may-09;13:23:00;6;1;0;NaN;NaN
18HU09015_110;HL_08;42.401;-61.3107;352139;1430;30-may-09;13:19:00;6.1;1;0;NaN;NaN
18HU09015_110;HL_08;42.401;-61.3107;352138;1641;30-may-09;13:14:00;6.1;1;0;NaN;NaN
18HU09015_110;HL_08;42.401;-61.3107;352137;1852;30-may-09;13:10:00;6.2;1;0;NaN;NaN
18HU09015_110;HL_08;42.401;-61.3107;352136;2063;30-may-09;13:05:00;6.1;1;0;NaN;NaN
18HU09015_110;HL_08;42.401;-61.3107;352135;2262;30-may-09;13:00:00;6.1;1;0;NaN;NaN
18HU09015_110;HL_08;42.401;-61.3107;352134;2465;30-may-09;12:56:00;6.2;1;0;NaN;NaN
18HU09015_110;HL_08;42.401;-61.3107;352133;2618;30-may-09;12:52:00;6.1;1;0;NaN;NaN
18HU09015_110;HL_08;42.401;-61.3107;352132;2772;30-may-09;12:49:00;6.2;1;0;NaN;NaN
18HU09015_110;HL_08;42.401;-61.3107;352131;2911;30-may-09;12:45:00;6.2;1;0;NaN;NaN
18HU09015_110;HL_08;42.401;-61.3107;352130;3030;30-may-09;12:42:00;6.2;1;0;NaN;NaN
18HU09015_110;HL_08;42.401;-61.3107;352129;3140;30-may-09;12:39:00;6.2;1;0;NaN;NaN
18HU09015_110;HL_08;42.401;-61.3107;352128;3234;30-may-09;12:37:00;6.2;1;0;NaN;NaN
18HU09015_110;HL_08;42.401;-61.3107;352127;3301;30-may-09;12:35:00;6.2;1;0;NaN;NaN
18HU09015_115;HL_09;42.2417;-61.207;352174;3;30-may-09;18:03:00;6.5;1;0;NaN;NaN
18HU09015_115;HL_09;42.2417;-61.207;352173;11;30-may-09;18:02:00;6.5;1;0;NaN;NaN
18HU09015_115;HL_09;42.2417;-61.207;352172;51;30-may-09;18:00:00;6.6;1;0;NaN;NaN
18HU09015_115;HL_09;42.2417;-61.207;352171;121;30-may-09;17:58:00;4.5;1;0;NaN;NaN
18HU09015_115;HL_09;42.2417;-61.207;352170;232;30-may-09;17:56:00;4.1;1;0;NaN;NaN
18HU09015_115;HL_09;42.2417;-61.207;352169;361;30-may-09;17:53:00;4.5;1;0;NaN;NaN
18HU09015_115;HL_09;42.2417;-61.207;352168;492;30-may-09;17:48:00;4.8;1;0;NaN;NaN
18HU09015_115;HL_09;42.2417;-61.207;352167;641;30-may-09;17:44:00;5.5;1;0;NaN;NaN
18HU09015_115;HL_09;42.2417;-61.207;352166;840;30-may-09;17:40:00;5.8;1;0;NaN;NaN
18HU09015_115;HL_09;42.2417;-61.207;352165;959;30-may-09;17:37:00;5.8;1;0;NaN;NaN
18HU09015_115;HL_09;42.2417;-61.207;352164;1253;30-may-09;17:31:00;6;1;0;NaN;NaN
18HU09015_115;HL_09;42.2417;-61.207;352163;1562;30-may-09;17:25:00;6;1;0;NaN;NaN
18HU09015_115;HL_09;42.2417;-61.207;352162;1813;30-may-09;17:19:00;6.1;1;0;NaN;NaN
18HU09015_115;HL_09;42.2417;-61.207;352161;2073;30-may-09;17:13:00;6.1;1;0;NaN;NaN
18HU09015_115;HL_09;42.2417;-61.207;352160;2334;30-may-09;17:08:00;6.1;1;0;NaN;NaN
18HU09015_115;HL_09;42.2417;-61.207;352159;2568;30-may-09;17:03:00;6.2;1;0;NaN;NaN
18HU09015_115;HL_09;42.2417;-61.207;352158;2792;30-may-09;16:58:00;6.1;1;0;NaN;NaN
