CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;calc;calc
18HU09015_115;HL_09;42.2417;-61.207;352157;3000;30-may-09;16:54:00;6.2;1;0;NaN;NaN
18HU09015_115;HL_09;42.2417;-61.207;352156;3171;30-may-09;16:50:00;6.2;1;0;NaN;NaN
18HU09015_115;HL_09;42.2417;-61.207;352155;3331;30-may-09;16:47:00;6.2;1;0;NaN;NaN
18HU09015_115;HL_09;42.2417;-61.207;352154;3471;30-may-09;16:43:00;6.3;1;0;NaN;NaN
18HU09015_115;HL_09;42.2417;-61.207;352153;3600;30-may-09;16:41:00;6.3;1;0;NaN;NaN
18HU09015_115;HL_09;42.2417;-61.207;352152;3720;30-may-09;16:38:00;6.3;1;0;NaN;NaN
18HU09015_115;HL_09;42.2417;-61.207;352151;3835;30-may-09;16:34:00;6.2;1;0;NaN;NaN
18HU09015_123;HL_05;43.1887;-62.0975;352183;2;31-may-09;05:38:00;6.9;1;0;NaN;NaN
18HU09015_123;HL_05;43.1887;-62.0975;352182;10;31-may-09;05:37:00;7.2;1;0;NaN;NaN
18HU09015_123;HL_05;43.1887;-62.0975;352181;20;31-may-09;05:36:00;7.2;1;0;NaN;NaN
18HU09015_123;HL_05;43.1887;-62.0975;352180;31;31-may-09;05:35:00;7.3;1;0;NaN;NaN
18HU09015_123;HL_05;43.1887;-62.0975;352179;40;31-may-09;05:34:00;7.2;1;0;NaN;NaN
18HU09015_123;HL_05;43.1887;-62.0975;352178;51;31-may-09;05:33:00;7.1;1;0;NaN;NaN
18HU09015_123;HL_05;43.1887;-62.0975;352177;61;31-may-09;05:32:00;6.7;1;0;NaN;NaN
18HU09015_123;HL_05;43.1887;-62.0975;352176;82;31-may-09;05:31:00;5.9;1;0;NaN;NaN
18HU09015_123;HL_05;43.1887;-62.0975;352175;95;31-may-09;05:30:00;6.2;1;0;NaN;NaN
18HU09015_125;HL_04;43.4837;-62.446;352191;2;31-may-09;08:42:00;6.7;1;0;NaN;NaN
18HU09015_125;HL_04;43.4837;-62.446;352190;10;31-may-09;08:41:00;6.7;1;0;NaN;NaN
18HU09015_125;HL_04;43.4837;-62.446;352189;21;31-may-09;08:40:00;7;1;0;NaN;NaN
18HU09015_125;HL_04;43.4837;-62.446;352188;30;31-may-09;08:39:00;7.4;1;0;NaN;NaN
18HU09015_125;HL_04;43.4837;-62.446;352187;41;31-may-09;08:38:00;7.2;1;0;NaN;NaN
18HU09015_125;HL_04;43.4837;-62.446;352186;50;31-may-09;08:37:00;6.2;1;0;NaN;NaN
18HU09015_125;HL_04;43.4837;-62.446;352185;61;31-may-09;08:36:00;6;1;0;NaN;NaN
18HU09015_125;HL_04;43.4837;-62.446;352184;79;31-may-09;08:35:00;6;1;0;NaN;NaN
18HU09015_130;HL_03;43.8832;-62.8813;352204;3;31-may-09;13:08:00;6.7;1;0;NaN;NaN
18HU09015_130;HL_03;43.8832;-62.8813;352203;10;31-may-09;13:07:00;6.8;1;0;NaN;NaN
18HU09015_130;HL_03;43.8832;-62.8813;352202;20;31-may-09;13:06:00;6.8;1;0;NaN;NaN
18HU09015_130;HL_03;43.8832;-62.8813;352201;31;31-may-09;13:05:00;7.1;1;0;NaN;NaN
18HU09015_130;HL_03;43.8832;-62.8813;352200;40;31-may-09;13:04:00;7.3;1;0;NaN;NaN
18HU09015_130;HL_03;43.8832;-62.8813;352199;49;31-may-09;13:03:00;6.7;1;0;NaN;NaN
18HU09015_130;HL_03;43.8832;-62.8813;352198;59;31-may-09;13:02:00;6.3;1;0;NaN;NaN
18HU09015_130;HL_03;43.8832;-62.8813;352197;81;31-may-09;13:01:00;5.1;1;0;NaN;NaN
18HU09015_130;HL_03;43.8832;-62.8813;352196;100;31-may-09;13:00:00;4.2;1;0;NaN;NaN
18HU09015_130;HL_03;43.8832;-62.8813;352195;126;31-may-09;12:59:00;4;1;0;NaN;NaN
18HU09015_130;HL_03;43.8832;-62.8813;352194;150;31-may-09;12:58:00;3.9;1;0;NaN;NaN
18HU09015_130;HL_03;43.8832;-62.8813;352193;200;31-may-09;12:56:00;3.7;1;0;NaN;NaN
18HU09015_130;HL_03;43.8832;-62.8813;352192;256;31-may-09;12:54:00;3.6;1;0;NaN;NaN
