CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
18HU00001_311;FC-07;47;-51;222393;20;07-nov-00;04:53:00;20.58;7.30993506493507;1;0.75;1;0.68;1;0;1;0.19;1;0.94;1;0;0.00;0.00
18HU00001_311;FC-07;47;-51;222392;30;07-nov-00;04:53:00;29.99;7.51993282579489;1;0.51;1;0.42;1;0;1;0.22;1;0;1;0;0.00;NaN
18HU00001_311;FC-07;47;-51;222391;40;07-nov-00;04:53:00;40.56;8.40992386923421;1;0.24;1;0.19;1;2.05;1;0.69;1;1.05;1;0;2.97;1.95
18HU00001_311;FC-07;47;-51;222390;51;07-nov-00;04:53:00;51.58;8.19992610837438;1;0.13;1;0.11;1;6.44;1;1.11;1;4.95;1;0;5.80;1.30
18HU00001_311;FC-07;47;-51;222389;75;07-nov-00;04:53:00;76.06;7.80993058665473;1;0.05;1;0.03;1;9.44;1;1.2;1;8.42;1;0;7.87;1.12
18HU00001_311;FC-07;47;-51;222388;99;07-nov-00;04:53:00;99.6;7.5299328257949;1;0.04;1;0.02;1;10.01;1;1.27;1;10.56;1;0;7.88;0.95
18HU00001_312;FC-06;47;-51.485;222403;5;07-nov-00;07:33:00;5.3;7.3699328257949;1;0.71;1;0.62;1;0;1;0.31;1;0.73;1;0;0.00;0.00
18HU00001_312;FC-06;47;-51.485;222402;10;07-nov-00;07:33:00;9.98;7.3899328257949;1;0.7;1;0.61;1;0;1;0.29;1;0.53;1;0;0.00;0.00
18HU00001_312;FC-06;47;-51.485;222401;20;07-nov-00;07:33:00;20.28;7.46993282579489;1;0.81;1;0.64;1;0;1;0.21;1;0.53;1;0;0.00;0.00
18HU00001_312;FC-06;47;-51.485;222400;30;07-nov-00;07:33:00;30.12;7.80993058665473;1;0.33;1;0.28;1;0.94;1;0.43;1;1.46;1;0;2.19;0.64
18HU00001_312;FC-06;47;-51.485;222399;40;07-nov-00;07:33:00;40.5;7.94992834751455;1;0.19;1;0.17;1;3.72;1;0.98;1;4.26;1;0;3.80;0.87
18HU00001_312;FC-06;47;-51.485;222398;50;07-nov-00;07:33:00;50.31;7.5399328257949;1;0.09;1;0.08;1;6.13;1;1.16;1;6.65;1;0;5.28;0.92
18HU00001_312;FC-06;47;-51.485;222397;75;07-nov-00;07:33:00;75.67;7.06993730407524;1;0.04;1;0.02;1;8.87;1;1.5;1;11.6;1;0;5.91;0.76
18HU00001_312;FC-06;47;-51.485;222396;92;07-nov-00;07:33:00;93.05;7.35993506493507;1;0.04;1;0.02;1;9.89;1;1.43;1;13.28;1;0;6.92;0.74
18HU00001_313;FC-05;47;-52.0333;222412;6;07-nov-00;10:05:00;5.94;7.87992834751455;1;1.31;1;1.07;1;0.25;1;0.43;1;1.56;1;0;0.58;0.16
18HU00001_313;FC-05;47;-52.0333;222411;11;07-nov-00;10:05:00;11.03;7.86992834751455;1;1.3;1;1.05;1;0.23;1;0.58;1;1.58;1;0;0.40;0.15
18HU00001_313;FC-05;47;-52.0333;222410;21;07-nov-00;10:05:00;21.15;7.91992834751456;1;1.25;1;1.04;1;0.3;1;0.4;1;1.63;1;0;0.75;0.18
18HU00001_313;FC-05;47;-52.0333;222409;31;07-nov-00;10:05:00;30.77;8.24992610837439;1;0.34;1;0.27;1;1.56;1;0.63;1;2.39;1;0;2.48;0.65
18HU00001_313;FC-05;47;-52.0333;222408;40;07-nov-00;10:05:00;40.74;8.40992386923421;1;0.08;1;0.06;1;4.46;1;0.97;1;4.14;1;0;4.60;1.08
18HU00001_313;FC-05;47;-52.0333;222407;50;07-nov-00;10:05:00;50.71;8.23992610837438;1;0.09;1;0.07;1;6.24;1;1.02;1;6.28;1;0;6.12;0.99
18HU00001_313;FC-05;47;-52.0333;222406;76;07-nov-00;10:05:00;76.12;8.04992834751456;1;0.09;1;0.06;1;7.93;1;1.07;1;7.98;1;0;7.41;0.99
18HU00001_313;FC-05;47;-52.0333;222405;100;07-nov-00;10:05:00;100.66;7.79993058665473;1;0.04;1;0.03;1;9.33;1;1.22;1;9.56;1;0;7.65;0.98
18HU00001_313;FC-05;47;-52.0333;222404;132;07-nov-00;10:05:00;132.83;7.37993506493507;1;NaN;9;NaN;9;9.4;1;1.3;1;12.41;1;0;7.23;0.76
18HU00001_314;FC-04;47;-52.3217;222421;6;07-nov-00;12:28:00;5.91;7.51993282579489;1;0.83;1;0.65;1;0;1;0.39;1;0.64;1;0;0.00;0.00
18HU00001_314;FC-04;47;-52.3217;222420;11;07-nov-00;12:28:00;10.72;7.51993282579489;1;0.85;1;0.66;1;0;1;0.4;1;0.7;1;0;0.00;0.00
18HU00001_314;FC-04;47;-52.3217;222419;20;07-nov-00;12:28:00;20.56;7.50993282579489;1;0.66;1;0.58;1;0;1;0.3;1;0.57;1;0;0.00;0.00
18HU00001_314;FC-04;47;-52.3217;222418;31;07-nov-00;12:28:00;30.84;7.50993282579489;1;0.61;1;0.54;1;0;1;0.29;1;0.6;1;0;0.00;0.00
18HU00001_314;FC-04;47;-52.3217;222417;40;07-nov-00;12:28:00;40.77;7.92992834751456;1;0.39;1;0.33;1;0.19;1;0.47;1;0.9;1;0;0.40;0.21
18HU00001_314;FC-04;47;-52.3217;222416;49;07-nov-00;12:28:00;49.63;8.44992386923422;1;0.16;1;0.14;1;3.66;1;0.99;1;3.85;1;0;3.70;0.95
18HU00001_314;FC-04;47;-52.3217;222415;74;07-nov-00;12:28:00;74.31;8.10992610837438;1;0.06;1;0.04;1;7.33;1;1.2;1;6.97;1;0;6.11;1.05
18HU00001_314;FC-04;47;-52.3217;222414;99;07-nov-00;12:28:00;100.02;7.81993058665472;1;0.04;1;0.03;1;8.75;1;1.35;1;9.02;1;0;6.48;0.97
18HU00001_314;FC-04;47;-52.3217;222413;118;07-nov-00;12:28:00;118.66;7.3499328257949;1;NaN;9;NaN;9;10.69;1;1.35;1;13.41;1;0;7.92;0.80
18HU00001_316;FC-03;47;-52.58;222430;5;07-nov-00;14:55:00;5.4;7.84993058665473;1;1.34;1;1.1;1;0.37;1;0.48;1;1.81;1;0;0.77;0.20
18HU00001_316;FC-03;47;-52.58;222429;10;07-nov-00;14:55:00;10.28;7.85992834751455;1;1.28;1;1.06;1;0.47;1;0.49;1;1.8;1;0;0.96;0.26
18HU00001_316;FC-03;47;-52.58;222428;20;07-nov-00;14:55:00;20.36;7.84993058665473;1;1.04;1;0.83;1;0.53;1;0.51;1;1.89;1;0;1.04;0.28
18HU00001_316;FC-03;47;-52.58;222427;31;07-nov-00;14:55:00;30.87;7.96992834751456;1;0.46;1;0.39;1;0.85;1;0.61;1;2.07;1;0;1.39;0.41
18HU00001_316;FC-03;47;-52.58;222426;40;07-nov-00;14:55:00;40.45;8.03992834751456;1;0.37;1;0.32;1;0.88;1;0.54;1;2.11;1;0;1.63;0.42
18HU00001_316;FC-03;47;-52.58;222425;50;07-nov-00;14:55:00;50.25;8.21992610837438;1;0.25;1;0.19;1;1.86;1;0.68;1;2.65;1;0;2.74;0.70
18HU00001_316;FC-03;47;-52.58;222424;75;07-nov-00;14:55:00;76.1;8.28992610837438;1;0.11;1;0.08;1;5.41;1;1.13;1;5.68;1;0;4.79;0.95
18HU00001_316;FC-03;47;-52.58;222423;100;07-nov-00;14:55:00;100.9;7.98992834751455;1;0.04;1;0.02;1;7.58;1;1.22;1;7.61;1;0;6.21;1.00
18HU00001_316;FC-03;47;-52.58;222422;150;07-nov-00;14:55:00;151.04;7.4499328257949;1;NaN;9;NaN;9;10.34;1;1.31;1;12.64;1;0;7.89;0.82
18HU00001_317;FC-02;47;-52.705;222440;5;07-nov-00;17:15:00;4.94;7.84993058665473;1;1.13;1;0.8;1;0.72;1;0.51;1;2.2;1;0;1.41;0.33
18HU00001_317;FC-02;47;-52.705;222439;10;07-nov-00;17:15:00;9.8;7.85992834751455;1;1.18;1;0.98;1;0.75;1;0.48;1;2.27;1;0;1.56;0.33
18HU00001_317;FC-02;47;-52.705;222438;20;07-nov-00;17:15:00;19.98;7.86992834751455;1;1.04;1;0.83;1;0.9;1;0.47;1;2.28;1;0;1.91;0.39
18HU00001_317;FC-02;47;-52.705;222437;30;07-nov-00;17:15:00;30.22;7.85992834751455;1;0.81;1;0.65;1;0.64;1;0.54;1;2.15;1;0;1.19;0.30
18HU00001_317;FC-02;47;-52.705;222436;39;07-nov-00;17:15:00;39.68;7.87992834751455;1;0.45;1;0.4;1;0.93;1;0.58;1;2.18;1;0;1.60;0.43
18HU00001_317;FC-02;47;-52.705;222435;49;07-nov-00;17:15:00;49.86;7.93992834751456;1;0.28;1;0.24;1;1.25;1;0.57;1;2.41;1;0;2.19;0.52
18HU00001_317;FC-02;47;-52.705;222434;76;07-nov-00;17:15:00;76.25;8.13992610837439;1;0.24;1;0.19;1;1.55;1;0.63;1;2.45;1;0;2.46;0.63
18HU00001_317;FC-02;47;-52.705;222433;97;07-nov-00;17:15:00;97.68;8.14992610837439;1;0.07;1;0.04;1;6.26;1;1.28;1;6.38;1;0;4.89;0.98
18HU00001_317;FC-02;47;-52.705;222432;149;07-nov-00;17:15:00;150.7;7.89993058665473;1;NaN;9;NaN;9;8.52;1;1.32;1;8.67;1;0;6.45;0.98
18HU00001_317;FC-02;47;-52.705;222431;181;07-nov-00;17:15:00;182.48;7.57993058665472;1;NaN;9;NaN;9;9.55;1;1.36;1;12.19;1;0;7.02;0.78
18HU00001_318;FC-01;47;-52.8317;222448;5;07-nov-00;18:49:00;5.06;7.87992834751455;1;1.04;1;0.85;1;0.67;1;0.42;1;2.7;1;0;1.60;0.25
18HU00001_318;FC-01;47;-52.8317;222447;10;07-nov-00;18:49:00;9.62;7.85992834751455;1;0.9;1;0.75;1;0.82;1;0.5;1;2.86;1;0;1.64;0.29
18HU00001_318;FC-01;47;-52.8317;222446;20;07-nov-00;18:49:00;19.93;7.79993058665473;1;0.73;1;0.58;1;0.84;1;0.51;1;2.32;1;0;1.65;0.36
18HU00001_318;FC-01;47;-52.8317;222445;30;07-nov-00;18:49:00;30.06;7.80993058665473;1;0.57;1;0.5;1;0.89;1;0.51;1;2.51;1;0;1.75;0.35
18HU00001_318;FC-01;47;-52.8317;222444;40;07-nov-00;18:49:00;40.12;7.82993058665473;1;0.54;1;0.45;1;0.87;1;0.52;1;2.26;1;0;1.67;0.38
18HU00001_318;FC-01;47;-52.8317;222443;50;07-nov-00;18:49:00;50.27;7.95992834751456;1;0.36;1;0.33;1;1.47;1;0.65;1;2.61;1;0;2.26;0.56
18HU00001_318;FC-01;47;-52.8317;222442;75;07-nov-00;18:49:00;75.36;8.17992610837439;1;0.08;1;0.07;1;3.77;1;0.98;1;4.47;1;0;3.85;0.84
18HU00001_318;FC-01;47;-52.8317;222441;100;07-nov-00;18:49:00;100.73;8.13992610837439;1;0.06;1;0.05;1;5.24;1;1.03;1;5.79;1;0;5.09;0.91
18HU00001_321;STN27;47.5467;-52.5867;222458;6;07-nov-00;23:03:00;5.85;7.66993058665473;1;0.87;1;0.68;1;0.55;1;0.5;1;1.78;1;0;1.10;0.31
18HU00001_321;STN27;47.5467;-52.5867;222457;12;07-nov-00;23:03:00;11.71;7.66993058665473;1;0.68;1;0.6;1;0.69;1;0.5;1;1.61;1;0;1.38;0.43
18HU00001_321;STN27;47.5467;-52.5867;222456;23;07-nov-00;23:03:00;22.94;7.79993058665473;1;0.62;1;0.54;1;0.78;1;0.58;1;2.14;1;0;1.34;0.36
18HU00001_321;STN27;47.5467;-52.5867;222455;32;07-nov-00;23:03:00;32.66;7.97992834751456;1;0.61;1;0.47;1;0.86;1;0.55;1;1.92;1;0;1.56;0.45
18HU00001_321;STN27;47.5467;-52.5867;222454;38;07-nov-00;23:03:00;38.55;7.88992834751455;1;0.49;1;0.43;1;0.89;1;0.54;1;2.06;1;0;1.65;0.43
18HU00001_321;STN27;47.5467;-52.5867;222453;48;07-nov-00;23:03:00;48.71;7.91992834751456;1;0.29;1;0.24;1;1.16;1;0.55;1;2.24;1;0;2.11;0.52
18HU00001_321;STN27;47.5467;-52.5867;222452;77;07-nov-00;23:03:00;77.8;8.14992610837439;1;0.09;1;0.06;1;3.13;1;0.82;1;3.36;1;0;3.82;0.93
18HU00001_321;STN27;47.5467;-52.5867;222451;102;07-nov-00;23:03:00;102.79;7.97992834751456;1;0.05;1;0.04;1;6.54;1;1.14;1;6.92;1;0;5.74;0.95
18HU00001_321;STN27;47.5467;-52.5867;222450;148;07-nov-00;23:03:00;148.93;7.28993506493507;1;NaN;9;NaN;9;10.39;1;1.37;1;14.24;1;0;7.58;0.73
18HU00001_321;STN27;47.5467;-52.5867;222449;170;07-nov-00;23:03:00;171.49;7.21993506493506;1;NaN;9;NaN;9;10.91;1;1.28;1;15.68;1;0;8.52;0.70
18HU00001_010;S27-10;47.99;-50.48;222631;130;10-nov-00;16:37:00;131.01;7.4299328257949;1;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU00001_011;S27-09;47.94;-50.72;222639;6;10-nov-00;17:56:00;5.55;7.89993058665473;1;0.94;1;0.8;1;0.22;1;0.39;1;2.18;1;0;0.56;0.10
18HU00001_011;S27-09;47.94;-50.72;222638;11;10-nov-00;17:56:00;11;7.90992834751456;1;0.99;1;0.81;1;0.22;1;0.36;1;2.12;1;0;0.61;0.10
18HU00001_011;S27-09;47.94;-50.72;222637;21;10-nov-00;17:56:00;20.91;7.91992834751456;1;0.95;1;0.76;1;0.44;1;0.43;1;2.62;1;0;1.02;0.17
18HU00001_011;S27-09;47.94;-50.72;222636;30;10-nov-00;17:56:00;29.84;7.93992834751456;1;0.97;1;0.76;1;0.44;1;0.42;1;2.42;1;0;1.05;0.18
18HU00001_011;S27-09;47.94;-50.72;222635;41;10-nov-00;17:56:00;41.18;8.06992834751455;1;0.28;1;0.22;1;0.88;1;0.46;1;2.83;1;0;1.91;0.31
18HU00001_011;S27-09;47.94;-50.72;222634;51;10-nov-00;17:56:00;51.31;8.12992834751456;1;0.13;1;0.1;1;5.42;1;0.94;1;6.17;1;0;5.77;0.88
18HU00001_011;S27-09;47.94;-50.72;222633;76;10-nov-00;17:56:00;76.44;7.5399328257949;1;0.07;1;0.05;1;7.82;1;1.11;1;8.84;1;0;7.05;0.88
18HU00001_011;S27-09;47.94;-50.72;222632;108;10-nov-00;17:56:00;108.57;7.35993506493507;1;0.06;1;0.04;1;10.83;1;1.1;1;13.09;1;0;9.85;0.83
18HU00001_012;S27-08;47.89;-50.95;222640;122;10-nov-00;19:35:00;123.41;7.32993506493507;1;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU00001_013;S27-07;47.84;-51.19;222650;6;10-nov-00;20:55:00;5.78;7.76993058665473;1;0.87;1;0.65;1;0.14;1;0.37;1;1.88;1;0;0.38;0.07
18HU00001_013;S27-07;47.84;-51.19;222649;10;10-nov-00;20:55:00;10.57;7.77993058665473;1;0.87;1;0.64;1;0.04;1;0.3;1;1.82;1;0;0.13;0.02
18HU00001_013;S27-07;47.84;-51.19;222648;21;10-nov-00;20:55:00;20.95;7.78993058665473;1;0.84;1;0.63;1;0.14;1;0.39;1;2.26;1;0;0.36;0.06
18HU00001_013;S27-07;47.84;-51.19;222647;31;10-nov-00;20:55:00;30.94;7.83993058665473;1;0.78;1;0.57;1;0.42;1;0.4;1;2.28;1;0;1.05;0.18
18HU00001_013;S27-07;47.84;-51.19;222646;40;10-nov-00;20:55:00;40.73;8.48992386923421;1;0.2;1;0.15;1;2.85;1;0.72;1;3.98;1;0;3.96;0.72
18HU00001_013;S27-07;47.84;-51.19;222645;51;10-nov-00;20:55:00;51.15;8.32992610837439;1;0.1;1;0.07;1;6.13;1;0.99;1;6.3;1;0;6.19;0.97
18HU00001_013;S27-07;47.84;-51.19;222644;75;10-nov-00;20:55:00;75.78;7.94992834751455;1;0.06;1;0.04;1;8.24;1;1.05;1;8.5;1;0;7.85;0.97
18HU00001_013;S27-07;47.84;-51.19;222643;100;10-nov-00;20:55:00;101.26;7.75993058665472;1;0.03;1;0.02;1;9.67;1;1.03;1;10.15;1;0;9.39;0.95
18HU00001_013;S27-07;47.84;-51.19;222642;150;10-nov-00;20:55:00;151.65;7.05993730407524;1;NaN;9;NaN;9;11.95;1;1.28;1;17.87;1;0;9.34;0.67
18HU00001_013;S27-07;47.84;-51.19;222641;171;10-nov-00;20:55:00;172.79;7.06993730407524;1;NaN;9;NaN;9;10.95;1;1.05;1;16.22;1;0;10.43;0.68
18HU00001_015;S27-06;47.79;-51.42;222651;135;10-nov-00;22:47:00;136.59;7.15993506493507;1;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU00001_016;S27-05;47.74;-51.65;222660;6;11-nov-00;00:12:00;6.06;7.83993058665473;1;1.18;1;1;1;0.17;1;0.37;1;1.28;1;0;0.46;0.13
18HU00001_016;S27-05;47.74;-51.65;222659;11;11-nov-00;00:12:00;11.13;7.79993058665473;1;1.1;1;0.9;1;0.11;1;0.4;1;1.1;1;0;0.27;0.10
18HU00001_016;S27-05;47.74;-51.65;222658;21;11-nov-00;00:12:00;20.97;4.55995969547694;1;1.18;1;0.97;1;0.09;1;0.4;1;1.06;1;0;0.22;0.08
18HU00001_016;S27-05;47.74;-51.65;222657;30;11-nov-00;00:12:00;30.74;7.84993058665473;1;1.04;1;0.83;1;0.03;1;0.4;1;0.87;1;0;0.07;0.03
18HU00001_016;S27-05;47.74;-51.65;222656;41;11-nov-00;00:12:00;41.16;8.12992834751456;1;0.27;1;0.21;1;2.14;1;0.63;1;2.63;1;0;3.40;0.81
18HU00001_016;S27-05;47.74;-51.65;222655;51;11-nov-00;00:12:00;51.29;8.46992386923421;1;0.13;1;0.11;1;5.14;1;0.95;1;3.96;1;0;5.41;1.30
18HU00001_016;S27-05;47.74;-51.65;222654;76;11-nov-00;00:12:00;76.34;8.02992834751456;1;0.08;1;0.06;1;8.08;1;1.17;1;7.06;1;0;6.91;1.14
18HU00001_016;S27-05;47.74;-51.65;222653;101;11-nov-00;00:12:00;101.48;7.85992834751455;1;0.03;1;0.02;1;10.2;1;1.22;1;9.72;1;0;8.36;1.05
18HU00001_016;S27-05;47.74;-51.65;222652;151;11-nov-00;00:12:00;152.3;7.07993730407524;1;NaN;9;NaN;9;11.96;1;1.24;1;17.27;1;0;9.65;0.69
18HU00001_017;S27-04;47.68;-51.88;222661;179;11-nov-00;02:02:00;180.31;7.12993506493507;1;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU00001_018;S27-03;47.63;-52.12;222671;5;11-nov-00;03:25:00;5.26;7.98992834751455;1;1.3;1;1.11;1;0.47;1;0.49;1;1.7;1;0;0.96;0.28
18HU00001_018;S27-03;47.63;-52.12;222670;10;11-nov-00;03:25:00;10.22;8.01992834751456;1;1.26;1;1.05;1;0.6;1;0.43;1;1.71;1;0;1.40;0.35
18HU00001_018;S27-03;47.63;-52.12;222669;20;11-nov-00;03:25:00;20.28;8.13992610837439;1;0.81;1;0.65;1;1.2;1;0.49;1;2.37;1;0;2.45;0.51
18HU00001_018;S27-03;47.63;-52.12;222668;30;11-nov-00;03:25:00;30.15;8.15992610837439;1;0.57;1;0.51;1;1.47;1;0.49;1;2.34;1;0;3.00;0.63
18HU00001_018;S27-03;47.63;-52.12;222667;40;11-nov-00;03:25:00;40.37;8.17992610837439;1;0.36;1;0.33;1;1.75;1;0.56;1;2.4;1;0;3.12;0.73
18HU00001_018;S27-03;47.63;-52.12;222666;50;11-nov-00;03:25:00;50.41;8.11992834751456;1;0.16;1;0.12;1;4.51;1;0.85;1;4.59;1;0;5.31;0.98
18HU00001_018;S27-03;47.63;-52.12;222665;74;11-nov-00;03:25:00;74.92;7.78993058665473;1;0.05;1;0.03;1;8.79;1;1.2;1;8.89;1;0;7.32;0.99
18HU00001_018;S27-03;47.63;-52.12;222664;99;11-nov-00;03:25:00;99.86;7.67993058665473;1;0.04;1;0.02;1;9.85;1;1.21;1;9.84;1;0;8.14;1.00
18HU00001_018;S27-03;47.63;-52.12;222663;148;11-nov-00;03:25:00;149.59;7.3499328257949;1;NaN;9;NaN;9;11.41;1;1.24;1;12.85;1;0;9.20;0.89
18HU00001_018;S27-03;47.63;-52.12;222662;159;11-nov-00;03:25:00;160.66;7.13993506493507;1;NaN;9;NaN;9;12.02;1;1.31;1;16.03;1;0;9.18;0.75
18HU00001_019;S27-02;47.58;-52.35;222672;159;11-nov-00;05:15:00;159.79;7.14993506493507;1;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU00001_020;STN27;47.5467;-52.5867;222682;5;11-nov-00;06:39:00;4.89;7.76993058665473;1;0.91;1;0.75;1;0.7;1;0.47;1;2.11;1;0;1.49;0.33
18HU00001_020;STN27;47.5467;-52.5867;222681;10;11-nov-00;06:39:00;9.91;7.79993058665473;1;0.89;1;0.74;1;0.76;1;0.53;1;2.19;1;0;1.43;0.35
18HU00001_020;STN27;47.5467;-52.5867;222680;20;11-nov-00;06:39:00;19.78;7.82993058665473;1;0.6;1;0.55;1;0.78;1;0.52;1;2.23;1;0;1.50;0.35
18HU00001_020;STN27;47.5467;-52.5867;222679;29;11-nov-00;06:39:00;29.73;7.84993058665473;1;0.46;1;0.41;1;0.86;1;0.53;1;2.28;1;0;1.62;0.38
18HU00001_020;STN27;47.5467;-52.5867;222678;40;11-nov-00;06:39:00;40.11;7.92992834751456;1;0.3;1;0.26;1;1.09;1;0.57;1;2.34;1;0;1.91;0.47
18HU00001_020;STN27;47.5467;-52.5867;222677;51;11-nov-00;06:39:00;51.31;8.00992834751456;1;0.21;1;0.19;1;1.34;1;0.63;1;2.53;1;0;2.13;0.53
18HU00001_020;STN27;47.5467;-52.5867;222676;74;11-nov-00;06:39:00;74.47;8.11992834751456;1;0.16;1;0.13;1;2.24;1;0.69;1;3.26;1;0;3.25;0.69
18HU00001_020;STN27;47.5467;-52.5867;222675;99;11-nov-00;06:39:00;100.24;8.05992834751456;1;0.06;1;0.05;1;5.55;1;1.19;1;6.11;1;0;4.66;0.91
18HU00001_020;STN27;47.5467;-52.5867;222674;149;11-nov-00;06:39:00;150.47;7.09993730407523;1;NaN;9;NaN;9;10.71;1;1.48;1;15.17;1;0;7.24;0.71
18HU00001_020;STN27;47.5467;-52.5867;222673;169;11-nov-00;06:39:00;170.14;7.10993730407524;1;NaN;9;NaN;9;10.82;1;1.33;1;16.1;1;0;8.14;0.67
