CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;CTD;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TE90;DOXY;OXYM_01;CHL_03;FLOR;NO2_01;Q_NO2;NOx_01;Q_NOX;PO4_01;Q_PO4;Si_01;Q_Si;QCFF;N_P;N_Si
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(ml/l);(mmol/m**3);(mg/m**3);(mg/m**3);(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));((none));((none));((none))
18TL14021_1394;991;47.95717;-60.18133;414647;2.28;14-aug-14;01:41:00;30.31;19.64;249.8727;NaN;0.515;2.17;0;1;0;1;0.055;1;0.355;1;0;0.00;0.00
18TL14021_1394;991;47.95717;-60.18133;414646;15.77;14-aug-14;01:41:00;31;11.4;337.22766;7.103;1.21;5.414;0;1;0;1;0.17;1;0.26;1;256;0.00;0.00
18TL14021_1394;991;47.95717;-60.18133;414645;35.6;14-aug-14;01:41:00;31.65;1.79;360.45086;NaN;1.19;3.209;0.04;1;1.405;1;0.54;1;1.235;1;0;2.60;1.14
18TL14021_1394;991;47.95717;-60.18133;414644;51.06;14-aug-14;01:41:00;31.98;0.51;341.33638;7.6925;0.36;1.111;0.11;1;3.735;1;0.755;1;2.355;1;256;4.95;1.59
18TL14021_1394;991;47.95717;-60.18133;414643;250.63;14-aug-14;01:41:00;34.69;6.78;158.05174;3.4705;NaN;0.215;NaN;9;NaN;9;NaN;9;NaN;9;256;NaN;NaN
18TL14021_1394;991;47.95717;-60.18133;414642;480.37;14-aug-14;01:41:00;34.88;5.46;155.46146;3.4745;NaN;0.261;0.01;1;22.82;1;1.675;1;35.34;1;256;13.62;0.65
18TL14021_1387;1011;47.67117;-59.87;414653;1.88;14-aug-14;05:51:00;30.81;18.35;260.94838;NaN;0.505;2.161;0.00333;1;0;1;0.09333;1;0.365;1;0;0.00;0.00
18TL14021_1387;1011;47.67117;-59.87;414652;15.37;14-aug-14;05:51:00;31.75;5.46;360.6295;7.9925;0.705;3.598;0.01;1;0;1;0.25;1;0.825;1;256;0.00;0.00
18TL14021_1387;1011;47.67117;-59.87;414651;31.23;14-aug-14;05:51:00;31.93;1.53;368.93626;NaN;1.95;5.771;0.02;1;0.27;1;0.405;1;0.595;2;2048;0.67;0.45
18TL14021_1387;1011;47.67117;-59.87;414650;50.47;14-aug-14;05:51:00;32.12;1.1;346.115;7.687;0.32;0.971;0.11;1;2.565;1;0.675;1;1.64;1;256;3.80;1.56
18TL14021_1387;1011;47.67117;-59.87;414649;250.93;14-aug-14;05:51:00;34.59;6.79;163.9022;3.6385;NaN;0.207;NaN;9;NaN;9;NaN;9;NaN;9;256;NaN;NaN
18TL14021_1387;1011;47.67117;-59.87;414648;519.75;14-aug-14;05:51:00;34.88;5.5;163.76822;3.6555;NaN;0.237;0.01;1;22.45;1;1.625;1;32.81;1;256;13.82;0.68
18TL14021_1388;1041;47.5845;-59.34;414658;2.48;14-aug-14;13:29:00;30.87;18.07;260.63576;NaN;0.98;2.053;0.005;1;0;1;0.06;2;0.53;1;2048;0.00;0.00
18TL14021_1388;1041;47.5845;-59.34;414657;15.57;14-aug-14;13:29:00;30.9;17.63;276.31142;5.9355;1.045;4.642;0.01;1;0;1;0.08;2;0.6;1;2304;0.00;0.00
18TL14021_1388;1041;47.5845;-59.34;414656;18.05;14-aug-14;13:29:00;30.99;16.2;312.3967;NaN;1.015;5.072;0.01;1;0.025;1;0.12;2;0.665;1;2048;0.21;0.04
18TL14021_1388;1041;47.5845;-59.34;414655;50.37;14-aug-14;13:29:00;32.13;1.48;347.09752;7.6935;0.275;0.96;0.11;1;2.65;1;0.63;1;2.08;1;256;4.21;1.27
18TL14021_1388;1041;47.5845;-59.34;414654;243.3;14-aug-14;13:29:00;34.71;6.76;165.06336;3.663;NaN;0.219;0.03;1;21.36;1;1.435;1;20.395;1;256;14.89;1.05
18TL14021_1389;1061;47.434;-59.56267;414664;1.78;14-aug-14;18:52:00;30.43;19.99;254.24938;NaN;0.815;3.444;0.005;1;0;1;0.03;2;0.325;1;2048;0.00;0.00
18TL14021_1389;1061;47.434;-59.56267;414663;14.78;14-aug-14;18:52:00;31.14;10.93;339.50532;7.344;1.02;5.05;0;1;0;1;0.14;1;0.4;1;256;0.00;0.00
18TL14021_1389;1061;47.434;-59.56267;414662;21.22;14-aug-14;18:52:00;31.41;6.8;375.05468;NaN;0.945;5.53;0;1;0;1;0.205;1;0.465;1;0;0.00;0.00
18TL14021_1389;1061;47.434;-59.56267;414661;49.48;14-aug-14;18:52:00;32.13;1.09;347.49946;7.751;0.12;0.565;0.155;1;2.42;1;0.615;1;1.7;1;256;3.93;1.42
18TL14021_1389;1061;47.434;-59.56267;414660;249.65;14-aug-14;18:52:00;34.72;6.74;160.776;3.558;NaN;0.229;NaN;9;NaN;9;NaN;9;NaN;9;256;NaN;NaN
18TL14021_1389;1061;47.434;-59.56267;414659;462.88;14-aug-14;18:52:00;34.89;5.48;166.22452;3.703;NaN;0.255;0.01;1;22.26;1;1.615;1;33.2;2;2304;13.78;0.67
18TL14021_1390;1071;47.2765;-59.7805;414670;1.88;14-aug-14;21:37:00;30.25;18.74;259.028;NaN;0.48;2.178;0;1;0;1;0.065;2;0.41;1;2048;0.00;0.00
18TL14021_1390;1071;47.2765;-59.7805;414669;15.27;14-aug-14;21:37:00;31.14;9.32;351.83148;7.248;0.71;3.974;0;1;0;1;0.16;1;0.305;1;256;0.00;0.00
18TL14021_1390;1071;47.2765;-59.7805;414668;34.41;14-aug-14;21:37:00;31.93;1.81;362.81784;NaN;2.955;9.295;0.01;1;0;1;0.36;1;0.23;2;2048;0.00;0.00
18TL14021_1390;1071;47.2765;-59.7805;414667;51.16;14-aug-14;21:37:00;32.06;1.04;347.6781;7.69;0.28;0.943;0.105;1;3.08;1;0.68;1;1.92;1;256;4.53;1.60
18TL14021_1390;1071;47.2765;-59.7805;414666;251.93;14-aug-14;21:37:00;34.63;6.44;152.0673;3.321;NaN;0.213;NaN;9;NaN;9;NaN;9;NaN;9;256;NaN;NaN
18TL14021_1390;1071;47.2765;-59.7805;414665;458.63;14-aug-14;21:37:00;34.88;5.49;157.11388;3.4795;NaN;0.232;0.01;1;22.66;1;1.665;1;35.025;2;2304;13.61;0.65
18TL14021_1391;1081;47.097;-59.998;414676;1.98;15-aug-14;00:05:00;29.26;19.44;249.69406;NaN;0.595;2.544;0;1;0;1;0.05;1;0.695;1;0;0.00;0.00
