CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;terrain;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PRES;PSAL_BS;Q_PSAL;OXYM_01;Q_OXYM;TEMP_XX;Q_TEMP_RT;CHL_03;Q_CHL;NOx_01;Q_NOX;PO4_01;Q_PO4;Si_01;Q_Si;QCFF;N_P;N_Si
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(dbar);(PSU);((none));(mmol/m**3);((none));(celsius);((none));(mg/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));((none));((none));((none))
18TL05601_002;STN27;47.5467;-52.5867;259576;5;30-apr-05;18:59:00;5.24;32.17;1;8.30944917151814;1;0.65;1;0.84;1;2.17;1;0.39;1;1.11;1;0;5.56;1.95
18TL05601_002;STN27;47.5467;-52.5867;259575;9;30-apr-05;18:59:00;9.39;32.27;1;8.34975369458128;1;0.54;1;0.82;1;1.2;1;0.5;1;1.93;1;0;2.40;0.62
18TL05601_002;STN27;47.5467;-52.5867;259574;20;30-apr-05;18:59:00;19.95;32.32;1;8.5602328705777;1;-0.05;1;0.95;1;0.94;1;0.33;1;1.57;1;0;2.85;0.60
18TL05601_002;STN27;47.5467;-52.5867;259573;30;30-apr-05;18:59:00;30.51;32.39;1;8.30944917151814;1;-0.64;1;1.47;1;0.47;1;0.31;1;1.08;1;0;1.52;0.44
18TL05601_002;STN27;47.5467;-52.5867;259572;39;30-apr-05;18:59:00;39.47;32.43;1;8.13927451858486;1;-0.77;1;2.23;1;0.78;1;0.34;1;1.1;1;0;2.29;0.71
18TL05601_002;STN27;47.5467;-52.5867;259571;49;30-apr-05;18:59:00;49.79;32.46;1;8.04970891177788;1;-0.88;1;1.8;1;1.34;1;0.54;1;1.56;1;0;2.48;0.86
18TL05601_002;STN27;47.5467;-52.5867;259570;74;30-apr-05;18:59:00;74.93;32.61;1;7.81907747424989;1;-1.15;1;2.13;1;3.56;1;0.7;1;2;1;0;5.09;1.78
18TL05601_002;STN27;47.5467;-52.5867;259569;99;30-apr-05;18:59:00;99.96;32.68;1;7.59964173757277;1;-1.25;1;2.45;1;4.47;1;0.78;1;2.2;1;0;5.73;2.03
18TL05601_002;STN27;47.5467;-52.5867;259568;148;30-apr-05;18:59:00;149.19;32.88;1;7.1204657411554;1;-0.85;1;1.43;1;7.36;1;1.16;1;7.26;1;0;6.34;1.01
18TL05601_002;STN27;47.5467;-52.5867;259567;170;30-apr-05;18:59:00;171.78;33.03;1;6.22928795342588;1;-0.35;1;NaN;9;9.61;1;1.46;1;12.22;1;0;6.58;0.79
18TL05601_113;SEGB-01;46.5833;-52.9333;259582;5;01-may-05;02:05:00;5.31;32.08;1;8.30049261083744;1;0.77;1;0.46;1;0.39;1;0.25;1;1.01;1;0;1.56;0.39
18TL05601_113;SEGB-01;46.5833;-52.9333;259581;10;01-may-05;02:05:00;10.01;32.08;1;8.30944917151814;1;0.75;1;0.43;1;1.47;1;0.31;1;1.7;1;0;4.74;0.86
18TL05601_113;SEGB-01;46.5833;-52.9333;259580;20;01-may-05;02:05:00;20.25;32.11;1;8.30944917151814;1;0.44;1;1.44;1;0.35;1;0.26;1;0.94;1;0;1.35;0.37
18TL05601_113;SEGB-01;46.5833;-52.9333;259579;30;01-may-05;02:05:00;29.81;32.15;1;8.32960143304971;1;0.44;1;1.37;1;0.41;1;0.27;1;1.02;1;0;1.52;0.40
18TL05601_113;SEGB-01;46.5833;-52.9333;259578;40;01-may-05;02:05:00;40.44;32.21;1;8.11016569637259;1;-0.05;1;2.1;1;1.12;1;0.42;1;1.41;1;0;2.67;0.79
18TL05601_113;SEGB-01;46.5833;-52.9333;259577;50;01-may-05;02:05:00;50.01;32.22;1;8.07881773399015;1;-0.08;1;1.94;1;1.06;1;0.39;1;1.29;1;0;2.72;0.82
18TL05601_225;SEGB-02;46.5;-52.85;259583;173;01-may-05;03:38:00;173.9;32.91;1;7.03090013434841;1;-0.66;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18TL05601_264;SEGB-03;46.35;-52.7333;259593;5;01-may-05;04:59:00;4.96;32.37;1;8.09001343484102;1;1.7;1;0.25;1;0.4;1;0.31;1;0.97;1;0;1.29;0.41
18TL05601_264;SEGB-03;46.35;-52.7333;259592;10;01-may-05;04:59:00;10.15;32.41;1;8.02060008956561;1;1.74;1;0.28;1;0.35;1;0.25;1;0.97;1;0;1.40;0.36
18TL05601_264;SEGB-03;46.35;-52.7333;259591;20;01-may-05;04:59:00;20.16;32.42;1;8.04075235109718;1;1.54;1;0.38;1;0.62;1;0.33;1;1.3;1;0;1.88;0.48
18TL05601_264;SEGB-03;46.35;-52.7333;259590;30;01-may-05;04:59:00;30.1;32.42;1;8.06090461262875;1;1.49;1;0.47;1;0.58;1;0.3;1;1.19;1;0;1.93;0.49
18TL05601_264;SEGB-03;46.35;-52.7333;259589;40;01-may-05;04:59:00;39.97;32.52;1;8.13927451858486;1;0.59;1;1.17;1;1.2;1;0.41;1;1.71;1;0;2.93;0.70
18TL05601_264;SEGB-03;46.35;-52.7333;259588;50;01-may-05;04:59:00;50.35;32.62;1;7.7205553067622;1;-0.34;1;1.75;1;3.93;1;0.77;1;2.3;1;0;5.10;1.71
18TL05601_264;SEGB-03;46.35;-52.7333;259587;74;01-may-05;04:59:00;74.72;32.72;1;7.5705329153605;1;-0.18;1;1.77;1;5.41;1;0.87;1;3.86;1;0;6.22;1.40
18TL05601_264;SEGB-03;46.35;-52.7333;259586;99;01-may-05;04:59:00;99.66;32.86;1;7.1204657411554;1;0.05;1;1.2;1;7.13;1;0.91;1;5.88;1;0;7.84;1.21
18TL05601_264;SEGB-03;46.35;-52.7333;259585;149;01-may-05;04:59:00;150.39;33.12;1;6.39946260635916;1;0.14;1;NaN;9;9.75;1;1.1;2;12.24;2;2048;8.86;0.80
18TL05601_264;SEGB-03;46.35;-52.7333;259584;167;01-may-05;04:59:00;168.1;33.12;1;6.33004926108374;1;0.14;1;NaN;9;10.96;1;1.22;2;13.61;2;2048;8.98;0.81
18TL05601_284;SEGB-04;46.2083;-52.6083;259594;124;01-may-05;07:05:00;124.58;33.05;1;6.48902821316614;1;-0.01;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18TL05601_304;SEGB-05;46.07;-52.5;259602;4;01-may-05;08:24:00;4.51;32.53;1;7.93999104343932;1;2.7;1;1.08;1;0.48;1;0.37;1;1.63;1;0;1.30;0.29
18TL05601_304;SEGB-05;46.07;-52.5;259601;10;01-may-05;08:24:00;9.97;32.54;1;7.98029556650246;1;2.53;1;1.39;1;0.52;1;0.39;1;1.33;1;0;1.33;0.39
18TL05601_304;SEGB-05;46.07;-52.5;259600;19;01-may-05;08:24:00;19.45;32.54;1;8.00044782803404;1;2.4;1;1.37;1;0.19;1;0.29;1;1.03;1;0;0.66;0.18
18TL05601_304;SEGB-05;46.07;-52.5;259599;29;01-may-05;08:24:00;29.39;32.54;1;7.93103448275862;1;2.34;1;1.64;1;0.19;1;0.32;1;1.18;1;0;0.59;0.16
18TL05601_304;SEGB-05;46.07;-52.5;259598;39;01-may-05;08:24:00;39.78;32.54;1;7.91983878190775;1;2.24;1;1.92;1;0.17;1;0.35;1;1.38;1;0;0.49;0.12
