CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;CTD;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TE90;DOXY;PHPH;OXYM_01;CHL_01;FLOR;NO2_01;Q_NO2;NOx_01;Q_NOX;PO4_01;Q_PO4;Si_01;Q_Si;QCFF;N_P;N_Si
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(ml/l);((none));(mmol/m**3);(mg/m**3);(mg/m**3);(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));((none));((none));((none))
18VA18668_1719;11;47.78533;-64.03337;348153;1.29;06-aug-18;18:21:00;27.27;21.42;252.06104;8.109;NaN;0.43;0.359;0.015;1;0.025;1;0.005;1;0.865;1;0;5.00;0.03
18VA18668_1719;11;47.78533;-64.03337;348152;4.96;06-aug-18;18:21:00;27.16;19.91;256.83966;8.125;5.8155;0.68;0.729;0.02;1;0.03;1;0.01;1;0.99;1;256;3.00;0.03
18VA18668_1719;11;47.78533;-64.03337;348151;14.87;06-aug-18;18:21:00;28.57;10.33;300.96374;8.094;NaN;0.735;1.873;0.02;1;0.04;1;0.17;1;1.1;1;0;0.24;0.04
18VA18668_1719;11;47.78533;-64.03337;348150;24.79;06-aug-18;18:21:00;29.84;4.88;313.2899;7.995;NaN;0.225;0.38;0.25;1;2.685;1;0.6;1;3.765;1;0;4.48;0.71
18VA18668_1719;11;47.78533;-64.03337;348149;49.58;06-aug-18;18:21:00;31.21;-0.6;284.9308;7.674;6.2505;0.04;0.132;0.22;1;6.87;1;1.375;1;16.465;1;256;5.00;0.42
18VA18668_1719;11;47.78533;-64.03337;348148;80.8;06-aug-18;18:21:00;32.08;0.6;246.38922;7.583;5.4925;0.105;0.145;0.21;1;11.715;1;1.495;1;21.27;1;256;7.84;0.55
