CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;CTD;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TE90;DOXY;CHL_01;OXYM_01;FLOR;NO2_01;Q_NO2;NOx_01;Q_NOX;PO4_01;Q_PO4;Si_01;Q_Si;QCFF;N_P;N_Si
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(ml/l);(mg/m**3);(mmol/m**3);(mg/m**3);(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));((none));((none));((none))
18TL14133_2103;21;47.979;-65.85783;375753;5.06;05-sep-14;02:05:00;26.24;19.07;261.35032;1.155;5.803;0.522;0;1;0.205;1;0.17;1;1.955;1;256;1.21;0.10
18TL14133_2103;21;47.979;-65.85783;375752;24.69;05-sep-14;02:05:00;28.95;9.53;252.06104;0.54;NaN;0.261;0.455;1;3.4;1;1.04;1;15.8;1;0;3.27;0.22
18TL14133_2103;21;47.979;-65.85783;375751;32.92;05-sep-14;02:05:00;29.51;5.77;231.20482;0.58;5.1635;0.276;0.515;1;4.24;1;1.135;1;19.33;1;256;3.74;0.22
18TL14133_2104;311;47.9195;-62.04867;375860;4.07;08-sep-14;22:14:00;29.72;15.58;269.56776;0.78;6.092;0.375;0.03;1;0;1;0.215;1;0.585;1;256;0.00;0.00
18TL14133_2104;311;47.9195;-62.04867;375859;25.58;08-sep-14;22:14:00;31.68;0.65;344.90918;1.92;7.387;0.412;0.24;1;6.885;1;1.135;1;9.41;1;256;6.07;0.73
18TL14133_2104;311;47.9195;-62.04867;375858;55.03;08-sep-14;22:14:00;32.25;0.05;305.6977;0.065;6.6875;0.088;0.205;1;9.855;1;1.245;1;13.02;1;256;7.92;0.76
18TL14133_2105;321;47.9595;-61.95267;375863;4.76;09-sep-14;00:18:00;29.72;15.71;266.03962;0.735;6.057;0.413;0.03;1;0;1;0.18;1;0.685;1;256;0.00;0.00
18TL14133_2105;321;47.9595;-61.95267;375862;25.19;09-sep-14;00:18:00;31.68;0.33;354.55574;3.345;7.728;0.402;0.3;1;6.34;1;1.045;1;6.945;1;256;6.07;0.91
18TL14133_2105;321;47.9595;-61.95267;375861;58.2;09-sep-14;00:18:00;32.29;0.17;305.74236;0.06;6.6855;0.089;0.19;1;9.845;1;1.225;1;12.59;1;256;8.04;0.78
18TL14133_2106;341;47.9785;-61.36133;375869;4.86;09-sep-14;05:51:00;29.81;15.54;266.3969;0.825;6.03;0.39;0.09;1;0.85;1;0.55;1;1.22;1;256;1.55;0.70
18TL14133_2106;341;47.9785;-61.36133;375868;24.89;09-sep-14;05:51:00;31.14;5.18;354.06448;1.565;7.57;0.688;0.14;1;3.905;1;0.92;1;6.295;1;256;4.24;0.62
18TL14133_2106;341;47.9785;-61.36133;375867;60.58;09-sep-14;05:51:00;32.25;0.3;296.22978;0.07;6.4625;0.101;0.2;1;9.675;1;1.28;1;13.17;1;256;7.56;0.73
18TL14133_2107;381;47.92833;-60.89533;375887;5.16;09-sep-14;18:30:00;30.15;16.13;264.20856;0.425;NaN;0.167;0;1;0;1;0.135;1;0.27;1;0;0.00;0.00
18TL14133_2107;381;47.92833;-60.89533;375886;24.89;09-sep-14;18:30:00;31.61;2;369.69548;0.38;NaN;0.278;0.09;1;2.255;1;0.69;1;1.5;1;0;3.27;1.50
