CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;terrain;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PRES;PSAL_BS;Q_PSAL;OXYM_01;Q_OXYM;TEMP_XX;Q_TEMP_RT;CHL_03;Q_CHL;NOx_01;Q_NOX;PO4_01;Q_PO4;Si_01;Q_Si;QCFF;N_P;N_Si
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(dbar);(PSU);((none));(mmol/m**3);((none));(celsius);((none));(mg/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));((none));((none));((none))
181C05624_002;STN27;47.5467;-52.5867;259908;5;17-jul-05;00:37:00;4.89;31.71;1;6.88087774294671;1;11.44;1;0.34;1;0.27;1;0.17;1;1.03;1;0;1.59;0.26
181C05624_002;STN27;47.5467;-52.5867;259907;10;17-jul-05;00:37:00;10.25;31.71;1;6.91894312583968;1;11.16;1;0.35;1;0.27;1;0.18;1;1.03;1;0;1.50;0.26
181C05624_002;STN27;47.5467;-52.5867;259906;20;17-jul-05;00:37:00;19.89;31.98;1;7.7205553067622;1;6.19;1;1.08;1;0.27;1;0.22;1;1.03;1;0;1.23;0.26
181C05624_002;STN27;47.5467;-52.5867;259905;30;17-jul-05;00:37:00;29.94;32.28;1;8.410210479176;1;2.09;1;0.56;1;0.95;1;0.36;1;1.62;1;0;2.64;0.59
181C05624_002;STN27;47.5467;-52.5867;259904;40;17-jul-05;00:37:00;39.85;32.45;1;8.26914464845499;1;-0.69;1;0.22;1;3.17;1;0.58;1;1.96;1;0;5.47;1.62
181C05624_002;STN27;47.5467;-52.5867;259903;50;17-jul-05;00:37:00;50.66;32.54;1;8.64979847738469;1;-0.87;1;0.14;1;2.36;1;0.55;1;1.8;1;0;4.29;1.31
181C05624_002;STN27;47.5467;-52.5867;259902;75;17-jul-05;00:37:00;75.17;32.64;1;7.81012091356919;1;-1.18;1;0;1;6.14;1;0.83;1;4.87;1;0;7.40;1.26
181C05624_002;STN27;47.5467;-52.5867;259901;100;17-jul-05;00:37:00;100.38;32.74;1;7.81012091356919;1;-1.27;1;0;1;7.2;1;0.94;1;6.68;1;0;7.66;1.08
181C05624_002;STN27;47.5467;-52.5867;259900;150;17-jul-05;00:37:00;150.95;32.94;1;7.31974921630094;1;-0.89;1;0.03;1;8.62;1;1.13;1;11.37;1;0;7.63;0.76
181C05624_002;STN27;47.5467;-52.5867;259899;170;17-jul-05;00:37:00;171.52;33.01;1;7.12942230183609;1;-0.78;1;NaN;9;8.4;1;1.1;1;12.02;1;0;7.64;0.70
181C05624_113;FC-01;47;-52.8317;259916;4;17-jul-05;07:00:00;4.38;31.35;1;4.89923869234214;1;8;1;0.53;1;0.37;1;0.19;1;1.17;1;0;1.95;0.32
181C05624_113;FC-01;47;-52.8317;259915;10;17-jul-05;07:00:00;10.25;31.92;1;6.00089565606807;1;5.9;1;0.52;1;0.21;1;0.2;1;1.3;1;0;1.05;0.16
181C05624_113;FC-01;47;-52.8317;259914;20;17-jul-05;07:00:00;20.54;32.17;1;8.09896999552172;1;3.12;1;0.54;1;0.23;1;0.2;1;1.28;1;0;1.15;0.18
181C05624_113;FC-01;47;-52.8317;259913;30;17-jul-05;07:00:00;30.66;32.38;1;8.36094939543215;1;0.16;1;0.46;1;1.99;1;0.34;1;1.93;1;0;5.85;1.03
181C05624_113;FC-01;47;-52.8317;259912;39;17-jul-05;07:00:00;39.73;32.48;1;8.32064487236901;1;-0.75;1;0.33;1;2.99;1;0.39;1;2.38;1;0;7.67;1.26
181C05624_113;FC-01;47;-52.8317;259911;50;17-jul-05;07:00:00;50.42;32.56;1;8.30049261083744;1;-0.87;1;0.15;1;3.27;1;0.43;1;2.51;1;0;7.60;1.30
181C05624_113;FC-01;47;-52.8317;259910;75;17-jul-05;07:00:00;75.27;32.67;1;8.06090461262875;1;-1.3;1;0.04;1;4.82;1;0.56;1;3.53;1;0;8.61;1.37
181C05624_113;FC-01;47;-52.8317;259909;99;17-jul-05;07:00:00;99.32;32.74;1;7.89072995969548;1;-1.35;1;0.01;1;6.03;1;0.57;1;4.94;1;0;10.58;1.22
181C05624_225;FC-02;47;-52.705;259917;182;17-jul-05;09:23:00;183.06;33.22;1;6.4308105687416;1;-0.33;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
181C05624_264;FC-03;47;-52.58;259926;5;17-jul-05;10:58:00;4.59;31.77;1;6.86072548141514;1;11.37;1;0.3;1;NaN;9;NaN;9;NaN;9;0;NaN;NaN
181C05624_264;FC-03;47;-52.58;259925;10;17-jul-05;10:58:00;10.05;32.07;1;7.2794446932378;1;8.12;1;0.36;1;0.53;1;0.2;1;1.53;1;0;2.65;0.35
181C05624_264;FC-03;47;-52.58;259924;20;17-jul-05;10:58:00;20.2;32.1;1;7.78101209135692;1;4.58;1;0.55;1;0.21;1;0.19;1;1.22;1;0;1.11;0.17
181C05624_264;FC-03;47;-52.58;259923;30;17-jul-05;10:58:00;29.85;32.48;1;8.81997313031796;1;0.68;1;0.8;1;0.33;1;0.23;1;1.12;1;0;1.43;0.29
181C05624_264;FC-03;47;-52.58;259922;40;17-jul-05;10:58:00;40.59;32.64;1;8.54008060904613;1;-0.55;1;1.78;1;1.24;1;0.39;1;1.45;1;0;3.18;0.86
181C05624_264;FC-03;47;-52.58;259921;50;17-jul-05;10:58:00;50;32.67;1;8.04075235109718;1;-1.19;1;0.98;1;4.99;1;0.65;1;2.04;1;0;7.68;2.45
181C05624_264;FC-03;47;-52.58;259920;74;17-jul-05;10:58:00;74.76;32.77;1;7.89072995969548;1;-1.22;1;0.03;1;5.75;1;0.66;1;2.9;1;0;8.71;1.98
181C05624_264;FC-03;47;-52.58;259919;100;17-jul-05;10:58:00;100.56;32.9;1;7.68025078369906;1;-1.2;1;0;1;6.76;1;0.57;1;4.8;1;0;11.86;1.41
181C05624_264;FC-03;47;-52.58;259918;152;17-jul-05;10:58:00;152.88;33.13;1;5.96954769368563;1;-0.1;1;0.04;1;9.21;1;0.95;1;15.71;1;0;9.69;0.59
181C05624_284;FC-04;47;-52.3217;259935;5;17-jul-05;13:21:00;4.88;32.01;1;6.71965965069413;1;11.81;1;0.12;1;0.28;1;0.19;1;1.04;1;0;1.47;0.27
181C05624_284;FC-04;47;-52.3217;259934;10;17-jul-05;13:21:00;10.05;32.09;1;7.05105239587998;1;9.7;1;0.2;1;1.3;1;0.29;1;1.71;1;0;4.48;0.76
181C05624_284;FC-04;47;-52.3217;259933;20;17-jul-05;13:21:00;20.09;32.18;1;7.38020600089566;1;7.56;1;0.34;1;0.59;1;0.22;1;1.2;1;0;2.68;0.49
181C05624_284;FC-04;47;-52.3217;259932;30;17-jul-05;13:21:00;30;32.34;1;8.11016569637259;1;4.06;1;0.44;1;0.53;1;0.23;1;1.79;1;0;2.30;0.30
181C05624_284;FC-04;47;-52.3217;259931;40;17-jul-05;13:21:00;40.71;32.59;1;9.0192566054635;3;0.31;1;1.52;1;0.72;1;0.26;1;2.11;1;16;2.77;0.34
181C05624_284;FC-04;47;-52.3217;259930;50;17-jul-05;13:21:00;50.21;32.63;1;8.26914464845499;1;-1.15;1;1.91;1;4.39;1;0.49;1;1.22;1;0;8.96;3.60
