CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PRES;PSAL;TEMP_XX;DOXY;PHPH;CHL_01;Q_CHL;PSAL_BS;Q_PSAL;OXY_02;Q_OXY;NO2_01;Q_NO2;NOx_01;Q_NOX;PO4_01;Q_PO4;Si_01;Q_Si;QCFF;N_P;N_Si
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(dbar);(psu);(celsius);(ml/l);((none));(mg/m**3);((none));(PSU);((none));(ml/l);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));((none));((none));((none))
18NE17002_002;1;43.54298;-64.23948;436840;6.35;04-mar-17;09:37:00;6.359;31.216;1.2917;7.2856;7.798;0.36521;1;NaN;9;7.966;1;0.135;1;5.285;1;0.8045;1;6.96;1;0;6.57;0.76
18NE17002_002;1;43.543;-64.23976;436839;26.53;04-mar-17;09:37:00;26.531;31.2156;1.3021;7.268;7.794;0.34132;1;NaN;9;NaN;9;0.09;1;5.155;1;0.7495;1;6.755;1;0;6.88;0.76
18NE17002_002;1;43.543;-64.24006;436838;50.74;04-mar-17;09:36:00;50.742;31.2487;1.3357;7.2295;7.8;0.32767;1;NaN;9;NaN;9;0.1;1;5.26;1;0.7615;1;6.79;1;0;6.91;0.77
18NE17002_002;1;43.54297;-64.24113;436837;197.96;04-mar-17;09:32:00;197.96;35.0939;10.8193;2.3081;7.715;0.01477;1;35.081;1;2.757;1;0.005;1;19.71;1;1.5115;1;18.115;1;0;13.04;1.09
18NE17002_225;3;43.26164;-65.0247;436844;4.03;04-mar-17;19:51:00;4.036;31.3847;1.5927;7.2209;7.849;0.40276;1;NaN;9;7.8495;1;0.095;1;5.145;1;0.738;1;6.61;1;0;6.97;0.78
18NE17002_225;3;43.26172;-65.02491;436843;24.59;04-mar-17;19:51:00;24.598;31.3863;1.6096;7.2078;7.846;0.40276;1;NaN;9;NaN;9;0.09;1;4.545;1;0.738;1;6.63;1;0;6.16;0.69
18NE17002_225;3;43.26184;-65.02514;436842;49.45;04-mar-17;19:50:00;49.454;31.4924;1.7698;7.0344;7.851;0.31401;1;NaN;9;NaN;9;0.095;1;5.17;1;0.7615;1;6.635;1;0;6.79;0.78
18NE17002_225;3;43.26222;-65.02587;436841;162.14;04-mar-17;19:48:00;162.147;32.9906;5.9565;4.8569;7.793;0.06567;1;32.983;1;5.4495;1;0.035;1;9.685;1;1.034;1;10.475;1;0;9.37;0.92
18NE17002_264;5;42.10366;-68.97774;436848;4.93;06-mar-17;14:42:00;4.938;32.8029;5.5215;6.4116;7.766;0.77188;1;NaN;9;6.948;1;0.125;1;7.57;1;0.793;1;6.42;1;0;9.55;1.18
18NE17002_264;5;42.10394;-68.97786;436847;24.47;06-mar-17;14:41:00;24.472;32.8028;5.516;6.3893;7.765;0.77188;1;NaN;9;NaN;9;0.115;1;7.12;1;0.785;1;6.44;1;0;9.07;1.11
18NE17002_264;5;42.10416;-68.97798;436846;50.16;06-mar-17;14:41:00;50.168;32.8842;5.7393;6.3466;7.763;0.75581;1;NaN;9;NaN;9;0.125;1;8.045;1;0.8;1;6.58;1;0;10.06;1.22
18NE17002_264;5;42.10532;-68.97854;436845;133.62;06-mar-17;14:37:00;133.627;33.3206;7.0513;5.9505;7.736;0.35497;1;33.311;1;6.6805;1;0.07;1;9.465;1;0.894;1;7.72;1;0;10.59;1.23
18NE17002_284;9;41.1993;-69.1962;436850;5.46;07-mar-17;03:34:00;5.465;33.2;6.373;5.0608;8.016;1.30256;1;NaN;9;6.9575;7;0.13;1;8.69;1;0.8595;1;6.935;1;256;10.11;1.25
18NE17002_284;9;41.1993;-69.1962;436849;82.7;07-mar-17;03:39:00;82.703;33.1985;6.3844;6.398;7.763;1.31864;1;33.191;1;6.972;1;0.125;1;8.44;1;0.8695;1;6.925;1;0;9.71;1.22
18NE17002_304;10;40.8493;-69.2269;436852;5.6;07-mar-17;06:22:00;5.606;33.2179;6.2672;6.224;8.03;1.25431;1;NaN;9;6.97;1;0.145;1;8.555;1;0.8375;1;6.395;1;0;10.21;1.34
18NE17002_304;10;40.8493;-69.2269;436851;59.49;07-mar-17;06:31:00;59.497;33.2157;6.2505;6.4784;7.756;1.36688;1;33.207;1;6.996;1;0.125;1;8.52;1;0.8605;1;5.985;1;0;9.90;1.42
18NE17002_315;11;40.7771;-69.8322;436854;5.56;07-mar-17;10:58:00;5.566;32.9132;5.1723;6.4008;8.047;4.74441;1;NaN;9;7.448;7;0.11;1;2.26;1;0.518;1;0.14;1;256;4.36;16.14
18NE17002_315;11;40.7771;-69.8322;436853;34.85;07-mar-17;11:05:00;34.85;32.9165;5.1834;6.9676;7.805;5.02556;1;32.909;1;7.5155;1;0.085;1;2.36;1;0.529;1;0.15;1;0;4.46;15.73
18NE17002_326;12;40.5091;-69.751;436856;4.67;07-mar-17;13:32:00;4.678;33.1337;5.9286;6.2274;7.834;1.19489;1;NaN;9;7.309;7;0.115;1;4.805;1;0.643;1;0.405;1;256;7.47;11.86
18NE17002_326;12;40.5091;-69.751;436855;66.16;07-mar-17;13:29:00;66.169;33.1325;5.9409;6.7598;7.836;1.47604;1;33.123;1;7.313;1;0.105;1;4.52;1;0.641;1;0.47;1;0;7.05;9.62
18NE17002_339;HL_02;44.2728;-63.3265;436866;1.87;08-mar-17;22:57:00;1.871;31.0904;0.6829;7.6636;8.184;0.41641;1;31.094;1;8.2;1;0.14;1;4.83;1;0.763;1;7.17;1;0;6.33;0.67
18NE17002_339;HL_02;44.2728;-63.3265;436865;5.6;08-mar-17;22:57:00;5.604;31.0911;0.3127;7.6646;8.109;0.32084;1;NaN;9;NaN;9;0.19;1;5.015;1;0.8505;1;7;1;0;5.90;0.72
18NE17002_339;HL_02;44.2728;-63.3265;436864;10.29;08-mar-17;22:57:00;10.293;31.0924;0.3078;7.6642;8.089;0.32084;1;NaN;9;NaN;9;0.15;1;5.005;1;0.9125;1;6.99;1;0;5.48;0.72
18NE17002_339;HL_02;44.2728;-63.3265;436863;20.8;08-mar-17;23:04:00;20.802;31.0913;0.3118;7.6492;7.903;0.33449;1;NaN;9;NaN;9;0.135;1;4.945;1;0.773;1;6.965;1;0;6.40;0.71
18NE17002_339;HL_02;44.2728;-63.3265;436862;31.43;08-mar-17;23:05:00;31.435;31.0924;0.3125;7.6514;7.899;0.3618;1;NaN;9;NaN;9;0.115;1;4.9;1;0.7315;1;6.915;1;0;6.70;0.71
18NE17002_339;HL_02;44.2728;-63.3265;436861;40.41;08-mar-17;23:05:00;40.416;31.1129;0.3221;7.2272;7.895;0.36521;1;31.094;1;8.3;7;0.185;1;4.89;1;0.8095;1;7.005;1;256;6.04;0.70
18NE17002_339;HL_02;44.2728;-63.3265;436860;50.76;08-mar-17;23:05:00;50.764;31.5568;1.1984;7.2272;7.876;0.21161;1;NaN;9;NaN;9;0.115;1;4.77;1;0.7525;1;6.935;1;0;6.34;0.69
18NE17002_339;HL_02;44.2728;-63.3265;436859;76.7;08-mar-17;23:06:00;76.7;31.9543;2.1541;6.7945;7.854;0.19455;1;NaN;9;NaN;9;0.09;1;5.95;1;0.842;1;7.095;1;0;7.07;0.84
18NE17002_339;HL_02;44.2728;-63.3265;436858;101.19;08-mar-17;23:06:00;101.19;32.0077;2.308;6.7357;7.847;0.13311;1;NaN;9;NaN;9;0.12;1;5.965;1;0.834;1;7.19;1;0;7.15;0.83
18NE17002_339;HL_02;44.2728;-63.3265;436857;159.22;08-mar-17;23:11:00;159.227;32.2498;3.1881;6.4567;7.801;0.15018;1;32.239;1;7.2;1;0.125;1;6.145;1;0.8245;1;7.325;1;0;7.45;0.84
