CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;calc;calc
18BA68003_1743;441;47.5333;-63.7333;288;65;05-may-68;11:24:00;6.66;1;0;NaN;NaN
18BA68003_1744;451;47.7333;-64.0008;289;1;05-may-68;15:54:00;8.49;1;0;NaN;NaN
18BA68003_1744;451;47.7333;-64.0008;290;10;05-may-68;15:54:00;8.64;1;0;NaN;NaN
18BA68003_1744;451;47.7333;-64.0008;291;20;05-may-68;15:54:00;7.65;1;0;NaN;NaN
18BA68003_1744;451;47.7333;-64.0008;292;30;05-may-68;15:54:00;7.62;1;0;NaN;NaN
18BA68003_1744;451;47.7333;-64.0008;293;50;05-may-68;15:54:00;7.38;1;0;NaN;NaN
18BA68003_1744;451;47.7333;-64.0008;294;75;05-may-68;15:54:00;6.72;1;0;NaN;NaN
18BA68003_1745;471;47.965;-62.42;301;1;06-may-68;18:48:00;8.86;1;0;NaN;NaN
18BA68003_1745;471;47.965;-62.42;302;10;06-may-68;18:48:00;8.79;1;0;NaN;NaN
18BA68003_1745;471;47.965;-62.42;303;20;06-may-68;18:48:00;7.74;1;0;NaN;NaN
18BA68003_1745;471;47.965;-62.42;304;30;06-may-68;18:48:00;8.09;1;0;NaN;NaN
18BA68003_1745;471;47.965;-62.42;305;50;06-may-68;18:48:00;7.75;1;0;NaN;NaN
18BA68003_1745;471;47.965;-62.42;306;60;06-may-68;18:48:00;6.96;1;0;NaN;NaN
18BA68003_1746;481;47.1083;-62.5;307;1;07-may-68;02:48:00;8.52;1;0;NaN;NaN
18BA68003_1746;481;47.1083;-62.5;308;10;07-may-68;02:48:00;8.64;1;0;NaN;NaN
18BA68003_1746;481;47.1083;-62.5;309;20;07-may-68;02:48:00;8.32;1;0;NaN;NaN
18BA68003_1746;481;47.1083;-62.5;310;30;07-may-68;02:48:00;8.01;1;0;NaN;NaN
18BA68003_1746;481;47.1083;-62.5;311;49;07-may-68;02:48:00;7.49;1;0;NaN;NaN
18BA68003_1746;481;47.1083;-62.5;312;59;07-may-68;02:48:00;6.64;1;0;NaN;NaN
18BA68003_1750;511;47.555;-59.4083;326;1;07-may-68;22:00:00;7.87;1;0;NaN;NaN
18BA68003_1750;511;47.555;-59.4083;327;10;07-may-68;22:00:00;7.93;1;0;NaN;NaN
18BA68003_1750;511;47.555;-59.4083;328;20;07-may-68;22:00:00;7.67;1;0;NaN;NaN
18BA68003_1750;511;47.555;-59.4083;329;29;07-may-68;22:00:00;7.66;1;0;NaN;NaN
18BA68003_1750;511;47.555;-59.4083;330;49;07-may-68;22:00:00;7.8;1;0;NaN;NaN
18BA68003_1750;511;47.555;-59.4083;331;73;07-may-68;22:00:00;7.08;1;0;NaN;NaN
18BA68003_1750;511;47.555;-59.4083;332;98;07-may-68;22:00:00;6.64;1;0;NaN;NaN
18BA68003_1750;511;47.555;-59.4083;333;147;07-may-68;22:00:00;5.35;1;0;NaN;NaN
18BA68003_1750;511;47.555;-59.4083;334;196;07-may-68;22:00:00;4.48;1;0;NaN;NaN
18BA68003_1750;511;47.555;-59.4083;335;245;07-may-68;22:00:00;4.42;1;0;NaN;NaN
18BA68003_1750;511;47.555;-59.4083;336;294;07-may-68;22:00:00;4.5;1;0;NaN;NaN
18BA68003_1750;511;47.555;-59.4083;337;348;07-may-68;22:00:00;4.56;1;0;NaN;NaN
18BA68003_1751;521;47.4566;-59.6233;338;1;08-may-68;04:24:00;8;1;0;NaN;NaN
18BA68003_1751;521;47.4566;-59.6233;339;10;08-may-68;04:24:00;8.06;1;0;NaN;NaN
18BA68003_1751;521;47.4566;-59.6233;340;20;08-may-68;04:24:00;7.88;1;0;NaN;NaN
18BA68003_1751;521;47.4566;-59.6233;341;30;08-may-68;04:24:00;7.74;1;0;NaN;NaN
18BA68003_1751;521;47.4566;-59.6233;342;50;08-may-68;04:24:00;7.67;1;0;NaN;NaN
18BA68003_1751;521;47.4566;-59.6233;343;74;08-may-68;04:24:00;7.74;1;0;NaN;NaN
18BA68003_1751;521;47.4566;-59.6233;344;99;08-may-68;04:24:00;7.52;1;0;NaN;NaN
18BA68003_1751;521;47.4566;-59.6233;345;149;08-may-68;04:24:00;5.68;1;0;NaN;NaN
18BA68003_1751;521;47.4566;-59.6233;346;198;08-may-68;04:24:00;4.74;1;0;NaN;NaN
18BA68003_1751;521;47.4566;-59.6233;347;297;08-may-68;04:24:00;4.47;1;0;NaN;NaN
18BA68003_1751;521;47.4566;-59.6233;348;397;08-may-68;04:24:00;4.36;1;0;NaN;NaN
18BA68003_1751;521;47.4566;-59.6233;349;466;08-may-68;04:24:00;4.58;1;0;NaN;NaN
18BA68003_1752;531;47.7416;-60.1;350;1;08-may-68;12:54:00;7.97;1;0;NaN;NaN
18BA68003_1752;531;47.7416;-60.1;351;10;08-may-68;12:54:00;7.94;1;0;NaN;NaN
18BA68003_1752;531;47.7416;-60.1;352;20;08-may-68;12:54:00;7.91;1;0;NaN;NaN
18BA68003_1752;531;47.7416;-60.1;353;30;08-may-68;12:54:00;7.93;1;0;NaN;NaN
18BA68003_1752;531;47.7416;-60.1;354;49;08-may-68;12:54:00;7.36;1;0;NaN;NaN
18BA68003_1752;531;47.7416;-60.1;355;74;08-may-68;12:54:00;6.85;1;0;NaN;NaN
18BA68003_1752;531;47.7416;-60.1;356;99;08-may-68;12:54:00;6.85;1;0;NaN;NaN
18BA68003_1752;531;47.7416;-60.1;357;148;08-may-68;12:54:00;4.95;1;0;NaN;NaN
18BA68003_1752;531;47.7416;-60.1;358;197;08-may-68;12:54:00;4.5;1;0;NaN;NaN
18BA68003_1752;531;47.7416;-60.1;359;296;08-may-68;12:54:00;4.2;1;0;NaN;NaN
18BA68003_1752;531;47.7416;-60.1;360;394;08-may-68;12:54:00;4.38;1;0;NaN;NaN
18BA68003_1752;531;47.7416;-60.1;361;493;08-may-68;12:54:00;4.39;1;0;NaN;NaN
18BA68003_1752;531;47.7416;-60.1;362;507;08-may-68;12:54:00;4.36;1;0;NaN;NaN
18BA68003_1753;541;47.365;-59.8133;363;1;08-may-68;17:24:00;7.84;1;0;NaN;NaN
18BA68003_1753;541;47.365;-59.8133;364;10;08-may-68;17:24:00;7.91;1;0;NaN;NaN
18BA68003_1753;541;47.365;-59.8133;365;20;08-may-68;17:24:00;7.55;1;0;NaN;NaN
18BA68003_1753;541;47.365;-59.8133;366;30;08-may-68;17:24:00;7.53;1;0;NaN;NaN
18BA68003_1753;541;47.365;-59.8133;367;49;08-may-68;17:24:00;7.53;1;0;NaN;NaN
18BA68003_1753;541;47.365;-59.8133;368;74;08-may-68;17:24:00;7.57;1;0;NaN;NaN
18BA68003_1753;541;47.365;-59.8133;369;99;08-may-68;17:24:00;7.34;1;0;NaN;NaN
18BA68003_1753;541;47.365;-59.8133;370;148;08-may-68;17:24:00;5.77;1;0;NaN;NaN
18BA68003_1753;541;47.365;-59.8133;371;197;08-may-68;17:24:00;4.55;1;0;NaN;NaN
18BA68003_1753;541;47.365;-59.8133;372;296;08-may-68;17:24:00;4.45;1;0;NaN;NaN
18BA68003_1753;541;47.365;-59.8133;373;394;08-may-68;17:24:00;4.35;1;0;NaN;NaN
18BA68003_1753;541;47.365;-59.8133;374;468;08-may-68;17:24:00;4.35;1;0;NaN;NaN
18BA68003_1754;551;47.2583;-59.9833;375;1;09-may-68;00:54:00;7.71;1;0;NaN;NaN
18BA68003_1754;551;47.2583;-59.9833;376;10;09-may-68;00:54:00;7.59;1;0;NaN;NaN
18BA68003_1754;551;47.2583;-59.9833;377;20;09-may-68;00:54:00;7.25;1;0;NaN;NaN
18BA68003_1754;551;47.2583;-59.9833;378;30;09-may-68;00:54:00;7.43;1;0;NaN;NaN
18BA68003_1754;551;47.2583;-59.9833;379;50;09-may-68;00:54:00;7.41;1;0;NaN;NaN
18BA68003_1754;551;47.2583;-59.9833;380;75;09-may-68;00:54:00;7.12;1;0;NaN;NaN
18BA68003_1754;551;47.2583;-59.9833;381;100;09-may-68;00:54:00;7.04;1;0;NaN;NaN
18BA68003_1754;551;47.2583;-59.9833;382;150;09-may-68;00:54:00;5.19;1;0;NaN;NaN
18BA68003_1754;551;47.2583;-59.9833;383;200;09-may-68;00:54:00;4.48;1;0;NaN;NaN
18BA68003_1754;551;47.2583;-59.9833;384;300;09-may-68;00:54:00;4.37;1;0;NaN;NaN
18BA68003_1754;551;47.2583;-59.9833;385;400;09-may-68;00:54:00;4.32;1;0;NaN;NaN
18BA68003_1754;551;47.2583;-59.9833;386;440;09-may-68;00:54:00;4.26;1;0;NaN;NaN
18BA68003_1755;561;47.1083;-60.275;387;1;09-may-68;08:30:00;7.78;1;0;NaN;NaN
18BA68003_1755;561;47.1083;-60.275;388;9;09-may-68;08:30:00;8;1;0;NaN;NaN
18BA68003_1755;561;47.1083;-60.275;389;18;09-may-68;08:30:00;7.35;1;0;NaN;NaN
18BA68003_1755;561;47.1083;-60.275;390;27;09-may-68;08:30:00;7.95;1;0;NaN;NaN
18BA68003_1755;561;47.1083;-60.275;391;46;09-may-68;08:30:00;7.53;1;0;NaN;NaN
18BA68003_1755;561;47.1083;-60.275;392;68;09-may-68;08:30:00;7.04;1;0;NaN;NaN
18BA68003_1755;561;47.1083;-60.275;393;91;09-may-68;08:30:00;6.29;1;0;NaN;NaN
18BA68003_1755;561;47.1083;-60.275;394;136;09-may-68;08:30:00;4.55;1;0;NaN;NaN
18BA68003_1755;561;47.1083;-60.275;395;150;09-may-68;08:30:00;4.33;1;0;NaN;NaN
