CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;CTD;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TE90;DOXY;OXYM_01;CHL_03;FLOR;NO2_01;Q_NO2;NOx_01;Q_NOX;PO4_01;Q_PO4;Si_01;Q_Si;QCFF;N_P;N_Si
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(ml/l);(mmol/m**3);(mg/m**3);(mg/m**3);(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));((none));((none));((none))
18TL15016_1423;531;47.99567;-60.5085;416635;2.08;10-jun-15;16:54:00;31.2;5.99;342.94414;NaN;0.57;0.318;0.02333;1;0.175;1;0.30333;1;0.61;1;0;0.58;0.29
18TL15016_1423;531;47.99567;-60.5085;416634;4.86;10-jun-15;16:54:00;31.2;5.96;343.07812;7.669;0.57;0.376;0.02;1;0.185;1;0.29667;1;0.62;1;256;0.62;0.30
18TL15016_1423;531;47.99567;-60.5085;416633;14.87;10-jun-15;16:54:00;31.2;5.89;343.882;NaN;0.565;0.498;0.02;1;0.24;1;0.33;1;0.68;1;0;0.73;0.35
18TL15016_1423;531;47.99567;-60.5085;416632;24.79;10-jun-15;16:54:00;31.59;1.01;380.14592;NaN;0.775;0.856;0.095;1;3.66;1;0.75;1;4.02;1;0;4.88;0.91
18TL15016_1423;531;47.99567;-60.5085;416631;50.86;10-jun-15;16:54:00;31.95;-0.58;364.51492;8.33;0.135;0.139;0.16;1;5.725;1;0.85;1;5.685;1;256;6.74;1.01
18TL15016_1423;531;47.99567;-60.5085;416630;99.93;10-jun-15;16:54:00;32.67;0.79;285.02012;NaN;0.1;0.036;0.05;1;11.38;1;1.165;1;11.21;1;0;9.77;1.02
18TL15016_1423;531;47.99567;-60.5085;416629;200.6;10-jun-15;16:54:00;34.47;6.41;170.64586;NaN;NaN;0.008;0.035;1;19.73;1;1.5;1;18.11;1;0;13.15;1.09
18TL15016_1423;531;47.99567;-60.5085;416628;251.22;10-jun-15;16:54:00;34.65;6.11;119.86744;2.6595;NaN;0.032;NaN;9;NaN;9;NaN;9;NaN;9;256;NaN;NaN
18TL15016_1423;531;47.99567;-60.5085;416627;301.82;10-jun-15;16:54:00;34.78;6.09;138.31202;NaN;NaN;0.021;0.03;1;23.725;1;1.82;1;28.04;1;0;13.04;0.85
18TL15016_1423;531;47.99567;-60.5085;416626;400.71;10-jun-15;16:54:00;34.88;5.61;152.78186;NaN;NaN;0.024;0.02;1;23;1;1.875;1;33.735;1;0;12.27;0.68
18TL15016_1423;531;47.99567;-60.5085;416625;451.58;10-jun-15;16:54:00;34.88;5.61;153.00516;3.4265;NaN;0.024;0.02;1;22.955;1;1.855;1;34.035;1;256;12.37;0.67
18TL15016_1424;541;47.5825;-59.343;416643;1.88;10-jun-15;23:13:00;30.52;6.92;335.93252;NaN;0.38;0.386;0.015;1;0.205;1;0.255;1;0.365;1;0;0.80;0.56
18TL15016_1424;541;47.5825;-59.343;416642;5.06;10-jun-15;23:13:00;30.82;6.92;335.44126;7.493;0.395;0.389;0.015;1;0.21;1;0.25;1;0.37;1;256;0.84;0.57
18TL15016_1424;541;47.5825;-59.343;416641;15.27;10-jun-15;23:13:00;31.09;4.99;347.6781;NaN;0.31;0.312;0.025;1;0.53;1;0.295;1;0.495;1;0;1.80;1.07
18TL15016_1424;541;47.5825;-59.343;416640;24.69;10-jun-15;23:13:00;31.42;3.6;368.75762;NaN;0.26;0.282;0.02;1;0.455;1;0.325;1;0.365;1;0;1.40;1.25
18TL15016_1424;541;47.5825;-59.343;416639;49.08;10-jun-15;23:13:00;32;0.16;344.9985;7.807;1.23;0.56;0.12;1;5.4;1;0.83;1;3.415;1;256;6.51;1.58
18TL15016_1424;541;47.5825;-59.343;416638;100.13;10-jun-15;23:13:00;32.51;1.15;312.21806;NaN;0.3;0.214;0.11;1;8.245;1;0.96;1;6.645;1;0;8.59;1.24
18TL15016_1424;541;47.5825;-59.343;416637;200.81;10-jun-15;23:13:00;34.49;6.41;173.10216;NaN;NaN;0.024;0.055;1;19.82;1;1.495;1;18.01;1;0;13.26;1.10
18TL15016_1424;541;47.5825;-59.343;416636;253.01;10-jun-15;23:13:00;34.74;6.64;159.2129;3.5295;NaN;0.029;0.045;1;22.13;1;1.63;1;21.82;1;256;13.58;1.01
18TL15016_1425;551;47.43333;-59.54567;416653;3.67;11-jun-15;01:27:00;30.57;6.35;335.70922;NaN;0.35;0.435;0.01;1;0.055;1;0.255;1;0.37;1;0;0.22;0.15
18TL15016_1425;551;47.43333;-59.54567;416652;5.26;11-jun-15;01:27:00;30.57;6.35;335.21796;7.565;0.395;0.445;0.01;1;0.065;1;0.255;1;0.38;1;256;0.25;0.17
18TL15016_1425;551;47.43333;-59.54567;416651;15.17;11-jun-15;01:27:00;30.6;6.33;335.3966;NaN;0.35;0.407;0.015;1;0.055;1;0.27;1;0.375;1;0;0.20;0.15
18TL15016_1425;551;47.43333;-59.54567;416650;26.28;11-jun-15;01:27:00;31.18;4.33;358.97708;NaN;0.275;0.348;0.015;1;0.05;1;0.275;1;0.25;1;0;0.18;0.20
18TL15016_1425;551;47.43333;-59.54567;416649;50.47;11-jun-15;01:27:00;32;-0.52;329.99274;7.515;0.215;0.165;0.125;1;8.255;1;1.005;1;8.255;1;256;8.21;1.00
18TL15016_1425;551;47.43333;-59.54567;416648;102.21;11-jun-15;01:27:00;32.91;1.67;268.71922;NaN;0.095;0.046;0.04;1;12.42;1;1.205;1;12.355;1;0;10.31;1.01
18TL15016_1425;551;47.43333;-59.54567;416647;200.22;11-jun-15;01:27:00;34.6;6.74;160.19542;NaN;NaN;0.014;0.025;1;21.015;1;1.58;1;19.635;1;0;13.30;1.07
18TL15016_1425;551;47.43333;-59.54567;416646;300.05;11-jun-15;01:27:00;34.83;6.25;156.9799;NaN;NaN;0.014;0.02;1;23.14;1;1.715;1;23.775;1;0;13.49;0.97
18TL15016_1425;551;47.43333;-59.54567;416645;397.86;11-jun-15;01:27:00;34.9;5.57;177.16622;NaN;NaN;0.018;0.015;1;22.08;1;1.725;1;27.21;1;0;12.80;0.81
18TL15016_1425;551;47.43333;-59.54567;416644;456.35;11-jun-15;01:27:00;34.9;5.55;181.14096;4.0395;NaN;0.022;0.02;1;21.815;1;1.7;1;27.44;1;256;12.83;0.80
18TL15016_1426;561;47.26583;-59.78217;416663;2.78;11-jun-15;04:13:00;30.45;5.96;339.59464;NaN;0.3;0.34;0.01;1;0.065;1;0.25;1;0.325;1;0;0.26;0.20
