CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;terrain;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PRES;PSAL_BS;Q_PSAL;OXYM_01;Q_OXYM;TEMP_XX;Q_TEMP_RT;CHL_XX;Q_CHL;NOx_01;Q_NOX;PO4_01;Q_PO4;Si_01;Q_Si;QCFF;N_P;N_Si
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(dbar);(PSU);((none));(mmol/m**3);((none));(celsius);((none));(mg/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));((none));((none));((none))
18HU04586_002;STN27;47.5467;-52.5867;258975;5;20-nov-04;00:08:00;4.94;31.56;1;6.99955217196597;1;5.65;1;0.98;1;1.75;1;0.2;1;3.49;1;0;8.75;0.50
18HU04586_002;STN27;47.5467;-52.5867;258974;10;20-nov-04;00:08:00;10.06;31.56;1;6.99059561128527;1;5.64;1;1.02;1;1.65;1;0.38;1;3.28;1;0;4.34;0.50
18HU04586_002;STN27;47.5467;-52.5867;258973;20;20-nov-04;00:08:00;20.07;31.56;1;6.99059561128527;1;5.64;1;0.99;1;0.88;1;0.2;1;2.61;1;0;4.40;0.34
18HU04586_002;STN27;47.5467;-52.5867;258972;30;20-nov-04;00:08:00;29.84;31.57;1;6.99059561128527;1;5.65;1;1.01;1;1.09;1;0.31;1;2.78;1;0;3.52;0.39
18HU04586_002;STN27;47.5467;-52.5867;258971;39;20-nov-04;00:08:00;39.76;31.74;1;7.08016121809225;1;4.97;1;1.03;1;1.59;1;0.2;1;3.75;1;0;7.95;0.42
18HU04586_002;STN27;47.5467;-52.5867;258970;50;20-nov-04;00:08:00;49.92;31.92;1;7.18987908643081;1;4.68;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU04586_002;STN27;47.5467;-52.5867;258969;75;20-nov-04;00:08:00;75.23;32.1;1;7.18092252575011;1;4.14;1;0.49;1;1.62;1;0.35;1;3.41;1;0;4.63;0.48
18HU04586_002;STN27;47.5467;-52.5867;258968;99;20-nov-04;00:08:00;100.08;32.55;1;7.33990147783251;1;1.68;1;0.06;1;4.19;1;0.39;1;5.27;1;0;10.74;0.80
18HU04586_002;STN27;47.5467;-52.5867;258967;150;20-nov-04;00:08:00;150.84;33.16;1;6.80922525750112;1;-0.47;1;0.03;1;9.6;1;0.21;1;12.68;1;0;45.71;0.76
18HU04586_002;STN27;47.5467;-52.5867;258966;171;20-nov-04;00:08:00;172.86;33.26;1;6.67039856695029;1;-0.34;1;NaN;9;10.7;1;0.65;1;14.62;1;0;16.46;0.73
18HU04586_264;SEGB-01;46.5833;-52.9333;258980;5;20-nov-04;07:36:00;4.96;31.66;1;7.01074787281684;7;5.31;1;0.77;1;1.12;1;0.48;1;3.25;1;32;2.33;0.34
18HU04586_264;SEGB-01;46.5833;-52.9333;258979;10;20-nov-04;07:36:00;10.31;31.67;1;7.01074787281684;7;5.29;1;0.81;1;1.12;1;0.47;1;3.21;1;32;2.38;0.35
18HU04586_264;SEGB-01;46.5833;-52.9333;258978;21;20-nov-04;07:36:00;21.06;31.69;1;7.01074787281684;7;5.23;1;0.7;1;1.68;1;0.53;1;3.81;1;32;3.17;0.44
18HU04586_264;SEGB-01;46.5833;-52.9333;258977;30;20-nov-04;07:36:00;30.12;31.7;1;7.01074787281684;7;5.18;1;0.69;1;1.09;1;0.51;1;3.42;1;32;2.14;0.32
18HU04586_264;SEGB-01;46.5833;-52.9333;258976;44;20-nov-04;07:36:00;44.8;31.77;1;7.01074787281684;7;5.01;1;0.51;1;1.62;1;0.67;1;4.39;1;32;2.42;0.37
18HU04586_304;SEGB-03;46.35;-52.7333;258991;6;20-nov-04;09:30:00;5.67;32.24;1;6.91894312583968;1;5.86;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU04586_304;SEGB-03;46.35;-52.7333;258990;11;20-nov-04;09:30:00;10.61;32.24;1;6.91894312583968;1;5.85;1;1.46;1;0.68;1;0.37;1;2.26;1;0;1.84;0.30
18HU04586_304;SEGB-03;46.35;-52.7333;258989;21;20-nov-04;09:30:00;20.73;32.24;1;6.93013882669055;1;5.85;1;1.49;1;0.59;1;0.32;1;1.98;1;0;1.84;0.30
18HU04586_304;SEGB-03;46.35;-52.7333;258988;31;20-nov-04;09:30:00;31.08;32.26;1;6.90998656515898;1;5.91;1;1.42;1;0.63;1;0.32;1;1.82;1;0;1.97;0.35
18HU04586_304;SEGB-03;46.35;-52.7333;258987;41;20-nov-04;09:30:00;40.85;32.31;1;6.82937751903269;1;5.94;1;0.54;1;1.48;1;0.37;1;2.36;1;0;4.00;0.63
18HU04586_304;SEGB-03;46.35;-52.7333;258986;50;20-nov-04;09:30:00;50.9;32.32;1;6.86072548141514;1;5.74;1;1.24;1;0.71;1;0.37;1;2.03;1;0;1.92;0.35
18HU04586_304;SEGB-03;46.35;-52.7333;258985;75;20-nov-04;09:30:00;75.62;33.07;1;7.03090013434841;1;-0.62;1;0.01;1;8.3;1;1.06;1;9.99;1;0;7.83;0.83
18HU04586_304;SEGB-03;46.35;-52.7333;258984;100;20-nov-04;09:30:00;100.98;33.08;1;7.01074787281684;1;-0.61;1;0.01;1;10.56;1;1.26;1;11.42;1;0;8.38;0.92
18HU04586_304;SEGB-03;46.35;-52.7333;258983;151;20-nov-04;09:30:00;151.95;33.24;1;6.4308105687416;1;-0.13;1;NaN;9;8.12;1;1.09;1;11.13;1;0;7.45;0.73
18HU04586_304;SEGB-03;46.35;-52.7333;258982;164;20-nov-04;09:30:00;165.6;33.25;1;6.41065830721003;1;-0.12;1;NaN;9;10.59;1;1.37;2;14.3;1;2048;7.73;0.74
18HU04586_326;SEGB-05;46.07;-52.5;259000;5;20-nov-04;13:08:00;5.45;32.26;1;6.73085535154501;1;7.21;1;2.22;1;0.74;1;0.36;1;2.09;1;0;2.06;0.35
18HU04586_326;SEGB-05;46.07;-52.5;258999;10;20-nov-04;13:08:00;10.27;32.26;1;6.73085535154501;1;7.21;1;2.25;1;0.77;1;0.38;1;2.05;1;0;2.03;0.38
18HU04586_326;SEGB-05;46.07;-52.5;258998;20;20-nov-04;13:08:00;20.59;32.26;1;6.73981191222571;1;7.2;1;2.16;1;0.75;1;0.38;1;2.18;1;0;1.97;0.34
18HU04586_326;SEGB-05;46.07;-52.5;258997;31;20-nov-04;13:08:00;30.83;32.27;1;6.73085535154501;1;7.2;1;2.15;1;1.14;1;0.4;1;2.5;1;0;2.85;0.46
18HU04586_326;SEGB-05;46.07;-52.5;258996;40;20-nov-04;13:08:00;40.78;32.27;1;6.71965965069413;1;7.19;1;2.12;1;0.72;1;0.37;1;2.21;1;0;1.95;0.33
18HU04586_326;SEGB-05;46.07;-52.5;258995;51;20-nov-04;13:08:00;51.12;32.98;1;5.92028660994178;1;1.14;1;0.29;1;6.59;1;1.08;1;9.74;1;0;6.10;0.68
18HU04586_326;SEGB-05;46.07;-52.5;258994;75;20-nov-04;13:08:00;75.97;33.16;1;5.85087326466637;1;0.55;1;0.07;1;8.17;1;1.06;1;11.53;1;0;7.71;0.71
18HU04586_326;SEGB-05;46.07;-52.5;258993;84;20-nov-04;13:08:00;84.64;33.16;1;5.85087326466637;1;0.54;1;0.05;1;9.07;1;1.25;1;12.89;1;0;7.26;0.70
18HU04586_003;SEGB-07;45.4583;-52;259008;5;20-nov-04;17:34:00;5.31;32.16;1;6.84952978056426;1;7.05;1;2.1;1;0.91;1;0.4;1;2.25;1;0;2.27;0.40
18HU04586_003;SEGB-07;45.4583;-52;259007;10;20-nov-04;17:34:00;10.48;32.16;1;6.84952978056426;1;7.02;1;2.33;1;0.82;1;0.36;1;1.77;1;0;2.28;0.46
18HU04586_003;SEGB-07;45.4583;-52;259006;20;20-nov-04;17:34:00;20.43;32.17;1;6.82042095835199;1;7.01;1;2.27;1;0.43;1;0.34;1;2.02;1;0;1.26;0.21
18HU04586_003;SEGB-07;45.4583;-52;259005;30;20-nov-04;17:34:00;30.18;32.17;1;6.80026869682042;1;7;1;2.23;1;0.7;1;0.36;1;1.9;1;0;1.94;0.37
18HU04586_003;SEGB-07;45.4583;-52;259004;40;20-nov-04;17:34:00;40.41;32.16;1;6.78907299596955;1;6.99;1;2.17;1;0.51;1;0.32;1;1.72;1;0;1.59;0.30
18HU04586_003;SEGB-07;45.4583;-52;259003;51;20-nov-04;17:34:00;51.04;32.86;1;6.31885356023287;1;0.56;1;0.33;1;5.95;1;0.97;1;8.84;1;0;6.13;0.67
18HU04586_003;SEGB-07;45.4583;-52;259002;78;20-nov-04;17:34:00;78.17;32.98;1;5.45006717420511;1;0.79;1;0.21;1;8.55;1;1.41;1;14.5;1;0;6.06;0.59
18HU04586_025;SEGB-09;44.725;-51.395;259016;5;20-nov-04;23:20:00;4.83;32.14;1;6.69055082848186;1;7.3;1;1.6;1;1.18;1;0.44;1;2.68;1;0;2.68;0.44
18HU04586_025;SEGB-09;44.725;-51.395;259015;10;20-nov-04;23:20:00;9.78;32.14;1;6.69055082848186;1;7.31;1;1.63;1;0.95;1;0.37;1;2.31;1;0;2.57;0.41
18HU04586_025;SEGB-09;44.725;-51.395;259014;21;20-nov-04;23:20:00;21.23;32.14;1;6.69055082848186;1;7.33;1;1.6;1;0.9;1;0.4;1;2.53;1;0;2.25;0.36
18HU04586_025;SEGB-09;44.725;-51.395;259013;30;20-nov-04;23:20:00;30.51;32.16;1;6.65920286609942;1;7.41;1;1.46;1;0.82;1;0.41;1;2.65;1;0;2.00;0.31
18HU04586_025;SEGB-09;44.725;-51.395;259012;40;20-nov-04;23:20:00;40.48;32.7;1;6.39050604567846;1;2.78;1;0.65;1;5.13;1;0.89;1;7.29;1;0;5.76;0.70
