CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PRES;PSAL;TEMP_XX;DOXY;PHPH;CHL_01;Q_CHL;PSAL_BS;Q_PSAL;OXY_02;Q_OXY;NO2_01;Q_NO2;NOx_01;Q_NOX;PO4_01;Q_PO4;Si_01;Q_Si;QCFF;N_P;N_Si
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(dbar);(psu);(celsius);(ml/l);((none));(mg/m**3);((none));(PSU);((none));(ml/l);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));((none));((none));((none))
18HU16027_315;HL_01;44.3992;-63.44896;438015;2.81;16-sep-16;02:36:00;2.818;30.6949;14.9443;6.1171;8.1;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU16027_315;HL_01;44.39922;-63.44894;438014;2.84;16-sep-16;02:35:00;2.845;30.7085;14.8229;6.1095;8.099;0.71412;1;30.742;1;5.19;1;0;1;0.25;1;0.304;1;0.89333;1;0;0.82;0.28
18HU16027_315;HL_01;44.39922;-63.44899;438016;2.85;16-sep-16;02:36:00;2.858;30.6869;15.1885;6.045;8.1;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU16027_315;HL_01;44.39921;-63.44888;438013;10.06;16-sep-16;02:34:00;10.064;30.767;13.4875;6.2948;8.083;1.35683;1;NaN;9;NaN;9;0;1;0.26667;7;0.343;1;1.06333;1;512;0.78;0.25
18HU16027_315;HL_01;44.39924;-63.44916;438012;19.39;16-sep-16;02:32:00;19.398;31.6718;9.8417;7.3076;8.083;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU16027_315;HL_01;44.39922;-63.4492;438011;19.4;16-sep-16;02:32:00;19.403;31.6547;10.2804;7.3036;8.081;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU16027_315;HL_01;44.3992;-63.4492;438010;19.41;16-sep-16;02:32:00;19.412;31.492;10.7328;7.0702;8.07;1.28542;1;NaN;9;NaN;9;0.07;1;19.01;2;1.165;1;10.32333;2;2560;16.32;1.84
18HU16027_315;HL_01;44.3991;-63.44908;438009;30.16;16-sep-16;02:30:00;30.168;31.9816;6.278;7.4587;8.024;1.02833;1;NaN;9;NaN;9;0.03333;1;0.36;7;0.46367;1;1.82333;1;512;0.78;0.20
18HU16027_315;HL_01;44.39912;-63.44956;438007;39.5;16-sep-16;02:27:00;39.508;32.1939;5.0195;7.1278;7.974;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU16027_315;HL_01;44.3991;-63.44963;438006;39.6;16-sep-16;02:27:00;39.608;32.2579;4.9218;7.0322;7.97;0.48092;1;NaN;9;NaN;9;0.16;1;2.29;1;0.60333;1;3.13;1;0;3.80;0.73
18HU16027_315;HL_01;44.39914;-63.44946;438008;39.66;16-sep-16;02:28:00;39.665;32.221;4.9699;7.0811;7.98;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU16027_315;HL_01;44.39922;-63.44972;438005;49.77;16-sep-16;02:24:00;49.771;32.5095;4.2898;6.5236;7.924;0.4309;1;NaN;9;NaN;9;0.15;1;2.37;1;0.607;1;3.17333;1;0;3.90;0.75
18HU16027_315;HL_01;44.3994;-63.44972;438004;59.81;16-sep-16;02:22:00;59.811;32.6111;3.8766;6.1097;7.881;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU16027_315;HL_01;44.3994;-63.4497;438003;59.88;16-sep-16;02:22:00;59.885;32.6243;3.8817;6.0682;7.88;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU16027_315;HL_01;44.39937;-63.44966;438002;59.94;16-sep-16;02:21:00;59.949;32.6059;3.8821;6.0145;7.877;0.07164;1;NaN;9;NaN;9;0.05;1;8.81333;1;0.99133;1;9.23;1;0;8.89;0.95
18HU16027_315;HL_01;44.39944;-63.44974;438001;79.64;16-sep-16;02:19:00;79.642;32.916;4.519;5.4702;7.872;0.02707;1;32.946;1;4.0475;7;0.1;1;10.58;1;1.08333;1;11.26333;1;256;9.77;0.94
18HU16027_058;HL_02;44.26472;-63.31944;438033;2.32;16-sep-16;17:10:00;2.322;30.5804;18.7825;5.4837;8.133;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU16027_058;HL_02;44.26474;-63.3194;438032;2.46;16-sep-16;17:10:00;2.465;30.5126;18.8652;5.514;8.134;0.25008;1;30.606;1;5.544;1;0.02;1;0.29333;1;0.11433;1;0.49333;1;0;2.57;0.59
18HU16027_058;HL_02;44.2647;-63.31948;438034;2.58;16-sep-16;17:11:00;2.58;30.5917;18.7775;5.5134;8.133;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU16027_058;HL_02;44.26488;-63.31922;438031;10.52;16-sep-16;17:07:00;10.528;30.7696;18.8044;5.5117;8.142;0.26162;1;NaN;9;NaN;9;0.01;1;0.27333;1;0.15833;1;0.57667;1;0;1.73;0.47
18HU16027_058;HL_02;44.26502;-63.31884;438029;20.4;16-sep-16;17:04:00;20.4;30.8975;18.6295;5.4975;8.143;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU16027_058;HL_02;44.26498;-63.31868;438028;20.47;16-sep-16;17:03:00;20.474;30.9062;18.4772;5.5314;8.125;0.35011;1;NaN;9;NaN;9;0.03333;1;0.30333;1;0.192;1;0.60667;1;0;1.58;0.50
18HU16027_058;HL_02;44.26502;-63.3189;438030;20.58;16-sep-16;17:05:00;20.583;30.9;18.6241;5.4885;8.143;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU16027_058;HL_02;44.2647;-63.31856;438027;29.8;16-sep-16;17:01:00;29.809;31.132;6.038;7.1082;7.981;0.92835;1;NaN;9;NaN;9;0.18;1;1.10667;1;0.541;1;1.99333;1;0;2.05;0.56
18HU16027_058;HL_02;44.2647;-63.31807;438025;40.51;16-sep-16;16:58:00;40.514;31.5811;3.2949;7.1974;7.938;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU16027_058;HL_02;44.26474;-63.31798;438024;40.52;16-sep-16;16:57:00;40.529;31.5841;3.2894;7.188;7.934;0.41551;1;31.649;1;7.091;1;0.21667;1;2.95333;1;0.67233;1;2.86333;1;0;4.39;1.03
18HU16027_058;HL_02;44.26466;-63.31816;438026;40.68;16-sep-16;16:58:00;40.68;31.5724;3.3046;7.1801;7.938;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU16027_058;HL_02;44.26492;-63.31746;438023;50.23;16-sep-16;16:55:00;50.232;32.1117;3.29;6.7752;7.904;0.19423;1;NaN;9;NaN;9;0;1;5.06;1;0.80267;1;4.91667;1;0;6.30;1.03
18HU16027_058;HL_02;44.26482;-63.31708;438022;60.75;16-sep-16;16:52:00;60.758;32.3496;3.3236;6.3722;7.875;0.1194;1;NaN;9;NaN;9;0;1;6.99;1;0.90167;1;6.91667;1;0;7.75;1.01
18HU16027_058;HL_02;44.26462;-63.3165;438021;80.53;16-sep-16;16:49:00;80.534;32.6927;3.8732;5.8351;7.849;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU16027_058;HL_02;44.26467;-63.31619;438019;80.56;16-sep-16;16:48:00;80.568;32.6774;3.8374;5.8541;7.859;0.05891;1;NaN;9;NaN;9;0;1;9.06;1;0.99967;1;9.5;1;0;9.06;0.95
18HU16027_058;HL_02;44.26462;-63.31632;438020;80.7;16-sep-16;16:49:00;80.701;32.69;3.8677;5.8117;7.854;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU16027_058;HL_02;44.2651;-63.3159;438018;101.25;16-sep-16;16:45:00;101.256;33.3196;5.8452;4.9975;7.862;0.02866;1;NaN;9;NaN;9;0;1;11.57667;1;1.12767;1;12.13333;1;0;10.27;0.95
18HU16027_058;HL_02;44.26572;-63.31544;438017;146.83;16-sep-16;16:42:00;146.831;34.5793;9.7863;3.6433;7.886;0.01273;1;34.601;1;3.741;1;0;1;15.53333;1;1.20533;1;13.71;1;0;12.89;1.13
18HU16027_091;HL_03;43.88728;-62.88596;438068;3.29;17-sep-16;00:51:00;3.293;30.8354;19.2926;5.4777;8.134;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU16027_091;HL_03;43.88726;-62.88598;438067;3.64;17-sep-16;00:50:00;3.647;30.835;19.2943;5.4683;8.136;0.17991;1;30.864;1;5.502;1;0.01;1;0.29;1;0.145;1;0.51333;1;0;2.00;0.56
18HU16027_091;HL_03;43.88726;-62.88591;438066;10.17;17-sep-16;00:49:00;10.171;30.8363;19.2837;5.4668;8.132;0.18082;1;NaN;9;NaN;9;0.03667;1;0.28667;1;0.14967;1;0.78667;1;0;1.92;0.36
18HU16027_091;HL_03;43.88718;-62.8858;438065;20.43;17-sep-16;00:48:00;20.431;30.8588;18.8931;5.4966;8.11;0.25392;1;NaN;9;NaN;9;0.01333;1;0.26;1;0.15933;1;0.57667;1;0;1.63;0.45
18HU16027_091;HL_03;43.88706;-62.88566;438064;29.76;17-sep-16;00:46:00;29.762;32.0235;7.5544;7.8331;8.057;0.33472;1;NaN;9;NaN;9;0.03333;1;0.23;1;0.363;1;1.32;1;0;0.63;0.17
18HU16027_091;HL_03;43.887;-62.8857;438063;40.16;17-sep-16;00:45:00;40.162;32.4263;5.5865;7.3996;7.987;0.64271;1;NaN;9;NaN;9;0.06667;1;0.56333;1;0.523;1;2.99;1;0;1.08;0.19
18HU16027_091;HL_03;43.88688;-62.88587;438062;49.79;17-sep-16;00:44:00;49.794;32.513;4.1794;6.2569;7.887;0.29624;1;NaN;9;NaN;9;0.05667;1;6.80333;1;0.91733;1;6.81;1;0;7.42;1.00
18HU16027_091;HL_03;43.88668;-62.88606;438061;60.73;17-sep-16;00:42:00;60.738;33.0215;5.7732;5.636;7.891;0.11144;1;NaN;9;NaN;9;0.05333;1;8.94;1;0.96867;1;7.77667;1;0;9.23;1.15
18HU16027_091;HL_03;43.8866;-62.88575;438060;79.32;17-sep-16;00:40:00;79.323;33.905;8.1608;4.2803;7.879;0.61414;1;NaN;9;NaN;9;0.09667;1;1.52667;1;0.603;1;3.78333;1;0;2.53;0.40
18HU16027_091;HL_03;43.88674;-62.88558;438059;101.05;17-sep-16;00:39:00;101.054;34.613;10.0778;3.6683;7.895;0.00636;1;NaN;9;NaN;9;0.05;1;15.72667;1;1.202;1;12.52;1;0;13.08;1.26
18HU16027_091;HL_03;43.88682;-62.88552;438058;151.97;17-sep-16;00:36:00;151.973;35.2318;11.4583;3.3376;7.915;NaN;9;NaN;9;NaN;9;0.05;1;18.24667;1;1.26967;1;12.39333;1;0;14.37;1.47
18HU16027_091;HL_03;43.88654;-62.88512;438057;199.22;17-sep-16;00:34:00;199.222;35.2369;11.2273;3.0462;7.888;NaN;9;NaN;9;NaN;9;0.04;1;19.85667;1;1.36467;1;13.88;1;0;14.55;1.43
18HU16027_091;HL_03;43.88612;-62.88482;438056;262.29;17-sep-16;00:32:00;262.292;35.2179;10.8008;2.4323;7.831;NaN;9;35.251;1;2.544;1;0.03667;1;18.98;1;1.449;1;16.22667;1;0;13.10;1.17
18HU16027_138;HL_3.3b;43.65644;-62.81056;438085;1.1;17-sep-16;05:22:00;1.104;30.9246;19.0027;5.4845;8.128;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU16027_138;HL_3.3b;43.65642;-62.8106;438084;1.2;17-sep-16;05:22:00;1.202;30.9245;18.9989;5.398;8.128;0.18852;1;30.954;1;5.523;1;0.04667;1;0;1;0.10533;1;0.66667;1;0;0.00;0.00
18HU16027_138;HL_3.3b;43.6563;-62.81076;438083;10.52;17-sep-16;05:20:00;10.522;30.9206;19.0104;5.4429;8.11;0.20006;1;NaN;9;NaN;9;0.04;1;0;1;0.12233;1;0.66333;1;0;0.00;0.00
18HU16027_138;HL_3.3b;43.65638;-62.81072;438082;20.22;17-sep-16;05:18:00;20.223;31.629;7.2368;7.6111;8.024;0.26547;1;NaN;9;NaN;9;0.05333;1;0;1;0.36067;1;1.72667;1;0;0.00;0.00
18HU16027_138;HL_3.3b;43.65656;-62.81068;438081;29.91;17-sep-16;05:17:00;29.915;32.0593;4.2672;7.3021;7.958;0.91407;1;NaN;9;NaN;9;0.08667;1;1.28;1;0.564;1;2.95;1;0;2.27;0.43
18HU16027_138;HL_3.3b;43.65656;-62.8105;438080;40.33;17-sep-16;05:15:00;40.339;32.4102;4.4652;6.2152;7.895;0.19424;1;NaN;9;NaN;9;0.08;1;8.03667;1;0.84167;1;6;1;0;9.55;1.34
18HU16027_138;HL_3.3b;43.65649;-62.81021;438079;50.5;17-sep-16;05:13:00;50.505;32.9871;5.6359;5.534;7.877;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU16027_138;HL_3.3b;43.65676;-62.81001;438078;59.6;17-sep-16;05:12:00;59.608;33.2492;6.199;5.1374;7.876;0.03662;1;NaN;9;NaN;9;0.07;1;13.04;1;0.99333;1;9.23667;1;0;13.13;1.41
18HU16027_138;HL_3.3b;43.65674;-62.80976;438077;80.75;17-sep-16;05:10:00;80.756;33.7474;7.9479;4.3896;7.87;0.01114;1;NaN;9;NaN;9;0.06333;1;16.38667;1;1.08633;1;11.28667;1;0;15.08;1.45
18HU16027_138;HL_3.3b;43.65654;-62.80994;438076;100.65;17-sep-16;05:08:00;100.658;34.3094;9.4478;3.6742;7.87;0.00636;1;NaN;9;NaN;9;0.09;1;15.22;1;1.20733;1;13.11;1;0;12.61;1.16
18HU16027_138;HL_3.3b;43.65684;-62.81032;438075;195.38;17-sep-16;05:05:00;195.385;35.1427;11.0933;2.654;7.856;NaN;9;35.26;1;2.7465;1;0.11333;1;27.21;2;1.46367;1;16.44333;1;2048;18.59;1.65
18HU16027_171;HL_04;43.48044;-62.45339;438107;2.29;17-sep-16;08:56:00;2.296;31.5406;18.6765;5.4951;8.116;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU16027_171;HL_04;43.48045;-62.45352;438106;2.3;17-sep-16;08:56:00;2.306;31.5419;18.6757;5.4889;8.116;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU16027_171;HL_04;43.48048;-62.45367;438105;2.4;17-sep-16;08:55:00;2.402;31.5403;18.6772;5.5218;8.116;0.16717;1;31.567;1;5.532;1;0.06333;1;0.29667;1;0.17367;1;0.57333;1;0;1.71;0.52
18HU16027_171;HL_04;43.48056;-62.45424;438104;10.79;17-sep-16;08:54:00;10.791;31.5425;18.6708;5.4929;8.116;0.13533;1;NaN;9;NaN;9;0.04667;1;0.27333;1;0.168;1;0.58333;1;0;1.63;0.47
