CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;CTD;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TE90;DOXY;CHL_01;OXYM_01;FLOR;NO2_01;Q_NO2;NOx_01;Q_NOX;PO4_01;Q_PO4;Si_01;Q_Si;QCFF;N_P;N_Si
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(ml/l);(mg/m**3);(mmol/m**3);(mg/m**3);(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));((none));((none));((none))
18TL15133_2234;21;47.96067;-65.786;402505;4.76;05-sep-15;01:20:00;27.49;17.06;265.5037;1.435;5.8975;0.466;0.11;1;0.035;1;0.245;1;3.28;1;256;0.14;0.01
18TL15133_2234;21;47.96067;-65.786;402504;24.59;05-sep-15;01:20:00;29.71;6.49;242.14652;0.52;NaN;0.179;0.485;1;2.855;1;0.87;1;10.785;1;0;3.28;0.26
18TL15133_2234;21;47.96067;-65.786;402503;34.6;05-sep-15;01:20:00;29.85;5.08;227.36406;0.54;5.079;0.226;0.57;1;3.53;1;1.04;1;14.095;1;256;3.39;0.25
18TL15133_2235;251;47.89867;-63.25783;402590;4.86;07-sep-15;21:25:00;28.53;17.48;251.56978;0.99;5.4395;0.393;0.07;1;0.07;1;0.12;1;1.035;1;256;0.58;0.07
18TL15133_2235;251;47.89867;-63.25783;402589;24.99;07-sep-15;21:25:00;30.1;8.44;266.66486;0.385;NaN;0.13;0.22;1;1.925;1;0.605;1;3.82;1;0;3.18;0.50
18TL15133_2235;251;47.89867;-63.25783;402588;78.22;07-sep-15;21:25:00;32.29;0.51;233.43782;0.055;4.9795;0.059;0.125;1;12.57;1;1.515;1;21.835;1;256;8.30;0.58
18TL15133_2236;341;47.89033;-62.79317;402623;4.07;08-sep-15;22:38:00;29.39;14.36;265.45904;0.885;6.102;0.309;0.075;1;0.075;1;0.175;1;1.1;1;256;0.43;0.07
18TL15133_2236;341;47.89033;-62.79317;402622;24;08-sep-15;22:38:00;30.96;3.6;301.85694;0.45;NaN;0.157;0.445;1;3.25;1;0.795;1;3.54;1;0;4.09;0.92
18TL15133_2236;341;47.89033;-62.79317;402621;77.03;08-sep-15;22:38:00;32.34;0.58;236.11742;0.05;5.3245;0.056;0.145;1;13.59;1;1.57;1;22.755;1;256;8.66;0.60
18TL15133_2237;351;47.7545;-62.74833;402626;4.86;09-sep-15;00:49:00;28.79;17.42;245.1834;0.805;5.6475;0.305;0.07;1;0.07;1;0.08;1;0.56;1;256;0.88;0.13
18TL15133_2237;351;47.7545;-62.74833;402625;24.79;09-sep-15;00:49:00;30.75;4.52;297.8822;0.455;NaN;0.118;0.42;1;1.945;1;0.635;1;1.82;1;0;3.06;1.07
18TL15133_2237;351;47.7545;-62.74833;402624;63.36;09-sep-15;00:49:00;31.92;0.03;260.8144;0.06;5.871;0.06;0.2;1;10.865;1;1.445;1;18.985;1;256;7.52;0.57
18TL15133_2238;371;47.81933;-62.42667;402630;4.86;09-sep-15;07:14:00;28.82;17.02;246.2999;0.665;5.678;0.262;0.065;1;0.065;1;0.145;1;0.53;1;256;0.45;0.12
18TL15133_2238;371;47.81933;-62.42667;402629;24.79;09-sep-15;07:14:00;30.49;4.99;287.52108;0.51;NaN;0.159;0.495;1;2.15;1;0.66;1;2.4;1;0;3.26;0.90
