CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
18NA96002_298;CAST#1;45.8665;-60.8392;147642;20;30-apr-96;16:24:00;21.722;2.868;8.435;1;0.0801;1;NaN;9;0.03;1;0.2065;1;0.105;1;0;0.15;0.29
18NA96002_298;CAST#1;45.8665;-60.8392;147641;45;30-apr-96;16:24:00;22.124;0.957;8.227;1;NaN;9;NaN;9;0.385;1;0.3145;1;1.245;1;0;1.22;0.31
18NA96002_299;CAST#1;45.8202;-60.8495;147650;1;30-apr-96;17:20:00;21.612;3.905;8.315;1;0;1;NaN;9;0.09;1;0.1615;1;0.06;1;0;0.56;1.50
18NA96002_299;CAST#1;45.8202;-60.8495;147649;5;30-apr-96;17:20:00;21.629;3.681;8.386;1;0;1;NaN;9;0.1;1;0.1495;1;0.065;1;0;0.67;1.54
18NA96002_299;CAST#1;45.8202;-60.8495;147648;15;30-apr-96;17:20:00;21.647;3.506;8.373;1;0.8811;1;NaN;9;0.13;1;0.1805;1;0.28;1;0;0.72;0.46
18NA96002_299;CAST#1;45.8202;-60.8495;147647;50;30-apr-96;17:20:00;22.152;0.89;8.329;1;0.2403;1;NaN;9;0.295;1;0.3455;1;0.785;1;0;0.85;0.38
18NA96002_299;CAST#1;45.8202;-60.8495;147646;70;30-apr-96;17:20:00;22.316;0.307;8.301;1;NaN;9;NaN;9;0.795;1;0.342;1;2.505;1;0;2.32;0.32
18NA96002_299;CAST#1;45.8202;-60.8495;147645;112;30-apr-96;17:20:00;22.481;-0.109;8.246;1;NaN;9;NaN;9;1.92;1;0.483;1;6.155;1;0;3.98;0.31
18NA96002_300;CAST#1;45.8492;-60.7648;147655;1;30-apr-96;18:05:00;21.55;4.728;8.27;1;0;1;NaN;9;0.06;1;0.136;1;0.02;1;0;0.44;3.00
18NA96002_300;CAST#1;45.8492;-60.7648;147654;5;30-apr-96;18:05:00;21.563;3.853;8.312;1;0.2403;1;NaN;9;0.07;1;0.1335;1;0;1;0;0.52;NaN
18NA96002_300;CAST#1;45.8492;-60.7648;147653;25;30-apr-96;18:05:00;21.875;1.373;8.556;1;0.4806;1;NaN;9;0.09;1;0.1875;1;0.01;1;0;0.48;9.00
18NA96002_300;CAST#1;45.8492;-60.7648;147652;50;30-apr-96;18:05:00;22.133;0.946;8.321;1;NaN;9;NaN;9;0.365;1;0.2945;1;0.785;1;0;1.24;0.46
18NA96002_300;CAST#1;45.8492;-60.7648;147651;72;30-apr-96;18:05:00;22.273;0.208;8.225;1;NaN;9;NaN;9;0.865;1;0.34;1;2.8;1;0;2.54;0.31
18NA96002_301;CAST#1;45.9145;-60.7563;147659;1;01-may-96;11:36:00;21.342;4.319;8.346;1;0.0801;1;NaN;9;0.095;1;0.158;1;0.995;1;0;0.60;0.10
18NA96002_301;CAST#1;45.9145;-60.7563;147658;5;01-may-96;11:36:00;21.583;4.261;8.355;1;0.1602;1;NaN;9;0.06;1;0.11;1;0.21;1;0;0.55;0.29
18NA96002_301;CAST#1;45.9145;-60.7563;147657;35;01-may-96;11:36:00;22.03;0.789;8.35;1;1.1214;1;NaN;9;0.19;1;0.273;1;0.59;1;0;0.70;0.32
18NA96002_301;CAST#1;45.9145;-60.7563;147656;72;01-may-96;11:36:00;22.17;0.03;8.048;1;NaN;9;NaN;9;0.79;1;0.452;1;4.235;1;0;1.75;0.19
18NA96002_302;CAST#1;45.9547;-60.5872;147661;1;01-may-96;13:38:00;20.706;6.741;8.082;1;0.1602;7;NaN;9;0.06;1;0.1495;1;1.595;1;32;0.40;0.04
18NA96002_302;CAST#1;45.9547;-60.5872;147660;5;01-may-96;13:38:00;21.377;4.463;8.508;1;0.1602;7;NaN;9;0.03;1;0.161;1;0.5;1;32;0.19;0.06
18NA96002_303;CAST#1;45.9685;-60.4773;147663;1;01-may-96;14:31:00;20.389;6.277;8.189;1;0.1602;1;NaN;9;0.03;1;0.1305;1;0.91;1;0;0.23;0.03
18NA96002_303;CAST#1;45.9685;-60.4773;147664;5;01-may-96;14:31:00;20.844;5.142;8.224;1;0.1602;1;NaN;9;0.06;1;0.15;1;1.205;1;0;0.40;0.05
18NA96002_303;CAST#1;45.9685;-60.4773;147662;38;01-may-96;14:31:00;21.771;1.23;8.268;1;0.8811;1;NaN;9;0.11;1;0.3055;1;0.635;1;0;0.36;0.17
18NA96002_305;CAST#1;46.0087;-60.4052;147666;1;01-may-96;15:25:00;19.745;5.71;8.264;1;0.4005;1;NaN;9;0.03;1;0.1445;1;1.79;1;0;0.21;0.02
18NA96002_305;CAST#1;46.0087;-60.4052;147665;7;01-may-96;15:25:00;21.063;4.219;8.456;1;0.2403;1;NaN;9;0.02;1;0.1175;1;0.195;1;0;0.17;0.10
18NA96002_306;CAST#1;45.904;-60.6112;147669;1;01-may-96;16:39:00;21.32;4.651;8.28;1;0.2403;1;NaN;9;0.01;1;0.1535;1;0.24;1;0;0.07;0.04
18NA96002_306;CAST#1;45.904;-60.6112;147668;5;01-may-96;16:39:00;21.354;4.601;8.303;1;0.2403;1;NaN;9;0.01;1;0.144;1;0.29;1;0;0.07;0.03
18NA96002_306;CAST#1;45.904;-60.6112;147667;20;01-may-96;16:39:00;21.869;1.789;8.343;1;0.5607;1;NaN;9;0.02;1;0.2285;1;0.34;1;0;0.09;0.06
18NA96002_308;CAST#1;45.8767;-60.6717;147672;1;01-may-96;17:16:00;21.554;4.289;8.339;1;0.3204;1;NaN;9;0;1;0.144;1;0.155;1;0;0.00;0.00
18NA96002_308;CAST#1;45.8767;-60.6717;147671;5;01-may-96;17:16:00;21.553;4.31;8.345;1;0.2403;1;NaN;9;0;1;0.1125;1;0.09;1;0;0.00;0.00
18NA96002_308;CAST#1;45.8767;-60.6717;147670;25;01-may-96;17:16:00;21.886;1.74;8.39;1;0.6408;1;NaN;9;0.01;1;0.159;1;0.145;1;0;0.06;0.07
