Filename; Pressure; Uniqueno; Variable; Values; Test failed
18NE95008_456; 4.66; 188; doxy; 5.99; Bottle-CTD Difference Problem
18NE95008_456; 10.12; 189; doxy; 6.01; Bottle-CTD Difference Problem
18NE95008_456; 50.87; 190; doxy; 6.72; Bottle-CTD Difference Problem
18NE95008_466; 14.87; 200; doxy; 6.21; Bottle-CTD Difference Problem
18NE95008_474; 4.86; 213; doxy; 7.14; Bottle-CTD Difference Problem
18NE95008_474; 52.55; 214; doxy; 6.58; Bottle-CTD Difference Problem
18NE95008_474; 4.86; 213; doxy; 7.14; Surface O2 Out of Prescribed Limits
18NE95008_452; 4.86; 177; doxy; 6.06; Bottle-CTD Difference Problem
18NE95008_452; 14.78; 178; doxy; 6.12; Bottle-CTD Difference Problem
18NE95008_452; 51.26; 179; doxy; 6.54; Bottle-CTD Difference Problem
18NE95008_453; 14.78; 181; doxy; 6.07; Bottle-CTD Difference Problem
18NE95008_453; 54.74; 182; doxy; 6.33; Bottle-CTD Difference Problem
18NE95008_455; 5.16; 184; doxy; 6.07; Bottle-CTD Difference Problem
18NE95008_455; 14.87; 185; doxy; 6.16; Bottle-CTD Difference Problem
18NE95008_455; 46.90; 186; doxy; 6.16; Bottle-CTD Difference Problem
18NE95008_482; 4.96; 116; doxy; 6.07; Bottle-CTD Difference Problem
18NE95008_482; 14.87; 117; doxy; 6.14; Bottle-CTD Difference Problem
18NE95008_482; 67.52; 118; doxy; 6.05; Bottle-CTD Difference Problem
18NE95008_487; 4.86; 136; doxy; 6.05; Bottle-CTD Difference Problem
18NE95008_487; 14.87; 137; doxy; 6.07; Bottle-CTD Difference Problem
18NE95008_487; 46.90; 138; doxy; 6.71; Bottle-CTD Difference Problem
18NE95008_487; 0.99 to 4.86; 135, 136; ntrz; 10.39  0.83  ; Gradient or Inversion too high
18NE95008_484; 4.86; 124; doxy; 6.41; Bottle-CTD Difference Problem
18NE95008_484; 15.07; 125; doxy; 6.44; Bottle-CTD Difference Problem
18NE95008_484; 74.46; 126; doxy; 5.50; Bottle-CTD Difference Problem
18NE95008_480; 5.06; 108; doxy; 6.25; Bottle-CTD Difference Problem
18NE95008_480; 14.68; 109; doxy; 6.22; Bottle-CTD Difference Problem
18NE95008_480; 41.55; 110; doxy; 6.07; Bottle-CTD Difference Problem
18NE95008_486; 5.16; 132; doxy; 6.27; Bottle-CTD Difference Problem
18NE95008_486; 15.17; 133; doxy; 6.26; Bottle-CTD Difference Problem
18NE95008_486; 72.87; 134; doxy; 5.37; Bottle-CTD Difference Problem
18NE95008_483; 4.96; 120; doxy; 6.28; Bottle-CTD Difference Problem
18NE95008_483; 14.97; 121; doxy; 6.28; Bottle-CTD Difference Problem
18NE95008_483; 57.61; 122; doxy; 6.30; Bottle-CTD Difference Problem
18NE95008_492; 4.36; 173; doxy; 6.16; Bottle-CTD Difference Problem
18NE95008_492; 14.87; 174; doxy; 6.16; Bottle-CTD Difference Problem
18NE95008_492; 24.89; 175; doxy; 6.16; Bottle-CTD Difference Problem
18NE95008_491; 5.06; 169; doxy; 6.43; Bottle-CTD Difference Problem
18NE95008_491; 14.77; 170; doxy; 6.41; Bottle-CTD Difference Problem
18NE95008_491; 41.54; 171; doxy; 6.90; Bottle-CTD Difference Problem
18NE95008_467; 5.16; 204; doxy; 6.31; Bottle-CTD Difference Problem
18NE95008_467; 14.87; 205; doxy; 6.30; Bottle-CTD Difference Problem
18NE95008_467; 26.77; 206; doxy; 6.43; Bottle-CTD Difference Problem
18NE95008_488; 58.60; 145; doxy; 6.04; Bottle-CTD Difference Problem
18NE95008_489; 62.46; 150; doxy; 5.76; Bottle-CTD Difference Problem
18NE95008_475; 5.06; 104; doxy; 6.25; Bottle-CTD Difference Problem
18NE95008_475; 15.07; 105; doxy; 6.29; Bottle-CTD Difference Problem
18NE95008_475; 34.70; 106; doxy; 6.42; Bottle-CTD Difference Problem
