CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;CTD;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TE90;DOXY;OXYM_01;CHL_03;FLOR;NO2_01;Q_NO2;NOx_01;Q_NOX;PO4_01;Q_PO4;Si_01;Q_Si;QCFF;N_P;N_Si
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(ml/l);(mmol/m**3);(mg/m**3);(mg/m**3);(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));((none));((none));((none))
18TL08041_989;11;46.9585;-60.218;291081;2.78;26-jul-08;00:13:00;28.05;19.49;254.87462;5.8205;NaN;2.185;NaN;9;NaN;9;NaN;9;NaN;9;256;NaN;NaN
18TL08041_989;11;46.9585;-60.218;291079;12.99;26-jul-08;00:13:00;29.63;11.32;290.69194;NaN;NaN;4.66;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18TL08041_989;11;46.9585;-60.218;291080;12.99;26-jul-08;00:13:00;29.64;11.28;290.69194;NaN;NaN;4.678;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18TL08041_989;11;46.9585;-60.218;291078;50.77;26-jul-08;00:13:00;32.1;0.75;326.37528;NaN;NaN;0.333;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18TL08041_989;11;46.9585;-60.218;291077;75.65;26-jul-08;00:13:00;32.46;0.72;315.83552;7.105;NaN;0.28;NaN;9;NaN;9;NaN;9;NaN;9;256;NaN;NaN
18TL08041_992;21;47.02333;-60.11617;291086;2.48;26-jul-08;01:00:00;28.17;19.35;255.6785;5.8315;0.68;2.098;0.01;1;0.145;1;0.03;1;1.485;1;256;4.83;0.10
18TL08041_992;21;47.02333;-60.11617;291084;15.67;26-jul-08;01:00:00;30.02;7.91;295.06862;NaN;1.775;4.231;0.035;1;0.24;7;0.35;7;1.87;1;512;0.69;0.13
18TL08041_992;21;47.02333;-60.11617;291085;15.67;26-jul-08;01:00:00;30.01;7.93;295.06862;NaN;1.78;4.276;0.03;1;0.205;7;0.34;7;1.585;1;512;0.60;0.13
18TL08041_992;21;47.02333;-60.11617;291083;50.67;26-jul-08;01:00:00;31.83;0.52;331.91312;NaN;0.13;0.566;0.21;1;5.755;1;0.85;1;6.68;1;0;6.77;0.86
18TL08041_992;21;47.02333;-60.11617;291082;175.95;26-jul-08;01:00:00;34.26;4.93;168.68082;3.7635;NaN;0.239;0.04;1;19.32;1;1.44;1;20.74;1;256;13.42;0.93
18TL08041_993;31;47.10283;-59.98417;291092;2.58;26-jul-08;03:41:00;28.69;18.52;254.47268;5.8465;0.565;1.781;0.01;1;0.085;1;0.07;1;0.385;1;256;1.21;0.22
18TL08041_993;31;47.10283;-59.98417;291091;15.67;26-jul-08;03:41:00;31.07;11.02;297.03366;NaN;1.01;2.877;0.01;1;0.1;1;0.31;1;0.99;1;0;0.32;0.10
18TL08041_993;31;47.10283;-59.98417;291090;21.52;26-jul-08;03:41:00;31.09;8.37;316.05882;NaN;1.52;3.704;0.015;1;0.12;1;0.375;1;1.24;1;0;0.32;0.10
18TL08041_993;31;47.10283;-59.98417;291089;50.57;26-jul-08;03:41:00;32.03;0.72;351.51886;NaN;0.285;0.857;0.245;1;4.275;1;0.735;1;3.865;1;0;5.82;1.11
18TL08041_993;31;47.10283;-59.98417;291088;250.05;26-jul-08;03:41:00;34.56;5.41;156.39932;3.482;NaN;0.238;0.025;1;22.725;1;1.635;1;23.79;1;256;13.90;0.96
18TL08041_993;31;47.10283;-59.98417;291087;329.47;26-jul-08;03:41:00;34.75;5.21;159.61484;3.594;NaN;0.234;0.025;1;22.675;1;1.65;1;27.675;1;256;13.74;0.82
18TL08041_994;41;47.2715;-59.78317;291097;15.47;26-jul-08;05:25:00;31.67;4.45;342.40822;NaN;NaN;1.322;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18TL08041_994;41;47.2715;-59.78317;291096;27.17;26-jul-08;05:25:00;31.94;1.26;367.01588;NaN;NaN;2.877;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18TL08041_994;41;47.2715;-59.78317;291095;50.27;26-jul-08;05:25:00;32.17;0.64;351.38488;NaN;NaN;0.723;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18TL08041_994;41;47.2715;-59.78317;291094;250.44;26-jul-08;05:25:00;34.48;5.49;157.51582;3.482;NaN;0.205;NaN;9;NaN;9;NaN;9;NaN;9;256;NaN;NaN
18TL08041_994;41;47.2715;-59.78317;291093;452.7;26-jul-08;05:25:00;34.79;5.01;168.77014;5.2075;NaN;0.238;NaN;9;NaN;9;NaN;9;NaN;9;256;NaN;NaN
18TL08041_995;51;47.43417;-59.5615;291104;3.17;26-jul-08;07:27:00;30.39;15.89;267.2901;6.0425;0.32;1.028;NaN;9;NaN;9;NaN;9;NaN;9;256;NaN;NaN
18TL08041_995;51;47.43417;-59.5615;291103;15.87;26-jul-08;07:27:00;31.39;10;293.10358;NaN;0.485;2.251;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18TL08041_995;51;47.43417;-59.5615;291102;27.67;26-jul-08;07:27:00;31.66;1.31;350.04508;NaN;0.82;2.841;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18TL08041_995;51;47.43417;-59.5615;291101;50.67;26-jul-08;07:27:00;32.16;0.59;346.115;NaN;0.14;0.837;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18TL08041_995;51;47.43417;-59.5615;291100;249.45;26-jul-08;07:27:00;34.47;5.74;173.23614;3.8885;NaN;0.198;NaN;9;NaN;9;NaN;9;NaN;9;256;NaN;NaN
18TL08041_995;51;47.43417;-59.5615;291099;454.37;26-jul-08;07:27:00;34.79;5.01;169.84198;3.8415;NaN;0.23;NaN;9;NaN;9;NaN;9;NaN;9;256;NaN;NaN
18TL08041_996;61;47.58367;-59.34283;291109;2.78;26-jul-08;09:19:00;30.9;16.27;263.00274;NaN;NaN;1.056;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18TL08041_996;61;47.58367;-59.34283;291108;15.37;26-jul-08;09:19:00;30.9;16.24;262.6008;NaN;NaN;1.122;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18TL08041_996;61;47.58367;-59.34283;291107;25.78;26-jul-08;09:19:00;31.31;9.05;302.48218;NaN;NaN;1.873;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
