CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;CTD;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TE90;DOXY;OXYM_01;CHL_03;FLOR;NO2_01;Q_NO2;NOx_01;Q_NOX;PO4_01;Q_PO4;Si_01;Q_Si;QCFF;N_P;N_Si
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(ml/l);(mmol/m**3);(mg/m**3);(mg/m**3);(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));((none));((none));((none))
18HU08057_999_;1291;47.83017;-64.24967;341402;2.18;07-nov-08;07:37:00;29.12;6.97;317.48794;7.1015;1.395;3.537;0.115;1;3.03;1;0.465;1;4.165;1;256;6.52;0.73
18HU08057_999_;1291;47.83017;-64.24967;341401;5.16;07-nov-08;07:37:00;29.12;6.97;317.44328;7.1;1.315;3.555;0.115;1;3.015;1;0.465;1;4.45;1;256;6.48;0.68
18HU08057_999_;1291;47.83017;-64.24967;341400;14.58;07-nov-08;07:37:00;29.23;6.8;308.154;6.958;0.825;1.833;0.12;1;3.225;1;0.485;1;4.91;1;256;6.65;0.66
18HU08057_999_;1291;47.83017;-64.24967;341399;25.28;07-nov-08;07:37:00;29.36;6.65;309.7171;6.951;0.47;1.603;0.125;1;3.165;1;0.505;1;4.3;1;256;6.27;0.74
18HU08057_999_;1291;47.83017;-64.24967;341398;33.41;07-nov-08;07:37:00;29.61;6.64;308.51128;6.936;0.39;1.35;0.12;1;3.015;1;0.49;1;3.63;1;256;6.15;0.83
18HU08057_1000;1301;47.7395;-64.00117;341407;5.55;07-nov-08;09:14:00;29.09;6.98;313.60252;6.9955;0.805;2.947;0.125;1;3.235;1;0.5;1;5.265;1;256;6.47;0.61
18HU08057_1000;1301;47.7395;-64.00117;341406;15.87;07-nov-08;09:14:00;29.14;6.94;311.5035;6.971;0.9;2.584;0.12;1;3.27;1;0.5;1;5.38;1;256;6.54;0.61
18HU08057_1000;1301;47.7395;-64.00117;341405;25.19;07-nov-08;09:14:00;29.32;6.85;304.40256;6.838;0.39;1.211;0.135;1;3.405;1;0.565;1;4.735;1;256;6.03;0.72
18HU08057_1000;1301;47.7395;-64.00117;341404;50.47;07-nov-08;09:14:00;31.22;4.2;270.193;6.312;0.095;0.486;0.13;1;7.305;1;0.85;1;9.18;1;256;8.59;0.80
18HU08057_1000;1301;47.7395;-64.00117;341403;73.86;07-nov-08;09:14:00;32.43;0.66;253.04356;5.7695;0.08;0.454;0.07;1;13.01;1;1.28;1;18.92;1;256;10.16;0.69
18HU08057_1001;1311;47.65817;-63.74883;341413;2.48;07-nov-08;11:21:00;29.55;6.22;322.26656;7.1975;1.29;2.761;0.12;1;3.435;1;0.515;1;4.28;1;256;6.67;0.80
18HU08057_1001;1311;47.65817;-63.74883;341412;5.16;07-nov-08;11:21:00;29.74;5.9;323.3384;7.217;1.285;2.734;0.12;1;3.455;1;0.525;1;3.9;1;256;6.58;0.89
18HU08057_1001;1311;47.65817;-63.74883;341411;15.87;07-nov-08;11:21:00;30.18;4.65;335.03932;7.408;1.325;2.789;0.09;1;3.715;1;0.545;1;2.72;1;256;6.82;1.37
18HU08057_1001;1311;47.65817;-63.74883;341410;24.99;07-nov-08;11:21:00;30.42;4.71;324.18694;7.232;1.7;2.513;0.08333;1;3.68333;1;0.58667;1;2.02;1;256;6.28;1.82
18HU08057_1001;1311;47.65817;-63.74883;341409;51.16;07-nov-08;11:21:00;32.09;1.23;265.10176;6.015;0.08;0.468;0.07;1;11.30667;1;1.17333;1;15.945;1;256;9.64;0.71
18HU08057_1001;1311;47.65817;-63.74883;341408;59.39;07-nov-08;11:21:00;32.15;1.13;261.75226;5.849;0.175;0.475;0.08;1;12.075;1;1.225;1;19.165;1;256;9.86;0.63
18HU08057_1002;1321;47.50017;-63.25083;341419;2.38;07-nov-08;13:49:00;29.92;6.97;313.0666;6.9885;1.195;2.96;0.095;1;2.01;1;0.44;1;2.64;1;256;4.57;0.76
18HU08057_1002;1321;47.50017;-63.25083;341418;5.55;07-nov-08;13:49:00;29.92;6.97;313.20058;7.009;1.11;3.081;0.095;1;1.945;1;0.42;1;2.81;1;256;4.63;0.69
18HU08057_1002;1321;47.50017;-63.25083;341417;15.57;07-nov-08;13:49:00;29.92;6.97;312.93262;6.988;1.09;3.149;0.09;1;1.965;1;0.42;1;2.73;1;256;4.68;0.72
18HU08057_1002;1321;47.50017;-63.25083;341416;24.89;07-nov-08;13:49:00;30;6.59;311.77146;6.972;0.5;1.589;0.12;1;2.52;1;0.48;1;2.635;1;256;5.25;0.96
18HU08057_1002;1321;47.50017;-63.25083;341415;51.06;07-nov-08;13:49:00;32.07;0.07;260.90372;5.726;0.055;0.384;0.02;1;13.025;1;1.315;1;21.005;1;256;9.90;0.62
18HU08057_1002;1321;47.50017;-63.25083;341414;71.78;07-nov-08;13:49:00;32.15;-0.18;238.75236;5.2765;0.12;0.484;0.05333;1;14.17333;1;1.44667;1;26.385;1;256;9.80;0.54
18HU08057_1003;1331;47.33083;-62.75467;341424;3.77;07-nov-08;16:30:00;29.23;8.51;299.8919;6.717;1.175;2.45;0.065;1;1.73;1;0.375;1;3.82;1;256;4.61;0.45
18HU08057_1003;1331;47.33083;-62.75467;341423;5.55;07-nov-08;16:30:00;29.23;8.51;300.29384;6.712;1.115;2.362;0.065;1;1.725;1;0.375;1;3.945;1;256;4.60;0.44
18HU08057_1003;1331;47.33083;-62.75467;341422;15.37;07-nov-08;16:30:00;29.23;8.51;299.6686;6.703;1.035;2.401;0.075;1;1.75;1;0.375;1;3.865;1;256;4.67;0.45
18HU08057_1003;1331;47.33083;-62.75467;341421;24.79;07-nov-08;16:30:00;29.23;8.44;299.75792;6.716;0.835;1.976;0.075;1;1.855;1;0.38;1;4.055;1;256;4.88;0.46
18HU08057_1003;1331;47.33083;-62.75467;341420;42.44;07-nov-08;16:30:00;31.55;0.26;265.9503;5.913;0.085;0.46;0.06;1;12.4;1;1.25;1;17.82;1;256;9.92;0.70
18HU08057_1004;1341;47.17067;-62.255;341429;1.98;07-nov-08;19:07:00;23.67;8.4;314.853;6.785;1.71;2.788;0.065;1;1.46;1;0.37;1;4.04;1;256;3.95;0.36
18HU08057_1004;1341;47.17067;-62.255;341428;5.16;07-nov-08;19:07:00;29.44;8.46;303.28606;6.789;1.67;3.42;0.065;1;1.45;1;0.355;1;4.02;1;256;4.08;0.36
