CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL_BS;Q_PSAL;OXYM_01;Q_OXYM;NOx_01;Q_NOX;PO4_01;Q_PO4;Si_01;Q_Si;QCFF;N_P;N_Si
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(PSU);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));((none));((none));((none))
18HU76020_318;72;43.3333;-63.33;-312;75;10-jul-76;07:27:00;32.77;1;5.9;1;9.76;1;1.14;1;10.39;1;0;8.56;0.94
18HU76020_318;72;43.3333;-63.33;-313;100;10-jul-76;07:27:00;33.65;1;4.8;1;13.36;1;1.23;1;11.74;1;0;10.86;1.14
18HU76020_318;72;43.3333;-63.33;-314;125;10-jul-76;07:27:00;34.46;1;4;1;14.51;1;1.43;1;13.85;1;0;10.15;1.05
18HU76020_318;72;43.3333;-63.33;-315;150;10-jul-76;07:27:00;34.81;1;3.4;1;17.62;1;1.48;1;14.54;1;0;11.91;1.21
18HU76020_319;73;43.1667;-63.33;-316;10;10-jul-76;09:00:00;31.6;1;6.1;1;1.76;1;0.31;1;0.03;1;0;5.68;58.67
18HU76020_319;73;43.1667;-63.33;-317;30;10-jul-76;09:00:00;31.84;1;6.9;1;2.32;1;0.52;1;0.36;1;0;4.46;6.44
18HU76020_319;73;43.1667;-63.33;-318;40;10-jul-76;09:00:00;32.08;1;6.8;1;3.27;1;0.8;1;3.08;1;0;4.09;1.06
18HU76020_319;73;43.1667;-63.33;-319;50;10-jul-76;09:00:00;32.13;1;6.5;1;6.52;1;0.99;1;4.17;1;0;6.59;1.56
18HU76020_319;73;43.1667;-63.33;-320;75;10-jul-76;09:00:00;32.89;1;5.9;1;10.93;1;1.08;1;8.12;1;0;10.12;1.35
18HU76020_319;73;43.1667;-63.33;-321;100;10-jul-76;09:00:00;34.05;1;4.7;1;12.24;1;0.81;1;12.59;1;0;15.11;0.97
18HU76020_319;73;43.1667;-63.33;-322;125;10-jul-76;09:00:00;34.96;1;3.7;1;14.47;1;1.42;1;16.22;1;0;10.19;0.89
18HU76020_319;73;43.1667;-63.33;-323;150;10-jul-76;09:00:00;35.08;1;3.9;1;13.18;1;1.29;1;16.8;1;0;10.22;0.78
18HU76020_320;74;43.0133;-63.3317;-324;10;10-jul-76;10:40:00;31.5;1;6.3;1;1.56;1;0.26;1;0.06;1;0;6.00;26.00
18HU76020_320;74;43.0133;-63.3317;-325;30;10-jul-76;10:40:00;31.96;1;6.8;1;1.53;1;0.25;1;0.15;1;0;6.12;10.20
18HU76020_320;74;43.0133;-63.3317;-326;40;10-jul-76;10:40:00;32.13;1;7;1;4.09;1;0.63;1;1;1;0;6.49;4.09
18HU76020_320;74;43.0133;-63.3317;-327;50;10-jul-76;10:40:00;32.2;1;6.9;1;4.8;1;0.85;1;4.27;1;0;5.65;1.12
18HU76020_320;74;43.0133;-63.3317;-328;75;10-jul-76;10:40:00;33.34;1;5;1;14.3;1;1.25;1;11.01;1;0;11.44;1.30
18HU76020_320;74;43.0133;-63.3317;-329;100;10-jul-76;10:40:00;34.31;1;4.6;1;10.38;1;1.13;1;11.39;1;0;9.19;0.91
18HU76020_320;74;43.0133;-63.3317;-330;125;10-jul-76;10:40:00;34.72;1;4;1;12.97;1;1.37;1;13.41;1;0;9.47;0.97
18HU76020_320;74;43.0133;-63.3317;-331;150;10-jul-76;10:40:00;35.01;1;3.8;1;14.11;1;1.37;1;13.46;1;0;10.30;1.05
18HU76020_321;75;42.8383;-63.335;-332;10;10-jul-76;11:13:00;31.4;1;5.8;1;1.48;1;0.3;1;0.06;1;0;4.93;24.67
18HU76020_321;75;42.8383;-63.335;-333;30;10-jul-76;11:13:00;31.91;1;6.3;1;2.77;1;0.36;1;0.13;1;0;7.69;21.31
18HU76020_321;75;42.8383;-63.335;-334;40;10-jul-76;11:13:00;32.45;1;6.6;1;2.62;1;0.44;1;0.39;1;0;5.95;6.72
18HU76020_321;75;42.8383;-63.335;-335;50;10-jul-76;11:13:00;32.59;1;6.8;1;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU76020_321;75;42.8383;-63.335;-336;75;10-jul-76;11:13:00;33.57;1;5.7;1;7.71;1;0.88;1;10.06;1;0;8.76;0.77
18HU76020_321;75;42.8383;-63.335;-337;100;10-jul-76;11:13:00;34.45;1;4.9;1;8.67;1;0.96;1;9.06;1;0;9.03;0.96
18HU76020_321;75;42.8383;-63.335;-338;125;10-jul-76;11:13:00;35;1;4.2;1;10.9;1;1.08;1;14.8;1;0;10.09;0.74
18HU76020_321;75;42.8383;-63.335;-339;150;10-jul-76;11:13:00;35.11;1;4.1;1;12.25;1;1.27;1;13.5;1;0;9.65;0.91
18HU76020_322;76;42.6667;-63.3317;-340;10;10-jul-76;13:21:00;31.55;1;5.5;1;1.29;1;0.33;1;0;1;0;3.91;NaN
18HU76020_322;76;42.6667;-63.3317;-341;30;10-jul-76;13:21:00;32.36;1;6.4;1;1.91;1;0.31;1;0.3;1;0;6.16;6.37
18HU76020_322;76;42.6667;-63.3317;-342;40;10-jul-76;13:21:00;32.68;1;6.8;1;1.91;1;0.42;1;0.11;1;0;4.55;17.36
18HU76020_322;76;42.6667;-63.3317;-343;50;10-jul-76;13:21:00;33.21;1;6.6;1;2.14;1;0.41;1;0.19;1;0;5.22;11.26
18HU76020_322;76;42.6667;-63.3317;-344;75;10-jul-76;13:21:00;33.92;1;5.4;1;8.67;1;0.95;1;8.52;1;0;9.13;1.02
18HU76020_322;76;42.6667;-63.3317;-345;100;10-jul-76;13:21:00;34.45;1;5;1;6.25;1;0.76;1;10.41;1;0;8.22;0.60
18HU76020_322;76;42.6667;-63.3317;-346;125;10-jul-76;13:21:00;34.84;1;4.4;1;10.15;1;1.07;1;13.36;1;0;9.49;0.76
18HU76020_322;76;42.6667;-63.3317;-347;150;10-jul-76;13:21:00;35.11;1;3.8;1;11.44;1;1.16;1;16.15;1;0;9.86;0.71
