CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;TEMP_XX;OXYM_01;Q_OXYM;CHL_XX;Q_CHL;NOx_01;Q_NOX;PO4_01;Q_PO4;Si_01;Q_Si;QCFF;N_P;N_Si
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(celsius);(mmol/m**3);((none));(mg/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));((none));((none));((none))
18HU96006_390;HL1            S2;44.4;-63.46333;158009;1;12-may-96;23:15:00;NaN;8.1;1;1.66;1;0.18;1;0.51;1;0.84;1;0;0.35;0.21
18HU96006_390;HL1            S2;44.4;-63.46333;158008;10;12-may-96;23:15:00;NaN;8.19;1;1.72;1;0.19;1;0.5;1;0.82;1;0;0.38;0.23
18HU96006_390;HL1            S2;44.4;-63.46333;158007;20;12-may-96;23:15:00;NaN;8.28;1;0.89;1;0.32;1;0.53;1;0.63;1;0;0.60;0.51
18HU96006_390;HL1            S2;44.4;-63.46333;158006;30;12-may-96;23:15:00;NaN;8.21;1;0.59;1;0.67;1;0.6;1;0.8;1;0;1.12;0.84
18HU96006_390;HL1            S2;44.4;-63.46333;158005;40;12-may-96;23:15:00;NaN;8.01;1;0.3;1;0.75;1;0.62;1;0.9;1;0;1.21;0.83
18HU96006_390;HL1            S2;44.4;-63.46333;158004;50;12-may-96;23:15:00;NaN;7.91;1;0.19;1;0.76;1;0.63;1;1.01;1;0;1.21;0.75
18HU96006_390;HL1            S2;44.4;-63.46333;158003;60;12-may-96;23:15:00;NaN;7.71;1;0.16;1;0.92;1;0.66;1;1.5;1;0;1.39;0.61
18HU96006_390;HL1            S2;44.4;-63.46333;158002;70;12-may-96;23:15:00;NaN;NaN;9;0.15;1;1.15;1;0.71;1;2.01;1;0;1.62;0.57
18HU96006_390;HL1            S2;44.4;-63.46333;158001;80;12-may-96;23:15:00;NaN;7.5;1;0.2;1;1.23;1;0.77;1;2.39;1;0;1.60;0.51
18HU96006_391;HL2 - AZMP     S3/3;44.27333;-63.31833;158025;1;13-may-96;02:45:00;NaN;8.19;1;1.9;1;0;1;0.46;1;0.41;1;0;0.00;0.00
18HU96006_391;HL2 - AZMP     S3/3;44.27333;-63.31833;158024;10;13-may-96;02:45:00;NaN;8.21;1;1.87;1;0;1;0.4;1;0.34;1;0;0.00;0.00
18HU96006_391;HL2 - AZMP     S3/3;44.27333;-63.31833;158023;20;13-may-96;02:45:00;NaN;8.19;1;0.35;1;0;1;0.41;1;0.35;1;0;0.00;0.00
18HU96006_391;HL2 - AZMP     S3/3;44.27333;-63.31833;158022;30;13-may-96;02:45:00;NaN;8.22;1;1.86;1;0.2;1;0.54;1;0.52;1;0;0.37;0.38
18HU96006_391;HL2 - AZMP     S3/3;44.27333;-63.31833;158021;40;13-may-96;02:45:00;NaN;7.97;1;0.05;1;0.85;1;0.62;1;1.05;1;0;1.37;0.81
18HU96006_391;HL2 - AZMP     S3/3;44.27333;-63.31833;158020;50;13-may-96;02:45:00;NaN;7.92;1;0.05;1;0.31;1;0.6;1;0.8;1;0;0.52;0.39
18HU96006_391;HL2 - AZMP     S3/3;44.27333;-63.31833;158019;60;13-may-96;02:45:00;NaN;7.81;1;0.03;1;0.84;1;0.68;1;1.32;1;0;1.24;0.64
18HU96006_391;HL2 - AZMP     S3/3;44.27333;-63.31833;158018;70;13-may-96;02:45:00;NaN;NaN;9;0.02;1;2.98;1;0.8;1;3.1;1;0;3.72;0.96
18HU96006_391;HL2 - AZMP     S3/3;44.27333;-63.31833;158017;80;13-may-96;02:45:00;NaN;7.18;1;0.03;1;4.27;1;0.86;1;4.41;1;0;4.97;0.97
18HU96006_391;HL2 - AZMP     S3/3;44.27333;-63.31833;158016;90;13-may-96;02:45:00;NaN;NaN;9;0.04;1;4.73;1;0.97;1;4.74;1;0;4.88;1.00
18HU96006_391;HL2 - AZMP     S3/3;44.27333;-63.31833;158015;100;13-may-96;02:45:00;NaN;7.01;1;0.05;1;4.81;1;0.89;1;5.03;1;0;5.40;0.96
18HU96006_391;HL2 - AZMP     S3/3;44.27333;-63.31833;158014;110;13-may-96;02:45:00;NaN;NaN;9;0.06;1;5;1;0.88;1;5.43;1;0;5.68;0.92
18HU96006_391;HL2 - AZMP     S3/3;44.27333;-63.31833;158013;120;13-may-96;02:45:00;NaN;6.76;1;0.04;1;6.72;1;1.04;1;6.81;1;0;6.46;0.99
18HU96006_391;HL2 - AZMP     S3/3;44.27333;-63.31833;158012;130;13-may-96;02:45:00;NaN;NaN;9;0.06;1;10.51;1;1.12;1;9.74;1;0;9.38;1.08
18HU96006_391;HL2 - AZMP     S3/3;44.27333;-63.31833;158011;140;13-may-96;02:45:00;NaN;NaN;9;0.07;1;12.77;1;1.23;1;12.28;1;0;10.38;1.04
18HU96006_391;HL2 - AZMP     S3/3;44.27333;-63.31833;158010;150;13-may-96;02:45:00;NaN;4.75;1;0.05;1;13.33;1;1.24;1;13.16;1;0;10.75;1.01
18HU96006_392;HL3            S4/1;43.88266;-62.87816;158046;1;13-may-96;07:00:00;NaN;7.74;1;0.91;1;0.21;1;0.37;1;0.63;1;0;0.57;0.33
18HU96006_392;HL3            S4/1;43.88266;-62.87816;158045;10;13-may-96;07:00:00;NaN;7.74;1;0.9;1;0.25;1;0.45;1;0.63;1;0;0.56;0.40
18HU96006_392;HL3            S4/1;43.88266;-62.87816;158044;20;13-may-96;07:00:00;NaN;7.82;1;0.95;1;0.28;1;0.44;1;0.69;1;0;0.64;0.41
18HU96006_392;HL3            S4/1;43.88266;-62.87816;158043;30;13-may-96;07:00:00;NaN;7.7;1;1.56;1;0.44;1;0.53;1;2.37;1;0;0.83;0.19
18HU96006_392;HL3            S4/1;43.88266;-62.87816;158042;40;13-may-96;07:00:00;NaN;7.25;1;0.7;1;3.12;1;0.67;1;2.98;1;0;4.66;1.05
18HU96006_392;HL3            S4/1;43.88266;-62.87816;158041;50;13-may-96;07:00:00;NaN;NaN;9;0.42;1;4.57;1;0.73;1;3.79;1;0;6.26;1.21
18HU96006_392;HL3            S4/1;43.88266;-62.87816;158040;60;13-may-96;07:00:00;NaN;5.49;1;0.07;1;10.85;1;0.99;1;7.42;1;0;10.96;1.46
18HU96006_392;HL3            S4/1;43.88266;-62.87816;158039;70;13-may-96;07:00:00;NaN;NaN;9;0.06;1;11.84;1;1.02;1;8.25;1;0;11.61;1.44
18HU96006_392;HL3            S4/1;43.88266;-62.87816;158038;80;13-may-96;07:00:00;NaN;4.72;1;0.05;1;13.23;1;1.04;1;9.14;1;0;12.72;1.45
18HU96006_392;HL3            S4/1;43.88266;-62.87816;158037;90;13-may-96;07:00:00;NaN;NaN;9;0.04;1;14.04;1;1.01;1;9.89;1;0;13.90;1.42
18HU96006_392;HL3            S4/1;43.88266;-62.87816;158036;100;13-may-96;07:00:00;NaN;4.25;1;0.01;1;15.54;1;1.07;1;9.92;1;0;14.52;1.57
18HU96006_392;HL3            S4/1;43.88266;-62.87816;158035;110;13-may-96;07:00:00;NaN;NaN;9;0.01;1;13.94;1;1.05;1;9.01;1;0;13.28;1.55
18HU96006_392;HL3            S4/1;43.88266;-62.87816;158034;120;13-may-96;07:00:00;NaN;4.29;1;0.01;1;15.41;1;1.07;1;10.39;1;0;14.40;1.48
18HU96006_392;HL3            S4/1;43.88266;-62.87816;158033;130;13-may-96;07:00:00;NaN;NaN;9;0.02;1;16.01;1;1.14;1;10.9;1;0;14.04;1.47
18HU96006_392;HL3            S4/1;43.88266;-62.87816;158032;140;13-may-96;07:00:00;NaN;3.76;1;0.01;1;17.57;1;1.22;1;12.18;1;0;14.40;1.44
18HU96006_392;HL3            S4/1;43.88266;-62.87816;158031;150;13-may-96;07:00:00;NaN;NaN;9;0.01;1;18.16;1;1.26;1;12.09;1;0;14.41;1.50
18HU96006_392;HL3            S4/1;43.88266;-62.87816;158030;160;13-may-96;07:00:00;NaN;3.6;1;0.01;1;18.69;1;1.28;1;12.73;1;0;14.60;1.47
18HU96006_392;HL3            S4/1;43.88266;-62.87816;158029;180;13-may-96;07:00:00;NaN;3.49;1;0.01;1;20.24;1;1.33;1;14;1;0;15.22;1.45
18HU96006_392;HL3            S4/1;43.88266;-62.87816;158028;200;13-may-96;07:00:00;NaN;3.54;1;0.01;1;19.8;1;1.34;1;14.8;1;0;14.78;1.34
18HU96006_392;HL3            S4/1;43.88266;-62.87816;158027;220;13-may-96;07:00:00;NaN;3.48;1;0.01;1;20.24;1;1.44;1;16.22;1;0;14.06;1.25
18HU96006_392;HL3            S4/1;43.88266;-62.87816;158026;250;13-may-96;07:00:00;NaN;3.44;1;0.01;1;20.81;1;1.41;1;17.81;1;0;14.76;1.17
18HU96006_393;S5/2;43.48333;-62.44816;158054;1;13-may-96;17:02:00;NaN;7.51;1;0.7;1;0.22;1;0.37;1;0.67;1;0;0.59;0.33
18HU96006_393;S5/2;43.48333;-62.44816;158053;10;13-may-96;17:02:00;NaN;7.47;1;0.67;1;0.16;1;0.32;1;0.45;1;0;0.50;0.36
18HU96006_393;S5/2;43.48333;-62.44816;158052;20;13-may-96;17:02:00;NaN;7.5;1;0.7;1;0.2;1;0.41;1;0.85;1;0;0.49;0.24
18HU96006_393;S5/2;43.48333;-62.44816;158051;30;13-may-96;17:02:00;NaN;7.51;1;0.71;1;0.36;1;0.31;1;0.72;1;0;1.16;0.50
18HU96006_393;S5/2;43.48333;-62.44816;158050;40;13-may-96;17:02:00;NaN;7.7;1;0.93;1;0;1;0.4;1;1;1;0;0.00;0.00
18HU96006_393;S5/2;43.48333;-62.44816;158049;50;13-may-96;17:02:00;NaN;7.22;1;0.92;1;1.69;1;0.53;1;1.69;1;0;3.19;1.00
18HU96006_393;S5/2;43.48333;-62.44816;158048;60;13-may-96;17:02:00;NaN;5.93;1;0.38;1;7.35;1;0.89;1;4.81;1;0;8.26;1.53
18HU96006_393;S5/2;43.48333;-62.44816;158047;70;13-may-96;17:02:00;NaN;4.85;1;0.08;1;12.82;1;1;1;10.42;1;0;12.82;1.23
18HU96006_394;S6/1;43.18349;-62.09966;158064;1;13-may-96;20:34:00;NaN;7.46;1;0.55;1;0.14;1;0.39;1;0.64;1;0;0.36;0.22
18HU96006_394;S6/1;43.18349;-62.09966;158063;10;13-may-96;20:34:00;NaN;7.47;1;0.56;1;0.14;1;0.39;1;0.6;1;0;0.36;0.23
18HU96006_394;S6/1;43.18349;-62.09966;158062;20;13-may-96;20:34:00;NaN;7.45;1;0.59;1;0.14;1;0.31;1;0.58;1;0;0.45;0.24
18HU96006_394;S6/1;43.18349;-62.09966;158061;30;13-may-96;20:34:00;NaN;7.79;1;1.32;1;0.19;1;0.41;1;0.52;1;0;0.46;0.37
18HU96006_394;S6/1;43.18349;-62.09966;158060;40;13-may-96;20:34:00;NaN;7.73;1;4.07;1;0.62;1;0.52;1;0.69;1;0;1.19;0.90
18HU96006_394;S6/1;43.18349;-62.09966;158059;50;13-may-96;20:34:00;NaN;7.27;1;2.33;1;2.15;1;0.67;1;1.84;1;0;3.21;1.17
18HU96006_394;S6/1;43.18349;-62.09966;158058;60;13-may-96;20:34:00;NaN;7.03;1;1.18;1;3.42;1;0.69;1;2.55;1;0;4.96;1.34
18HU96006_394;S6/1;43.18349;-62.09966;158057;70;13-may-96;20:34:00;NaN;NaN;9;0.69;1;5.61;1;0.7;1;3.93;1;0;8.01;1.43
18HU96006_394;S6/1;43.18349;-62.09966;158056;80;13-may-96;20:34:00;NaN;6.03;1;0.31;1;8.2;1;0.71;1;6.05;1;0;11.55;1.36
18HU96006_394;S6/1;43.18349;-62.09966;158055;90;13-may-96;20:34:00;NaN;NaN;9;0.22;1;7.42;1;0.66;1;5.56;1;0;11.24;1.33
18HU96006_395;S7/3;42.859;-61.73899;158082;1;14-may-96;01:39:00;NaN;7.53;1;0.54;1;0.16;1;0.39;1;0.3;1;0;0.41;0.53
18HU96006_395;S7/3;42.859;-61.73899;158081;10;14-may-96;01:39:00;NaN;7.53;1;0.57;1;0.21;1;0.4;1;0.31;1;0;0.52;0.68
