CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
18PZ96058_508;61;47.18217;-59.79883;182030;352.04;30-nov-96;23:43:00;34.77;5.69;156.66728;3.396;7;0.01;1;0.01;1;23.68;1;1.525;1;28.035;1;256;15.53;0.84
18PZ96058_508;61;47.18217;-59.79883;182029;401.54;30-nov-96;23:43:00;34.83;5.42;157.38184;3.384;7;0.01;1;0.01;1;23.615;1;1.745;1;34.645;1;256;13.53;0.68
18PZ96058_508;61;47.18217;-59.79883;182028;431.92;30-nov-96;23:43:00;34.84;5.4;157.6498;3.323;7;0;1;0.01;1;23.73;1;1.74;1;34.385;1;256;13.64;0.69
18PZ96058_509;71;47.28317;-59.68283;182053;0.5;01-dec-96;01:43:00;NaN;NaN;NaN;NaN;9;0.43;1;0.54;1;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18PZ96058_509;71;47.28317;-59.68283;182050;4.76;01-dec-96;01:43:00;31.51;5.35;343.07812;7.356;7;0.27;1;0.36;1;1.235;1;0.5;1;2.38;1;256;2.47;0.52
18PZ96058_509;71;47.28317;-59.68283;182052;14.87;01-dec-96;01:43:00;31.51;5.36;341.8723;NaN;9;0.37;1;0.51;1;1.15;1;0.46;1;2.265;1;0;2.50;0.51
18PZ96058_509;71;47.28317;-59.68283;182051;24.79;01-dec-96;01:43:00;31.51;5.36;340.26454;7.27;7;0.3;1;0.39;1;1.23;1;0.485;1;2.355;1;256;2.54;0.52
18PZ96058_509;71;47.28317;-59.68283;182049;49.88;01-dec-96;01:43:00;31.82;6.03;333.92282;7.224;7;0.16;1;0.23;1;1.385;1;0.48;1;2.155;1;256;2.89;0.64
18PZ96058_509;71;47.28317;-59.68283;182048;99.34;01-dec-96;01:43:00;32.53;1.99;321.19472;7.097;7;0.05;1;0.07;1;7.58;1;0.93;1;7.09;1;256;8.15;1.07
18PZ96058_509;71;47.28317;-59.68283;182047;149.49;01-dec-96;01:43:00;33.2;1.88;283.05508;6.232;7;0.02;1;0.03;1;12;1;1.17;1;13.435;1;256;10.26;0.89
18PZ96058_509;71;47.28317;-59.68283;182046;199.13;01-dec-96;01:43:00;34.19;5.38;192.66324;4.402;7;0.01;1;0.01;1;16.62;1;1.27;1;17.325;1;256;13.09;0.96
18PZ96058_509;71;47.28317;-59.68283;182045;247.27;01-dec-96;01:43:00;34.52;5.78;154.92554;3.58;7;0.01;1;0.01;1;22.475;1;1.55;1;24.63;1;256;14.50;0.91
18PZ96058_509;71;47.28317;-59.68283;182044;298.57;01-dec-96;01:43:00;34.67;5.66;145.01102;3.21;7;0;1;0.01;1;16.29;1;1.31;1;20.825;1;256;12.44;0.78
18PZ96058_509;71;47.28317;-59.68283;182043;347.58;01-dec-96;01:43:00;34.79;5.61;156.93524;3.455;7;0;1;0.01;1;14.355;1;1.21;1;19.34;1;256;11.86;0.74
18PZ96058_509;71;47.28317;-59.68283;182042;396.29;01-dec-96;01:43:00;34.84;5.44;166.67112;3.6095;7;0;1;0.01;1;24.02;1;1.695;1;32;1;256;14.17;0.75
18PZ96058_509;71;47.28317;-59.68283;182041;463.48;01-dec-96;01:43:00;34.87;5.3;160.68668;3.672;7;0.01;1;0.01;1;23.43;1;1.74;1;35.65;2;2304;13.47;0.66
18PZ96058_510;81;47.38317;-59.56683;182066;0.5;01-dec-96;03:40:00;NaN;NaN;NaN;NaN;9;0.32;1;0.55;1;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18PZ96058_510;81;47.38317;-59.56683;182063;9.02;01-dec-96;03:40:00;31.82;5.3;344.73054;7.302;7;0.35;1;0.53;1;1.03;1;0.45;1;1.755;1;256;2.29;0.59
18PZ96058_510;81;47.38317;-59.56683;182065;14.87;01-dec-96;03:40:00;31.82;5.3;343.70336;NaN;9;0.36;1;0.59;1;1.1;1;0.49;1;1.9;1;0;2.24;0.58
18PZ96058_510;81;47.38317;-59.56683;182064;24.79;01-dec-96;03:40:00;31.82;5.33;342.05094;7.306;7;0.27;1;0.46;1;0.84;1;0.4;1;1.555;1;256;2.10;0.54
18PZ96058_510;81;47.38317;-59.56683;182062;53.25;01-dec-96;03:40:00;31.85;5.34;337.49562;7.282;7;0.35;1;0.36;1;1.765;1;0.495;1;2.075;1;256;3.57;0.85
18PZ96058_510;81;47.38317;-59.56683;182061;103.31;01-dec-96;03:40:00;32.75;0.81;319.45298;7.073;7;0.04;1;0.06;1;6.88;1;0.775;2;6.6;1;2304;8.88;1.04
18PZ96058_510;81;47.38317;-59.56683;182060;152.76;01-dec-96;03:40:00;33.28;2.12;286.22594;6.286;7;0.03;1;0.05;1;8.43;1;0.905;1;9.245;1;256;9.31;0.91
18PZ96058_510;81;47.38317;-59.56683;182059;201.51;01-dec-96;03:40:00;34.28;5.91;202.13116;4.446;7;0.01;1;0.02;1;17.785;1;1.335;1;17.625;1;256;13.32;1.01
18PZ96058_510;81;47.38317;-59.56683;182058;251.93;01-dec-96;03:40:00;34.48;5.78;163.81288;3.6625;7;0.01;1;0.01;1;20.37;1;1.45;1;21.14;1;256;14.05;0.96
18PZ96058_510;81;47.38317;-59.56683;182057;301.54;01-dec-96;03:40:00;34.7;5.92;162.07114;3.641;7;0;1;0.01;1;17.435;1;1.235;1;17.155;1;256;14.12;1.02
18PZ96058_510;81;47.38317;-59.56683;182056;349.16;01-dec-96;03:40:00;34.8;5.65;169.57402;3.657;7;0;1;0.01;1;14.695;1;1.04;1;16.86;1;256;14.13;0.87
18PZ96058_510;81;47.38317;-59.56683;182055;400.44;01-dec-96;03:40:00;34.86;5.36;168.99344;3.348;7;0;1;0.01;1;23.77;1;1.72;1;33.715;1;256;13.82;0.71
18PZ96058_510;81;47.38317;-59.56683;182054;461.2;01-dec-96;03:40:00;34.88;5.27;162.51774;3.57;7;0.01;1;0.01;1;17.995;1;1.395;1;27.525;1;256;12.90;0.65
18PZ96058_511;91;47.4835;-59.45;182079;0.5;01-dec-96;05:48:00;NaN;NaN;NaN;NaN;9;0.71;1;0.67;1;1.345;1;0.52;1;1.605;1;0;2.59;0.84
18PZ96058_511;91;47.4835;-59.45;182076;8.92;01-dec-96;05:48:00;31.84;5.3;348.70528;7.449;7;0.38;1;0.52;1;0.75;1;0.43;1;1.46;1;256;1.74;0.51
18PZ96058_511;91;47.4835;-59.45;182078;14.87;01-dec-96;05:48:00;31.84;5.3;350.98294;NaN;9;0.34;1;0.46;1;0.825;1;0.425;1;1.545;1;0;1.94;0.53
18PZ96058_511;91;47.4835;-59.45;182077;24.79;01-dec-96;05:48:00;31.84;5.3;344.01598;7.3265;7;0.4;1;0.54;1;1.175;1;0.465;1;1.535;1;256;2.53;0.77
18PZ96058_511;91;47.4835;-59.45;182075;52.65;01-dec-96;05:48:00;31.86;5.36;337.8529;7.281;7;0.5;1;0.47;1;1.07;1;0.39;1;1.515;2;2304;2.74;0.71
18PZ96058_511;91;47.4835;-59.45;182074;101.92;01-dec-96;05:48:00;32.69;0.96;323.02578;7.292;7;0.05;1;0.07;1;7.975;1;0.965;1;7.265;1;256;8.26;1.10
18PZ96058_511;91;47.4835;-59.45;182073;152.76;01-dec-96;05:48:00;33.1;1.36;290.60262;6.459;7;0.02;1;0.03;1;9.96;1;1.01;1;10.64;1;256;9.86;0.94
18PZ96058_511;91;47.4835;-59.45;182072;196.25;01-dec-96;05:48:00;33.89;4.92;254.91928;5.546;7;0.02;1;0.03;1;11.42;1;0.965;1;11;1;256;11.83;1.04
18PZ96058_511;91;47.4835;-59.45;182071;247.86;01-dec-96;05:48:00;34.53;6.25;179.89048;4.196;7;0.01;1;0.01;1;18.68;1;1.29;1;16.905;1;256;14.48;1.10
18PZ96058_511;91;47.4835;-59.45;182070;300.05;01-dec-96;05:48:00;34.68;5.95;162.87502;3.631;7;0.01;1;0.01;1;23.475;1;1.585;1;23.805;1;256;14.81;0.99
18PZ96058_511;91;47.4835;-59.45;182069;349.36;01-dec-96;05:48:00;34.78;5.68;184.84774;3.964;7;0.01;1;0.01;1;19.355;1;1.32;1;19.425;1;256;14.66;1.00
18PZ96058_511;91;47.4835;-59.45;182068;399.84;01-dec-96;05:48:00;34.87;5.3;179.22058;3.849;7;0;1;0.01;1;19.865;1;1.49;1;28.495;1;256;13.33;0.70
18PZ96058_511;91;47.4835;-59.45;182067;435.17;01-dec-96;05:48:00;34.87;5.27;174.3973;3.74;7;0.01;1;0.01;1;21.885;1;1.59;1;31.895;1;256;13.76;0.69
18PZ96058_493;101;47.58317;-59.33233;182089;0.5;01-dec-96;07:42:00;NaN;NaN;NaN;NaN;9;0.2;1;0.25;1;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18PZ96058_493;101;47.58317;-59.33233;182088;10.41;01-dec-96;07:42:00;31.58;5.38;331.3772;7.375;7;0.26;1;0.34;1;1.01;1;0.46;1;1.86;1;256;2.20;0.54
18PZ96058_493;101;47.58317;-59.33233;182087;19.44;01-dec-96;07:42:00;31.64;5.46;329.09954;7.227;7;0.27;1;0.37;1;1.05;1;0.5;1;2;1;256;2.10;0.53
18PZ96058_493;101;47.58317;-59.33233;182086;29.35;01-dec-96;07:42:00;31.71;5.53;326.9112;7.23;7;0.3;1;0.42;1;1.19;1;0.555;1;2.04;1;256;2.14;0.58
18PZ96058_493;101;47.58317;-59.33233;182085;53.05;01-dec-96;07:42:00;31.92;5.7;324.2316;7.243;7;0.13;1;0.17;1;1.335;1;0.535;1;2.145;1;256;2.50;0.62
18PZ96058_493;101;47.58317;-59.33233;182084;79.12;01-dec-96;07:42:00;32.11;4.51;318.11318;7.113;7;0.09;1;0.13;1;3.43;1;0.67;1;3.39;1;256;5.12;1.01
18PZ96058_493;101;47.58317;-59.33233;182083;102.91;01-dec-96;07:42:00;32.48;2.13;317.3093;7.197;7;0.06;1;0.08;1;5.335;1;0.77;2;4.68;2;2304;6.93;1.14
18PZ96058_493;101;47.58317;-59.33233;182082;152.85;01-dec-96;07:42:00;32.94;1.34;298.73074;6.7595;7;0.02;1;0.04;1;10.13;1;1.095;1;10.22;1;256;9.25;0.99
18PZ96058_493;101;47.58317;-59.33233;182081;203.09;01-dec-96;07:42:00;33.41;2.7;263.53866;5.702;7;0.01;1;0.03;1;13.925;1;1.22;1;14.395;1;256;11.41;0.97
18PZ96058_493;101;47.58317;-59.33233;182080;235.18;01-dec-96;07:42:00;33.94;4.58;226.82814;4.829;7;0.01;1;0.03;1;16.06;1;1.275;1;15.975;1;256;12.60;1.01
18PZ96058_497;431;47.8245;-62.81617;181317;0.5;10-dec-96;22:18:00;NaN;NaN;NaN;NaN;9;0.45;1;0.59;1;2.585;1;0.535;1;2.795;1;0;4.83;0.92
18PZ96058_497;431;47.8245;-62.81617;181316;7.54;10-dec-96;22:18:00;30.18;3;342.63152;7.6775;7;0.37;1;0.48;1;3.625;1;0.62;1;3.485;1;256;5.85;1.04
18PZ96058_497;431;47.8245;-62.81617;181315;17.75;10-dec-96;22:18:00;30.18;3;341.73832;7.678;7;0.45;1;0.58;1;3.68;1;0.695;1;4.05;1;256;5.29;0.91
18PZ96058_497;431;47.8245;-62.81617;181314;27.27;10-dec-96;22:18:00;30.19;3.01;340.26454;7.793;7;0.35;1;0.45;1;3.7;1;0.66;1;4.135;1;256;5.61;0.89
18PZ96058_497;431;47.8245;-62.81617;181313;51.76;10-dec-96;22:18:00;31.56;0.24;278.14248;5.2395;7;0.05;1;0.09;1;14.18;1;1.6;1;24.2;1;256;8.86;0.59
18PZ96058_497;431;47.8245;-62.81617;181312;61.67;10-dec-96;22:18:00;31.6;0.14;240.89604;4.892;7;0.07;1;0.13;1;15.67;1;1.675;1;28.42;1;256;9.36;0.55
18PZ96058_498;441;47.834;-63.7535;181323;0.5;11-dec-96;03:01:00;NaN;NaN;NaN;NaN;9;1.04;1;1.02;1;4.67;1;0.71;1;5.505;1;0;6.58;0.85
18PZ96058_498;441;47.834;-63.7535;181322;5.95;11-dec-96;03:01:00;29.84;2.27;356.47612;7.951;7;0.32;1;0.4;1;4.93;1;0.72;1;5.32;1;256;6.85;0.93
18PZ96058_498;441;47.834;-63.7535;181321;19.24;11-dec-96;03:01:00;29.84;2.28;354.73438;7.9555;7;0.17;1;0.2;1;4.95;1;0.785;1;5.46;1;256;6.31;0.91
18PZ96058_498;441;47.834;-63.7535;181320;29.45;11-dec-96;03:01:00;29.88;2.39;352.32274;7.9065;7;0.39;1;0.5;1;4.77;1;0.765;1;5.115;1;256;6.24;0.93
18PZ96058_498;441;47.834;-63.7535;181319;53.04;11-dec-96;03:01:00;30.33;2.38;341.96162;7.747;7;0.2;1;0.27;1;4.59;1;0.69;1;4.8;1;256;6.65;0.96
18PZ96058_498;441;47.834;-63.7535;181318;68.81;11-dec-96;03:01:00;31.5;1.87;287.20846;6.2145;7;0.15;1;0.17;1;9.98;1;1.46;1;12.905;1;256;6.84;0.77
18PZ96058_499;451;47.26467;-64.12717;181328;0.5;11-dec-96;07:16:00;NaN;NaN;NaN;NaN;9;0.42;1;0.59;1;3.92;1;0.755;1;5.51;1;0;5.19;0.71
18PZ96058_499;451;47.26467;-64.12717;181327;4.26;11-dec-96;07:16:00;29.57;3.1;342.45288;7.694;7;0.37;1;0.55;1;4.08;1;0.755;1;5.435;1;256;5.40;0.75
18PZ96058_499;451;47.26467;-64.12717;181326;16.16;11-dec-96;07:16:00;29.58;3.11;342.40822;7.737;7;0.62;1;0.69;1;3.98;1;0.755;1;5.43;1;256;5.27;0.73
18PZ96058_499;451;47.26467;-64.12717;181325;23.6;11-dec-96;07:16:00;29.58;3.11;341.15774;7.7155;7;0.41;1;0.56;1;3.725;1;0.685;1;4.925;1;256;5.44;0.76
18PZ96058_499;451;47.26467;-64.12717;181324;33.81;11-dec-96;07:16:00;29.63;3.17;338.88008;7.6905;7;0.54;1;0.58;1;3.855;1;0.76;1;5.475;1;256;5.07;0.70
18PZ96058_500;461;47.158;-63.15817;181334;0.5;11-dec-96;11:29:00;NaN;NaN;NaN;NaN;9;0.4;1;0.58;1;3.855;1;0.685;1;4.625;1;0;5.63;0.83
18PZ96058_500;461;47.158;-63.15817;181333;8.03;11-dec-96;11:29:00;29.89;3.37;339.77328;7.6425;7;0.44;1;0.62;1;3.99;1;0.73;1;4.715;1;256;5.47;0.85
18PZ96058_500;461;47.158;-63.15817;181332;17.45;11-dec-96;11:29:00;29.89;3.37;337.89756;7.677;7;0.45;1;0.62;1;4.05;1;0.71;1;4.725;1;256;5.70;0.86
18PZ96058_500;461;47.158;-63.15817;181331;27.67;11-dec-96;11:29:00;29.89;3.38;336.0665;7.547;7;0.38;1;0.54;1;4.03;1;0.69;1;4.67;1;256;5.84;0.86
18PZ96058_500;461;47.158;-63.15817;181330;52.65;11-dec-96;11:29:00;31.28;1.56;263.36002;5.6875;7;0.07;1;0.12;1;11.86;1;1.39;1;17.635;1;256;8.53;0.67
18PZ96058_500;461;47.158;-63.15817;181329;56.12;11-dec-96;11:29:00;31.28;1.56;NaN;5.6925;1;0.07;1;0.13;1;12.16;1;1.415;1;17.445;1;0;8.59;0.70
18PZ96058_501;471;46.71667;-62;181340;0.5;11-dec-96;16:23:00;NaN;NaN;NaN;NaN;9;0.36;1;0.49;1;2.135;1;0.565;1;3.47;1;0;3.78;0.62
18PZ96058_501;471;46.71667;-62;181339;8.83;11-dec-96;16:23:00;29.1;4.72;326.33062;7.2085;7;0.4;1;0.54;1;2.24;1;0.59;1;3.595;1;256;3.80;0.62
18PZ96058_501;471;46.71667;-62;181338;19.14;11-dec-96;16:23:00;29.1;4.72;323.60636;7.481;7;0.36;1;0.5;1;2.43;1;0.55;1;3.365;1;256;4.42;0.72
18PZ96058_501;471;46.71667;-62;181337;28.86;11-dec-96;16:23:00;29.1;4.71;322.80248;7.472;7;0.29;1;0.4;1;2.16;1;0.615;1;3.655;1;256;3.51;0.59
18PZ96058_501;471;46.71667;-62;181336;53.65;11-dec-96;16:23:00;30.22;3.11;278.85704;5.203;7;0.08;1;0.12;1;9.08;1;1.11;1;13.735;1;256;8.18;0.66
18PZ96058_501;471;46.71667;-62;181335;67.53;11-dec-96;16:23:00;30.27;3.03;NaN;5.997;1;0.07;1;0.11;1;9.745;1;1.145;1;14.34;1;0;8.51;0.68
18PZ96058_502;481;46.81817;-60.93467;181348;0.5;11-dec-96;20:21:00;NaN;NaN;NaN;NaN;9;0.34;1;0.43;1;2.435;1;0.58;1;3.785;1;0;4.20;0.64
18PZ96058_502;481;46.81817;-60.93467;181347;9.62;11-dec-96;20:21:00;29.24;4.59;328.78692;7.53;7;0.37;1;0.46;1;2.3;1;0.56;1;3.585;1;256;4.11;0.64
18PZ96058_502;481;46.81817;-60.93467;181346;18.94;11-dec-96;20:21:00;29.25;4.58;327.00052;7.563;7;0.32;1;0.43;1;2.27;1;0.58;1;3.61;1;256;3.91;0.63
18PZ96058_502;481;46.81817;-60.93467;181345;28.66;11-dec-96;20:21:00;29.26;4.58;325.39276;7.512;7;0.38;1;0.54;1;2.215;1;0.55;1;3.51;1;256;4.03;0.63
18PZ96058_502;481;46.81817;-60.93467;181344;54.34;11-dec-96;20:21:00;31.39;2.86;275.23958;6.204;7;0.11;1;0.17;1;7.8;1;0.975;1;10.55;1;256;8.00;0.74
18PZ96058_502;481;46.81817;-60.93467;181343;78.43;11-dec-96;20:21:00;32.29;2.12;255.85714;6.429;7;0.05;1;0.1;1;8.73;1;1.05;1;10.635;1;256;8.31;0.82
18PZ96058_502;481;46.81817;-60.93467;181342;102.91;11-dec-96;20:21:00;32.64;1.94;252.90958;5.791;7;0.05;1;0.11;1;11.9;1;1.245;1;13.915;1;256;9.56;0.86
18PZ96058_502;481;46.81817;-60.93467;181341;108.07;11-dec-96;20:21:00;32.66;1.93;250.94454;5.8075;7;0.04;1;0.1;1;10.97;1;1.21;1;12.785;1;256;9.07;0.86
18PZ96058_503;491;46.89883;-61.07567;181354;0.5;11-dec-96;21:33:00;NaN;NaN;NaN;NaN;9;0.4;1;0.55;1;2.3725;1;0.56;1;3.7075;1;0;4.24;0.64
18PZ96058_503;491;46.89883;-61.07567;181353;15.37;11-dec-96;21:33:00;29.38;4.43;330.88594;7.4965;7;0.36;1;0.48;1;2.3875;1;0.5475;1;3.7075;1;256;4.36;0.64
18PZ96058_503;491;46.89883;-61.07567;181352;25.29;11-dec-96;21:33:00;29.47;4.45;327.53644;7.5195;7;0.29;1;0.39;1;NaN;9;NaN;9;NaN;9;256;NaN;NaN
18PZ96058_503;491;46.89883;-61.07567;181351;34.91;11-dec-96;21:33:00;29.91;4.23;314.4064;7.1875;7;0.21;1;0.28;1;3.2;1;0.555;1;4.31;1;256;5.77;0.74
18PZ96058_503;491;46.89883;-61.07567;181350;60.09;11-dec-96;21:33:00;32.04;2.04;284.66284;6.638;7;0.05;1;0.09;1;8.68;1;1.025;1;10.2;1;256;8.47;0.85
18PZ96058_503;491;46.89883;-61.07567;181349;76.45;11-dec-96;21:33:00;32.61;1.54;274.8823;6.361;7;0.05;1;0.1;1;9.31;1;1.05;1;10.295;1;256;8.87;0.90
18PZ96058_504;501;46.98017;-61.21567;181359;0.5;11-dec-96;22:40:00;NaN;NaN;NaN;NaN;9;NaN;9;NaN;9;2.425;1;0.565;1;3.575;1;0;4.29;0.68
18PZ96058_504;501;46.98017;-61.21567;181358;4.96;11-dec-96;22:40:00;29.53;4.22;334.10146;7.601;7;0.33;1;0.43;1;2.35;1;0.5;1;2.895;1;256;4.70;0.81
18PZ96058_504;501;46.98017;-61.21567;181357;17.65;11-dec-96;22:40:00;29.62;4.17;332.44904;7.3745;7;0.32;1;0.41;1;2.685;1;0.61;1;3.935;1;256;4.40;0.68
