CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;calc;calc
18HU11009_246;HL_13;41.0432;-60.4445;379027;196.1;25-may-11;09:49:00;5.1;1;0;NaN;NaN
18HU11009_246;HL_13;41.0432;-60.4445;379026;330.6;25-may-11;09:47:00;3.1;1;0;NaN;NaN
18HU11009_246;HL_13;41.0432;-60.4445;379025;514.9;25-may-11;09:43:00;3.6;1;0;NaN;NaN
18HU11009_246;HL_13;41.0432;-60.4445;379024;730.1;25-may-11;09:39:00;5.2;1;0;NaN;NaN
18HU11009_246;HL_13;41.0432;-60.4445;379023;960.7;25-may-11;09:34:00;5.7;1;0;NaN;NaN
18HU11009_246;HL_13;41.0432;-60.4445;379022;1200.3;25-may-11;09:29:00;6.1;1;0;NaN;NaN
18HU11009_246;HL_13;41.0432;-60.4445;379021;1450.4;25-may-11;09:24:00;6.1;1;0;NaN;NaN
18HU11009_246;HL_13;41.0432;-60.4445;379020;1727.4;25-may-11;09:19:00;6;1;0;NaN;NaN
18HU11009_246;HL_13;41.0432;-60.4445;379019;2012.2;25-may-11;09:13:00;6.1;1;0;NaN;NaN
18HU11009_246;HL_13;41.0432;-60.4445;379018;2309.8;25-may-11;09:07:00;6.1;1;0;NaN;NaN
18HU11009_246;HL_13;41.0432;-60.4445;379017;2604.4;25-may-11;09:00:00;6.1;1;0;NaN;NaN
18HU11009_246;HL_13;41.0432;-60.4445;379016;2748.7;25-may-11;08:52:00;6.1;1;0;NaN;NaN
18HU11009_246;HL_13;41.0432;-60.4445;379015;2953.3;25-may-11;08:46:00;6.1;1;0;NaN;NaN
18HU11009_246;HL_13;41.0428;-60.4438;379014;3429.1;25-may-11;08:33:00;6.2;1;0;NaN;NaN
18HU11009_246;HL_13;41.0428;-60.4438;379013;3681.1;25-may-11;08:28:00;6.2;1;0;NaN;NaN
18HU11009_246;HL_13;41.0428;-60.4438;379012;3921.1;25-may-11;08:22:00;6.2;1;0;NaN;NaN
18HU11009_246;HL_13;41.0428;-60.4438;379011;4199.5;25-may-11;08:17:00;6.1;1;0;NaN;NaN
18HU11009_246;HL_13;41.0428;-60.4438;379010;4501.6;25-may-11;08:11:00;6.1;1;0;NaN;NaN
18HU11009_246;HL_13;41.0428;-60.4438;379009;4761.7;25-may-11;08:04:00;6;1;0;NaN;NaN
18HU11009_246;HL_13;41.0428;-60.4438;379008;4916.7;25-may-11;08:00:00;6;1;0;NaN;NaN
18HU11009_246;HL_13;41.0428;-60.4438;379007;4916.9;25-may-11;08:00:00;5.9;1;0;NaN;NaN
18HU11009_248;HL_12;41.4135;-60.6668;379065;4.6;25-may-11;18:27:00;6.9;1;0;NaN;NaN
18HU11009_248;HL_12;41.4135;-60.6668;379064;53.6;25-may-11;18:25:00;5.9;1;0;NaN;NaN
18HU11009_248;HL_12;41.4135;-60.6668;379063;115.2;25-may-11;18:23:00;4.9;1;0;NaN;NaN
18HU11009_248;HL_12;41.4135;-60.6668;379062;195.9;25-may-11;18:21:00;5.1;1;0;NaN;NaN
18HU11009_248;HL_12;41.4135;-60.6668;379061;330.5;25-may-11;18:17:00;3.7;1;0;NaN;NaN
18HU11009_248;HL_12;41.4135;-60.6668;379060;514.6;25-may-11;18:12:00;4.4;1;0;NaN;NaN
18HU11009_248;HL_12;41.4135;-60.6668;379059;729.5;25-may-11;18:08:00;5.4;1;0;NaN;NaN
18HU11009_248;HL_12;41.4135;-60.6668;379058;961.2;25-may-11;18:03:00;6;1;0;NaN;NaN
18HU11009_248;HL_12;41.4135;-60.6668;379057;1201.9;25-may-11;17:58:00;6.1;1;0;NaN;NaN
18HU11009_248;HL_12;41.4135;-60.6668;379056;1439.9;25-may-11;17:53:00;6.1;1;0;NaN;NaN
18HU11009_248;HL_12;41.4135;-60.6668;379055;1720.3;25-may-11;17:47:00;6.1;1;0;NaN;NaN
18HU11009_248;HL_12;41.4135;-60.6668;379054;2011.1;25-may-11;17:40:00;6.2;1;0;NaN;NaN
18HU11009_248;HL_12;41.4135;-60.6668;379053;2310.1;25-may-11;17:35:00;6.2;1;0;NaN;NaN
18HU11009_248;HL_12;41.4135;-60.6668;379052;2605.4;25-may-11;17:30:00;6.2;1;0;NaN;NaN
18HU11009_248;HL_12;41.4135;-60.6668;379051;2891.8;25-may-11;17:25:00;6.1;1;0;NaN;NaN
18HU11009_248;HL_12;41.4135;-60.6668;379050;3166.3;25-may-11;17:21:00;6.2;1;0;NaN;NaN
18HU11009_248;HL_12;41.4135;-60.6668;379047;3910.8;25-may-11;17:07:00;6.2;1;0;NaN;NaN
18HU11009_248;HL_12;41.4135;-60.6668;379046;4150.9;25-may-11;17:03:00;6.2;1;0;NaN;NaN
18HU11009_248;HL_12;41.4135;-60.6668;379045;4371.8;25-may-11;16:59:00;6.2;1;0;NaN;NaN
18HU11009_248;HL_12;41.4135;-60.6668;379044;4558.5;25-may-11;16:55:00;6;1;0;NaN;NaN
18HU11009_248;HL_12;41.4135;-60.6668;379043;4710.1;25-may-11;16:52:00;6;1;0;NaN;NaN
18HU11009_248;HL_12;41.4135;-60.6668;379042;4710.3;25-may-11;16:52:00;6;1;0;NaN;NaN
18HU11009_249;HL_11;41.778;-60.9078;379089;2.8;26-may-11;01:16:00;6.8;1;0;NaN;NaN
18HU11009_249;HL_11;41.778;-60.9078;379088;55.9;26-may-11;01:14:00;6.2;1;0;NaN;NaN
18HU11009_249;HL_11;41.778;-60.9078;379087;105.7;26-may-11;01:13:00;4.9;1;0;NaN;NaN
18HU11009_249;HL_11;41.778;-60.9078;379086;185.6;26-may-11;01:11:00;3.4;1;0;NaN;NaN
18HU11009_249;HL_11;41.778;-60.9078;379085;310;26-may-11;01:08:00;4;1;0;NaN;NaN
18HU11009_249;HL_11;41.778;-60.9078;379084;486.6;26-may-11;01:05:00;5;1;0;NaN;NaN
18HU11009_249;HL_11;41.778;-60.9078;379083;690;26-may-11;01:01:00;5.5;1;0;NaN;NaN
18HU11009_249;HL_11;41.778;-60.9078;379082;905.2;26-may-11;00:57:00;5.8;1;0;NaN;NaN
18HU11009_249;HL_11;41.778;-60.9078;379081;1130.3;26-may-11;00:53:00;5.9;1;0;NaN;NaN
18HU11009_249;HL_11;41.778;-60.9078;379080;1365;26-may-11;00:49:00;6;1;0;NaN;NaN
18HU11009_249;HL_11;41.778;-60.9078;379079;1626.5;26-may-11;00:44:00;6.1;1;0;NaN;NaN
18HU11009_249;HL_11;41.778;-60.9078;379078;1892.9;26-may-11;00:40:00;6.1;1;0;NaN;NaN
18HU11009_249;HL_11;41.778;-60.9078;379077;2171.3;26-may-11;00:35:00;6.1;1;0;NaN;NaN
18HU11009_249;HL_11;41.778;-60.9078;379076;2449.8;26-may-11;00:30:00;6.2;1;0;NaN;NaN
18HU11009_249;HL_11;41.778;-60.9078;379075;2721;26-may-11;00:25:00;6.2;1;0;NaN;NaN
18HU11009_249;HL_11;41.778;-60.9078;379074;2977.1;26-may-11;00:20:00;6.2;1;0;NaN;NaN
18HU11009_249;HL_11;41.778;-60.9078;379073;3227.2;26-may-11;00:15:00;6.3;1;0;NaN;NaN
18HU11009_249;HL_11;41.778;-60.9078;379072;3471.9;26-may-11;00:11:00;6.2;1;0;NaN;NaN
18HU11009_249;HL_11;41.778;-60.9078;379071;3701;26-may-11;00:07:00;6.2;1;0;NaN;NaN
18HU11009_249;HL_11;41.778;-60.9078;379070;3922.7;26-may-11;00:03:00;6.2;1;0;NaN;NaN
18HU11009_249;HL_11;41.778;-60.9078;379069;4141.2;25-may-11;23:58:00;6.2;1;0;NaN;NaN
18HU11009_249;HL_11;41.778;-60.9078;379068;4299.6;25-may-11;23:55:00;6.1;1;0;NaN;NaN
18HU11009_249;HL_11;41.778;-60.9078;379067;4485.6;25-may-11;23:52:00;6;1;0;NaN;NaN
18HU11009_249;HL_11;41.778;-60.9078;379066;4487.6;25-may-11;23:52:00;6;1;0;NaN;NaN
18HU11009_250;HL_10;42.0312;-61.0672;379112;10;26-may-11;06:55:00;6.9;1;0;NaN;NaN
18HU11009_250;HL_10;42.0312;-61.0672;379111;50;26-may-11;06:54:00;6.3;1;0;NaN;NaN
18HU11009_250;HL_10;42.0312;-61.0672;379110;140.9;26-may-11;06:52:00;4;1;0;NaN;NaN
18HU11009_250;HL_10;42.0312;-61.0672;379109;268.8;26-may-11;06:49:00;3.8;1;0;NaN;NaN
18HU11009_250;HL_10;42.0312;-61.0672;379108;451;26-may-11;06:45:00;5;1;0;NaN;NaN
18HU11009_250;HL_10;42.0312;-61.0672;379107;639.3;26-may-11;06:41:00;5.6;1;0;NaN;NaN
18HU11009_250;HL_10;42.0312;-61.0672;379106;841.3;26-may-11;06:37:00;5.8;1;0;NaN;NaN
18HU11009_250;HL_10;42.0312;-61.0672;379105;1050.2;26-may-11;06:33:00;5.9;1;0;NaN;NaN
18HU11009_250;HL_10;42.0312;-61.0672;379104;1269.3;26-may-11;06:29:00;5.9;1;0;NaN;NaN
18HU11009_250;HL_10;42.0312;-61.0672;379103;1508.1;26-may-11;06:24:00;6;1;0;NaN;NaN
18HU11009_250;HL_10;42.0312;-61.0672;379102;1761.2;26-may-11;06:20:00;6.1;1;0;NaN;NaN
18HU11009_250;HL_10;42.0312;-61.0672;379101;2021.5;26-may-11;06:15:00;6.1;1;0;NaN;NaN
18HU11009_250;HL_10;42.0312;-61.0672;379100;2280.3;26-may-11;06:09:00;6.2;1;0;NaN;NaN
18HU11009_250;HL_10;42.0312;-61.0672;379099;2530;26-may-11;06:05:00;6.2;1;0;NaN;NaN
18HU11009_250;HL_10;42.0312;-61.0672;379098;2771;26-may-11;06:00:00;6.2;1;0;NaN;NaN
18HU11009_250;HL_10;42.0312;-61.0672;379097;3000.5;26-may-11;05:55:00;6.2;1;0;NaN;NaN
18HU11009_250;HL_10;42.0312;-61.0672;379096;3222.9;26-may-11;05:51:00;6.2;1;0;NaN;NaN
18HU11009_250;HL_10;42.0312;-61.0672;379095;3430.1;26-may-11;05:47:00;6.2;1;0;NaN;NaN
18HU11009_250;HL_10;42.0312;-61.0672;379094;3638.3;26-may-11;05:42:00;6.2;1;0;NaN;NaN
18HU11009_250;HL_10;42.0312;-61.0672;379093;3841.5;26-may-11;05:38:00;6.3;1;0;NaN;NaN
18HU11009_250;HL_10;42.0312;-61.0672;379092;4000.7;26-may-11;05:35:00;6.2;1;0;NaN;NaN
18HU11009_250;HL_10;42.0312;-61.0672;379091;4133.9;26-may-11;05:32:00;6.2;1;0;NaN;NaN
18HU11009_250;HL_10;42.0312;-61.0672;379090;4134.2;26-may-11;05:32:00;6.2;1;0;NaN;NaN
18HU11009_251;HL_09;42.2333;-61.2098;379148;2.9;26-may-11;12:59:00;6.9;1;0;NaN;NaN
18HU11009_251;HL_09;42.2333;-61.2098;379147;9.8;26-may-11;12:57:00;7;1;0;NaN;NaN
18HU11009_251;HL_09;42.2333;-61.2098;379146;48.9;26-may-11;12:56:00;6.7;1;0;NaN;NaN
18HU11009_251;HL_09;42.2333;-61.2098;379145;120.3;26-may-11;12:55:00;4;1;0;NaN;NaN
18HU11009_251;HL_09;42.2333;-61.2098;379144;232.7;26-may-11;12:52:00;3.7;1;0;NaN;NaN
18HU11009_251;HL_09;42.2333;-61.2098;379143;360.5;26-may-11;12:49:00;4.5;1;0;NaN;NaN
18HU11009_251;HL_09;42.2333;-61.2098;379142;511.6;26-may-11;12:46:00;5.2;1;0;NaN;NaN
18HU11009_251;HL_09;42.2333;-61.2098;379141;680.2;26-may-11;12:43:00;5.5;1;0;NaN;NaN
18HU11009_251;HL_09;42.2333;-61.2098;379140;872.2;26-may-11;12:39:00;5.8;1;0;NaN;NaN
18HU11009_251;HL_09;42.2333;-61.2098;379139;1069.2;26-may-11;12:35:00;5.9;1;0;NaN;NaN
18HU11009_251;HL_09;42.2333;-61.2098;379138;1301.5;26-may-11;12:31:00;6;1;0;NaN;NaN
18HU11009_251;HL_09;42.2333;-61.2098;379137;1560.8;26-may-11;12:26:00;6.1;1;0;NaN;NaN
18HU11009_251;HL_09;42.2333;-61.2098;379136;1810;26-may-11;12:21:00;6.2;1;0;NaN;NaN
18HU11009_251;HL_09;42.2333;-61.2098;379135;2070.3;26-may-11;12:16:00;6.2;1;0;NaN;NaN
18HU11009_251;HL_09;42.2333;-61.2098;379134;2330.4;26-may-11;12:11:00;6.2;1;0;NaN;NaN
18HU11009_251;HL_09;42.2333;-61.2098;379133;2568.8;26-may-11;12:06:00;6.2;1;0;NaN;NaN
18HU11009_251;HL_09;42.2333;-61.2098;379132;2788.1;26-may-11;12:02:00;6.2;1;0;NaN;NaN
18HU11009_251;HL_09;42.2333;-61.2098;379131;3001.9;26-may-11;11:57:00;6.3;1;0;NaN;NaN
18HU11009_251;HL_09;42.2333;-61.2098;379130;3168.9;26-may-11;11:54:00;6.3;1;0;NaN;NaN
18HU11009_251;HL_09;42.2333;-61.2098;379129;3330.7;26-may-11;11:51:00;6.3;1;0;NaN;NaN
18HU11009_251;HL_09;42.2333;-61.2098;379128;3524.7;26-may-11;11:46:00;6.3;1;0;NaN;NaN
18HU11009_251;HL_09;42.2333;-61.2098;379127;3685.2;26-may-11;11:42:00;6.3;1;0;NaN;NaN
18HU11009_251;HL_09;42.2333;-61.2098;379126;3861.7;26-may-11;11:38:00;6.2;1;0;NaN;NaN
18HU11009_251;HL_09;42.2333;-61.2098;379125;3863.5;26-may-11;11:37:00;6.2;1;0;NaN;NaN
18HU11009_252;HL_08;42.3793;-61.3003;379172;3.1;26-may-11;17:32:00;6.9;1;0;NaN;NaN
18HU11009_252;HL_08;42.3793;-61.3003;379171;10.3;26-may-11;17:31:00;7;1;0;NaN;NaN
18HU11009_252;HL_08;42.3793;-61.3003;379170;50.9;26-may-11;17:29:00;6.6;1;0;NaN;NaN
18HU11009_252;HL_08;42.3793;-61.3003;379169;112.2;26-may-11;17:28:00;4.8;1;0;NaN;NaN
18HU11009_252;HL_08;42.3793;-61.3003;379168;210.4;26-may-11;17:26:00;3.8;1;0;NaN;NaN
18HU11009_252;HL_08;42.3793;-61.3003;379167;330.2;26-may-11;17:23:00;4.2;1;0;NaN;NaN
18HU11009_252;HL_08;42.3793;-61.3003;379166;480.8;26-may-11;17:20:00;5.2;1;0;NaN;NaN
18HU11009_252;HL_08;42.3793;-61.3003;379165;661.7;26-may-11;17:16:00;5.9;1;0;NaN;NaN
18HU11009_252;HL_08;42.3793;-61.3003;379164;840.8;26-may-11;17:13:00;6.1;1;0;NaN;NaN
18HU11009_252;HL_08;42.3793;-61.3003;379163;1030;26-may-11;17:10:00;6.1;1;0;NaN;NaN
18HU11009_252;HL_08;42.3793;-61.3003;379162;1230.9;26-may-11;17:06:00;6.1;1;0;NaN;NaN
18HU11009_252;HL_08;42.3793;-61.3003;379161;1430.8;26-may-11;17:02:00;6.1;1;0;NaN;NaN
18HU11009_252;HL_08;42.3793;-61.3003;379160;1641.4;26-may-11;16:58:00;6.1;1;0;NaN;NaN
18HU11009_252;HL_08;42.3793;-61.3003;379159;1851.5;26-may-11;16:54:00;6.2;1;0;NaN;NaN
18HU11009_252;HL_08;42.3793;-61.3003;379157;2261.1;26-may-11;16:46:00;6.2;1;0;NaN;NaN
18HU11009_252;HL_08;42.3793;-61.3003;379156;2461;26-may-11;16:42:00;6.2;1;0;NaN;NaN
18HU11009_252;HL_08;42.3793;-61.3003;379155;2622.7;26-may-11;16:39:00;6.2;1;0;NaN;NaN
18HU11009_252;HL_08;42.3793;-61.3003;379154;2772.4;26-may-11;16:36:00;6.3;1;0;NaN;NaN
18HU11009_252;HL_08;42.3793;-61.3003;379153;2971.6;26-may-11;16:33:00;6.1;1;0;NaN;NaN
18HU11009_252;HL_08;42.3793;-61.3003;379151;3209.4;26-may-11;16:27:00;6.3;1;0;NaN;NaN
18HU11009_252;HL_08;42.3793;-61.3003;379150;3409.9;26-may-11;16:23:00;6.3;1;0;NaN;NaN
18HU11009_252;HL_08;42.3793;-61.3003;379149;3412.4;26-may-11;16:22:00;6.3;1;0;NaN;NaN
18HU11009_254;HL_07;42.5333;-61.4;379196;2.8;26-may-11;22:09:00;6.7;1;0;NaN;NaN
18HU11009_254;HL_07;42.5333;-61.4;379195;10.7;26-may-11;22:08:00;7;1;0;NaN;NaN
18HU11009_254;HL_07;42.5333;-61.4;379194;19.7;26-may-11;22:08:00;7.4;1;0;NaN;NaN
18HU11009_254;HL_07;42.5333;-61.4;379193;30.6;26-may-11;22:06:00;7.3;1;0;NaN;NaN
18HU11009_254;HL_07;42.5333;-61.4;379191;50.9;26-may-11;22:04:00;6.2;1;0;NaN;NaN
18HU11009_254;HL_07;42.5333;-61.4;379189;79.9;26-may-11;22:02:00;5;1;0;NaN;NaN
18HU11009_254;HL_07;42.5333;-61.4;379188;99.5;26-may-11;22:01:00;4.6;1;0;NaN;NaN
18HU11009_254;HL_07;42.5333;-61.4;379186;200.5;26-may-11;21:58:00;3.7;1;0;NaN;NaN
18HU11009_254;HL_07;42.5333;-61.4;379185;249.7;26-may-11;21:55:00;4.2;1;0;NaN;NaN
18HU11009_254;HL_07;42.5333;-61.4;379184;499.6;26-may-11;21:51:00;5.5;1;0;NaN;NaN
18HU11009_254;HL_07;42.5333;-61.4;379183;750.8;26-may-11;21:46:00;5.8;1;0;NaN;NaN
18HU11009_254;HL_07;42.5333;-61.4;379182;999;26-may-11;21:41:00;6.1;1;0;NaN;NaN
18HU11009_254;HL_07;42.5333;-61.4;379181;1247.7;26-may-11;21:36:00;6.1;1;0;NaN;NaN
18HU11009_254;HL_07;42.5333;-61.4;379180;1499.8;26-may-11;21:31:00;6.1;1;0;NaN;NaN
18HU11009_254;HL_07;42.5333;-61.4;379179;1752;26-may-11;21:26:00;6.1;1;0;NaN;NaN
18HU11009_254;HL_07;42.5333;-61.4;379178;2000.6;26-may-11;21:21:00;6.2;1;0;NaN;NaN
18HU11009_254;HL_07;42.5333;-61.4;379177;2199.9;26-may-11;21:17:00;6.2;1;0;NaN;NaN
18HU11009_254;HL_07;42.5333;-61.4;379176;2451.5;26-may-11;21:12:00;6.2;1;0;NaN;NaN
18HU11009_254;HL_07;42.5333;-61.4;379175;2651.1;26-may-11;21:08:00;6.2;1;0;NaN;NaN
18HU11009_254;HL_07;42.5333;-61.4;379173;2827.1;26-may-11;21:04:00;6.3;1;0;NaN;NaN
18HU11009_254;HL_07;42.5333;-61.4;379174;2827.1;26-may-11;21:04:00;6.3;1;0;NaN;NaN
18HU11009_255;HL_06.5;42.676;-61.5527;379208;2.2;27-may-11;05:42:00;6.8;1;0;NaN;NaN
18HU11009_255;HL_06.5;42.676;-61.5527;379198;200.2;27-may-11;05:31:00;3.9;1;0;NaN;NaN
18HU11009_256;HL_06;42.8545;-61.735;379224;9.7;27-may-11;10:02:00;6.9;1;0;NaN;NaN
18HU11009_256;HL_06;42.8545;-61.735;379220;46.3;27-may-11;09:59:00;7.5;1;0;NaN;NaN
18HU11009_256;HL_06;42.8545;-61.735;379217;100.1;27-may-11;09:57:00;5.7;1;0;NaN;NaN
18HU11009_256;HL_06;42.8545;-61.735;379216;150;27-may-11;09:55:00;4.1;1;0;NaN;NaN
