CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
18HU16006_177;HL_12;41.4222;-60.65885;434020;1451.73;21-may-16;05:14:00;1451.733;34.9693;4.0137;5.6945;NaN;NaN;9;NaN;9;6.012;1;NaN;9;0.03;1;NaN;9;17.115;1;NaN;9;1.188;1;NaN;9;12.52;1;0;14.41;1.37
18HU16006_177;HL_12;41.4214;-60.65784;434019;1712.78;21-may-16;05:10:00;1712.789;34.9567;3.7526;5.7568;NaN;NaN;9;NaN;9;6.086;1;NaN;9;0.045;1;NaN;9;17.21;1;NaN;9;1.186;1;NaN;9;13.35;1;0;14.51;1.29
18HU16006_177;HL_12;41.42098;-60.6577;434018;2000.27;21-may-16;05:05:00;2000.275;34.9433;3.4617;5.7969;NaN;NaN;9;NaN;9;6.154;1;NaN;9;0.03;1;NaN;9;17.17;1;NaN;9;1.187;1;NaN;9;14.53;1;0;14.47;1.18
18HU16006_177;HL_12;41.42114;-60.65865;434017;2279.7;21-may-16;05:01:00;2279.701;34.9403;3.2767;5.7902;NaN;NaN;9;NaN;9;6.167;1;NaN;9;0.025;1;NaN;9;17.165;1;NaN;9;1.1985;1;NaN;9;16.125;1;0;14.32;1.06
18HU16006_177;HL_12;41.42106;-60.65966;434016;2569.81;21-may-16;04:56:00;2569.81;34.9383;3.0827;5.763;NaN;NaN;9;NaN;9;6.132;1;NaN;9;0.02;1;NaN;9;17.445;1;NaN;9;1.217;1;NaN;9;18.685;1;0;14.33;0.93
18HU16006_177;HL_12;41.42084;-60.66004;434015;2881.31;21-may-16;04:51:00;2881.318;34.9271;2.8361;5.7778;NaN;NaN;9;NaN;9;6.159;1;NaN;9;0.025;1;NaN;9;17.435;1;NaN;9;1.2175;1;NaN;9;20.58;1;0;14.32;0.85
18HU16006_177;HL_12;41.42042;-60.65998;434014;3181.03;21-may-16;04:46:00;3181.03;34.9143;2.6019;5.828;NaN;NaN;9;NaN;9;6.213;1;NaN;9;0.02;1;NaN;9;17.4;1;NaN;9;1.218;1;NaN;9;21.825;1;0;14.29;0.80
18HU16006_177;HL_12;41.41994;-60.66028;434013;3469.98;21-may-16;04:41:00;3469.982;34.9024;2.4099;5.8249;NaN;NaN;9;NaN;9;6.205;1;NaN;9;0.025;1;NaN;9;17.805;1;NaN;9;1.2485;1;NaN;9;24.91;1;0;14.26;0.71
18HU16006_177;HL_12;41.41964;-60.66058;434012;3749.02;21-may-16;04:37:00;3749.023;34.894;2.2945;5.8265;NaN;NaN;9;NaN;9;6.228;1;NaN;9;0.02;1;NaN;9;17.69;1;NaN;9;1.2555;1;NaN;9;26.675;1;0;14.09;0.66
18HU16006_177;HL_12;41.41928;-60.66088;434011;3950.36;21-may-16;04:33:00;3950.363;34.8889;2.2489;5.7895;NaN;NaN;9;NaN;9;6.135;1;NaN;9;0.03;1;NaN;9;18.1;1;NaN;9;1.2875;1;NaN;9;29.385;1;0;14.06;0.62
18HU16006_177;HL_12;41.41898;-60.66112;434010;4151.19;21-may-16;04:29:00;4151.196;34.8861;2.2326;5.7691;NaN;NaN;9;NaN;9;6.158;1;NaN;9;0.035;1;NaN;9;18.295;1;NaN;9;1.306;1;NaN;9;30.74;1;0;14.01;0.60
18HU16006_177;HL_12;41.4187;-60.66124;434009;4350.88;21-may-16;04:25:00;4350.882;34.8856;2.2343;5.7971;NaN;NaN;9;NaN;9;6.198;1;NaN;9;0.02;1;NaN;9;18.045;1;NaN;9;1.295;1;NaN;9;29.795;1;0;13.93;0.61
18HU16006_177;HL_12;41.41856;-60.66136;434008;4499.5;21-may-16;04:22:00;4499.508;34.8828;2.2289;5.7543;NaN;NaN;9;NaN;9;6.144;1;NaN;9;0.03;1;NaN;9;18.405;1;NaN;9;1.315;1;NaN;9;31.9;1;0;14.00;0.58
18HU16006_177;HL_12;41.41822;-60.66158;434007;4652.08;21-may-16;04:19:00;4652.088;34.8764;2.1998;5.6366;NaN;NaN;9;NaN;9;6.029;1;NaN;9;0.035;1;NaN;9;19.36;1;NaN;9;1.385;1;NaN;9;37.345;1;0;13.98;0.52
18HU16006_177;HL_12;41.41814;-60.66112;434006;4717.45;21-may-16;04:17:00;4717.453;34.8753;2.201;5.6153;NaN;NaN;9;NaN;9;6.028;1;NaN;9;0.03;1;NaN;9;19.72;1;NaN;9;1.4035;1;NaN;9;38.4;1;0;14.05;0.51
18HU16006_180;HL_11;41.78136;-60.90776;434058;4.95;21-may-16;11:54:00;4.952;36.0966;17.3918;5.1067;NaN;0.45047;1;NaN;9;5.444;1;NaN;9;0.185;1;NaN;9;1.69;1;NaN;9;0.0735;1;NaN;9;0.845;1;0;22.99;2.00
18HU16006_180;HL_11;41.7813;-60.90788;434057;50.24;21-may-16;11:53:00;50.244;36.0908;17.3796;5.087;NaN;0.41254;1;NaN;9;5.443;1;NaN;9;0.19;1;NaN;9;1.725;1;NaN;9;0.0885;2;NaN;9;0.73;1;2048;19.49;2.36
18HU16006_180;HL_11;41.78118;-60.908;434056;99.38;21-may-16;11:52:00;99.384;35.7525;14.5621;5.0483;NaN;0.01979;1;NaN;9;5.326;1;NaN;9;0.035;1;NaN;9;5.325;1;NaN;9;0.427;1;NaN;9;2.24;1;0;12.47;2.38
18HU16006_180;HL_11;41.78089;-60.90797;434055;195.77;21-may-16;11:50:00;195.772;35.7365;13.8926;4.081;NaN;NaN;9;NaN;9;4.31;1;NaN;9;0.045;1;NaN;9;11.02;1;NaN;9;0.772;1;NaN;9;5.51;1;0;14.27;2.00
18HU16006_180;HL_11;41.78042;-60.90786;434054;331.46;21-may-16;11:48:00;331.461;35.3695;10.8057;2.9869;NaN;NaN;9;NaN;9;3.155;1;NaN;9;0.035;1;NaN;9;21.22;1;NaN;9;1.4325;1;NaN;9;11.955;1;0;14.81;1.77
18HU16006_180;HL_11;41.77956;-60.90818;434053;514.05;21-may-16;11:45:00;514.051;35.0966;7.2895;3.8232;NaN;NaN;9;NaN;9;4.02;1;NaN;9;0.015;1;NaN;9;21.745;1;NaN;9;1.5085;1;NaN;9;14.455;1;0;14.41;1.50
18HU16006_180;HL_11;41.7788;-60.90836;434052;729.76;21-may-16;11:41:00;729.768;35.0362;5.4012;4.9836;NaN;NaN;9;NaN;9;5.263;1;NaN;9;0.035;1;NaN;9;17.945;1;NaN;9;1.273;1;NaN;9;12.43;1;0;14.10;1.44
18HU16006_180;HL_11;41.77796;-60.90858;434051;960.42;21-may-16;11:38:00;960.42;35.0065;4.735;5.4087;NaN;NaN;9;NaN;9;5.704;1;NaN;9;0.025;1;NaN;9;17.005;1;NaN;9;1.1965;1;NaN;9;11.91;1;0;14.21;1.43
18HU16006_180;HL_11;41.7779;-60.90854;434050;1198.02;21-may-16;11:34:00;1198.024;34.9814;4.3066;5.6053;NaN;NaN;9;NaN;9;5.926;1;NaN;9;0.05;1;NaN;9;16.685;1;NaN;9;1.1905;1;NaN;9;11.965;1;0;14.02;1.39
18HU16006_180;HL_11;41.77828;-60.90842;434049;1449.84;21-may-16;11:31:00;1449.844;34.9719;4.0606;5.6568;NaN;NaN;9;NaN;9;5.987;1;NaN;9;0.025;1;NaN;9;16.65;1;NaN;9;1.1895;1;NaN;9;12.57;1;0;14.00;1.32
18HU16006_180;HL_11;41.77822;-60.908;434048;1720.82;21-may-16;11:27:00;1720.827;34.9613;3.7891;5.7169;NaN;NaN;9;NaN;9;6.07;1;NaN;9;0.02;1;NaN;9;16.63;1;NaN;9;1.191;1;NaN;9;13.445;1;0;13.96;1.24
18HU16006_180;HL_11;41.77762;-60.90764;434047;1999.9;21-may-16;11:23:00;1999.904;34.9471;3.5412;5.7883;NaN;NaN;9;NaN;9;6.157;1;NaN;9;0.015;1;NaN;9;16.48;1;NaN;9;1.1795;1;NaN;9;14.455;1;0;13.97;1.14
18HU16006_180;HL_11;41.77766;-60.90724;434046;2279.12;21-may-16;11:18:00;2279.128;34.9421;3.285;5.7912;NaN;NaN;9;NaN;9;6.157;1;NaN;9;0.025;1;NaN;9;16.525;1;NaN;9;1.1875;1;NaN;9;16.265;1;0;13.92;1.02
18HU16006_180;HL_11;41.77812;-60.90777;434045;2570.03;21-may-16;11:14:00;2570.033;34.9341;3.0688;5.809;NaN;NaN;9;NaN;9;6.185;1;NaN;9;0.03;1;NaN;9;16.5;1;NaN;9;1.179;1;NaN;9;17.76;1;0;13.99;0.93
18HU16006_180;HL_11;41.77825;-60.90828;434044;2879.51;21-may-16;11:10:00;2879.515;34.9266;2.8396;5.7968;NaN;NaN;9;NaN;9;6.169;1;NaN;9;0.04;1;NaN;9;16.755;1;NaN;9;1.197;1;NaN;9;20.045;1;0;14.00;0.84
18HU16006_180;HL_11;41.77823;-60.90822;434043;3179.27;21-may-16;11:05:00;3179.271;34.9136;2.6111;5.8589;NaN;NaN;9;NaN;9;6.266;1;NaN;9;0.025;1;NaN;9;16.385;1;NaN;9;1.1505;1;NaN;9;19.91;1;0;14.24;0.82
18HU16006_180;HL_11;41.7785;-60.90798;434042;3469.66;21-may-16;11:01:00;3469.666;34.9021;2.3958;5.8913;NaN;NaN;9;NaN;9;6.29;1;NaN;9;0.03;1;NaN;9;16.405;1;NaN;9;1.2005;1;NaN;9;22.44;1;0;13.67;0.73
18HU16006_180;HL_11;41.77902;-60.90832;434041;3750.6;21-may-16;10:57:00;3750.608;34.8941;2.2842;5.8522;NaN;NaN;9;NaN;9;6.262;1;NaN;9;0.05;1;NaN;9;16.81;1;NaN;9;1.23;1;NaN;9;25.485;1;0;13.67;0.66
18HU16006_180;HL_11;41.77928;-60.9083;434040;3949.94;21-may-16;10:53:00;3949.948;34.8916;2.2495;5.8747;NaN;NaN;9;NaN;9;6.287;1;NaN;9;0.025;1;NaN;9;16.74;1;NaN;9;1.2175;1;NaN;9;25.8;1;0;13.75;0.65
18HU16006_180;HL_11;41.77926;-60.90812;434039;4147.68;21-may-16;10:50:00;4147.685;34.8881;2.2263;5.8452;NaN;NaN;9;NaN;9;6.245;1;NaN;9;0.025;1;NaN;9;17.015;1;NaN;9;1.259;1;NaN;9;27.365;1;0;13.51;0.62
18HU16006_180;HL_11;41.7793;-60.90772;434038;4349.87;21-may-16;10:46:00;4349.873;34.8839;2.2099;5.7672;NaN;NaN;9;NaN;9;6.182;1;NaN;9;0.05;1;NaN;9;17.65;1;NaN;9;1.2795;1;NaN;9;30.945;2;2048;13.79;0.57
18HU16006_180;HL_11;41.77947;-60.90776;434037;4399.78;21-may-16;10:44:00;4399.782;34.8809;2.1966;5.724;NaN;NaN;9;NaN;9;6.125;1;NaN;9;0.035;1;NaN;9;18.03;1;NaN;9;1.3085;1;NaN;9;33.155;2;2048;13.78;0.54
18HU16006_180;HL_11;41.7796;-60.90782;434036;4449.89;21-may-16;10:43:00;4449.89;34.8777;2.1826;5.6501;NaN;NaN;9;NaN;9;6.072;1;NaN;9;0.05;1;NaN;9;18.755;1;NaN;9;1.3545;1;NaN;9;36.2;2;2048;13.85;0.52
18HU16006_180;HL_11;41.77964;-60.9079;434035;4512.56;21-may-16;10:40:00;4512.565;34.8776;2.189;5.6427;NaN;NaN;9;NaN;9;6.051;1;NaN;9;0.045;1;NaN;9;18.87;1;NaN;9;1.345;1;NaN;9;36.515;2;2048;14.03;0.52
18HU16006_189;HL_10;42.04098;-61.0667;434087;1.79;22-may-16;04:03:00;1.793;36.2135;17.8261;5.1241;NaN;1.13699;1;NaN;9;5.478;1;NaN;9;0.22;1;NaN;9;1.685;1;NaN;9;0.058;1;NaN;9;0.14;1;0;29.05;12.04
18HU16006_189;HL_10;42.0407;-61.06674;434086;10.45;22-may-16;04:02:00;10.457;36.2127;17.8246;5.1322;NaN;1.19606;1;NaN;9;5.472;1;NaN;9;0.22;1;NaN;9;1.685;1;NaN;9;0.0565;2;NaN;9;0.425;1;2048;29.82;3.96
18HU16006_189;HL_10;42.04054;-61.06674;434085;51;22-may-16;04:01:00;51.007;36.1842;17.7138;5.065;NaN;1.0041;1;NaN;9;5.415;1;NaN;9;0.225;1;NaN;9;1.84;1;NaN;9;0.0875;2;NaN;9;0;1;2048;21.03;NaN
18HU16006_189;HL_10;42.04046;-61.0667;434084;99.93;22-may-16;03:59:00;99.934;35.9398;15.538;4.6482;NaN;0.02435;1;NaN;9;4.941;1;NaN;9;0.055;1;NaN;9;5.75;1;NaN;9;0.428;1;NaN;9;2.38;1;0;13.43;2.42
18HU16006_189;HL_10;42.04014;-61.06672;434083;194.71;22-may-16;03:58:00;194.711;35.6903;13.8579;4.4381;NaN;NaN;9;NaN;9;4.71;1;NaN;9;0.03;1;NaN;9;8.78;1;NaN;9;0.6535;1;NaN;9;4.195;1;0;13.44;2.09
18HU16006_189;HL_10;42.0399;-61.06674;434082;330.07;22-may-16;03:55:00;330.077;35.4146;11.1526;3.0055;NaN;NaN;9;NaN;9;3.164;1;NaN;9;0.03;1;NaN;9;20.245;1;NaN;9;1.406;1;NaN;9;11.435;1;0;14.40;1.77
18HU16006_189;HL_10;42.03952;-61.06644;434081;500.98;22-may-16;03:52:00;500.987;35.1152;7.3571;3.9271;NaN;NaN;9;NaN;9;4.111;1;NaN;9;0.005;1;NaN;9;20.25;1;NaN;9;1.453;1;NaN;9;13.67;1;0;13.94;1.48
18HU16006_189;HL_10;42.03918;-61.06628;434080;649.93;22-may-16;03:49:00;649.935;35.0331;5.7013;4.8167;NaN;NaN;9;NaN;9;5.042;1;NaN;9;0.025;1;NaN;9;18.095;1;NaN;9;1.3015;1;NaN;9;12.52;1;0;13.90;1.45
18HU16006_189;HL_10;42.03856;-61.06632;434079;849.86;22-may-16;03:46:00;849.864;35.0129;4.9869;5.3233;NaN;NaN;9;NaN;9;5.623;1;NaN;9;0.03;1;NaN;9;16.53;1;NaN;9;1.2275;1;NaN;9;11.51;1;0;13.47;1.44
18HU16006_189;HL_10;42.03824;-61.0663;434078;1050.47;22-may-16;03:43:00;1050.47;34.983;4.4988;5.6114;NaN;NaN;9;NaN;9;5.93;1;NaN;9;0.025;1;NaN;9;15.95;1;NaN;9;1.179;1;NaN;9;11.185;1;0;13.53;1.43
18HU16006_189;HL_10;42.03778;-61.06622;434077;1271.37;22-may-16;03:39:00;1271.373;34.9751;4.2583;5.6688;NaN;NaN;9;NaN;9;5.998;1;NaN;9;0.01;1;NaN;9;15.925;1;NaN;9;1.176;1;NaN;9;11.665;1;0;13.54;1.37
18HU16006_189;HL_10;42.0372;-61.06614;434076;1509.97;22-may-16;03:35:00;1509.978;34.9688;4.0253;5.6959;NaN;NaN;9;NaN;9;6.038;1;NaN;9;0.035;1;NaN;9;16.015;1;NaN;9;1.1805;1;NaN;9;12.255;1;0;13.57;1.31
18HU16006_189;HL_10;42.03661;-61.06662;434075;1760.07;22-may-16;03:31:00;1760.071;34.9515;3.7276;5.7671;NaN;NaN;9;NaN;9;6.124;1;NaN;9;0.015;1;NaN;9;15.82;1;NaN;9;1.1675;1;NaN;9;12.985;1;0;13.55;1.22
18HU16006_189;HL_10;42.0362;-61.0671;434074;2020.75;22-may-16;03:27:00;2020.752;34.9439;3.5079;5.7993;NaN;NaN;9;NaN;9;6.161;1;NaN;9;0.05;1;NaN;9;15.81;1;NaN;9;1.17;1;NaN;9;14.23;1;0;13.51;1.11
18HU16006_189;HL_10;42.03574;-61.06722;434073;2279.63;22-may-16;03:23:00;2279.634;34.938;3.3134;5.8155;NaN;NaN;9;NaN;9;6.176;1;NaN;9;0.04;1;NaN;9;15.885;1;NaN;9;1.17;1;NaN;9;15.39;1;0;13.58;1.03
18HU16006_189;HL_10;42.03526;-61.0671;434072;2530.01;22-may-16;03:19:00;2530.01;34.9316;3.1158;5.8409;NaN;NaN;9;NaN;9;6.213;1;NaN;9;0.05;1;NaN;9;15.78;1;NaN;9;1.146;1;NaN;9;16.39;1;0;13.77;0.96
18HU16006_189;HL_10;42.03483;-61.06742;434071;2770.61;22-may-16;03:15:00;2770.614;34.923;2.8883;5.8858;NaN;NaN;9;NaN;9;6.269;1;NaN;9;0.025;1;NaN;9;15.415;1;NaN;9;1.152;1;NaN;9;16.725;1;0;13.38;0.92
18HU16006_189;HL_10;42.03448;-61.06708;434070;2999.51;22-may-16;03:11:00;2999.518;34.9162;2.6883;5.907;NaN;NaN;9;NaN;9;6.315;1;NaN;9;0;1;NaN;9;15.3;1;NaN;9;1.146;1;NaN;9;17.84;1;0;13.35;0.86
18HU16006_189;HL_10;42.03422;-61.06682;434069;3220.35;22-may-16;03:08:00;3220.357;34.9073;2.4912;5.9961;NaN;NaN;9;NaN;9;6.362;1;NaN;9;0.01;1;NaN;9;15.11;1;NaN;9;1.1345;1;NaN;9;18.345;1;0;13.32;0.82
18HU16006_189;HL_10;42.034;-61.06678;434068;3419.63;22-may-16;03:04:00;3419.634;34.9007;2.3524;5.9626;NaN;NaN;9;NaN;9;6.377;1;NaN;9;0.01;1;NaN;9;15.055;1;NaN;9;1.1365;1;NaN;9;18.295;1;0;13.25;0.82
18HU16006_189;HL_10;42.0336;-61.0667;434067;3599.87;22-may-16;03:01:00;3599.876;34.8961;2.2816;5.9488;NaN;NaN;9;NaN;9;6.348;1;NaN;9;0.005;1;NaN;9;15.485;1;NaN;9;1.16;1;NaN;9;22;1;0;13.35;0.70
18HU16006_189;HL_10;42.03322;-61.06674;434066;3800.96;22-may-16;02:57:00;3800.968;34.8939;2.2389;5.9512;NaN;NaN;9;NaN;9;6.412;1;NaN;9;0.005;1;NaN;9;15.44;1;NaN;9;1.1465;1;NaN;9;22.035;1;0;13.47;0.70
18HU16006_189;HL_10;42.03306;-61.06666;434065;4000.66;22-may-16;02:52:00;4000.669;34.8899;2.2186;5.8822;NaN;NaN;9;NaN;9;6.297;1;NaN;9;0.01;1;NaN;9;15.9;1;NaN;9;1.1945;1;NaN;9;25.06;1;0;13.31;0.63
18HU16006_189;HL_10;42.0326;-61.06692;434064;4147.03;22-may-16;02:49:00;4147.035;34.8882;2.2207;5.8432;NaN;NaN;9;NaN;9;6.265;1;NaN;9;0.005;1;NaN;9;16.32;1;NaN;9;1.2015;1;NaN;9;26.825;1;0;13.58;0.61
18HU16006_194;HL_09;42.25674;-61.25024;434116;4.26;22-may-16;11:49:00;4.269;35.4055;15.2112;5.6172;NaN;1.31418;1;NaN;9;5.971;1;NaN;9;0.065;1;NaN;9;0;1;NaN;9;0.105;1;NaN;9;0.49;1;0;0.00;0.00
18HU16006_194;HL_09;42.25651;-61.25022;434115;50.49;22-may-16;11:48:00;50.496;35.613;15.1914;5.0795;NaN;0.24183;1;NaN;9;5.431;1;NaN;9;0.325;1;NaN;9;2.705;1;NaN;9;0.26;1;NaN;9;2.2;1;0;10.40;1.23
18HU16006_194;HL_09;42.25627;-61.2502;434114;101.28;22-may-16;11:47:00;101.287;35.8066;14.8253;4.6433;NaN;0.02588;1;NaN;9;4.938;1;NaN;9;0.045;1;NaN;9;6.17;1;NaN;9;0.4825;1;NaN;9;2.42;1;0;12.79;2.55
18HU16006_194;HL_09;42.2559;-61.25013;434113;200.74;22-may-16;11:45:00;200.74;35.7933;13.9466;3.6819;NaN;NaN;9;NaN;9;3.922;1;NaN;9;0.055;1;NaN;9;12.39;1;NaN;9;0.865;1;NaN;9;5.645;1;0;14.32;2.19
18HU16006_194;HL_09;42.2553;-61.2501;434112;331.4;22-may-16;11:42:00;331.402;35.3809;10.9137;3.0943;NaN;NaN;9;NaN;9;3.263;1;NaN;9;0.04;1;NaN;9;20.635;1;NaN;9;1.4085;1;NaN;9;11.325;1;0;14.65;1.82
18HU16006_194;HL_09;42.25548;-61.25048;434111;509.82;22-may-16;11:38:00;509.829;35.0687;7.3635;3.7402;NaN;NaN;9;NaN;9;3.923;1;NaN;9;0.035;1;NaN;9;21.77;1;NaN;9;1.5305;1;NaN;9;14.6;1;0;14.22;1.49
18HU16006_194;HL_09;42.25562;-61.25012;434110;710.44;22-may-16;11:35:00;710.447;35.0257;5.5513;4.924;NaN;NaN;9;NaN;9;5.191;1;NaN;9;0.045;1;NaN;9;18.285;1;NaN;9;1.32;1;NaN;9;12.18;1;0;13.85;1.50
18HU16006_194;HL_09;42.2558;-61.25;434109;910.17;22-may-16;11:31:00;910.172;35.0128;4.912;5.3839;NaN;NaN;9;NaN;9;5.667;1;NaN;9;0.03;1;NaN;9;17.075;1;NaN;9;1.215;1;NaN;9;11.405;1;0;14.05;1.50
18HU16006_194;HL_09;42.25575;-61.24949;434108;1110.31;22-may-16;11:28:00;1110.318;34.9842;4.4823;5.614;NaN;NaN;9;NaN;9;5.911;1;NaN;9;0.045;1;NaN;9;16.865;1;NaN;9;1.2075;1;NaN;9;11.315;1;0;13.97;1.49
18HU16006_194;HL_09;42.25564;-61.24895;434107;1309.46;22-may-16;11:25:00;1309.463;34.9726;4.2231;5.6757;NaN;NaN;9;NaN;9;5.985;1;NaN;9;0.045;1;NaN;9;16.615;1;NaN;9;1.1885;1;NaN;9;11.57;1;0;13.98;1.44
18HU16006_194;HL_09;42.2556;-61.24862;434106;1508.35;22-may-16;11:22:00;1508.356;34.9538;3.968;5.7604;NaN;NaN;9;NaN;9;6.088;1;NaN;9;0.035;1;NaN;9;16.505;1;NaN;9;1.1865;1;NaN;9;11.965;1;0;13.91;1.38
18HU16006_194;HL_09;42.25566;-61.2487;434105;1719.32;22-may-16;11:19:00;1719.325;34.9578;3.8252;5.7417;NaN;NaN;9;NaN;9;6.079;1;NaN;9;0.02;1;NaN;9;16.755;1;NaN;9;1.2;1;NaN;9;12.825;1;0;13.96;1.31
18HU16006_194;HL_09;42.25598;-61.2489;434104;1939.42;22-may-16;11:15:00;1939.425;34.9466;3.6284;5.7991;NaN;NaN;9;NaN;9;6.147;1;NaN;9;0.03;1;NaN;9;16.685;1;NaN;9;1.192;1;NaN;9;13.57;1;0;14.00;1.23
18HU16006_194;HL_09;42.25596;-61.24804;434103;2159.17;22-may-16;11:12:00;2159.174;34.9365;3.4095;5.8306;NaN;NaN;9;NaN;9;6.191;1;NaN;9;0.035;1;NaN;9;16.425;1;NaN;9;1.189;1;NaN;9;14.02;1;0;13.81;1.17
18HU16006_194;HL_09;42.25584;-61.24724;434102;2380.3;22-may-16;11:09:00;2380.305;34.9321;3.2343;5.8399;NaN;NaN;9;NaN;9;6.216;1;NaN;9;0.03;1;NaN;9;16.595;1;NaN;9;1.1785;1;NaN;9;15.175;1;0;14.08;1.09
18HU16006_194;HL_09;42.2559;-61.24674;434101;2599.19;22-may-16;11:05:00;2599.196;34.9269;3.0529;5.8731;NaN;NaN;9;NaN;9;6.243;1;NaN;9;0.035;1;NaN;9;16.43;1;NaN;9;1.1605;1;NaN;9;15.89;1;0;14.16;1.03
18HU16006_194;HL_09;42.256;-61.24662;434100;2809.17;22-may-16;11:02:00;2809.178;34.9198;2.8368;5.913;NaN;NaN;9;NaN;9;6.3;1;NaN;9;0.02;1;NaN;9;16.055;1;NaN;9;1.1615;1;NaN;9;16.395;1;0;13.82;0.98
18HU16006_194;HL_09;42.256;-61.24692;434099;2999.35;22-may-16;10:59:00;2999.358;34.9136;2.6714;5.97;NaN;NaN;9;NaN;9;6.346;1;NaN;9;0.03;1;NaN;9;15.855;1;NaN;9;1.135;1;NaN;9;16.36;1;0;13.97;0.97
18HU16006_194;HL_09;42.25594;-61.24736;434098;3168.91;22-may-16;10:57:00;3168.918;34.9082;2.5239;6.0157;NaN;NaN;9;NaN;9;6.395;1;NaN;9;0.015;1;NaN;9;15.59;1;NaN;9;1.123;1;NaN;9;16.64;1;0;13.88;0.94
18HU16006_194;HL_09;42.25568;-61.24766;434097;3329.25;22-may-16;10:54:00;3329.251;34.9022;2.3683;6.0077;NaN;NaN;9;NaN;9;6.08;1;NaN;9;0.015;1;NaN;9;16.935;1;NaN;9;1.2005;1;NaN;9;12.72;1;0;14.11;1.33
18HU16006_194;HL_09;42.25533;-61.24778;434096;3468.45;22-may-16;10:52:00;3468.45;34.8992;2.3076;6.0109;NaN;NaN;9;NaN;9;6.424;1;NaN;9;0.025;1;NaN;9;15.675;1;NaN;9;1.1415;1;NaN;9;18.655;1;0;13.73;0.84
18HU16006_194;HL_09;42.25504;-61.24786;434095;3598.19;22-may-16;10:49:00;3598.19;34.897;2.2703;5.9966;NaN;NaN;9;NaN;9;6.408;1;NaN;9;0.025;1;NaN;9;15.86;1;NaN;9;1.16;1;NaN;9;20.005;1;0;13.67;0.79
18HU16006_194;HL_09;42.25472;-61.24788;434094;3719.41;22-may-16;10:47:00;3719.411;34.8952;2.2478;5.9834;NaN;NaN;9;NaN;9;6.416;1;NaN;9;0.035;1;NaN;9;16.045;1;NaN;9;1.1635;1;NaN;9;20.895;1;0;13.79;0.77
18HU16006_194;HL_09;42.25424;-61.2481;434093;3809.78;22-may-16;10:45:00;3809.786;34.8906;2.2074;5.892;NaN;NaN;9;NaN;9;6.354;1;NaN;9;0.04;1;NaN;9;18.015;1;NaN;9;1.229;1;NaN;9;24.815;1;0;14.66;0.73
18HU16006_197;HL_08;42.36668;-61.34522;434145;4.07;22-may-16;16:04:00;4.073;35.4335;15.3132;5.7288;NaN;1.47661;1;NaN;9;6.096;1;NaN;9;0.015;1;NaN;9;0;1;NaN;9;0.116;1;NaN;9;0.505;1;0;0.00;0.00
18HU16006_197;HL_08;42.36664;-61.34496;434144;49.01;22-may-16;16:03:00;49.019;35.4017;14.226;5.4611;NaN;0.46944;1;NaN;9;5.762;1;NaN;9;0.195;1;NaN;9;1.95;1;NaN;9;0.234;1;NaN;9;1.38;1;0;8.33;1.41
18HU16006_197;HL_08;42.3665;-61.34499;434143;100.41;22-may-16;16:01:00;100.414;35.8244;14.8045;4.7193;NaN;0.03197;1;NaN;9;5.042;1;NaN;9;0.025;1;NaN;9;5.795;1;NaN;9;0.471;1;NaN;9;2.42;1;0;12.30;2.39
18HU16006_197;HL_08;42.36642;-61.3448;434142;193.68;22-may-16;16:00:00;193.687;35.6051;13.3648;4.7129;NaN;NaN;9;NaN;9;4.998;1;NaN;9;0.03;1;NaN;9;8.685;1;NaN;9;0.693;1;NaN;9;4.28;1;0;12.53;2.03
18HU16006_197;HL_08;42.36624;-61.34448;434141;330.74;22-may-16;15:57:00;330.749;35.4016;11.0748;3.0598;NaN;NaN;9;NaN;9;3.228;1;NaN;9;0.015;1;NaN;9;20.175;1;NaN;9;1.401;1;NaN;9;11.305;1;0;14.40;1.78
18HU16006_197;HL_08;42.36608;-61.34366;434140;490.95;22-may-16;15:54:00;490.956;35.0967;7.7084;3.6321;NaN;NaN;9;NaN;9;3.823;1;NaN;9;0;1;NaN;9;21.65;1;NaN;9;1.544;1;NaN;9;14.35;1;0;14.02;1.51
18HU16006_197;HL_08;42.36603;-61.3437;434139;650.24;22-may-16;15:51:00;650.242;35.0117;5.6985;4.7506;NaN;NaN;9;NaN;9;5.015;1;NaN;9;0.01;1;NaN;9;18.27;1;NaN;9;1.3405;1;NaN;9;12.9;1;0;13.63;1.42
18HU16006_197;HL_08;42.36608;-61.34382;434138;815.82;22-may-16;15:48:00;815.821;35.0023;5.016;5.3027;NaN;NaN;9;NaN;9;5.591;1;NaN;9;0;1;NaN;9;16.805;1;NaN;9;1.226;1;NaN;9;11.43;1;0;13.71;1.47
18HU16006_197;HL_08;42.36636;-61.34398;434137;979.54;22-may-16;15:45:00;979.544;34.9753;4.5788;5.5814;NaN;NaN;9;NaN;9;5.901;1;NaN;9;0.015;1;NaN;9;16.095;1;NaN;9;1.195;1;NaN;9;10.87;1;0;13.47;1.48
