CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;CTD;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TE90;DOXY;OXYM_01;CHL_03;FLOR;NO2_01;Q_NO2;NOx_01;Q_NOX;PO4_01;Q_PO4;Si_01;Q_Si;QCFF;N_P;N_Si
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(ml/l);(mmol/m**3);(mg/m**3);(mg/m**3);(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));((none));((none));((none))
18TL15031_1465;771;47.9205;-59.81083;416985;460.98;12-aug-15;08:49:00;34.91;5.63;171.98566;NaN;NaN;0.264;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18TL15031_1466;801;47.583;-59.34183;416990;1.69;12-aug-15;15:39:00;30.6;15.23;271.0862;NaN;0.59;1.877;0.015;1;0.025;1;0.14;1;0.61;1;0;0.18;0.04
18TL15031_1466;801;47.583;-59.34183;416989;14.68;12-aug-15;15:39:00;30.62;15.13;271.62212;6.0515;0.675;2.524;0.015;1;0.03;1;0.14;1;0.615;1;256;0.21;0.05
18TL15031_1466;801;47.583;-59.34183;416988;25.58;12-aug-15;15:39:00;31.14;11.54;293.72882;NaN;0.995;3.655;0.02;1;0.125;1;0.21;1;0.685;1;0;0.60;0.18
18TL15031_1466;801;47.583;-59.34183;416987;49.87;12-aug-15;15:39:00;31.69;5.73;323.29374;7.2195;0.455;1.399;0.08;1;1.69;1;0.465;1;1.34;2;2304;3.63;1.26
18TL15031_1466;801;47.583;-59.34183;416986;250.63;12-aug-15;15:39:00;34.78;6.82;157.38184;3.4845;NaN;0.243;0.03;1;22.685;1;1.62;1;21.555;1;256;14.00;1.05
18TL15031_1467;811;47.43417;-59.55483;416996;3.67;12-aug-15;17:58:00;30.92;15.26;278.99102;NaN;1.78;4.874;0.02;1;0.035;1;0.115;1;0.44;1;0;0.30;0.08
18TL15031_1467;811;47.43417;-59.55483;416995;14.78;12-aug-15;17:58:00;30.92;15.18;279.66092;6.221;1.825;5.252;0.01;1;0.03;1;0.115;2;0.47;1;2304;0.26;0.06
18TL15031_1467;811;47.43417;-59.55483;416994;19.34;12-aug-15;17:58:00;30.94;14.72;283.591;NaN;1.775;5.72;0.015;1;0.05;1;0.125;2;0.475;1;2048;0.40;0.11
18TL15031_1467;811;47.43417;-59.55483;416993;49.48;12-aug-15;17:58:00;32.1;1.52;347.54412;7.818;0.13;0.593;0.145;1;2.29;1;0.6;1;0.92;2;2304;3.82;2.49
18TL15031_1467;811;47.43417;-59.55483;416992;251.23;12-aug-15;17:58:00;34.67;6.66;147.86926;3.313;NaN;0.264;NaN;9;NaN;9;NaN;9;NaN;9;256;NaN;NaN
18TL15031_1467;811;47.43417;-59.55483;416991;461.89;12-aug-15;17:58:00;34.92;5.57;181.23028;4.0345;NaN;0.255;0.025;1;22.165;1;1.7;1;27.295;1;256;13.04;0.81
18TL15031_1468;821;47.2715;-59.783;417002;4.07;12-aug-15;19:52:00;29.83;16.89;264.8338;NaN;1.135;3.493;0.01;1;0.025;1;0.035;2;0.79;1;2048;0.71;0.03
18TL15031_1468;821;47.2715;-59.783;417001;17.85;12-aug-15;19:52:00;31.68;7.46;336.0665;6.89;0.925;3.375;0.02;1;0.055;1;0.185;1;0.46;1;256;0.30;0.12
18TL15031_1468;821;47.2715;-59.783;416999;51.16;12-aug-15;19:52:00;32.07;1.11;342.58686;7.7085;0.345;0.992;0.12;1;2.42;1;0.655;1;1.285;2;2304;3.69;1.88
18TL15031_1468;821;47.2715;-59.783;416998;249.75;12-aug-15;19:52:00;34.76;6.86;150.9508;3.384;NaN;0.267;NaN;9;NaN;9;NaN;9;NaN;9;256;NaN;NaN
18TL15031_1468;821;47.2715;-59.783;416997;455.27;12-aug-15;19:52:00;34.9;5.61;160.86532;3.591;NaN;0.273;0.02;1;22.91;1;1.825;1;32.68;1;256;12.55;0.70
18TL15031_1469;831;47.10117;-59.99117;417008;3.47;12-aug-15;21:45:00;29.93;16.14;267.82602;NaN;0.87;2.606;0.03;1;0.66;1;0.25;1;1.075;1;0;2.64;0.61
18TL15031_1469;831;47.10117;-59.99117;417007;15.27;12-aug-15;21:45:00;29.99;16;269.12116;5.9805;0.765;2.574;0.015;1;0.025;1;0.09;2;0.9;1;2304;0.28;0.03
18TL15031_1469;831;47.10117;-59.99117;417006;22.31;12-aug-15;21:45:00;30.71;10.3;317.04134;NaN;1.57;5.049;0.01;1;0.025;1;0.175;1;0.85;1;0;0.14;0.03
18TL15031_1469;831;47.10117;-59.99117;417005;51.26;12-aug-15;21:45:00;32.08;0.87;343.83734;7.7415;0.225;0.893;0.13;1;3.28;1;0.695;1;1.58;1;256;4.72;2.08
18TL15031_1469;831;47.10117;-59.99117;417004;250.55;12-aug-15;21:45:00;34.57;6.12;127.0577;2.8025;NaN;0.284;NaN;9;NaN;9;NaN;9;NaN;9;256;NaN;NaN
18TL15031_1469;831;47.10117;-59.99117;417003;320.66;12-aug-15;21:45:00;34.78;6.05;136.79358;3.0185;NaN;0.271;0.035;1;23.825;2;1.86;2;30.225;1;2304;12.81;0.79
18TL15031_1470;841;47.02567;-60.11983;417014;2.28;12-aug-15;23:25:00;29.35;17.61;262.91342;NaN;1.65;4.515;0.005;1;0.035;1;0.025;1;1.145;1;0;1.40;0.03
18TL15031_1470;841;47.02567;-60.11983;417013;14.28;12-aug-15;23:25:00;29.37;17.18;268.80854;5.938;1.45;4.046;0.005;1;0.04;1;0.055;2;1.09;1;2304;0.73;0.04
18TL15031_1470;841;47.02567;-60.11983;417012;40.16;12-aug-15;23:25:00;31.63;0.63;330.39468;NaN;3.495;4.418;0.135;1;4.015;1;0.85;1;4.09;1;0;4.72;0.98
18TL15031_1470;841;47.02567;-60.11983;417011;50.77;12-aug-15;23:25:00;31.91;0.3;329.85876;7.429;0.31;0.663;0.15;1;5.315;1;0.915;1;4.535;1;256;5.81;1.17
18TL15031_1470;841;47.02567;-60.11983;417010;173.77;12-aug-15;23:25:00;33.91;4.63;187.61666;NaN;NaN;0.273;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18TL15031_1470;841;47.02567;-60.11983;417009;175.26;12-aug-15;23:25:00;33.91;4.65;187.75064;4.1485;NaN;0.271;0.04;1;18.26;1;1.515;1;20.275;1;256;12.05;0.90
18TL15031_1471;851;46.9595;-60.223;417019;2.08;13-aug-15;01:04:00;29.62;15.41;272.8726;NaN;1.525;3.716;0.005;1;0.035;1;0.1;1;1.345;1;0;0.35;0.03
