CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
18HU15004_304;HL_02;44.27156;-63.31354;406253;81.38;18-apr-15;02:56:00;81.38;31.8881;0.4227;7.4695;0.09592;1;NaN;9;NaN;9;0.1;1;7.7;1;0.8545;1;7.8;1;0;9.01;0.99
18HU15004_304;HL_02;44.2715;-63.31352;406252;101.8;18-apr-15;02:54:00;101.803;32.2505;1.8054;6.9207;0.12844;1;NaN;9;NaN;9;0.115;1;8.435;1;0.9575;1;10.53;1;0;8.81;0.80
18HU15004_304;HL_02;44.27118;-63.31354;406251;133.05;18-apr-15;02:51:00;133.056;33.8735;7.1628;4.5133;0.04552;1;33.8551;1;4.538;1;0.08;1;13.89;1;1.165;1;12.97;1;0;11.92;1.07
18HU15004_339;RL_01;43.25318;-65.04126;406274;2.9;18-apr-15;11:39:00;2.903;31.4138;1.9764;8.6014;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU15004_339;RL_01;43.25318;-65.04128;406273;2.96;18-apr-15;11:38:00;2.964;31.4136;1.9757;8.5898;5.78396;1;31.404;1;7.9395;1;0.17;1;1.27;1;0.4445;1;1.795;1;0;2.86;0.71
18HU15004_339;RL_01;43.25314;-65.04126;406272;10.01;18-apr-15;11:37:00;10.019;31.4218;1.9678;8.5774;5.34187;1;NaN;9;NaN;9;0.145;1;1.35;1;0.51;1;2.07;1;0;2.65;0.65
18HU15004_339;RL_01;43.2531;-65.04132;406271;19.95;18-apr-15;11:35:00;19.95;31.4317;1.9729;8.5506;5.59976;1;NaN;9;NaN;9;0.15;1;1.745;1;0.5165;1;2.02;1;0;3.38;0.86
18HU15004_339;RL_01;43.253;-65.04135;406270;30.15;18-apr-15;11:34:00;30.15;31.4674;2.0218;8.5923;5.45239;1;NaN;9;NaN;9;0.15;1;1.57;1;0.472;1;1.745;1;0;3.33;0.90
18HU15004_339;RL_01;43.25292;-65.0412;406269;40.25;18-apr-15;11:32:00;40.254;31.4753;1.8872;8.4947;5.37871;1;NaN;9;NaN;9;0.16;1;2.33;1;0.5255;1;2.32;1;0;4.43;1.00
18HU15004_339;RL_01;43.25276;-65.04113;406268;50.45;18-apr-15;11:30:00;50.451;31.5412;1.5116;8.1887;2.43147;1;NaN;9;NaN;9;0.185;1;4.445;1;0.639;1;4.295;1;0;6.96;1.03
18HU15004_339;RL_01;43.25268;-65.04118;406267;59.98;18-apr-15;11:29:00;59.982;31.6365;1.6121;7.939;1.80518;1;NaN;9;NaN;9;0.18;1;5.265;1;0.6885;1;4.93;1;0;7.65;1.07
18HU15004_339;RL_01;43.25266;-65.04126;406266;80.19;18-apr-15;11:27:00;80.199;32.7541;4.6987;6.3444;0.1768;1;NaN;9;NaN;9;0.08;1;7.985;1;0.794;1;6.625;1;0;10.06;1.21
18HU15004_339;RL_01;43.25268;-65.0414;406265;99.25;18-apr-15;11:25:00;99.25;33.2865;6.2032;5.6438;0.28288;1;NaN;9;NaN;9;0.085;1;9.99;1;0.9165;1;8.45;1;0;10.90;1.18
18HU15004_339;RL_01;43.25266;-65.04116;406264;161.43;18-apr-15;11:21:00;161.432;33.7614;7.5902;5.0712;NaN;9;33.763;1;3.258;7;0.095;1;11.125;1;0.989;1;9.66;1;256;11.25;1.15
18HU15004_025;BBL_01;43.2488;-65.4676;406288;2.12;18-apr-15;15:12:00;2.123;31.2638;1.4401;8.2721;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU15004_025;BBL_01;43.24877;-65.46774;406287;2.25;18-apr-15;15:12:00;2.25;31.2633;1.4521;8.2542;1.64811;1;31.2333;1;8.2265;1;0.11;1;4.275;1;0.629;1;4.86;1;0;6.80;0.88
18HU15004_025;BBL_01;43.24866;-65.46834;406286;10.79;18-apr-15;15:10:00;10.799;31.2905;1.3747;8.2447;1.13763;1;NaN;9;NaN;9;0.195;1;4.27;1;0.605;1;4.64;1;0;7.06;0.92
18HU15004_025;BBL_01;43.24858;-65.46888;406285;19.92;18-apr-15;15:09:00;19.929;31.3511;1.312;8.1683;1.19597;1;NaN;9;NaN;9;0.155;1;4.54;1;0.6635;1;4.855;1;0;6.84;0.94
18HU15004_025;BBL_01;43.24848;-65.46948;406284;30.58;18-apr-15;15:07:00;30.584;31.3908;0.8333;8.3;1.8523;1;NaN;9;NaN;9;0.175;1;4.745;1;0.7205;1;5.115;1;0;6.59;0.93
18HU15004_025;BBL_01;43.24838;-65.47002;406283;40.02;18-apr-15;15:06:00;40.029;31.7098;1.4523;7.7476;0.47932;1;NaN;9;NaN;9;0.14;1;6.43;1;0.7515;1;6;1;0;8.56;1.07
18HU15004_025;BBL_01;43.24826;-65.47053;406282;50.42;18-apr-15;15:04:00;50.421;31.9566;2.1883;7.3643;0.51075;1;NaN;9;NaN;9;0.145;1;6.265;1;0.7645;1;5.85;1;0;8.19;1.07
18HU15004_025;BBL_01;43.24816;-65.47104;406281;55.66;18-apr-15;15:02:00;55.667;32.0543;2.4885;7.3817;0.42432;1;32.0476;1;5.46;7;0.155;1;7.02;1;0.8185;1;6.465;1;256;8.58;1.09
18HU15004_047;BBL_02;42.9946;-65.46485;406297;1.09;18-apr-15;17:15:00;1.097;31.2728;1.9087;8.1974;0.99178;1;31.2634;1;6.911;7;0.115;1;4.4;1;0.6495;1;4.925;1;256;6.77;0.89
18HU15004_047;BBL_02;42.9946;-65.46472;406298;1.15;18-apr-15;17:16:00;1.154;31.2712;1.9645;8.2174;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU15004_047;BBL_02;42.99468;-65.46554;406296;10.18;18-apr-15;17:14:00;10.183;31.277;1.6616;8.2921;1.40016;1;NaN;9;NaN;9;0.125;1;4.545;1;0.649;1;5.125;1;0;7.00;0.89
18HU15004_047;BBL_02;42.99474;-65.46598;406295;20.33;18-apr-15;17:12:00;20.339;31.3885;1.461;8.2419;1.47309;1;NaN;9;NaN;9;0.125;1;4.435;1;0.6235;1;4.595;1;0;7.11;0.97
18HU15004_047;BBL_02;42.99482;-65.46661;406294;30.93;18-apr-15;17:11:00;30.933;31.7323;1.6999;7.7091;0.65633;1;NaN;9;NaN;9;0.125;1;6.21;1;0.744;1;6.06;1;0;8.35;1.02
18HU15004_047;BBL_02;42.99494;-65.46714;406293;40.31;18-apr-15;17:09:00;40.31;32.1236;2.7181;7.2258;0.23966;1;NaN;9;NaN;9;0.1;1;5.8;1;0.684;1;5.265;1;0;8.48;1.10
18HU15004_047;BBL_02;42.995;-65.46756;406292;50.72;18-apr-15;17:08:00;50.725;32.3745;3.5109;7.0896;0.16501;1;NaN;9;NaN;9;0.13;1;6.865;1;0.7725;1;5.975;1;0;8.89;1.15
18HU15004_047;BBL_02;42.99504;-65.46799;406291;60.03;18-apr-15;17:06:00;60.037;32.3881;3.5609;7.1021;0.29074;1;NaN;9;NaN;9;0.13;1;7.615;1;0.8;1;6.62;1;0;9.52;1.15
18HU15004_047;BBL_02;42.9952;-65.46876;406290;80.22;18-apr-15;17:04:00;80.225;32.3943;3.5848;7.0893;0.34181;1;NaN;9;NaN;9;0.13;1;7.175;1;0.781;1;6.185;1;0;9.19;1.16
18HU15004_047;BBL_02;42.99554;-65.46992;406289;105.56;18-apr-15;17:02:00;105.561;32.4129;3.6434;7.094;0.28288;1;32.4051;1;7.068;1;0.13;1;6.85;1;0.7645;1;5.96;1;0;8.96;1.15
18HU15004_069;BBL_03;42.75522;-65.47752;406307;2.19;18-apr-15;19:08:00;2.193;32.0013;3.7705;8.0652;2.87356;1;32.0005;1;8.064;1;0.115;1;2.76;1;0.521;1;2.095;1;0;5.30;1.32
18HU15004_069;BBL_03;42.75514;-65.47752;406308;2.37;18-apr-15;19:08:00;2.377;32.0071;3.7744;8.0812;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU15004_069;BBL_03;42.75536;-65.47756;406306;10.05;18-apr-15;19:06:00;10.051;32.0024;3.6675;8.1278;4.0893;1;NaN;9;NaN;9;0.135;1;2.7;1;0.5025;1;2.185;1;0;5.37;1.24
18HU15004_069;BBL_03;42.75552;-65.4776;406305;20.06;18-apr-15;19:05:00;20.063;32.0516;3.3092;7.7594;3.2788;1;NaN;9;NaN;9;0.105;1;3.74;1;0.544;1;2.805;1;0;6.88;1.33
18HU15004_069;BBL_03;42.75562;-65.47772;406304;30.42;18-apr-15;19:03:00;30.42;32.1089;3.1912;7.4998;2.02622;1;NaN;9;NaN;9;0.13;1;5.715;1;0.706;1;4.4;1;0;8.09;1.30
18HU15004_069;BBL_03;42.75572;-65.4778;406303;40.95;18-apr-15;19:02:00;40.955;32.1463;3.2895;7.5294;1.98938;1;NaN;9;NaN;9;0.105;1;4.225;1;0.621;1;3.135;1;0;6.80;1.35
18HU15004_069;BBL_03;42.7558;-65.47784;406302;50.51;18-apr-15;19:00:00;50.514;32.152;3.3035;7.499;2.02622;1;NaN;9;NaN;9;0.13;1;5.69;1;0.707;1;4.14;1;0;8.05;1.37
18HU15004_069;BBL_03;42.75598;-65.47792;406301;59.94;18-apr-15;18:59:00;59.94;32.1553;3.3142;7.514;2.06307;1;NaN;9;NaN;9;0.135;1;5.66;1;0.716;1;4.095;1;0;7.91;1.38
18HU15004_069;BBL_03;42.75622;-65.4779;406300;80.22;18-apr-15;18:57:00;80.229;32.1587;3.3265;7.5364;2.39463;1;NaN;9;NaN;9;0.125;1;5.3;1;0.684;1;3.81;1;0;7.75;1.39
18HU15004_069;BBL_03;42.75644;-65.4781;406299;95.09;18-apr-15;18:55:00;95.09;32.1592;3.3277;7.5412;2.09624;1;32.1542;1;7.143;1;0.135;1;5.475;1;0.702;1;3.905;1;0;7.80;1.40
18HU15004_102;BBL_04;42.44932;-65.49913;406318;1.51;18-apr-15;21:35:00;1.512;31.4557;2.6713;8.5511;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU15004_102;BBL_04;42.4493;-65.499;406317;1.56;18-apr-15;21:35:00;1.562;31.4557;2.6711;8.5709;4.08929;1;31.4519;1;8.518;1;0.135;1;1.96;1;0.515;1;2.82;1;0;3.81;0.70
18HU15004_102;BBL_04;42.44926;-65.49862;406316;10.06;18-apr-15;21:34:00;10.069;31.4546;2.6223;8.5958;3.86825;1;NaN;9;NaN;9;0.145;1;2.17;1;0.5235;1;2.975;1;0;4.15;0.73
18HU15004_102;BBL_04;42.44922;-65.49814;406315;20.36;18-apr-15;21:33:00;20.363;31.4548;2.4412;8.502;3.83141;1;NaN;9;NaN;9;0.125;1;2.19;1;0.5655;1;3.035;1;0;3.87;0.72
18HU15004_102;BBL_04;42.44916;-65.49762;406314;30.05;18-apr-15;21:32:00;30.058;31.4744;2.0819;8.399;3.24196;1;NaN;9;NaN;9;0.135;1;3.125;1;0.565;1;3.5;1;0;5.53;0.89
18HU15004_102;BBL_04;42.44914;-65.4972;406313;40.74;18-apr-15;21:31:00;40.745;31.5278;1.9752;8.1988;2.42111;1;NaN;9;NaN;9;0.125;1;4.485;1;0.67;1;4.62;1;0;6.69;0.97
18HU15004_102;BBL_04;42.449;-65.49639;406312;50.83;18-apr-15;21:29:00;50.83;31.69;2.1651;8.0264;2.28985;1;NaN;9;NaN;9;0.115;1;5.325;1;0.76;1;4.705;1;0;7.01;1.13
18HU15004_102;BBL_04;42.44894;-65.49508;406311;60.84;18-apr-15;21:26:00;60.84;32.5671;4.0999;6.8429;0.96261;1;NaN;9;NaN;9;0.13;1;7.605;1;0.8075;1;6.01;1;0;9.42;1.27
18HU15004_102;BBL_04;42.44886;-65.49452;406310;79.87;18-apr-15;21:24:00;79.872;32.6515;4.2879;6.7367;1.05012;1;NaN;9;NaN;9;0.14;1;7.88;1;0.807;1;6.04;1;0;9.76;1.30
18HU15004_102;BBL_04;42.44882;-65.494;406309;95.96;18-apr-15;21:22:00;95.966;32.6603;4.3055;6.7592;0.8751;1;32.6555;1;6.7185;1;0.12;1;7.89;1;0.798;1;5.995;1;0;9.89;1.32
18HU15004_127;PS_01;42.42622;-65.77062;406327;1.96;18-apr-15;23:17:00;1.964;31.4319;2.0894;8.6389;3.83141;1;31.4247;1;8.608;1;0.13;1;1.96;1;0.516;1;3.03;1;0;3.80;0.65
18HU15004_127;PS_01;42.426;-65.76978;406326;10.05;18-apr-15;23:16:00;10.059;31.4337;1.9677;8.6869;4.56822;1;NaN;9;NaN;9;0.115;1;1.94;1;0.512;1;3.135;1;0;3.79;0.62
18HU15004_127;PS_01;42.42568;-65.76867;406325;20.42;18-apr-15;23:14:00;20.424;31.5361;1.4128;8.3859;3.79457;1;NaN;9;NaN;9;0.125;1;3.31;1;0.566;1;3.355;1;0;5.85;0.99
18HU15004_127;PS_01;42.42528;-65.76774;406324;30.81;18-apr-15;23:13:00;30.813;31.9325;2.1674;7.7541;2.7262;1;NaN;9;NaN;9;0.115;1;4.965;1;0.68;1;4.19;1;0;7.30;1.18
18HU15004_127;PS_01;42.4248;-65.76667;406323;39.96;18-apr-15;23:11:00;39.966;32.2068;2.965;7.5157;2.39463;1;NaN;9;NaN;9;0.13;1;6.465;1;0.727;1;4.565;1;0;8.89;1.42
18HU15004_127;PS_01;42.42444;-65.76579;406322;49.95;18-apr-15;23:10:00;49.95;32.9437;4.8164;6.5319;1.51684;1;NaN;9;NaN;9;0.115;1;8.535;1;0.806;1;5.9;1;0;10.59;1.45
18HU15004_127;PS_01;42.42402;-65.76469;406321;60.17;18-apr-15;23:08:00;60.177;33.2153;5.4729;6.2811;0.94803;1;NaN;9;NaN;9;0.13;1;9.575;1;0.826;1;6.4;1;0;11.59;1.50
18HU15004_127;PS_01;42.42349;-65.7637;406320;75.74;18-apr-15;23:07:00;75.744;33.7414;6.789;5.7873;0.51468;1;NaN;9;NaN;9;0.155;1;11.15;1;0.8835;1;7.165;1;0;12.62;1.56
18HU15004_127;PS_01;42.42294;-65.7629;406319;96.71;18-apr-15;23:05:00;96.717;34.0119;7.4753;5.5474;0.40467;1;34.0263;1;5.533;1;0.12;1;12.355;1;0.916;1;7.675;1;0;13.49;1.61
18HU15004_149;PS_02;42.35091;-65.83216;406340;2.51;19-apr-15;01:15:00;2.516;31.5063;2.5253;8.7248;NaN;9;31.4937;1;8.716;1;0.075;1;1.02;1;0.448;1;1.825;1;0;2.28;0.56
18HU15004_149;PS_02;42.35061;-65.83194;406339;10.43;19-apr-15;01:14:00;10.437;31.4875;2.2473;8.7313;NaN;9;NaN;9;NaN;9;0.09;1;1.21;1;0.437;1;1.965;1;0;2.77;0.62
18HU15004_149;PS_02;42.35034;-65.83162;406338;20.48;19-apr-15;01:13:00;20.482;31.4752;2.1452;8.7461;NaN;9;NaN;9;NaN;9;0.09;1;1.51;1;0.5155;1;2.415;1;0;2.93;0.63
18HU15004_149;PS_02;42.35006;-65.83116;406337;30.05;19-apr-15;01:12:00;30.052;31.4556;1.596;8.6796;NaN;9;NaN;9;NaN;9;0.11;1;2.27;1;0.5465;1;3.035;1;0;4.15;0.75
18HU15004_149;PS_02;42.34964;-65.8309;406336;40.51;19-apr-15;01:11:00;40.515;31.455;1.5626;8.6334;NaN;9;NaN;9;NaN;9;0.1;1;2.35;1;0.5485;1;3;1;0;4.28;0.78
18HU15004_149;PS_02;42.34934;-65.83068;406335;49.71;19-apr-15;01:10:00;49.715;31.4422;1.2746;8.5655;NaN;9;NaN;9;NaN;9;0.105;1;2.72;1;0.56;1;3.165;1;0;4.86;0.86
18HU15004_149;PS_02;42.34908;-65.8305;406334;60.63;19-apr-15;01:08:00;60.635;31.4959;1.2916;8.4756;NaN;9;NaN;9;NaN;9;0.11;1;3.19;1;0.588;1;3.39;1;0;5.43;0.94
18HU15004_149;PS_02;42.34876;-65.83036;406333;75.45;19-apr-15;01:07:00;75.459;31.8351;2.0348;8.0215;NaN;9;NaN;9;NaN;9;0.085;1;3.78;1;0.597;1;2.605;1;0;6.33;1.45
18HU15004_149;PS_02;42.34844;-65.82975;406332;100.19;19-apr-15;01:05:00;100.197;32.5227;3.7325;6.89;NaN;9;NaN;9;NaN;9;0.12;1;6.7;1;0.747;1;4.72;1;0;8.97;1.42
18HU15004_149;PS_02;42.34802;-65.8293;406331;125.43;19-apr-15;01:03:00;125.431;32.9443;4.9128;6.4547;NaN;9;NaN;9;NaN;9;0.125;1;7.365;1;0.773;1;5.545;1;0;9.53;1.33
18HU15004_149;PS_02;42.34763;-65.82876;406330;150.08;19-apr-15;01:01:00;150.088;34.4432;8.7485;5.2558;NaN;9;NaN;9;NaN;9;0.13;1;11.72;1;0.869;1;6.895;1;0;13.49;1.70
18HU15004_149;PS_02;42.34727;-65.82792;406329;176.63;19-apr-15;00:59:00;176.631;34.8912;9.1807;4.74;NaN;9;NaN;9;NaN;9;0.085;1;15.7;1;1.0085;1;9.115;1;0;15.57;1.72
18HU15004_149;PS_02;42.34676;-65.82742;406328;201.09;19-apr-15;00:57:00;201.096;35.1118;9.083;4.4698;NaN;9;35.1203;1;4.4915;1;0.075;1;17.925;1;1.107;1;10.24;1;0;16.19;1.75
18HU15004_171;PS_04;42.2825;-65.87214;406353;2.62;19-apr-15;03:17:00;2.624;31.4207;1.6484;8.5374;4.71558;1;31.4413;1;8.447;1;0.095;1;2.805;1;0.569;1;3.26;1;0;4.93;0.86
18HU15004_171;PS_04;42.2825;-65.87196;406352;10.23;19-apr-15;03:16:00;10.232;31.5078;1.6279;8.3883;4.08929;1;NaN;9;NaN;9;0.11;1;3.57;1;0.635;1;3.805;1;0;5.62;0.94
18HU15004_171;PS_04;42.2824;-65.87164;406351;20.74;19-apr-15;03:15:00;20.744;31.6406;1.5435;8.1213;2.54199;1;NaN;9;NaN;9;0.115;1;4.56;1;0.67;1;4.495;1;0;6.81;1.01
18HU15004_171;PS_04;42.28228;-65.87144;406350;30.25;19-apr-15;03:14:00;30.25;31.7279;1.6676;8.0056;2.30443;1;NaN;9;NaN;9;0.095;1;4.73;1;0.679;1;4.43;1;0;6.97;1.07
18HU15004_171;PS_04;42.28214;-65.87136;406349;40.27;19-apr-15;03:13:00;40.271;31.9779;2.2612;7.5299;1.72103;1;NaN;9;NaN;9;0.1;1;6.06;1;0.7405;1;5.325;1;0;8.18;1.14
18HU15004_171;PS_04;42.28196;-65.87132;406348;50.82;19-apr-15;03:12:00;50.826;32.3673;3.3072;6.9766;1.29807;1;NaN;9;NaN;9;0.11;1;7.405;1;0.7925;1;7.505;1;0;9.34;0.99
18HU15004_171;PS_04;42.28182;-65.87126;406347;61.28;19-apr-15;03:11:00;61.283;32.6169;3.9548;6.6833;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU15004_171;PS_04;42.28166;-65.8712;406346;75.51;19-apr-15;03:09:00;75.514;33.0509;5.1643;6.3179;0.64174;1;NaN;9;NaN;9;0.12;1;9.12;1;0.828;1;6.36;1;0;11.01;1.43
18HU15004_171;PS_04;42.28148;-65.87114;406345;100.29;19-apr-15;03:08:00;100.298;33.9619;7.7386;5.586;0.49504;1;NaN;9;NaN;9;0.13;1;10.41;1;0.8455;1;6.635;1;0;12.31;1.57
18HU15004_171;PS_04;42.28134;-65.87108;406344;124.95;19-apr-15;03:06:00;124.951;34.5446;9.1173;5.2092;NaN;9;NaN;9;NaN;9;0.13;1;12.55;1;0.8835;1;7.205;1;0;14.20;1.74
18HU15004_171;PS_04;42.28122;-65.87106;406343;149.96;19-apr-15;03:04:00;149.962;34.9441;9.7382;4.9279;NaN;9;NaN;9;NaN;9;0.11;1;14.175;1;0.9265;1;8.09;1;0;15.30;1.75
18HU15004_171;PS_04;42.28104;-65.871;406342;175.58;19-apr-15;03:02:00;175.58;35.0093;7.8894;4.8501;NaN;9;NaN;9;NaN;9;0.065;1;17.54;1;1.149;1;10.565;1;0;15.27;1.66
18HU15004_171;PS_04;42.28076;-65.87096;406341;221.95;19-apr-15;03:00:00;221.957;35.0145;7.633;4.852;NaN;9;35.018;1;4.845;1;0.055;1;16.65;1;1.1125;1;10.065;1;0;14.97;1.65
18HU15004_193;PS_06;42.19544;-65.92298;406366;2.53;19-apr-15;05:25:00;2.531;31.4832;2.0194;8.5864;5.23135;1;31.4781;1;8.471;1;0.12;1;1.955;1;0.5055;1;2.535;1;0;3.87;0.77
18HU15004_193;PS_06;42.19562;-65.92324;406365;10.47;19-apr-15;05:24:00;10.47;31.5508;1.7405;8.5754;2.31902;1;NaN;9;NaN;9;0.11;1;1.96;1;0.521;1;2.315;1;0;3.76;0.85
18HU15004_193;PS_06;42.19576;-65.92352;406364;20.06;19-apr-15;05:23:00;20.066;31.588;1.6559;8.5235;2.30443;1;NaN;9;NaN;9;0.12;1;2.585;1;0.569;1;2.68;1;0;4.54;0.96
18HU15004_193;PS_06;42.19592;-65.92389;406363;30;19-apr-15;05:22:00;30.001;31.7129;1.5987;8.2315;1.70645;1;NaN;9;NaN;9;0.1;1;3.51;1;0.6285;1;3.39;1;0;5.58;1.04
18HU15004_193;PS_06;42.19612;-65.92436;406362;40.85;19-apr-15;05:21:00;40.855;31.9612;2.0115;7.6037;2.55238;1;NaN;9;NaN;9;0.1;1;5.475;1;0.737;1;4.765;1;0;7.43;1.15
18HU15004_193;PS_06;42.19638;-65.92488;406361;50.5;19-apr-15;05:20:00;50.5;32.6029;3.7866;6.7183;1.32724;1;NaN;9;NaN;9;0.095;1;7.545;1;0.8215;1;6.135;1;0;9.18;1.23
18HU15004_193;PS_06;42.1966;-65.92536;406360;60.54;19-apr-15;05:19:00;60.548;32.7888;4.3146;6.5175;1.35641;1;NaN;9;NaN;9;0.095;1;7.92;1;0.8295;1;6.27;1;0;9.55;1.26
18HU15004_193;PS_06;42.1968;-65.92588;406359;75.09;19-apr-15;05:17:00;75.093;33.1973;5.4529;6.0282;0.45575;1;NaN;9;NaN;9;0.1;1;9.74;1;0.8725;1;6.935;1;0;11.16;1.40
18HU15004_193;PS_06;42.19698;-65.92649;406358;100.13;19-apr-15;05:16:00;100.13;33.5826;6.6203;5.9079;0.38896;1;NaN;9;NaN;9;0.125;1;9.985;1;0.8615;1;6.77;1;0;11.59;1.47
18HU15004_193;PS_06;42.19726;-65.9272;406357;124.56;19-apr-15;05:14:00;124.562;34.1884;8.4913;5.4988;NaN;9;NaN;9;NaN;9;0.16;1;10.99;1;0.8585;1;6.625;1;0;12.80;1.66
18HU15004_193;PS_06;42.1977;-65.92792;406356;150.07;19-apr-15;05:13:00;150.071;34.5708;9.6435;5.3237;NaN;9;NaN;9;NaN;9;0.24;1;11.045;1;0.8025;1;5.92;1;0;13.76;1.87
18HU15004_193;PS_06;42.19802;-65.92846;406355;175.7;19-apr-15;05:11:00;175.707;35.0985;9.5795;4.8156;NaN;9;NaN;9;NaN;9;0.1;1;15.33;1;1.0165;1;8.695;1;0;15.08;1.76
18HU15004_193;PS_06;42.19828;-65.92922;406354;221.36;19-apr-15;05:09:00;221.362;35.0946;7.963;4.8448;NaN;9;35.1006;1;4.8595;1;0.05;1;17.74;1;1.1435;1;10.665;1;0;15.51;1.66
18HU15004_215;PS_08;42.08966;-66.01098;406379;2.85;19-apr-15;07:54:00;2.859;32.0219;3.2141;8.3769;5.52607;1;32.0206;1;8.3015;1;0.1;1;1.275;1;NaN;9;0.94;1;0;NaN;1.36
18HU15004_215;PS_08;42.09029;-66.01139;406378;10.52;19-apr-15;07:53:00;10.526;32.0351;3.263;8.3633;5.56291;1;NaN;9;NaN;9;0.12;1;1.355;1;NaN;9;1.01;1;0;NaN;1.34
18HU15004_215;PS_08;42.091;-66.01206;406377;20.46;19-apr-15;07:52:00;20.46;32.0554;3.2726;8.3535;7.50686;1;NaN;9;NaN;9;0.105;1;1.68;1;NaN;9;1.085;1;0;NaN;1.55
18HU15004_215;PS_08;42.09162;-66.01269;406376;29.69;19-apr-15;07:51:00;29.699;32.5636;4.441;8.0754;10.40724;1;NaN;9;NaN;9;0.12;1;2.315;1;NaN;9;0.84;1;0;NaN;2.76
18HU15004_215;PS_08;42.09232;-66.01325;406375;40.33;19-apr-15;07:50:00;40.337;32.8346;4.9821;7.908;7.07338;1;NaN;9;NaN;9;0.12;1;3.055;1;NaN;9;0.955;1;0;NaN;3.20
18HU15004_215;PS_08;42.09312;-66.01375;406374;49.81;19-apr-15;07:49:00;49.817;32.8453;5.0015;7.8817;6.52077;1;NaN;9;NaN;9;0.135;1;2.985;1;NaN;9;1.02;1;0;NaN;2.93
18HU15004_215;PS_08;42.09398;-66.0142;406373;60.21;19-apr-15;07:48:00;60.214;32.906;5.1122;7.8408;6.55761;1;NaN;9;NaN;9;0.13;1;2.9;1;NaN;9;0.985;1;0;NaN;2.94
