CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PRES;PSAL;TEMP_XX;DOXY;PHPH;CHL_01;Q_CHL;PSAL_BS;Q_PSAL;OXY_02;Q_OXY;NO2_01;Q_NO2;NO2_01;Q_NO2;NOx_01;Q_NOX;NOx_01;Q_NOX;PO4_01;Q_PO4;PO4_01;Q_PO4;Si_01;Q_Si;Si_01;Q_Si;QCFF;N_P;N_Si
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(dbar);(psu);(celsius);(ml/l);((none));(mg/m**3);((none));(PSU);((none));(ml/l);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));((none));((none));((none))
18HU18008_158;HL_11;41.7872;-60.90588;438372;2939.88;19-may-18;07:55:00;2939.881;34.9264;2.7875;5.7226;NaN;NaN;9;34.92521;1;6.2;1;NaN;9;0;1;NaN;9;17.745;1;NaN;9;1.1425;1;NaN;9;19.445;1;0;15.53;0.91
18HU18008_158;HL_11;41.78732;-60.906;438371;3209.41;19-may-18;07:50:00;3209.417;34.9154;2.5653;5.7496;NaN;NaN;9;34.915;1;6.3;1;NaN;9;0;1;NaN;9;17.69;1;NaN;9;1.1445;1;NaN;9;20.92;1;0;15.46;0.85
18HU18008_158;HL_11;41.78765;-60.90611;438370;3469.35;19-may-18;07:46:00;3469.359;34.9074;2.4067;5.8001;NaN;NaN;9;34.906;1;6.4;1;NaN;9;0;1;NaN;9;17.34;1;NaN;9;1.1295;1;NaN;9;20.765;1;0;15.35;0.84
18HU18008_158;HL_11;41.78814;-60.90604;438369;3709.72;19-may-18;07:43:00;3709.72;34.9002;2.306;5.7422;NaN;NaN;9;34.899;1;6.3;1;NaN;9;0;1;NaN;9;18.005;1;NaN;9;1.1775;1;NaN;9;24.905;1;0;15.29;0.72
18HU18008_158;HL_11;41.78822;-60.90616;438368;3918.49;19-may-18;07:39:00;3918.49;34.898;2.2705;5.749;NaN;NaN;9;34.895;1;6.3;1;NaN;9;0;1;NaN;9;17.73;1;NaN;9;1.172;1;NaN;9;24.805;1;0;15.13;0.71
18HU18008_158;HL_11;41.78808;-60.9063;438367;4090.51;19-may-18;07:36:00;4090.51;34.8962;2.2559;5.7287;NaN;NaN;9;34.893;1;6.3;1;NaN;9;0;1;NaN;9;17.855;1;NaN;9;1.179;1;NaN;9;25.82;1;0;15.14;0.69
18HU18008_158;HL_11;41.78824;-60.90634;438366;4249.9;19-may-18;07:33:00;4249.905;34.8946;2.2505;5.715;NaN;NaN;9;34.891;1;6.3;1;NaN;9;0;1;NaN;9;18.095;1;NaN;9;1.2055;1;NaN;9;26.79;1;0;15.01;0.68
18HU18008_158;HL_11;41.78863;-60.90606;438365;4400.89;19-may-18;07:30:00;4400.898;34.8832;2.1896;5.5097;NaN;NaN;9;34.88;1;6.1;1;NaN;9;0;1;NaN;9;19.875;1;NaN;9;1.322;1;NaN;9;36.755;2;2048;15.03;0.54
18HU18008_158;HL_11;41.78884;-60.90568;438364;4502.18;19-may-18;07:28:00;4502.185;34.882;2.1945;5.4936;NaN;NaN;9;34.879;1;6.1;1;NaN;9;0;1;NaN;9;19.885;1;NaN;9;1.302;1;NaN;9;37.615;2;2048;15.27;0.53
18HU18008_162;HL_07.5;42.45512;-61.31324;438413;3.95;19-may-18;19:37:00;3.953;35.5498;15.7799;5.7347;NaN;1.38566;1;NaN;9;6.1;1;NaN;9;0;1;NaN;9;0.08;1;NaN;9;0.0815;1;NaN;9;0.145;1;0;0.98;0.55
18HU18008_162;HL_07.5;42.45498;-61.31324;438412;9.87;19-may-18;19:37:00;9.874;35.523;15.5351;5.7773;NaN;1.66279;1;NaN;9;6.2;1;NaN;9;0;1;NaN;9;0.1;1;NaN;9;0.113;1;NaN;9;0.15;1;0;0.88;0.67
18HU18008_162;HL_07.5;42.45488;-61.31324;438411;20.15;19-may-18;19:36:00;20.154;35.5227;14.6665;5.7511;NaN;2.52083;1;NaN;9;6.2;1;NaN;9;0.1;1;NaN;9;0.91;1;NaN;9;0.1605;1;NaN;9;0.35;1;0;5.67;2.60
18HU18008_162;HL_07.5;42.45476;-61.31324;438410;29.87;19-may-18;19:35:00;29.873;35.5833;14.3932;5.6668;NaN;2.38815;1;NaN;9;6;1;NaN;9;0.24;1;NaN;9;2.245;1;NaN;9;0.2505;1;NaN;9;0.995;1;0;8.96;2.26
18HU18008_162;HL_07.5;42.45458;-61.31324;438409;40.42;19-may-18;19:35:00;40.421;35.6081;14.2301;5.5095;NaN;0.96996;1;NaN;9;5.9;1;NaN;9;0.38;1;NaN;9;3.38;1;NaN;9;0.327;1;NaN;9;1.585;1;0;10.34;2.13
18HU18008_162;HL_07.5;42.45438;-61.31324;438408;49.83;19-may-18;19:34:00;49.834;35.5998;14.0886;5.4992;NaN;0.34532;1;NaN;9;5.8;1;NaN;9;0.48;1;NaN;9;4.375;1;NaN;9;0.3655;1;NaN;9;1.895;1;0;11.97;2.31
18HU18008_162;HL_07.5;42.45423;-61.31324;438407;60.35;19-may-18;19:33:00;60.356;35.5741;13.7633;5.2815;NaN;0.11881;1;NaN;9;5.6;1;NaN;9;0.37;1;NaN;9;6.66;1;NaN;9;0.441;1;NaN;9;2.415;1;0;15.10;2.76
18HU18008_162;HL_07.5;42.4541;-61.31326;438406;80.35;19-may-18;19:32:00;80.356;35.5878;13.5305;5.1589;NaN;0.06412;1;NaN;9;5.5;1;NaN;9;0.045;1;NaN;9;7.88;1;NaN;9;0.5165;1;NaN;9;2.98;1;0;15.26;2.64
18HU18008_162;HL_07.5;42.45396;-61.31328;438405;99.85;19-may-18;19:31:00;99.859;35.6219;13.442;5.1383;NaN;0.04714;1;35.609;1;5.5;1;NaN;9;0;1;NaN;9;8.135;1;NaN;9;0.529;1;NaN;9;3.185;1;0;15.38;2.55
18HU18008_162;HL_07.5;42.45006;-61.31318;438404;1351.75;19-may-18;19:05:00;1351.758;34.9497;4.0169;5.7195;NaN;NaN;9;34.948;1;6.2;1;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU18008_162;HL_07.5;42.4489;-61.31334;438403;1599.19;19-may-18;18:56:00;1599.191;34.9427;3.846;5.7649;NaN;NaN;9;34.941;1;6.2;1;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU18008_162;HL_07.5;42.44772;-61.31388;438402;1901.52;19-may-18;18:47:00;1901.526;34.9544;3.6951;5.6657;NaN;NaN;9;34.952;1;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU18008_162;HL_07.5;42.44704;-61.31422;438401;2100.71;19-may-18;18:39:00;2100.718;34.9483;3.5134;5.6883;NaN;NaN;9;34.946;1;6.2;1;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU18008_162;HL_07.5;42.4461;-61.31432;438400;2360.17;19-may-18;18:28:00;2360.174;34.9388;3.2727;5.7189;NaN;NaN;9;34.936;1;6.2;1;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU18008_162;HL_07.5;42.44594;-61.31466;438399;2500.07;19-may-18;18:25:00;2500.073;34.9344;3.1222;5.7374;NaN;NaN;9;34.932;1;6.234;1;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU18008_162;HL_07.5;42.4458;-61.31518;438398;2641.38;19-may-18;18:22:00;2641.381;34.9298;3.0129;5.758;NaN;NaN;9;34.941;1;6.2;1;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU18008_162;HL_07.5;42.44566;-61.31536;438397;2780.63;19-may-18;18:19:00;2780.639;34.9256;2.8738;5.785;NaN;NaN;9;34.923;1;6.3;1;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU18008_162;HL_07.5;42.44538;-61.3154;438396;2900.72;19-may-18;18:17:00;2900.727;34.9212;2.7325;5.8033;NaN;NaN;9;34.919;1;6.3;1;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU18008_162;HL_07.5;42.44526;-61.31544;438395;3021.72;19-may-18;18:14:00;3021.728;34.918;2.6518;5.8161;NaN;NaN;9;34.916;1;6.4;1;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU18008_162;HL_07.5;42.44516;-61.31536;438394;3120.69;19-may-18;18:10:00;3120.695;34.9165;2.6176;5.8124;NaN;NaN;9;34.91456;1;6.4;1;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU18008_162;HL_07.5;42.44524;-61.31612;438393;3167.92;19-may-18;18:03:00;3167.929;34.9152;2.5884;5.7974;NaN;NaN;9;34.913;1;6.4;1;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU18008_164;HL_09;42.20904;-61.17656;438442;2.93;20-may-18;00:54:00;2.933;35.4805;14.4571;6.1045;NaN;2.6535;1;NaN;9;6.5;1;NaN;9;0;1;NaN;9;0.095;1;NaN;9;0.0965;1;NaN;9;0.13;1;0;0.98;0.73
18HU18008_164;HL_09;42.20896;-61.17646;438441;25.27;20-may-18;00:53:00;25.273;35.5993;14.3662;5.7082;NaN;2.52083;1;NaN;9;6.1;1;NaN;9;0.2;1;NaN;9;1.84;1;NaN;9;0.1895;1;NaN;9;0.695;1;0;9.71;2.65
18HU18008_164;HL_09;42.20892;-61.17639;438440;50.72;20-may-18;00:53:00;50.727;35.6288;13.8702;5.2124;NaN;0.25562;1;35.627;1;5.5;1;NaN;9;0.28;1;NaN;9;6.625;1;NaN;9;0.43;1;NaN;9;2.465;1;0;15.41;2.69
18HU18008_164;HL_09;42.20883;-61.17632;438439;99.88;20-may-18;00:51:00;99.887;35.6533;13.5794;5.11;NaN;0.03017;1;NaN;9;5.4;1;NaN;9;0;1;NaN;9;8.165;1;NaN;9;0.5135;1;NaN;9;3.14;1;0;15.90;2.60
18HU18008_164;HL_09;42.20872;-61.17644;438438;199.5;20-may-18;00:49:00;199.506;35.55;13.08;5.2113;NaN;NaN;9;35.548;1;5.5;1;NaN;9;0;1;NaN;9;8.1;1;NaN;9;0.52;1;NaN;9;3.085;1;0;15.58;2.63
18HU18008_164;HL_09;42.2087;-61.1766;438437;332.63;20-may-18;00:47:00;332.638;35.3933;11.0088;3.0134;NaN;NaN;9;35.384;1;3.2;1;NaN;9;0;1;NaN;9;22.58;1;NaN;9;1.3755;1;NaN;9;11.73;1;0;16.42;1.92
18HU18008_164;HL_09;42.20864;-61.1768;438436;508.36;20-may-18;00:44:00;508.365;35.0738;7.17;3.8317;NaN;NaN;9;35.07;1;3.7;1;NaN;9;0;1;NaN;9;22.9;1;NaN;9;1.444;1;NaN;9;14.425;1;0;15.86;1.59
18HU18008_164;HL_09;42.20838;-61.17665;438435;701.1;20-may-18;00:41:00;701.101;35.0181;5.4376;4.857;NaN;NaN;9;35.017;1;5.2;1;NaN;9;0;1;NaN;9;19.845;1;NaN;9;1.2645;1;NaN;9;12.685;1;0;15.69;1.56
18HU18008_164;HL_09;42.20793;-61.17611;438434;907.2;20-may-18;00:38:00;907.2;34.9803;4.6457;5.4275;NaN;NaN;9;34.978;1;5.8;1;NaN;9;0;1;NaN;9;18.28;1;NaN;9;1.173;1;NaN;9;11.53;1;0;15.58;1.59
18HU18008_164;HL_09;42.2076;-61.17562;438433;1132.96;20-may-18;00:34:00;1132.965;34.9672;4.3067;5.6303;NaN;NaN;9;34.967;1;6;1;NaN;9;0;1;NaN;9;17.975;1;NaN;9;1.1315;1;NaN;9;11.305;1;0;15.89;1.59
18HU18008_164;HL_09;42.20694;-61.17522;438432;1363.96;20-may-18;00:31:00;1363.968;34.9578;4.073;5.6971;NaN;NaN;9;34.954;1;6.1;1;NaN;9;0;1;NaN;9;17.805;1;NaN;9;1.1315;1;NaN;9;11.6;1;0;15.74;1.53
18HU18008_164;HL_09;42.20644;-61.17475;438431;1595.83;20-may-18;00:27:00;1595.836;34.9535;3.8778;5.7109;NaN;NaN;9;34.951;1;6.1;1;NaN;9;0;1;NaN;9;17.905;1;NaN;9;1.1405;1;NaN;9;12.385;1;0;15.70;1.45
18HU18008_164;HL_09;42.20604;-61.17458;438430;1827.97;20-may-18;00:23:00;1827.979;34.9556;3.7182;5.6725;NaN;NaN;9;34.95364;1;6.126;1;NaN;9;0;1;NaN;9;17.945;1;NaN;9;1.148;1;NaN;9;13.435;1;0;15.63;1.34
18HU18008_164;HL_09;42.20576;-61.17474;438429;2059.17;20-may-18;00:20:00;2059.175;34.9505;3.5357;5.682;NaN;NaN;9;34.94804;1;6.1;1;NaN;9;0;1;NaN;9;18.08;1;NaN;9;1.1575;1;NaN;9;14.445;1;0;15.62;1.25
18HU18008_164;HL_09;42.2055;-61.17436;438428;2292.16;20-may-18;00:16:00;2292.16;34.9388;3.3095;5.7375;NaN;NaN;9;34.936;1;6.2;1;NaN;9;0;1;NaN;9;17.69;1;NaN;9;1.142;1;NaN;9;14.985;1;0;15.49;1.18
18HU18008_164;HL_09;42.20504;-61.17406;438427;2523.68;20-may-18;00:12:00;2523.682;34.9331;3.1203;5.7569;NaN;NaN;9;34.93;1;6.2;1;NaN;9;0;1;NaN;9;17.555;1;NaN;9;1.1285;1;NaN;9;15.685;1;0;15.56;1.12
18HU18008_164;HL_09;42.20488;-61.17384;438426;2754.97;20-may-18;00:08:00;2754.977;34.9278;2.9214;5.7792;NaN;NaN;9;34.925;1;6.3;1;NaN;9;0;1;NaN;9;17.325;1;NaN;9;1.1125;1;NaN;9;16.52;1;0;15.57;1.05
18HU18008_164;HL_09;42.20502;-61.17362;438425;2980.02;20-may-18;00:05:00;2980.026;34.9218;2.7357;5.7929;NaN;NaN;9;34.919;1;6.3;1;NaN;9;0;1;NaN;9;17.305;1;NaN;9;1.1215;1;NaN;9;17.495;1;0;15.43;0.99
18HU18008_164;HL_09;42.2048;-61.17324;438424;3188.16;20-may-18;00:01:00;3188.165;34.9142;2.5412;5.8353;NaN;NaN;9;34.911;1;6.4;1;NaN;9;0;1;NaN;9;17.065;1;NaN;9;1.119;1;NaN;9;18.125;1;0;15.25;0.94
18HU18008_164;HL_09;42.20462;-61.17288;438423;3371.38;19-may-18;23:58:00;3371.381;34.9097;2.434;5.8304;NaN;NaN;9;34.907;1;6.4;1;NaN;9;0;1;NaN;9;17.115;1;NaN;9;1.1225;1;NaN;9;19.405;1;0;15.25;0.88
18HU18008_164;HL_09;42.20427;-61.17266;438422;3540.32;19-may-18;23:55:00;3540.327;34.907;2.3858;5.8386;NaN;NaN;9;34.903;1;6.4;1;NaN;9;0;1;NaN;9;17.045;1;NaN;9;1.1295;1;NaN;9;20.035;1;0;15.09;0.85
18HU18008_164;HL_09;42.20384;-61.17258;438421;3699.88;19-may-18;23:53:00;3699.887;34.9041;2.3298;5.8241;NaN;NaN;9;34.903;1;6.4;1;NaN;9;0;1;NaN;9;17.225;1;NaN;9;1.1415;1;NaN;9;20.975;1;0;15.09;0.82
18HU18008_164;HL_09;42.20368;-61.17228;438420;3830.29;19-may-18;23:50:00;3830.298;34.9018;2.3039;5.8002;NaN;NaN;9;34.899;1;6.4;1;NaN;9;0;1;NaN;9;17.475;1;NaN;9;1.152;1;NaN;9;22.485;1;0;15.17;0.78
18HU18008_164;HL_09;42.20346;-61.17212;438419;3943.23;19-may-18;23:48:00;3943.236;34.8989;2.2725;5.754;NaN;NaN;9;34.895;1;6.3;1;NaN;9;0;1;NaN;9;17.69;1;NaN;9;1.164;1;NaN;9;24.34;1;0;15.20;0.73
18HU18008_167;HL_06.5;42.6756;-61.56968;438469;1.69;20-may-18;07:59:00;1.691;35.617;15.4392;5.7296;NaN;1.29905;1;NaN;9;6.1;1;NaN;9;0;1;NaN;9;0.07;1;NaN;9;0.0735;1;NaN;9;0;1;0;0.95;NaN
18HU18008_167;HL_06.5;42.6756;-61.56964;438468;10.13;20-may-18;07:59:00;10.131;35.6169;15.4377;5.7312;NaN;1.29905;1;NaN;9;6.1;1;NaN;9;0;1;NaN;9;0.08;1;NaN;9;0.077;1;NaN;9;0;1;0;1.04;NaN
18HU18008_167;HL_06.5;42.67562;-61.56962;438467;19.54;20-may-18;07:58:00;19.547;35.6372;15.2892;5.7733;NaN;1.52422;1;NaN;9;NaN;9;NaN;9;0;1;NaN;9;0.115;1;NaN;9;0.076;1;NaN;9;0;1;0;1.51;NaN
18HU18008_167;HL_06.5;42.67562;-61.56964;438466;29.14;20-may-18;07:57:00;29.147;35.6554;15.0104;5.6807;NaN;2.43238;1;NaN;9;6.2;1;NaN;9;0.02;1;NaN;9;0.26;1;NaN;9;0.0955;1;NaN;9;0;1;0;2.72;NaN
18HU18008_167;HL_06.5;42.6756;-61.56969;438465;39.82;20-may-18;07:57:00;39.821;35.6506;14.8616;5.6218;NaN;2.74195;1;NaN;9;NaN;9;NaN;9;0.14;1;NaN;9;1.305;1;NaN;9;0.1885;1;NaN;9;0.37;1;0;6.92;3.53
18HU18008_167;HL_06.5;42.67554;-61.5698;438464;50.97;20-may-18;07:56:00;50.979;35.5651;14.0023;5.4565;NaN;0.22872;1;NaN;9;5.8;1;NaN;9;0.44;1;NaN;9;4.03;1;NaN;9;0.336;1;NaN;9;1.325;1;0;11.99;3.04
18HU18008_167;HL_06.5;42.67552;-61.56976;438463;60.21;20-may-18;07:55:00;60.21;35.5153;13.6166;5.4962;NaN;0.05658;1;NaN;9;NaN;9;NaN;9;0.6;1;NaN;9;5.245;1;NaN;9;0.365;1;NaN;9;1.46;1;0;14.37;3.59
18HU18008_167;HL_06.5;42.6755;-61.56966;438462;80.46;20-may-18;07:54:00;80.463;35.7079;14.0879;4.8877;NaN;0.03017;1;NaN;9;5.3;1;NaN;9;0.05;1;NaN;9;8.175;1;NaN;9;0.5245;1;NaN;9;3.055;1;0;15.59;2.68
18HU18008_167;HL_06.5;42.67546;-61.56952;438461;99.94;20-may-18;07:53:00;99.947;35.6493;13.7138;4.9471;NaN;0.03206;1;NaN;9;5.3;1;NaN;9;0.02;1;NaN;9;8.28;1;NaN;9;0.5255;1;NaN;9;3.09;1;0;15.76;2.68
18HU18008_167;HL_06.5;42.67535;-61.5693;438460;170.54;20-may-18;07:52:00;170.54;35.6244;13.2452;4.3123;NaN;NaN;9;NaN;9;4.6;1;NaN;9;0;1;NaN;9;12.48;1;NaN;9;0.7715;1;NaN;9;5.19;1;0;16.18;2.40
18HU18008_167;HL_06.5;42.6751;-61.56916;438459;270.26;20-may-18;07:50:00;270.261;35.3778;10.8143;2.9574;NaN;NaN;9;NaN;9;3.2;1;NaN;9;0;1;NaN;9;23.09;1;NaN;9;1.403;1;NaN;9;12.195;1;0;16.46;1.89
18HU18008_167;HL_06.5;42.67498;-61.56874;438458;399.66;20-may-18;07:47:00;399.66;35.1604;8.6532;3.1947;NaN;NaN;9;35.161;1;3.5;1;NaN;9;0;1;NaN;9;24.845;2;NaN;9;1.54;1;NaN;9;14.86;1;2048;16.13;1.67
18HU18008_167;HL_06.5;42.6753;-61.5688;438457;550.33;20-may-18;07:45:00;550.334;35.0484;6.1659;4.3737;NaN;NaN;9;35.047;1;NaN;9;NaN;9;0;1;NaN;9;21.21;1;NaN;9;1.349;1;NaN;9;13.655;1;0;15.72;1.55
18HU18008_167;HL_06.5;42.67559;-61.5689;438456;699.43;20-may-18;07:42:00;699.431;35.0054;5.1481;5.0426;NaN;NaN;9;35.004;1;5.4;1;NaN;9;0;1;NaN;9;19.35;1;NaN;9;1.2315;1;NaN;9;12.325;1;0;15.71;1.57
18HU18008_167;HL_06.5;42.67564;-61.56884;438455;899.96;20-may-18;07:39:00;899.965;34.9706;4.4901;5.4682;NaN;NaN;9;34.969;1;5.9;1;NaN;9;0;1;NaN;9;18.28;1;NaN;9;1.162;1;NaN;9;11.665;1;0;15.73;1.57
18HU18008_167;HL_06.5;42.67543;-61.56815;438454;1099.25;20-may-18;07:35:00;1099.256;34.9605;4.2627;5.5888;NaN;NaN;9;34.959;1;6.033;1;NaN;9;0;1;NaN;9;18;1;NaN;9;1.149;1;NaN;9;11.655;1;0;15.67;1.54
18HU18008_167;HL_06.5;42.67522;-61.56754;438453;1300.32;20-may-18;07:32:00;1300.324;34.9531;4.055;5.6589;NaN;NaN;9;34.951;1;6.1;1;NaN;9;0;1;NaN;9;17.82;1;NaN;9;1.14;1;NaN;9;11.975;1;0;15.63;1.49
18HU18008_167;HL_06.5;42.67494;-61.56712;438452;1499.34;20-may-18;07:28:00;1499.343;34.951;3.9372;5.6838;NaN;NaN;9;34.949;1;6.1;1;NaN;9;0;1;NaN;9;17.75;1;NaN;9;1.1405;1;NaN;9;12.25;1;0;15.56;1.45
18HU18008_167;HL_06.5;42.6752;-61.567;438451;1657.97;20-may-18;07:26:00;1657.97;34.9537;3.8067;5.6689;NaN;NaN;9;34.953;1;6.1;1;NaN;9;0;1;NaN;9;17.96;1;NaN;9;1.15;1;NaN;9;12.905;1;0;15.62;1.39
18HU18008_167;HL_06.5;42.67546;-61.56724;438450;1810.95;20-may-18;07:23:00;1810.954;34.9508;3.7308;5.6457;NaN;NaN;9;34.95;1;6.1;1;NaN;9;0;1;NaN;9;17.875;1;NaN;9;1.1465;1;NaN;9;13.42;1;0;15.59;1.33
18HU18008_167;HL_06.5;42.67562;-61.56744;438449;1919.24;20-may-18;07:20:00;1919.249;34.9483;3.6134;5.6502;NaN;NaN;9;34.948;1;6.2;1;NaN;9;0;1;NaN;9;17.915;1;NaN;9;1.146;1;NaN;9;14.045;1;0;15.63;1.28
18HU18008_167;HL_06.5;42.67572;-61.5675;438448;2020.67;20-may-18;07:18:00;2020.675;34.9471;3.5526;5.6531;NaN;NaN;9;34.948;1;6.2;1;NaN;9;0;1;NaN;9;17.945;1;NaN;9;1.135;1;NaN;9;14.44;1;0;15.81;1.24
18HU18008_172;HL_06.3;42.75905;-61.61492;438483;2.98;20-may-18;12:27:00;2.983;35.7186;15.5596;5.5664;NaN;0.90067;1;NaN;9;5.9;1;NaN;9;0.065;1;NaN;9;0.615;1;NaN;9;0.1035;1;NaN;9;0.4;1;0;5.94;1.54
18HU18008_172;HL_06.3;42.75894;-61.61492;438482;10.51;20-may-18;12:27:00;10.512;35.7182;15.562;5.5599;NaN;0.84871;1;NaN;9;NaN;9;NaN;9;0.07;1;NaN;9;0.625;1;NaN;9;0.1065;1;NaN;9;0.405;1;0;5.87;1.54
18HU18008_172;HL_06.3;42.75874;-61.61483;438481;19.33;20-may-18;12:26:00;19.339;35.7214;15.495;5.5644;NaN;0.88335;1;NaN;9;NaN;9;NaN;9;0.08;1;NaN;9;0.765;1;NaN;9;0.111;1;NaN;9;0.465;1;0;6.89;1.65
18HU18008_172;HL_06.3;42.75855;-61.61472;438480;29.37;20-may-18;12:25:00;29.37;35.7028;15.2708;5.5763;NaN;0.86604;1;NaN;9;NaN;9;NaN;9;0.095;1;NaN;9;0.95;1;NaN;9;0.124;1;NaN;9;0.545;1;0;7.66;1.74
18HU18008_172;HL_06.3;42.75842;-61.61473;438479;40.13;20-may-18;12:24:00;40.13;35.6575;14.9862;5.6016;NaN;0.88335;1;NaN;9;NaN;9;NaN;9;0.16;1;NaN;9;1.485;1;NaN;9;0.162;1;NaN;9;0.73;1;0;9.17;2.03
18HU18008_172;HL_06.3;42.75836;-61.61484;438478;49.44;20-may-18;12:24:00;49.447;35.6487;14.7881;5.4607;NaN;0.65818;1;NaN;9;NaN;9;NaN;9;0.26;1;NaN;9;2.41;1;NaN;9;0.2135;1;NaN;9;1.01;1;0;11.29;2.39
18HU18008_172;HL_06.3;42.7583;-61.61492;438477;60.39;20-may-18;12:23:00;60.399;35.6225;14.1847;5.2323;NaN;0.1435;1;NaN;9;NaN;9;NaN;9;0.4;1;NaN;9;6.005;1;NaN;9;0.397;1;NaN;9;2.07;1;0;15.13;2.90
18HU18008_172;HL_06.3;42.75811;-61.61488;438476;80.55;20-may-18;12:22:00;80.553;35.6504;13.7887;5.0213;NaN;0.0528;1;NaN;9;NaN;9;NaN;9;0.06;1;NaN;9;8.005;1;NaN;9;0.4925;1;NaN;9;2.91;1;0;16.25;2.75
18HU18008_172;HL_06.3;42.7578;-61.61467;438475;99.74;20-may-18;12:20:00;99.74;35.5399;13.1709;4.9844;NaN;0.0396;1;NaN;9;5.3;1;NaN;9;0;1;NaN;9;9.3;1;NaN;9;0.575;1;NaN;9;3.245;1;0;16.17;2.87
18HU18008_175;HL_06;42.83612;-61.71368;438502;3.8;20-may-18;17:07:00;3.801;34.6204;13.5842;5.9629;NaN;0.71015;1;NaN;9;6.3;1;NaN;9;0;1;NaN;9;0;1;NaN;9;0.094;1;NaN;9;0.74;1;0;0.00;0.00
18HU18008_175;HL_06;42.83614;-61.71372;438501;9.75;20-may-18;17:06:00;9.758;34.5283;13.4737;5.9521;NaN;0.6755;1;NaN;9;6.3;1;NaN;9;0;1;NaN;9;0;1;NaN;9;0.0875;1;NaN;9;0.8;1;0;0.00;0.00
18HU18008_175;HL_06;42.83622;-61.71382;438500;20.18;20-may-18;17:05:00;20.183;34.7846;13.813;5.8961;NaN;0.74479;1;NaN;9;6.3;1;NaN;9;0;1;NaN;9;0;1;NaN;9;0.093;1;NaN;9;0.715;1;0;0.00;0.00
18HU18008_175;HL_06;42.83624;-61.71382;438499;30.38;20-may-18;17:00:00;30.383;35.2036;13.7171;5.5075;NaN;0.5023;1;NaN;9;5.8;1;NaN;9;0.435;1;NaN;9;4.28;1;NaN;9;0.3025;1;NaN;9;1.725;1;0;14.15;2.48
18HU18008_175;HL_06;42.83614;-61.71368;438498;40.31;20-may-18;16:59:00;40.314;35.2929;12.6841;5.2654;NaN;0.16973;1;NaN;9;5.6;1;NaN;9;0.12;1;NaN;9;7.915;1;NaN;9;0.5105;1;NaN;9;2.75;1;0;15.50;2.88
18HU18008_175;HL_06;42.83606;-61.71358;438497;50.68;20-may-18;16:59:00;50.689;35.1448;11.9341;5.2136;NaN;0.13201;1;NaN;9;5.6;1;NaN;9;0.05;1;NaN;9;8.665;1;NaN;9;0.5495;1;NaN;9;3.145;1;0;15.77;2.76
18HU18008_175;HL_06;42.83602;-61.71354;438496;59.88;20-may-18;16:58:00;59.886;35.2626;12.1434;5.2046;NaN;0.06789;1;NaN;9;5.6;1;NaN;9;0.1;1;NaN;9;8.665;1;NaN;9;0.5425;1;NaN;9;2.84;1;0;15.97;3.05
18HU18008_175;HL_06;42.8361;-61.71368;438495;80.8;20-may-18;16:57:00;80.807;35.5877;13.1718;5.0685;NaN;0.0396;1;NaN;9;5.4;1;NaN;9;0;1;NaN;9;9.03;1;NaN;9;0.542;1;NaN;9;3.39;1;0;16.66;2.66
