Filename; Pressure; Uniqueno; Variable; Values; Test failed
18HU14030_047; 261.80; 404028; slca; 20.90  ; Out of Nutrient Climatology in box(es) 5 (Min=6.17 Max=20.27 n=73)
18HU14030_171; -5 to 5 m; NaN; psal; 32.80  ; Out of TS Climatology by more than 3*std in box(es) 10 (31.51 ± 0.96)
18HU14030_171; 30.31; 404064; phos; 0.14  ; Out of Nutrient Climatology in box(es) 6 (Min=0.18 Max=1.52 n=154)
18HU14030_204; 250.99; 404073; ntrz; 24.04  ; Out of Nutrient Climatology in box(es) 1 (Min=0.10 Max=23.88 n=144)
18HU14030_204; 30.82; 404081; slca; 0.68  ; Out of Nutrient Climatology in box(es) 1 (Min=1.00 Max=51.00 n=136)
18HU14030_226; -5 to 5 m; NaN; psal; 35.45  ; Out of TS Climatology by more than 3*std in box(es) 34 (31.49 ± 1.68)
18HU14030_226; 475 to 525 m; NaN; psal; 35.19  ; Out of TS Climatology by more than 3*std in box(es) 34 (34.89 ± 0.27)
18HU14030_226; 2.79; 404105; phos; 0.00  ; Out of Nutrient Climatology in box(es) 7 (Min=0.02 Max=0.67 n=55)
18HU14030_226; 20.48; 404102; phos; 0.00  ; Out of Nutrient Climatology in box(es) 7 (Min=0.02 Max=1.03 n=74)
18HU14030_226; 39.39; 404100; phos; 0.00  ; Out of Nutrient Climatology in box(es) 7 (Min=0.02 Max=1.26 n=176)
18HU14030_261; 30.28; 404118; phos; 0.00  ; Out of Nutrient Climatology in box(es) 1 (Min=0.02 Max=2.64 n=137)
18HU14030_261; 2.13; 404122; slca; 0.52  ; Out of Nutrient Climatology in box(es) 1 (Min=0.58 Max=43.00 n=53)
18HU14030_261; 10.54; 404120; slca; 0.52  ; Out of Nutrient Climatology in box(es) 1 (Min=0.55 Max=46.00 n=71)
18HU14030_261; 21.38; 404119; slca; 0.51  ; Out of Nutrient Climatology in box(es) 1 (Min=0.55 Max=46.00 n=71)
18HU14030_261; 30.28; 404118; slca; 0.52  ; Out of Nutrient Climatology in box(es) 1 (Min=1.00 Max=51.00 n=136)
18HU14030_265; -5 to 5 m; NaN; psal; 34.21  ; Out of TS Climatology by more than 3*std in box(es) 34 (31.49 ± 1.68)
18HU14030_265; 2.28; 404138; phos; 0.00  ; Out of Nutrient Climatology in box(es) 7 (Min=0.02 Max=0.67 n=55)
18HU14030_265; 10.19; 404136; phos; 0.00  ; Out of Nutrient Climatology in box(es) 7 (Min=0.02 Max=1.03 n=74)
18HU14030_265; 19.57; 404135; phos; 0.00  ; Out of Nutrient Climatology in box(es) 7 (Min=0.02 Max=1.03 n=74)
18HU14030_265; 28.07; 404134; phos; 0.00  ; Out of Nutrient Climatology in box(es) 7 (Min=0.02 Max=1.03 n=74)
18HU14030_276; -5 to 5 m; NaN; psal; 35.05  ; Out of TS Climatology by more than 3*std in box(es) 34 (31.49 ± 1.68)
18HU14030_276; 2.70; 404154; phos; 0.00  ; Out of Nutrient Climatology in box(es) 7 (Min=0.02 Max=0.67 n=55)
18HU14030_276; 10.41; 404153; phos; 0.00  ; Out of Nutrient Climatology in box(es) 7 (Min=0.02 Max=1.03 n=74)
18HU14030_276; 21.20; 404152; phos; 0.00  ; Out of Nutrient Climatology in box(es) 7 (Min=0.02 Max=1.03 n=74)
18HU14030_276; 26.20; 404151; phos; 0.00  ; Out of Nutrient Climatology in box(es) 7 (Min=0.02 Max=1.03 n=74)
18HU14030_276; 41.69; 404150; phos; 0.00  ; Out of Nutrient Climatology in box(es) 7 (Min=0.02 Max=1.26 n=176)
18HU14030_276; 50.57; 404149; phos; 0.00  ; Out of Nutrient Climatology in box(es) 7 (Min=0.02 Max=1.26 n=176)
18HU14030_277; -5 to 5 m; NaN; psal; 35.00  ; Out of TS Climatology by more than 3*std in box(es) 34 (31.49 ± 1.68)
18HU14030_279; -5 to 5 m; NaN; psal; 35.84  ; Out of TS Climatology by more than 3*std in box(es) 35 (32.54 ± 2.94)
18HU14030_279; 240 to 260 m; NaN; psal; 35.60  ; Out of TS Climatology by more than 3*std in box(es) 35 (34.86 ± 0.21)
18HU14030_279; 3.15; 404196; phos; 0.00  ; Out of Nutrient Climatology in box(es) 7 (Min=0.02 Max=0.67 n=55)
