CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;CTD;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TE90;DOXY;OXYM_01;CHL_03;FLOR;NO2_01;Q_NO2;NOx_01;Q_NOX;PO4_01;Q_PO4;Si_01;Q_Si;QCFF;N_P;N_Si
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(ml/l);(mmol/m**3);(mg/m**3);(mg/m**3);(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));((none));((none));((none))
18TL11032_1142;401;47.58317;-59.33967;345459;1.39;09-jun-11;23:09:00;30.9;7.08;329.23352;NaN;1.08;2.465;0.02;1;0.19;1;0.285;1;0.375;1;0;0.67;0.51
18TL11032_1142;401;47.58317;-59.33967;345458;6.94;09-jun-11;23:09:00;30.9;7.09;329.01022;7.423;1.095;2.522;0.02;1;0.205;1;0.28;1;0.51;1;256;0.73;0.40
18TL11032_1142;401;47.58317;-59.33967;345457;16.76;09-jun-11;23:09:00;31.28;5.63;332.89564;NaN;0.78;2.214;0.02;1;0.295;1;0.305;1;0.385;1;0;0.97;0.77
18TL11032_1142;401;47.58317;-59.33967;345456;26.77;09-jun-11;23:09:00;31.49;4.58;337.71892;NaN;0.485;1.406;0.02;1;0.465;1;0.335;1;0.46;1;0;1.39;1.01
18TL11032_1142;401;47.58317;-59.33967;345455;50.87;09-jun-11;23:09:00;32.55;4.58;336.33446;NaN;0.355;0.984;0.01;1;0.3;1;0.36;1;0.78;1;0;0.83;0.38
18TL11032_1142;401;47.58317;-59.33967;345454;110.04;09-jun-11;23:09:00;32.75;2.35;305.38508;NaN;0.08;0.322;0.095;1;5.97;1;0.81;1;2.96;1;0;7.37;2.02
18TL11032_1142;401;47.58317;-59.33967;345453;201.6;09-jun-11;23:09:00;34.17;5.45;213.34082;NaN;NaN;0.253;0.04;1;15.50333;1;1.22667;1;11.82;1;0;12.64;1.31
18TL11032_1142;401;47.58317;-59.33967;345452;248.26;09-jun-11;23:09:00;34.65;6.31;188.64384;4.106;NaN;0.247;0.105;1;18.495;1;1.33;1;19.05;1;256;13.91;0.97
18TL11032_1143;411;47.434;-59.56133;345469;2.08;10-jun-11;01:11:00;30.78;6.9;329.8141;NaN;0.4;0.967;0.005;1;0.035;1;0.28;1;0.24;1;0;0.13;0.15
18TL11032_1143;411;47.434;-59.56133;345468;7.04;10-jun-11;01:11:00;30.78;6.88;330.21604;7.459;0.465;0.97;0;1;0.05;1;0.28;1;0.16;1;256;0.18;0.31
18TL11032_1143;411;47.434;-59.56133;345467;16.96;10-jun-11;01:11:00;30.85;6.02;336.46844;NaN;0.485;1.012;0.015;1;0.23;1;0.35;1;0.415;1;0;0.66;0.55
18TL11032_1143;411;47.434;-59.56133;345466;25.58;10-jun-11;01:11:00;31.16;5.52;339.23736;NaN;0.535;1.273;0.015;1;0.235;1;0.295;1;0.275;1;0;0.80;0.85
18TL11032_1143;411;47.434;-59.56133;345465;51.16;10-jun-11;01:11:00;32.56;3.03;330.9306;NaN;0.315;0.961;0.04;1;1.605;1;0.525;1;0.925;1;0;3.06;1.74
18TL11032_1143;411;47.434;-59.56133;345464;100.23;10-jun-11;01:11:00;32.99;2.47;314.04912;NaN;0.085;0.332;0.11333;1;6.41667;1;0.82667;1;3.895;1;0;7.76;1.65
18TL11032_1143;411;47.434;-59.56133;345463;205.07;10-jun-11;01:11:00;34.5;6.43;194.9409;NaN;NaN;0.292;0.02333;1;17.85667;1;1.28;1;13.39;1;0;13.95;1.33
18TL11032_1143;411;47.434;-59.56133;345462;306.49;10-jun-11;01:11:00;34.82;6.05;171.22644;NaN;NaN;0.29;0.01;1;19.545;1;1.475;1;12.845;1;0;13.25;1.52
18TL11032_1143;411;47.434;-59.56133;345461;406.97;10-jun-11;01:11:00;34.9;5.24;217.58352;NaN;NaN;0.281;0.005;1;13.89;1;1.18;1;11.425;1;0;11.77;1.22
18TL11032_1143;411;47.434;-59.56133;345460;465.85;10-jun-11;01:11:00;34.91;4.89;240.22614;5.231;NaN;0.282;0.015;1;18.08;1;1.27;1;15.32;1;256;14.24;1.18
18TL11032_1144;421;47.27217;-59.78333;345479;1.69;10-jun-11;03:25:00;30.86;7.21;331.91312;NaN;0.325;0.806;0.01;1;0.06;1;0.25667;1;0.295;1;0;0.23;0.20
18TL11032_1144;421;47.27217;-59.78333;345478;6.54;10-jun-11;03:25:00;30.85;7.23;331.19856;7.4125;0.415;0.809;0.01;1;0.05667;1;0.25;1;0.53;1;256;0.23;0.11
18TL11032_1144;421;47.27217;-59.78333;345477;16.46;10-jun-11;03:25:00;30.87;6.42;339.28202;NaN;0.335;0.881;0.01333;1;0.13;1;0.3;1;0.275;1;0;0.43;0.47
18TL11032_1144;421;47.27217;-59.78333;345476;26.58;10-jun-11;03:25:00;31.81;1.98;359.15572;NaN;0.42;0.949;0.04667;1;1.37;1;0.51667;1;0.555;1;0;2.65;2.47
18TL11032_1144;421;47.27217;-59.78333;345475;51.56;10-jun-11;03:25:00;32.45;2.24;337.80824;NaN;0.11;0.428;0.05667;1;2.59;1;0.62667;1;2.54;1;0;4.13;1.02
18TL11032_1144;421;47.27217;-59.78333;345474;100.83;10-jun-11;03:25:00;33.02;2.33;289.88806;NaN;0.05;0.335;0.1;1;8.955;1;0.955;1;5.81;1;0;9.38;1.54
18TL11032_1144;421;47.27217;-59.78333;345473;199.73;10-jun-11;03:25:00;34.49;6.37;195.47682;NaN;NaN;0.307;0.03;1;20.28;1;1.475;1;8.51;1;0;13.75;2.38
18TL11032_1144;421;47.27217;-59.78333;345472;300.75;10-jun-11;03:25:00;34.82;6.05;191.5914;NaN;NaN;0.295;0.015;1;19.52;1;1.5;1;20.1;1;0;13.01;0.97
18TL11032_1144;421;47.27217;-59.78333;345471;398.27;10-jun-11;03:25:00;34.91;5.39;200.7467;NaN;NaN;0.298;0.01;1;17.895;1;1.46;1;15.97;1;0;12.26;1.12
18TL11032_1144;421;47.27217;-59.78333;345470;455.07;10-jun-11;03:25:00;34.91;5.22;214.90392;4.5225;NaN;0.318;0.015;1;18.745;1;1.485;1;13.965;1;256;12.62;1.34
18TL11032_1145;431;47.0985;-59.98983;345488;1.98;10-jun-11;05:48:00;30.83;7.39;326.77722;NaN;0.31;0.94;0.005;1;0.03;1;0.24;1;0.405;1;0;0.13;0.07
18TL11032_1145;431;47.0985;-59.98983;345487;6.94;10-jun-11;05:48:00;30.87;7.32;326.06266;7.3395;0.315;0.945;0;1;0.025;1;0.245;1;0.34;1;256;0.10;0.07
