CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;terrain;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
18HU03075_113;SEGB-01;46.5833;-52.9333;257392;5;19-nov-03;07:26:00;31.69;1;7.10993730407524;1;4.47;1;0.59;1;2.84;1;0.62;1;3.75;1;0;4.58;0.76
18HU03075_113;SEGB-01;46.5833;-52.9333;257391;10;19-nov-03;07:26:00;31.7;1;7.12893640841917;1;4.37;1;0.52;1;1.76;1;0.59;1;3.25;1;0;2.98;0.54
18HU03075_113;SEGB-01;46.5833;-52.9333;257390;20;19-nov-03;07:26:00;31.75;1;7.1169368562472;1;4.31;1;0.42;1;2.65;1;0.59;1;3.82;1;0;4.49;0.69
18HU03075_113;SEGB-01;46.5833;-52.9333;257389;31;19-nov-03;07:26:00;31.79;1;7.11893640841917;1;4.25;1;0.35;1;2.02;1;0.63;1;3.47;1;0;3.21;0.58
18HU03075_113;SEGB-01;46.5833;-52.9333;257388;49;19-nov-03;07:26:00;31.94;1;7.14993506493507;1;3.64;1;0.23;1;1.82;1;0.59;1;3.4;1;0;3.08;0.54
18HU03075_225;SEGB-02;46.5;-52.85;257393;177;19-nov-03;08:32:00;33;1;7.1079355127631;1;-1.24;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU03075_264;SEGB-03;46.35;-52.7333;257403;5;19-nov-03;10:13:00;31.65;1;6.91193909538737;1;5.93;1;0.78;1;0.5;1;0.39;1;1.68;1;0;1.28;0.30
18HU03075_264;SEGB-03;46.35;-52.7333;257402;10;19-nov-03;10:13:00;31.65;1;6.91493730407524;1;5.93;1;0.8;1;0.6;1;0.39;1;1.73;1;0;1.54;0.35
18HU03075_264;SEGB-03;46.35;-52.7333;257401;20;19-nov-03;10:13:00;31.68;1;6.88693909538737;1;5.94;1;0.74;1;1.4;1;0.43;1;1.77;1;0;3.26;0.79
18HU03075_264;SEGB-03;46.35;-52.7333;257400;30;19-nov-03;10:13:00;31.73;1;6.8859381997313;1;5.85;1;0.54;1;0.7;1;0.42;1;1.93;1;0;1.67;0.36
18HU03075_264;SEGB-03;46.35;-52.7333;257399;39;19-nov-03;10:13:00;31.84;1;6.89893864755934;1;5.56;1;0.35;1;1.71;1;0.48;1;2.49;1;0;3.56;0.69
18HU03075_264;SEGB-03;46.35;-52.7333;257398;50;19-nov-03;10:13:00;32.79;1;7.51993282579489;1;0.21;1;0.13;1;3.67;1;0.82;1;3.79;1;0;4.48;0.97
18HU03075_264;SEGB-03;46.35;-52.7333;257397;75;19-nov-03;10:13:00;33.04;1;6.62094043887147;1;-0.47;1;0.17;1;10.65;1;1.46;1;12;1;0;7.29;0.89
18HU03075_264;SEGB-03;46.35;-52.7333;257396;100;19-nov-03;10:13:00;33.22;1;6.64894088669951;1;-0.86;1;0.02;1;9.74;1;1.22;1;13.85;1;0;7.98;0.70
18HU03075_264;SEGB-03;46.35;-52.7333;257395;151;19-nov-03;10:13:00;33.32;1;6.45594267801164;1;-0.68;1;NaN;9;12.2;1;1.44;2;16.8;2;2048;8.47;0.73
18HU03075_264;SEGB-03;46.35;-52.7333;257394;168;19-nov-03;10:13:00;33.32;1;6.45494178235558;1;-0.68;1;NaN;9;10.76;1;1.37;2;16.7;2;2048;7.85;0.64
18HU03075_284;SEGB-04;46.2083;-52.6083;257404;125;19-nov-03;12:20:00;33.26;1;6.63094043887147;1;-0.88;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU03075_304;SEGB-05;46.07;-52.5;257412;6;19-nov-03;13:38:00;31.76;1;6.95793775190327;1;5.72;1;0.84;1;0.74;1;0.4;1;1.81;1;0;1.85;0.41
18HU03075_304;SEGB-05;46.07;-52.5;257411;9;19-nov-03;13:38:00;31.76;1;6.9609381997313;1;5.72;1;0.89;1;0.72;1;0.45;1;1.94;1;0;1.60;0.37
18HU03075_304;SEGB-05;46.07;-52.5;257410;20;19-nov-03;13:38:00;31.76;1;6.9519368562472;1;5.72;1;0.85;1;2.19;1;0.49;1;2.51;1;0;4.47;0.87
18HU03075_304;SEGB-05;46.07;-52.5;257409;30;19-nov-03;13:38:00;31.89;1;6.84693909538737;1;5.97;1;0.41;1;2.38;1;0.47;1;1.71;1;0;5.06;1.39
18HU03075_304;SEGB-05;46.07;-52.5;257408;40;19-nov-03;13:38:00;31.97;1;6.77293999104344;1;5.8;1;0.34;1;1.04;1;0.46;1;2.41;1;0;2.26;0.43
18HU03075_304;SEGB-05;46.07;-52.5;257407;49;19-nov-03;13:38:00;32.97;1;6.08094491715181;1;0.47;1;0.08;1;6.86;1;1.23;1;11.21;1;0;5.58;0.61
18HU03075_304;SEGB-05;46.07;-52.5;257406;75;19-nov-03;13:38:00;33.06;1;6.07594491715181;1;0.26;1;0.38;1;7.46;1;1.25;1;12.48;1;0;5.97;0.60
18HU03075_304;SEGB-05;46.07;-52.5;257405;88;19-nov-03;13:38:00;33.26;1;6.45794223018361;1;-0.76;1;0.03;1;11.74;2;1.38;1;17.04;1;2048;8.51;0.69
18HU03075_315;SEGB-06;45.7883;-52.2667;257413;79;19-nov-03;16:02:00;33.15;1;6.15994402149575;1;-0.15;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU03075_326;SEGB-07;45.4583;-52;257420;5;19-nov-03;18:14:00;32.07;1;6.48594267801164;1;8.17;1;0.61;1;0.58;1;0.39;1;1.8;1;0;1.49;0.32
18HU03075_326;SEGB-07;45.4583;-52;257419;10;19-nov-03;18:14:00;32.06;1;6.47894088669951;1;8.17;1;0.79;1;0.75;1;0.34;1;1.79;1;0;2.21;0.42
18HU03075_326;SEGB-07;45.4583;-52;257418;20;19-nov-03;18:14:00;32.03;1;6.52094267801164;1;7.85;1;0.69;1;0.68;1;0.4;1;1.99;1;0;1.70;0.34
18HU03075_326;SEGB-07;45.4583;-52;257417;30;19-nov-03;18:14:00;32.05;1;6.51594267801164;1;7.87;1;0.7;1;0.58;1;0.36;1;1.75;1;0;1.61;0.33
18HU03075_326;SEGB-07;45.4583;-52;257416;40;19-nov-03;18:14:00;31.96;1;6.68193909538737;1;6.98;1;0.84;1;0.67;1;0.38;1;2;1;0;1.76;0.34
18HU03075_326;SEGB-07;45.4583;-52;257415;50;19-nov-03;18:14:00;32.8;1;6.19994402149575;1;1.32;1;0.18;1;2.57;1;0.64;1;6.9;1;0;4.02;0.37
18HU03075_326;SEGB-07;45.4583;-52;257414;77;19-nov-03;18:14:00;32.83;1;6.23594491715181;1;0.72;1;0.12;1;5.12;1;1.06;1;10.35;1;0;4.83;0.49
18HU03075_339;SEGB-08;45.095;-51.7;257421;68;19-nov-03;21:03:00;32.77;1;6.33494178235558;1;1.89;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU03075_003;SEGB-09;44.725;-51.395;257428;5;19-nov-03;23:24:00;32.41;1;6.42794223018361;1;8.75;1;1.02;1;0.64;1;0.55;1;1.99;1;0;1.16;0.32
18HU03075_003;SEGB-09;44.725;-51.395;257427;10;19-nov-03;23:24:00;32.42;1;6.43194133452754;1;8.71;1;0.98;1;0.84;1;0.36;1;2.33;1;0;2.33;0.36
18HU03075_003;SEGB-09;44.725;-51.395;257426;20;19-nov-03;23:24:00;32.43;1;6.47294223018361;1;8.56;1;1.04;1;0.76;1;0.31;1;2.25;1;0;2.45;0.34
18HU03075_003;SEGB-09;44.725;-51.395;257425;30;19-nov-03;23:24:00;32.43;1;6.48494178235558;1;8.42;1;0.81;1;0.77;1;0.65;1;2.04;1;0;1.18;0.38
18HU03075_003;SEGB-09;44.725;-51.395;257424;40;19-nov-03;23:24:00;32.42;1;6.49094267801164;1;8.29;1;0.8;1;0.57;1;0.31;1;1.63;1;0;1.84;0.35
18HU03075_003;SEGB-09;44.725;-51.395;257423;50;19-nov-03;23:24:00;32.42;1;6.48894088669951;1;8.15;1;0.61;1;1.12;1;0.44;1;3;1;0;2.55;0.37
18HU03075_003;SEGB-09;44.725;-51.395;257422;69;19-nov-03;23:24:00;32.71;1;6.84193909538737;1;1.49;1;0.34;1;4.19;1;1.06;1;9.43;1;0;3.95;0.44
18HU03075_014;SEGB-10;44.3633;-51.1033;257430;70;20-nov-03;15:00:00;32.67;1;6.54094043887147;1;3.03;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU03075_025;SEGB-11;44;-50.8083;257437;5;20-nov-03;17:29:00;32.38;1;6.68993954321541;1;8.01;1;1.26;1;0.73;1;0.4;1;2.59;1;0;1.82;0.28
18HU03075_025;SEGB-11;44;-50.8083;257436;10;20-nov-03;17:29:00;32.38;1;6.68793999104344;1;7.99;1;1.52;1;1.17;1;0.91;1;3.22;1;0;1.29;0.36
18HU03075_025;SEGB-11;44;-50.8083;257435;20;20-nov-03;17:29:00;32.38;1;6.64493954321541;1;7.87;1;1.18;1;0.99;1;0.7;1;2.66;1;0;1.41;0.37
18HU03075_025;SEGB-11;44;-50.8083;257434;25;20-nov-03;17:29:00;32.38;1;6.62194133452754;1;7.79;1;0.93;1;1.03;1;0.77;1;2.6;1;0;1.34;0.40
18HU03075_025;SEGB-11;44;-50.8083;257433;40;20-nov-03;17:29:00;32.38;1;6.60694133452754;1;7.68;1;0.59;1;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU03075_025;SEGB-11;44;-50.8083;257432;50;20-nov-03;17:29:00;32.63;1;6.79493954321541;1;2.66;1;0.26;1;4.39;1;2.02;1;9.33;1;0;2.17;0.47
18HU03075_025;SEGB-11;44;-50.8083;257431;69;20-nov-03;17:29:00;32.63;1;6.78293999104344;1;2.64;1;0.32;1;2.7;1;0.96;1;8.65;1;0;2.81;0.31
18HU03075_036;SEGB-12;43.6333;-50.5167;257444;5;20-nov-03;20:38:00;32.42;1;6.58994178235558;1;8.38;1;1.16;1;0.53;1;0.4;1;2.57;1;0;1.32;0.21
18HU03075_036;SEGB-12;43.6333;-50.5167;257443;10;20-nov-03;20:38:00;32.42;1;6.58394088669951;1;8.38;1;1.19;1;0.48;1;0.3;1;1.98;1;0;1.60;0.24
18HU03075_036;SEGB-12;43.6333;-50.5167;257442;20;20-nov-03;20:38:00;32.42;1;6.58694133452754;1;8.38;1;1.14;1;0.48;1;0.33;1;2.37;1;0;1.45;0.20
18HU03075_036;SEGB-12;43.6333;-50.5167;257441;30;20-nov-03;20:38:00;32.42;1;6.55894088669951;1;8.35;1;1.11;1;1.31;1;1.2;1;3.5;1;0;1.09;0.37
18HU03075_036;SEGB-12;43.6333;-50.5167;257440;40;20-nov-03;20:38:00;32.42;1;6.53194133452754;1;8.31;1;1.22;1;1.23;1;1.12;1;3.34;1;0;1.10;0.37
18HU03075_036;SEGB-12;43.6333;-50.5167;257439;50;20-nov-03;20:38:00;32.88;1;6.21394536497985;1;3.29;1;0.25;1;3;1;1.02;1;7.43;1;0;2.94;0.40
18HU03075_036;SEGB-12;43.6333;-50.5167;257438;64;20-nov-03;20:38:00;32.91;1;6.20594491715181;1;3.01;1;0.31;1;4.41;1;1.74;1;8.59;1;0;2.53;0.51
18HU03075_047;SEGB-13;43.2;-50.1667;257451;5;20-nov-03;23:33:00;32.44;1;6.91893864755934;1;6.79;1;2.17;1;0.48;1;0.37;1;1.74;1;0;1.30;0.28
18HU03075_047;SEGB-13;43.2;-50.1667;257450;10;20-nov-03;23:33:00;32.44;1;6.94793775190327;1;6.71;1;1.95;1;0.48;1;0.44;1;2.32;1;0;1.09;0.21
18HU03075_047;SEGB-13;43.2;-50.1667;257449;20;20-nov-03;23:33:00;32.45;1;7.0769368562472;1;6.04;1;2.72;1;1.3;1;0.45;1;2.47;1;0;2.89;0.53
18HU03075_047;SEGB-13;43.2;-50.1667;257448;31;20-nov-03;23:33:00;32.5;1;7.05793775190327;1;4.4;1;2.2;1;1.22;1;0.54;1;2.4;1;0;2.26;0.51
18HU03075_047;SEGB-13;43.2;-50.1667;257447;41;20-nov-03;23:33:00;32.58;1;6.98993730407524;1;3.83;1;1.84;1;3.49;1;0.68;1;4.26;1;0;5.13;0.82
18HU03075_047;SEGB-13;43.2;-50.1667;257446;50;20-nov-03;23:33:00;32.62;1;6.9509381997313;1;3.52;1;1.12;1;2.4;1;0.5;1;3.74;1;0;4.80;0.64
18HU03075_047;SEGB-13;43.2;-50.1667;257445;65;20-nov-03;23:33:00;32.75;1;6.87793775190327;1;2.73;1;1.52;1;2.74;1;0.67;1;6.58;1;0;4.09;0.42
18HU03075_058;SEGB-14;42.92;-49.9417;257452;165;21-nov-03;01:52:00;33.76;1;6.74693909538737;1;0.54;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU03075_069;SEGB-15;42.85;-49.8867;257462;5;21-nov-03;02:44:00;32.59;1;7.218934169279;1;3.05;1;1.15;1;3.43;1;0.62;1;3.98;1;0;5.53;0.86
18HU03075_069;SEGB-15;42.85;-49.8867;257461;10;21-nov-03;02:44:00;32.84;1;7.01993730407524;1;1.82;1;0.4;1;7.31;1;0.93;1;7.28;1;0;7.86;1.00
18HU03075_069;SEGB-15;42.85;-49.8867;257460;20;21-nov-03;02:44:00;33.11;1;6.99493730407524;1;0.65;1;0.19;1;7.47;1;0.93;1;7.74;1;0;8.03;0.97
18HU03075_069;SEGB-15;42.85;-49.8867;257459;30;21-nov-03;02:44:00;33.18;1;6.9869368562472;1;0.51;1;0.19;1;5.91;1;0.85;1;7.29;1;0;6.95;0.81
18HU03075_069;SEGB-15;42.85;-49.8867;257458;40;21-nov-03;02:44:00;33.24;1;6.97493730407524;1;0.37;1;0.15;1;5.74;1;0.81;1;6.89;1;0;7.09;0.83
18HU03075_069;SEGB-15;42.85;-49.8867;257457;51;21-nov-03;02:44:00;33.3;1;6.96493730407524;1;0.33;1;0.17;1;8.1;1;0.94;1;8.21;1;0;8.62;0.99
18HU03075_069;SEGB-15;42.85;-49.8867;257456;76;21-nov-03;02:44:00;33.48;1;6.90293775190327;1;0.03;1;0.08;1;8.2;1;0.95;1;8.28;1;0;8.63;0.99
18HU03075_069;SEGB-15;42.85;-49.8867;257455;100;21-nov-03;02:44:00;33.6;1;6.83993954321541;1;0.36;1;0.08;1;7;1;0.83;1;6.95;1;0;8.43;1.01
18HU03075_069;SEGB-15;42.85;-49.8867;257454;151;21-nov-03;02:44:00;33.76;1;6.74393864755934;1;0.62;1;NaN;9;8.32;1;0.9;1;8.42;1;0;9.24;0.99
18HU03075_069;SEGB-15;42.85;-49.8867;257453;389;21-nov-03;02:44:00;34.7;1;6.32294223018361;1;3.83;1;NaN;9;11.99;1;1.07;1;8.51;1;0;11.21;1.41
18HU03075_080;SEGB-16;42.775;-49.8283;257463;1361;21-nov-03;05:04:00;34.84;1;6.51394088669951;1;3.46;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU03075_091;SEGB-17;42.5883;-49.6833;257464;2528;21-nov-03;07:38:00;34.9;1;6.25994402149575;1;2.65;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU03075_102;SEGB-18;42.395;-49.5183;257474;5;21-nov-03;13:26:00;33.15;1;6.30094267801164;1;10.79;1;1.27;1;0.36;1;0.22;1;1.32;1;0;1.64;0.27
18HU03075_102;SEGB-18;42.395;-49.5183;257473;9;21-nov-03;13:26:00;33.15;1;6.29994402149575;1;10.78;1;1.01;1;0.49;1;0.25;1;1.32;1;0;1.96;0.37
18HU03075_102;SEGB-18;42.395;-49.5183;257472;20;21-nov-03;13:26:00;33.17;1;6.24694357366771;1;10.77;1;1;1;1.31;1;0.29;1;2.45;1;0;4.52;0.53
18HU03075_102;SEGB-18;42.395;-49.5183;257471;30;21-nov-03;13:26:00;33.19;1;6.20194581280788;1;10.83;1;0.93;1;0.81;1;0.28;1;1.63;1;0;2.89;0.50
18HU03075_102;SEGB-18;42.395;-49.5183;257470;40;21-nov-03;13:26:00;33.22;1;6.14394536497985;1;10.24;1;0.27;1;1.14;1;0.3;1;1.52;1;0;3.80;0.75
18HU03075_102;SEGB-18;42.395;-49.5183;257469;49;21-nov-03;13:26:00;33.24;1;6.29094267801164;1;8.58;1;0.18;1;3.48;1;0.47;1;2.58;1;0;7.40;1.35
18HU03075_102;SEGB-18;42.395;-49.5183;257468;74;21-nov-03;13:26:00;33.79;1;6.32994402149575;1;5.77;1;0.07;1;7.31;1;0.71;1;4.2;1;0;10.30;1.74
18HU03075_102;SEGB-18;42.395;-49.5183;257467;100;21-nov-03;13:26:00;34.35;1;5.74494849977609;1;5.17;1;0.02;1;13.29;1;1.07;1;7.43;1;0;12.42;1.79
18HU03075_102;SEGB-18;42.395;-49.5183;257466;151;21-nov-03;13:26:00;34.56;1;5.50995073891626;1;4.76;1;NaN;9;15.52;1;1.22;1;8.59;1;0;12.72;1.81
18HU03075_102;SEGB-18;42.395;-49.5183;257465;2943;21-nov-03;13:26:00;34.89;1;6.26094491715181;1;2.24;1;NaN;9;13.22;1;1.04;1;13.19;1;0;12.71;1.00
18HU03075_277;FC-12;47;-48.1167;257604;6;25-nov-03;07:54:00;32.25;1;7.1619368562472;1;4.62;1;0.54;1;2.18;1;0.47;1;3.13;1;0;4.64;0.70
18HU03075_277;FC-12;47;-48.1167;257603;11;25-nov-03;07:54:00;32.3;1;7.23693461710703;1;4.24;1;0.73;1;1.81;1;0.49;1;2.99;1;0;3.69;0.61
18HU03075_277;FC-12;47;-48.1167;257602;21;25-nov-03;07:54:00;32.78;1;7.44393193013883;1;2.52;1;1.09;1;3.63;1;0.56;1;4.52;1;0;6.48;0.80
18HU03075_277;FC-12;47;-48.1167;257601;30;25-nov-03;07:54:00;32.93;1;7.36093372145096;1;2.54;1;0.75;1;3.95;1;0.65;1;4.71;1;0;6.08;0.84
18HU03075_277;FC-12;47;-48.1167;257600;40;25-nov-03;07:54:00;32.97;1;7.3129355127631;1;2.76;1;0.52;1;3.68;1;0.54;1;4.23;1;0;6.81;0.87
18HU03075_277;FC-12;47;-48.1167;257599;51;25-nov-03;07:54:00;33.01;1;7.23193461710703;1;3;1;0.37;1;3.68;1;0.57;1;4.17;1;0;6.46;0.88
18HU03075_277;FC-12;47;-48.1167;257598;76;25-nov-03;07:54:00;33.11;1;7.1069368562472;1;1.93;1;0.21;1;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU03075_277;FC-12;47;-48.1167;257597;101;25-nov-03;07:54:00;33.2;1;6.95293775190327;1;-1.01;1;0.07;1;9.72;1;1.27;1;11.09;1;0;7.65;0.88
18HU03075_277;FC-12;47;-48.1167;257596;129;25-nov-03;07:54:00;33.35;1;6.75793999104344;1;-0.79;1;NaN;9;10.94;1;1.24;1;13.19;1;0;8.82;0.83
18HU03075_278;FC-11;47;-48.6167;257605;100;25-nov-03;10:20:00;33.2;1;6.65993954321541;1;-0.93;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU03075_279;FC-10;47;-49.1167;257612;5;25-nov-03;12:13:00;32.06;1;7.0279355127631;1;5.49;1;0.88;1;0.97;1;0.41;1;2.33;1;0;2.37;0.42
18HU03075_279;FC-10;47;-49.1167;257611;10;25-nov-03;12:13:00;32.06;1;7.03093596059113;1;5.48;1;0.86;1;1.14;1;0.5;1;2.81;1;0;2.28;0.41
18HU03075_279;FC-10;47;-49.1167;257610;20;25-nov-03;12:13:00;32.12;1;7.03293775190327;1;5.15;1;0.54;1;1.94;1;0.55;1;3.07;1;0;3.53;0.63
18HU03075_279;FC-10;47;-49.1167;257609;30;25-nov-03;12:13:00;32.36;1;7.0119368562472;1;3.79;1;0.33;1;2.16;1;0.61;1;3.83;1;0;3.54;0.56
18HU03075_279;FC-10;47;-49.1167;257608;40;25-nov-03;12:13:00;32.51;1;6.94993730407524;1;2.89;1;0.26;1;3.2;1;0.72;1;4.94;1;0;4.44;0.65
18HU03075_279;FC-10;47;-49.1167;257607;50;25-nov-03;12:13:00;32.83;1;6.12694581280788;1;1.86;1;0.15;1;6.32;1;1.15;1;10.42;1;0;5.50;0.61
18HU03075_279;FC-10;47;-49.1167;257606;75;25-nov-03;12:13:00;33.17;1;6.69193909538737;1;-0.71;1;0.1;1;8.87;1;1.01;1;11.74;1;0;8.78;0.76
18HU03075_280;FC-09;47;-50;257619;6;25-nov-03;16:22:00;31.96;1;6.87893864755934;1;6.61;1;1.05;1;0.68;1;0.41;1;2.03;1;0;1.66;0.33
18HU03075_280;FC-09;47;-50;257618;11;25-nov-03;16:22:00;31.96;1;6.87693909538737;1;6.61;1;1.01;1;1.17;1;0.45;1;2.5;1;0;2.60;0.47
18HU03075_280;FC-09;47;-50;257617;20;25-nov-03;16:22:00;31.96;1;6.86993730407524;1;6.6;1;1.05;1;1.26;1;0.46;1;2.55;1;0;2.74;0.49
18HU03075_280;FC-09;47;-50;257616;30;25-nov-03;16:22:00;32.02;1;6.96393864755934;1;5.79;1;0.7;1;0.88;1;0.44;1;2.33;1;0;2.00;0.38
18HU03075_280;FC-09;47;-50;257615;40;25-nov-03;16:22:00;32.2;1;6.76893864755934;1;4.75;1;0.3;1;1.61;1;0.63;1;3.63;1;0;2.56;0.44
18HU03075_280;FC-09;47;-50;257614;50;25-nov-03;16:22:00;32.51;1;6.26794446932378;1;3.47;1;0.16;1;3.27;1;0.81;1;6.34;1;0;4.04;0.52
18HU03075_280;FC-09;47;-50;257613;75;25-nov-03;16:22:00;32.9;1;5.76894760412002;1;1.41;1;0.12;1;6.93;1;1.24;1;12.05;1;0;5.59;0.58
18HU03075_281;STN27;47.5467;-52.5867;257629;4;26-nov-03;14:54:00;31.62;1;7.1519368562472;1;4.68;1;0.6;1;1.11;1;0.44;1;2.93;1;0;2.52;0.38
18HU03075_281;STN27;47.5467;-52.5867;257628;9;26-nov-03;14:54:00;31.7;1;7.20193461710703;1;4.22;1;0.45;1;1.08;1;0.43;1;3.06;1;0;2.51;0.35
18HU03075_281;STN27;47.5467;-52.5867;257627;20;26-nov-03;14:54:00;31.82;1;7.17193461710703;1;3.9;1;0.31;1;1.38;1;0.37;1;3.32;1;0;3.73;0.42
18HU03075_281;STN27;47.5467;-52.5867;257626;29;26-nov-03;14:54:00;31.86;1;7.19893640841917;1;3.7;1;0.33;1;1.44;1;0.45;1;3.42;1;0;3.20;0.42
18HU03075_281;STN27;47.5467;-52.5867;257625;39;26-nov-03;14:54:00;31.87;1;7.2229355127631;1;3.64;1;0.4;1;1.26;1;0.48;1;3.63;1;0;2.63;0.35
18HU03075_281;STN27;47.5467;-52.5867;257624;49;26-nov-03;14:54:00;31.87;1;7.22693461710703;1;3.61;1;0.36;1;1.67;1;0.48;1;3.48;1;0;3.48;0.48
18HU03075_281;STN27;47.5467;-52.5867;257623;75;26-nov-03;14:54:00;32.16;1;7.27993506493507;1;2.5;1;0.14;1;2.01;1;0.48;1;4.09;1;0;4.19;0.49
18HU03075_281;STN27;47.5467;-52.5867;257622;99;26-nov-03;14:54:00;32.5;1;7.40193237796686;1;1.5;1;0.2;1;3.19;1;0.81;1;5.41;1;0;3.94;0.59
18HU03075_281;STN27;47.5467;-52.5867;257621;151;26-nov-03;14:54:00;32.87;1;7.1519368562472;1;-1.1;1;0.03;1;6.6;1;0.71;1;9.01;1;0;9.30;0.73
18HU03075_281;STN27;47.5467;-52.5867;257620;175;26-nov-03;14:54:00;33.16;1;6.73193909538737;1;-0.96;1;NaN;9;9.29;1;0.91;1;14.09;1;0;10.21;0.66
18HU03075_282;FC-08;47;-50.6667;257630;172;26-nov-03;22:16:00;33.25;1;6.74094043887147;1;-0.96;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU03075_283;FC-07;47;-51;257638;5;26-nov-03;23:32:00;31.92;1;6.9509381997313;1;6.14;1;0.87;1;0.9;1;0.44;1;1.97;1;0;2.05;0.46
18HU03075_283;FC-07;47;-51;257637;10;26-nov-03;23:32:00;31.92;1;6.9569368562472;1;6.15;1;0.86;1;0.75;1;0.46;1;1.91;1;0;1.63;0.39
18HU03075_283;FC-07;47;-51;257636;20;26-nov-03;23:32:00;31.92;1;6.9609381997313;1;6.14;1;0.86;1;0.64;1;0.45;1;1.93;1;0;1.42;0.33
18HU03075_283;FC-07;47;-51;257635;30;26-nov-03;23:32:00;31.93;1;6.9509381997313;1;6.08;1;0.82;1;2.17;1;0.55;1;2.6;1;0;3.95;0.83
18HU03075_283;FC-07;47;-51;257634;40;26-nov-03;23:32:00;32.08;1;7.15993506493507;1;4.12;1;0.38;1;1.89;1;0.62;1;3.18;1;0;3.05;0.59
18HU03075_283;FC-07;47;-51;257633;50;26-nov-03;23:32:00;32.83;1;7.12993506493507;1;-0.28;1;0.11;1;6.27;1;1.03;1;7.24;1;0;6.09;0.87
18HU03075_283;FC-07;47;-51;257632;75;26-nov-03;23:32:00;33.11;1;6.51194133452754;1;-0.71;1;0.04;1;9.03;1;1.34;1;12.47;1;0;6.74;0.72
18HU03075_283;FC-07;47;-51;257631;103;26-nov-03;23:32:00;33.21;1;5.79794670846395;1;-1.03;1;0.06;1;11.13;1;1.22;1;13.83;1;0;9.12;0.80
