CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;CTD;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TE90;DOXY;OXYM_01;CHL_03;FLOR;NO2_01;Q_NO2;NOx_01;Q_NOX;PO4_01;Q_PO4;Si_01;Q_Si;QCFF;N_P;N_Si
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(ml/l);(mmol/m**3);(mg/m**3);(mg/m**3);(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));((none));((none));((none))
18HU14014_1355;11;47.83317;-64.2485;414005;2.38;01-jun-14;12:39:00;29.88;6.16;349.50916;NaN;0.235;0.073;0.04;1;0.91;1;0.305;1;0.54;1;0;2.98;1.69
18HU14014_1355;11;47.83317;-64.2485;414004;4.16;01-jun-14;12:39:00;29.86;6.17;349.50916;7.803;0.345;0.079;0.03;1;0.92;1;0.32;1;0.54;1;256;2.88;1.70
18HU14014_1355;11;47.83317;-64.2485;414003;14.68;01-jun-14;12:39:00;29.97;5.61;349.4645;NaN;0.19;0.094;0.04;1;1.105;1;0.34;1;0.66;1;0;3.25;1.67
18HU14014_1355;11;47.83317;-64.2485;414002;24.69;01-jun-14;12:39:00;30.59;3.54;370.85664;NaN;0.27;0.107;0.055;1;1.745;1;0.525;1;1.695;1;0;3.32;1.03
18HU14014_1355;11;47.83317;-64.2485;414001;35.99;01-jun-14;12:39:00;30.84;0.99;354.6004;7.894;0.48;0.15;0.09;1;5.865;1;0.955;1;3.68;1;256;6.14;1.59
18HU14014_1368;21;47.78333;-64.0335;414011;2.18;01-jun-14;14:51:00;28.32;7.38;348.43732;NaN;0.8;0.108;0.045;1;1.29;1;0.215;1;1.095;1;0;6.00;1.18
18HU14014_1368;21;47.78333;-64.0335;414010;5.06;01-jun-14;14:51:00;28.41;6.92;349.06256;7.723;0.595;0.104;0.05;1;1.45;1;0.245;1;1.21;1;256;5.92;1.20
18HU14014_1368;21;47.78333;-64.0335;414009;15.27;01-jun-14;14:51:00;29.9;5.13;355.09166;NaN;0.13;0.091;0.045;1;2.045;1;0.435;1;0.76;1;0;4.70;2.69
18HU14014_1368;21;47.78333;-64.0335;414008;24.99;01-jun-14;14:51:00;30.48;3.78;369.7848;NaN;0.125;0.093;0.05;1;2.19;1;0.5;1;1.485;1;0;4.38;1.47
18HU14014_1368;21;47.78333;-64.0335;414007;50.07;01-jun-14;14:51:00;31.1;-0.67;354.46642;7.967;0.115;0.148;0.095;1;6.565;1;1.04;1;12.345;1;256;6.31;0.53
18HU14014_1368;21;47.78333;-64.0335;414006;76.84;01-jun-14;14:51:00;31.82;-0.62;284.39488;6.317;0.265;0.118;0.15;1;13.75;1;1.45;1;24.225;1;256;9.48;0.57
18HU14014_1370;31;47.666;-63.7505;414017;1.59;01-jun-14;18:10:00;29.78;6.62;350.1344;NaN;0.295;0.084;0.02333;1;1.24;1;0.33667;1;1.005;1;0;3.68;1.23
18HU14014_1370;31;47.666;-63.7505;414016;5.35;01-jun-14;18:10:00;30.16;5.47;359.87028;7.9605;0.295;0.086;0.02667;1;1.28667;1;0.37667;1;0.975;1;256;3.42;1.32
18HU14014_1370;31;47.666;-63.7505;414015;15.57;01-jun-14;18:10:00;30.71;2.26;376.0372;NaN;0.195;0.096;0.06;1;4.055;1;0.725;1;2.12;1;0;5.59;1.91
18HU14014_1370;31;47.666;-63.7505;414014;25.19;01-jun-14;18:10:00;31.03;-0.07;355.4936;NaN;0.115;0.112;0.12;1;8.585;1;1.105;1;7.025;1;0;7.77;1.22
18HU14014_1370;31;47.666;-63.7505;414013;50.07;01-jun-14;18:10:00;31.68;-0.68;313.0666;NaN;0.245;0.124;0.17;1;12.82;1;1.375;1;17.835;1;0;9.32;0.72
18HU14014_1370;31;47.666;-63.7505;414012;59.89;01-jun-14;18:10:00;32;-0.53;298.46278;6.647;0.4;0.118;0.175;1;12.895;1;1.36;1;18.925;1;256;9.48;0.68
18HU14014_1371;41;47.50017;-63.25267;414023;2.18;01-jun-14;20:44:00;30.21;5.92;361.43338;NaN;0.315;0.087;0.025;1;1.045;1;0.345;1;1.235;1;0;3.03;0.85
18HU14014_1371;41;47.50017;-63.25267;414022;5.45;01-jun-14;20:44:00;30.39;5.38;363.35376;8.054;0.495;0.086;0.02;1;1.04;1;0.37;1;1.395;1;256;2.81;0.75
18HU14014_1371;41;47.50017;-63.25267;414021;15.57;01-jun-14;20:44:00;30.98;4.65;388.14006;NaN;0.23;0.086;0.005;1;0.215;1;0.39;1;2.39;1;0;0.55;0.09
18HU14014_1371;41;47.50017;-63.25267;414020;24.29;01-jun-14;20:44:00;31.01;2.5;393.6779;NaN;0.16;0.091;0.005;1;0.525;1;0.465;1;3.285;1;0;1.13;0.16
18HU14014_1371;41;47.50017;-63.25267;414019;49.97;01-jun-14;20:44:00;31.39;-0.6;332.53836;7.393;0.22;0.187;0.09;1;8.615;1;1.205;1;11.405;1;256;7.15;0.76
18HU14014_1371;41;47.50017;-63.25267;414018;73.96;01-jun-14;20:44:00;31.67;-0.98;307.35012;6.882;0.55;0.156;0.13;1;11.76;1;1.32;1;18.51;1;256;8.91;0.64
18HU14014_1372;51;47.33317;-62.75033;414028;1.29;01-jun-14;23:43:00;31.02;5.54;351.2509;NaN;0.215;0.079;0.005;1;0.015;1;0.325;1;0.955;1;0;0.05;0.02
18HU14014_1372;51;47.33317;-62.75033;414027;5.35;01-jun-14;23:43:00;31.04;4.85;352.76934;8.1055;0.29;0.081;0.005;1;0.075;1;0.345;1;1.08;1;256;0.22;0.07
18HU14014_1372;51;47.33317;-62.75033;414026;15.27;01-jun-14;23:43:00;31.15;3.61;370.4547;NaN;0.445;0.102;0.015;1;0.28;1;0.375;1;1.415;1;0;0.75;0.20
18HU14014_1372;51;47.33317;-62.75033;414025;25.09;01-jun-14;23:43:00;31.19;3.53;369.1149;NaN;0.53;0.121;0.035;1;0.745;1;0.435;1;1.82;1;0;1.71;0.41
18HU14014_1372;51;47.33317;-62.75033;414024;48.09;01-jun-14;23:43:00;31.38;-0.61;322.71316;7.418;0.285;0.22;0.095;1;8.19;1;1.185;1;11.795;1;256;6.91;0.69
18HU14014_1373;61;47.16683;-62.25383;414033;2.28;02-jun-14;02:00:00;30.87;7.05;357.63728;NaN;0.39;0.113;0.005;1;0;1;0.225;1;0.24;1;0;0.00;0.00
18HU14014_1373;61;47.16683;-62.25383;414032;5.16;02-jun-14;02:00:00;30.9;6.52;358.35184;7.9015;0.455;0.121;0;1;0;1;0.205;1;0.21;1;256;0.00;0.00
