Filename; Pressure; Uniqueno; Variable; Values; Test failed
18OK05644_002; 5.09; -1; doxy; 235.80  ; Global Impossible Parameter Value
18OK05644_002; 10.19; -2; doxy; 233.10  ; Global Impossible Parameter Value
18OK05644_002; 20.10; -3; doxy; 258.60  ; Global Impossible Parameter Value
18OK05644_002; 30.02; -4; doxy; 305.00  ; Global Impossible Parameter Value
18OK05644_002; 40.23; -5; doxy; 314.40  ; Global Impossible Parameter Value
18OK05644_002; 50.01; -6; doxy; 309.90  ; Global Impossible Parameter Value
18OK05644_002; 75.11; -7; doxy; 295.20  ; Global Impossible Parameter Value
18OK05644_002; 100.08; -8; doxy; 285.40  ; Global Impossible Parameter Value
18OK05644_002; 150.06; -9; doxy; 265.70  ; Global Impossible Parameter Value
18OK05644_002; 165.13; -10; doxy; 252.30  ; Global Impossible Parameter Value
18OK05644_002; 5.09; -1; doxy; 235.80  ; Regional Impossible Parameter Value
18OK05644_002; 10.19; -2; doxy; 233.10  ; Regional Impossible Parameter Value
18OK05644_002; 20.10; -3; doxy; 258.60  ; Regional Impossible Parameter Value
18OK05644_002; 30.02; -4; doxy; 305.00  ; Regional Impossible Parameter Value
18OK05644_002; 40.23; -5; doxy; 314.40  ; Regional Impossible Parameter Value
18OK05644_002; 50.01; -6; doxy; 309.90  ; Regional Impossible Parameter Value
18OK05644_002; 75.11; -7; doxy; 295.20  ; Regional Impossible Parameter Value
18OK05644_002; 100.08; -8; doxy; 285.40  ; Regional Impossible Parameter Value
18OK05644_002; 150.06; -9; doxy; 265.70  ; Regional Impossible Parameter Value
18OK05644_002; 165.13; -10; doxy; 252.30  ; Regional Impossible Parameter Value
18OK05644_113; 5.07; -11; doxy; 248.80  ; Global Impossible Parameter Value
18OK05644_113; 10.10; -12; doxy; 251.00  ; Global Impossible Parameter Value
18OK05644_113; 20.00; -13; doxy; 324.20  ; Global Impossible Parameter Value
18OK05644_113; 30.07; -14; doxy; 357.30  ; Global Impossible Parameter Value
18OK05644_113; 40.14; -15; doxy; 352.80  ; Global Impossible Parameter Value
18OK05644_113; 50.04; -16; doxy; 343.90  ; Global Impossible Parameter Value
18OK05644_113; 75.04; -17; doxy; 332.70  ; Global Impossible Parameter Value
18OK05644_113; 100.04; -18; doxy; 328.70  ; Global Impossible Parameter Value
18OK05644_113; 150.02; -19; doxy; 311.30  ; Global Impossible Parameter Value
18OK05644_113; 165.12; -20; doxy; 284.90  ; Global Impossible Parameter Value
18OK05644_113; 5.07; -11; doxy; 248.80  ; Regional Impossible Parameter Value
18OK05644_113; 10.10; -12; doxy; 251.00  ; Regional Impossible Parameter Value
18OK05644_113; 20.00; -13; doxy; 324.20  ; Regional Impossible Parameter Value
18OK05644_113; 30.07; -14; doxy; 357.30  ; Regional Impossible Parameter Value
18OK05644_113; 40.14; -15; doxy; 352.80  ; Regional Impossible Parameter Value
18OK05644_113; 50.04; -16; doxy; 343.90  ; Regional Impossible Parameter Value
18OK05644_113; 75.04; -17; doxy; 332.70  ; Regional Impossible Parameter Value
18OK05644_113; 100.04; -18; doxy; 328.70  ; Regional Impossible Parameter Value
18OK05644_113; 150.02; -19; doxy; 311.30  ; Regional Impossible Parameter Value
18OK05644_113; 165.12; -20; doxy; 284.90  ; Regional Impossible Parameter Value
