CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;calc;calc
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PRES;TEMP_XX;PSAL_BS;Q_PSAL;OXYM_01;Q_OXYM;QCFF;N_P;N_Si
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(dbar);(celsius);(PSU);((none));(mmol/m**3);((none));((none));((none));((none))
85004_261;38;41.255;-60.67;766;1474;17-apr-85;08:13:00;1491;3.8955;34.97;1;NaN;9;0;NaN;NaN
85004_261;38;41.255;-60.67;765;1980;17-apr-85;08:00:00;2005;3.5595;34.975;1;NaN;9;0;NaN;NaN
85004_261;38;41.255;-60.67;764;2490;17-apr-85;07:52:00;2525;3.1095;34.953;1;NaN;9;0;NaN;NaN
85004_261;38;41.255;-60.67;763;2968;17-apr-85;07:44:00;3013;2.718;34.933;1;NaN;9;0;NaN;NaN
85004_261;38;41.255;-60.67;762;3418;17-apr-85;07:36:00;3473;2.423;34.916;1;NaN;9;0;NaN;NaN
85004_261;38;41.255;-60.67;761;3887;17-apr-85;07:24:00;3954;2.265;34.902;1;NaN;9;0;NaN;NaN
85004_261;38;41.255;-60.67;760;4110;17-apr-85;07:20:00;4183;2.2505;34.9;1;NaN;9;0;NaN;NaN
85004_261;38;41.255;-60.67;759;4418;17-apr-85;07:15:00;4500;2.226;34.894;1;NaN;9;0;NaN;NaN
85004_261;38;41.255;-60.67;757;4634;17-apr-85;07:06:00;4722;2.207;34.888;7;NaN;9;512;NaN;NaN
85004_261;38;41.255;-60.67;758;4634;17-apr-85;07:06:00;4722;2.207;34.889;7;NaN;9;512;NaN;NaN
85004_263;39;41.245;-59.9983;798;14;17-apr-85;14:55:00;14;8.419;34.867;1;NaN;9;0;NaN;NaN
85004_263;39;41.245;-59.9983;797;108;17-apr-85;14:51:00;109;14.0085;35.677;1;NaN;9;0;NaN;NaN
85004_263;39;41.245;-59.9983;796;209;17-apr-85;14:48:00;211;13.677;35.7485;1;NaN;9;0;NaN;NaN
85004_263;39;41.245;-59.9983;795;310;17-apr-85;14:44:00;313;12.0065;35.545;1;NaN;9;0;NaN;NaN
85004_263;39;41.245;-59.9983;794;410;17-apr-85;14:36:00;414;8.895;35.181;1;NaN;9;0;NaN;NaN
85004_263;39;41.245;-59.9983;793;509;17-apr-85;14:33:00;514;7.0915;35.073;1;NaN;9;0;NaN;NaN
85004_263;39;41.245;-59.9983;792;609;17-apr-85;14:29:00;615;5.935;35.054;1;NaN;9;0;NaN;NaN
85004_263;39;41.245;-59.9983;791;706;17-apr-85;14:26:00;713;5.1225;35.015;1;NaN;9;0;NaN;NaN
85004_263;39;41.245;-59.9983;790;805;17-apr-85;14:18:00;813;4.8945;35.017;1;NaN;9;0;NaN;NaN
85004_263;39;41.245;-59.9983;789;902;17-apr-85;14:15:00;911;4.6635;35.009;1;NaN;9;0;NaN;NaN
85004_263;39;41.245;-59.9983;788;1001;17-apr-85;14:11:00;1011;4.4765;35.001;1;NaN;9;0;NaN;NaN
85004_263;39;41.245;-59.9983;787;1505;17-apr-85;14:03:00;1522;3.968;34.981;1;NaN;9;0;NaN;NaN
85004_263;39;41.245;-59.9983;786;2006;17-apr-85;13:50:00;2032;3.594;34.977;1;NaN;9;0;NaN;NaN
85004_263;39;41.245;-59.9983;785;2449;17-apr-85;13:42:00;2483;3.2255;34.9615;1;NaN;9;0;NaN;NaN
85004_263;39;41.245;-59.9983;784;2950;17-apr-85;13:35:00;2994;2.804;34.936;1;NaN;9;0;NaN;NaN
85004_263;39;41.245;-59.9983;783;3439;17-apr-85;13:29:00;3495;2.4255;34.922;1;NaN;9;0;NaN;NaN
85004_263;39;41.245;-59.9983;782;3914;17-apr-85;13:17:00;3982;2.2755;34.902;1;NaN;9;0;NaN;NaN
85004_263;39;41.245;-59.9983;781;4120;17-apr-85;13:13:00;4193;2.257;34.899;1;NaN;9;0;NaN;NaN
85004_263;39;41.245;-59.9983;780;4417;17-apr-85;13:08:00;4499;2.251;34.896;1;NaN;9;0;NaN;NaN
85004_263;39;41.245;-59.9983;779;4699;17-apr-85;13:03:00;4789;2.238;34.891;1;NaN;9;0;NaN;NaN
85004_263;39;41.245;-59.9983;778;4780;17-apr-85;12:54:00;4872;2.2205;34.887;1;NaN;9;0;NaN;NaN
