CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;calc;calc
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PRES;TEMP_XX;PSAL_BS;Q_PSAL;OXYM_01;Q_OXYM;QCFF;N_P;N_Si
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(dbar);(celsius);(PSU);((none));(mmol/m**3);((none));((none));((none));((none))
85004_002;1;41.075;-60.9417;21;11;03-apr-85;17:58:00;11;17.076;NaN;9;NaN;9;0;NaN;NaN
85004_002;1;41.075;-60.9417;20;102;03-apr-85;17:55:00;103;17.1535;36.371;1;233.5718;4;6;NaN;NaN
85004_002;1;41.075;-60.9417;19;201;03-apr-85;17:52:00;203;16.225;36.388;1;236.2514;4;6;NaN;NaN
85004_002;1;41.075;-60.9417;18;301;03-apr-85;17:48:00;304;14.6265;36.182;1;225.0864;4;6;NaN;NaN
85004_002;1;41.075;-60.9417;17;400;03-apr-85;17:40:00;404;13.0425;35.882;1;228.2126;4;6;NaN;NaN
85004_002;1;41.075;-60.9417;16;500;03-apr-85;17:37:00;505;10.4465;35.682;1;189.3584;4;6;NaN;NaN
85004_002;1;41.075;-60.9417;15;603;03-apr-85;17:33:00;609;7.9715;35.345;1;155.4168;4;6;NaN;NaN
85004_002;1;41.075;-60.9417;14;705;03-apr-85;17:29:00;712;6.15;35.127;1;180.873;4;6;NaN;NaN
85004_002;1;41.075;-60.9417;13;804;03-apr-85;17:21:00;812;5.287;35.035;1;216.601;4;6;NaN;NaN
85004_002;1;41.075;-60.9417;12;895;03-apr-85;17:19:00;904;4.8605;35.0115;1;247.4164;4;6;NaN;NaN
85004_002;1;41.075;-60.9417;11;996;03-apr-85;17:16:00;1006;4.525;34.978;1;260.3678;4;6;NaN;NaN
85004_002;1;41.075;-60.9417;10;1487;03-apr-85;17:08:00;1504;4.0475;34.979;1;273.3192;4;6;NaN;NaN
85004_002;1;41.075;-60.9417;9;1971;03-apr-85;16:59:00;1996;3.7315;34.976;1;280.4648;4;6;NaN;NaN
85004_002;1;41.075;-60.9417;8;2455;03-apr-85;16:51:00;2489;3.2825;35.005;1;282.6978;4;6;NaN;NaN
85004_002;1;41.075;-60.9417;7;2925;03-apr-85;16:42:00;2969;2.848;34.954;1;288.057;4;6;NaN;NaN
85004_002;1;41.075;-60.9417;6;3392;03-apr-85;16:33:00;3446;2.496;34.922;1;299.222;4;6;NaN;NaN
85004_002;1;41.075;-60.9417;5;3877;03-apr-85;16:22:00;3944;2.287;34.901;1;293.8628;4;6;NaN;NaN
85004_002;1;41.075;-60.9417;4;4060;03-apr-85;16:12:00;4132;2.257;34.898;1;294.3094;4;6;NaN;NaN
85004_002;1;41.075;-60.9417;3;4361;03-apr-85;16:03:00;4441;2.2395;34.892;1;293.8628;4;6;NaN;NaN
85004_002;1;41.075;-60.9417;1;4656;03-apr-85;15:46:00;4745;2.233;NaN;9;NaN;9;0;NaN;NaN
85004_002;1;41.075;-60.9417;2;4656;03-apr-85;15:46:00;4745;2.233;34.887;1;291.4065;4;6;NaN;NaN
85004_113;2;39.9983;-58.99;42;15;06-apr-85;03:30:00;15;11.988;35.209;1;262.1542;4;6;NaN;NaN
85004_113;2;39.9983;-58.99;41;105;06-apr-85;03:26:00;106;11.9925;35.217;1;261.261;4;6;NaN;NaN
85004_113;2;39.9983;-58.99;40;200;06-apr-85;03:23:00;202;12.94;35.557;1;207.2224;4;6;NaN;NaN
85004_113;2;39.9983;-58.99;39;305;06-apr-85;03:19:00;308;11.044;35.392;1;151.844;4;6;NaN;NaN
85004_113;2;39.9983;-58.99;38;404;06-apr-85;03:11:00;408;9.3645;35.212;1;154.5236;4;6;NaN;NaN
85004_113;2;39.9983;-58.99;37;495;06-apr-85;03:08:00;499;7.8055;35.041;1;204.0962;4;6;NaN;NaN
85004_113;2;39.9983;-58.99;36;588;06-apr-85;03:04:00;593;6.3765;35.104;1;177.7468;4;6;NaN;NaN
85004_113;2;39.9983;-58.99;35;678;06-apr-85;03:01:00;684;5.6265;35.02;1;231.3388;4;6;NaN;NaN
85004_113;2;39.9983;-58.99;34;779;06-apr-85;02:52:00;787;5.0865;35.024;1;255.4552;4;6;NaN;NaN
85004_113;2;39.9983;-58.99;33;839;06-apr-85;02:48:00;847;4.8585;35.0135;1;261.7076;4;6;NaN;NaN
85004_113;2;39.9983;-58.99;32;936;06-apr-85;02:44:00;945;4.629;35.005;1;273.3192;4;6;NaN;NaN
85004_113;2;39.9983;-58.99;31;1386;06-apr-85;02:36:00;1401;4.095;34.98;1;286.2706;4;6;NaN;NaN
85004_113;2;39.9983;-58.99;30;1803;06-apr-85;02:26:00;1825;3.8215;34.977;1;283.591;4;6;NaN;NaN
85004_113;2;39.9983;-58.99;29;2316;06-apr-85;02:12:00;2347;3.4195;34.969;1;295.6492;4;6;NaN;NaN
85004_113;2;39.9983;-58.99;28;2832;06-apr-85;02:02:00;2873;2.9575;34.943;1;296.989;4;6;NaN;NaN
85004_113;2;39.9983;-58.99;27;3294;06-apr-85;01:52:00;3346;2.613;34.925;1;308.154;4;6;NaN;NaN
85004_113;2;39.9983;-58.99;26;3828;06-apr-85;01:41:00;3893;2.3455;34.905;1;309.0472;4;6;NaN;NaN
85004_113;2;39.9983;-58.99;25;4074;06-apr-85;01:30:00;4145;2.3055;34.899;1;300.1152;4;6;NaN;NaN
85004_113;2;39.9983;-58.99;24;4396;06-apr-85;01:22:00;4477;2.282;34.896;1;298.1055;4;6;NaN;NaN
85004_113;2;39.9983;-58.99;23;4714;06-apr-85;01:14:00;4804;8.667;34.893;1;299.222;4;6;NaN;NaN
85004_113;2;39.9983;-58.99;22;5059;06-apr-85;01:04:00;5160;2.255;34.888;1;296.5424;4;6;NaN;NaN
85004_225;3;39.4917;-58.9733;63;7;06-apr-85;10:24:00;7;19.9875;36.554;1;224.6398;4;6;NaN;NaN
85004_225;3;39.4917;-58.9733;62;97;06-apr-85;10:21:00;98;18.911;36.5335;1;210.7952;4;6;NaN;NaN
85004_225;3;39.4917;-58.9733;61;173;06-apr-85;10:17:00;174;17.724;36.448;1;231.3388;4;6;NaN;NaN
85004_225;3;39.4917;-58.9733;60;291;06-apr-85;10:14:00;293;17.6079;36.427;1;230.4456;4;6;NaN;NaN
85004_225;3;39.4917;-58.9733;59;404;06-apr-85;10:06:00;407;15.5295;36.092;1;188.4652;4;6;NaN;NaN
85004_225;3;39.4917;-58.9733;58;506;06-apr-85;10:02:00;511;13.3895;35.749;1;168.3682;4;6;NaN;NaN
85004_225;3;39.4917;-58.9733;57;605;06-apr-85;09:59:00;611;11.6905;35.492;1;154.077;4;6;NaN;NaN
85004_225;3;39.4917;-58.9733;56;728;06-apr-85;09:56:00;735;10.2729;35.326;1;160.3294;4;6;NaN;NaN
85004_225;3;39.4917;-58.9733;55;840;06-apr-85;09:47:00;848;7.2129;35.091;1;189.3584;4;6;NaN;NaN
85004_225;3;39.4917;-58.9733;54;941;06-apr-85;09:43:00;950;5.647;35.006;1;226.8728;4;6;NaN;NaN
85004_225;3;39.4917;-58.9733;53;1129;06-apr-85;09:38:00;1141;4.826;35.007;1;257.6882;4;6;NaN;NaN
85004_225;3;39.4917;-58.9733;52;1492;06-apr-85;09:28:00;1509;4.174;34.989;1;274.659;4;6;NaN;NaN
85004_225;3;39.4917;-58.9733;51;1922;06-apr-85;09:13:00;1946;3.7895;34.979;1;276.4454;4;6;NaN;NaN
85004_225;3;39.4917;-58.9733;50;2490;06-apr-85;09:04:00;2524;3.412;34.97;1;282.6978;4;6;NaN;NaN
85004_225;3;39.4917;-58.9733;49;2944;06-apr-85;08:54:00;2988;3.048;34.949;1;284.9308;4;6;NaN;NaN
85004_225;3;39.4917;-58.9733;48;3297;06-apr-85;08:47:00;3349;2.7539;34.933;1;286.2706;4;6;NaN;NaN
85004_225;3;39.4917;-58.9733;47;3713;06-apr-85;08:33:00;3775;2.4679;34.916;1;288.9502;4;6;NaN;NaN
85004_225;3;39.4917;-58.9733;46;4075;06-apr-85;08:25:00;4146;2.3325;34.905;1;287.6104;4;6;NaN;NaN
85004_225;3;39.4917;-58.9733;45;4291;06-apr-85;08:19:00;4368;2.296;34.9;1;285.3774;4;6;NaN;NaN
85004_225;3;39.4917;-58.9733;44;4586;06-apr-85;08:10:00;4672;2.276;34.895;1;285.3774;4;6;NaN;NaN
85004_225;3;39.4917;-58.9733;43;4972;06-apr-85;07:57:00;5070;2.271;NaN;9;285.824;4;6;NaN;NaN
85004_264;4;39.5017;-58.3217;84;12;07-apr-85;01:14:00;12;19.7895;36.486;1;231.7854;4;6;NaN;NaN
85004_264;4;39.5017;-58.3217;83;103;07-apr-85;01:10:00;104;18.0935;36.4695;1;198.2904;4;6;NaN;NaN
85004_264;4;39.5017;-58.3217;82;201;07-apr-85;01:07:00;203;17.708;36.451;1;233.1252;4;6;NaN;NaN
85004_264;4;39.5017;-58.3217;81;303;07-apr-85;01:03:00;306;16.862;36.32;1;200.5234;4;6;NaN;NaN
85004_264;4;39.5017;-58.3217;80;399;07-apr-85;00:55:00;402;15.5055;36.088;1;190.2516;4;6;NaN;NaN
85004_264;4;39.5017;-58.3217;79;500;07-apr-85;00:51:00;504;13.968;35.838;1;181.3196;4;6;NaN;NaN
85004_264;4;39.5017;-58.3217;78;588;07-apr-85;00:48:00;593;12.1835;35.573;1;170.6012;4;6;NaN;NaN
85004_264;4;39.5017;-58.3217;77;689;07-apr-85;00:44:00;695;9.232;35.212;1;162.1158;4;6;NaN;NaN
85004_264;4;39.5017;-58.3217;76;806;07-apr-85;00:35:00;814;7.70715;35.067;1;188.9118;4;6;NaN;NaN
85004_264;4;39.5017;-58.3217;75;916;07-apr-85;00:31:00;925;5.574;34.9995;1;231.3388;4;6;NaN;NaN
85004_264;4;39.5017;-58.3217;74;1042;07-apr-85;00:27:00;1053;5.159;35.024;1;247.863;4;6;NaN;NaN
85004_264;4;39.5017;-58.3217;73;1534;07-apr-85;00:18:00;1552;4.219;34.985;1;275.5522;4;6;NaN;NaN
85004_264;4;39.5017;-58.3217;72;1995;07-apr-85;00:03:00;2020;3.759;34.962;1;284.9308;4;6;NaN;NaN
85004_264;4;39.5017;-58.3217;71;2580;06-apr-85;23:51:00;2616;3.207;34.96;1;287.6104;4;6;NaN;NaN
85004_264;4;39.5017;-58.3217;70;3046;06-apr-85;23:43:00;3092;2.964;34.942;1;286.7172;4;6;NaN;NaN
85004_264;4;39.5017;-58.3217;69;3458;06-apr-85;23:35:00;3514;2.0115;34.921;1;301.9016;4;6;NaN;NaN
85004_264;4;39.5017;-58.3217;68;3973;06-apr-85;23:20:00;4042;2.3425;34.9;1;287.1638;4;6;NaN;NaN
85004_264;4;39.5017;-58.3217;67;4144;06-apr-85;23:15:00;4217;2.3049;34.893;1;288.9502;4;6;NaN;NaN
85004_264;4;39.5017;-58.3217;66;4412;06-apr-85;23:08:00;4493;2.286;34.892;1;288.9502;4;6;NaN;NaN
85004_264;4;39.5017;-58.3217;65;4645;06-apr-85;23:02:00;4733;2.281;34.888;1;287.8337;4;6;NaN;NaN
85004_264;4;39.5017;-58.3217;64;4836;06-apr-85;22:50:00;4929;2.2835;34.886;1;289.8434;4;6;NaN;NaN
85004_284;5;39.2517;-58.6617;105;4;07-apr-85;08:04:00;4;19.8945;36.551;1;228.6592;4;6;NaN;NaN
85004_284;5;39.2517;-58.6617;104;107;07-apr-85;08:00:00;108;18.669;36.543;1;232.6786;4;6;NaN;NaN
85004_284;5;39.2517;-58.6617;103;205;07-apr-85;07:56:00;207;17.923;36.475;1;226.4262;4;6;NaN;NaN
85004_284;5;39.2517;-58.6617;102;300;07-apr-85;07:52:00;303;17.73;36.459;1;230.8922;4;6;NaN;NaN
85004_284;5;39.2517;-58.6617;101;406;07-apr-85;07:43:00;410;16.952;36.337;1;200.0768;4;6;NaN;NaN
85004_284;5;39.2517;-58.6617;100;507;07-apr-85;07:40:00;512;15.5165;36.1;1;188.4652;4;6;NaN;NaN
85004_284;5;39.2517;-58.6617;99;603;07-apr-85;07:37:00;609;13.946;35.836;1;176.8536;4;6;NaN;NaN
85004_284;5;39.2517;-58.6617;98;706;07-apr-85;07:33:00;713;11.8985;35.511;1;153.6304;4;6;NaN;NaN
85004_284;5;39.2517;-58.6617;97;807;07-apr-85;07:24:00;815;10.4;35.345;1;158.543;4;6;NaN;NaN
85004_284;5;39.2517;-58.6617;96;906;07-apr-85;07:20:00;915;7.4725;35.101;1;184.8924;4;6;NaN;NaN
85004_284;5;39.2517;-58.6617;95;1001;07-apr-85;07:17:00;1011;6.2835;35.069;1;213.0282;4;6;NaN;NaN
85004_284;5;39.2517;-58.6617;94;1503;07-apr-85;07:09:00;1520;4.303;NaN;9;NaN;9;0;NaN;NaN
85004_284;5;39.2517;-58.6617;93;1998;07-apr-85;06:57:00;2023;3.849;34.979;1;275.9988;4;6;NaN;NaN
85004_284;5;39.2517;-58.6617;92;2482;07-apr-85;06:51:00;2516;3.459;34.973;1;278.2318;4;6;NaN;NaN
85004_284;5;39.2517;-58.6617;91;2985;07-apr-85;06:45:00;3029;3.09;34.949;1;280.0182;4;6;NaN;NaN
85004_284;5;39.2517;-58.6617;90;3486;07-apr-85;06:37:00;3542;2.614;34.921;1;280.0182;4;6;NaN;NaN
85004_284;5;39.2517;-58.6617;89;3985;07-apr-85;06:24:00;4054;2.384;34.9045;1;282.2512;4;6;NaN;NaN
85004_284;5;39.2517;-58.6617;88;4191;07-apr-85;06:20:00;4265;2.3385;34.901;1;283.1444;4;6;NaN;NaN
85004_284;5;39.2517;-58.6617;87;4490;07-apr-85;06:14:00;4573;2.31;NaN;9;NaN;9;0;NaN;NaN
85004_284;5;39.2517;-58.6617;86;4794;07-apr-85;06:08:00;4886;2.305;34.894;1;280.0182;4;6;NaN;NaN
85004_284;5;39.2517;-58.6617;85;5132;07-apr-85;05:54:00;5234;2.3165;34.89;1;280.9114;4;6;NaN;NaN
85004_304;6;38.9917;-58.9867;126;19;07-apr-85;15:08:00;19;19.045;36.542;1;232.232;4;6;NaN;NaN
85004_304;6;38.9917;-58.9867;125;103;07-apr-85;15:05:00;104;18.528;36.534;1;229.1058;4;6;NaN;NaN
85004_304;6;38.9917;-58.9867;124;202;07-apr-85;15:02:00;204;18.3055;36.511;1;228.2126;4;6;NaN;NaN
85004_304;6;38.9917;-58.9867;123;297;07-apr-85;14:59:00;299;18.1985;36.51;1;224.1932;4;6;NaN;NaN
85004_304;6;38.9917;-58.9867;122;435;07-apr-85;14:50:00;439;17.716;36.444;1;202.7564;4;6;NaN;NaN
85004_304;6;38.9917;-58.9867;121;504;07-apr-85;14:46:00;508;17.3285;36.3945;1;200.0768;4;6;NaN;NaN
85004_304;6;38.9917;-58.9867;120;608;07-apr-85;14:42:00;614;15.989;36.164;1;188.4652;4;6;NaN;NaN
85004_304;6;38.9917;-58.9867;119;698;07-apr-85;14:38:00;705;13.9545;35.832;1;176.8536;4;6;NaN;NaN
85004_304;6;38.9917;-58.9867;118;826;07-apr-85;14:28:00;834;11.0145;35.411;1;153.1838;4;6;NaN;NaN
85004_304;6;38.9917;-58.9867;117;917;07-apr-85;14:23:00;926;8.7095;35.152;1;154.9702;4;6;NaN;NaN
85004_304;6;38.9917;-58.9867;116;1004;07-apr-85;14:17:00;1014;7.209;35.095;1;185.339;4;6;NaN;NaN
85004_304;6;38.9917;-58.9867;115;1526;07-apr-85;14:02:00;1543;4.411;35.005;1;263.9406;4;6;NaN;NaN
85004_304;6;38.9917;-58.9867;114;1942;07-apr-85;13:46:00;1966;3.9385;34.98;1;271.9794;4;6;NaN;NaN
85004_304;6;38.9917;-58.9867;113;2450;07-apr-85;13:37:00;2483;3.5365;34.988;1;273.7658;4;6;NaN;NaN
85004_304;6;38.9917;-58.9867;112;2892;07-apr-85;13:29:00;2934;3.168;34.954;1;276.4454;4;6;NaN;NaN
85004_304;6;38.9917;-58.9867;111;3400;07-apr-85;13:20:00;3454;2.7295;34.93;1;277.7852;4;6;NaN;NaN
85004_304;6;38.9917;-58.9867;110;3891;07-apr-85;13:07:00;3957;2.426;34.909;1;280.4648;4;6;NaN;NaN
85004_304;6;38.9917;-58.9867;109;4118;07-apr-85;13:01:00;4190;2.349;34.9035;1;279.125;4;6;NaN;NaN
85004_304;6;38.9917;-58.9867;108;4414;07-apr-85;12:54:00;4495;2.313;34.906;1;300.5618;4;6;NaN;NaN
85004_304;6;38.9917;-58.9867;107;4662;07-apr-85;12:47:00;4750;2.308;34.896;1;279.5716;4;6;NaN;NaN
85004_304;6;38.9917;-58.9867;106;5010;07-apr-85;12:32:00;5108;2.3135;34.891;1;279.125;4;6;NaN;NaN
85004_315;7;38.7383;-58.67;147;12;07-apr-85;20:43:00;12;19.1365;36.551;1;233.1252;4;6;NaN;NaN
85004_315;7;38.7383;-58.67;146;114;07-apr-85;20:40:00;115;18.4475;36.543;1;231.7854;4;6;NaN;NaN
85004_315;7;38.7383;-58.67;145;213;07-apr-85;20:37:00;215;18.2195;36.519;1;227.766;4;6;NaN;NaN
85004_315;7;38.7383;-58.67;144;313;07-apr-85;20:32:00;316;18.0445;36.482;1;230.4456;4;6;NaN;NaN
85004_315;7;38.7383;-58.67;143;412;07-apr-85;20:24:00;416;17.7855;36.457;1;223.3;4;6;NaN;NaN
85004_315;7;38.7383;-58.67;142;512;07-apr-85;20:21:00;517;16.993;36.335;1;201.4166;4;6;NaN;NaN
85004_315;7;38.7383;-58.67;141;611;07-apr-85;20:18:00;617;15.549;36.087;1;186.2322;4;6;NaN;NaN
85004_315;7;38.7383;-58.67;140;705;07-apr-85;20:15:00;712;13.5509;35.772;1;175.0672;4;6;NaN;NaN
85004_315;7;38.7383;-58.67;139;800;07-apr-85;20:06:00;808;11.343;35.449;1;149.611;4;6;NaN;NaN
85004_315;7;38.7383;-58.67;138;914;07-apr-85;20:02:00;923;9.017;35.187;1;153.1838;4;6;NaN;NaN
85004_315;7;38.7383;-58.67;137;1009;07-apr-85;19:59:00;1019;7.328;35.117;1;186.2322;4;6;NaN;NaN
85004_315;7;38.7383;-58.67;136;1514;07-apr-85;19:50:00;1531;4.5415;35.0185;1;258.1348;4;6;NaN;NaN
85004_315;7;38.7383;-58.67;135;2019;07-apr-85;19:37:00;2044;3.946;34.99;1;268.8532;4;6;NaN;NaN
85004_315;7;38.7383;-58.67;134;2516;07-apr-85;19:29:00;2551;3.48;35.028;1;267.0668;4;6;NaN;NaN
85004_315;7;38.7383;-58.67;133;3014;07-apr-85;19:22:00;3059;2.989;34.947;1;274.659;4;6;NaN;NaN
85004_315;7;38.7383;-58.67;132;3503;07-apr-85;19:13:00;3559;2.586;34.922;1;276.892;4;6;NaN;NaN
85004_315;7;38.7383;-58.67;131;3985;07-apr-85;18:59:00;4054;2.334;34.903;1;275.5522;4;6;NaN;NaN
85004_315;7;38.7383;-58.67;130;4188;07-apr-85;18:54:00;4262;2.31;34.901;1;277.7852;4;6;NaN;NaN
85004_315;7;38.7383;-58.67;129;4509;07-apr-85;18:47:00;4592;2.287;34.895;1;282.6978;4;6;NaN;NaN
85004_315;7;38.7383;-58.67;128;4820;07-apr-85;18:41:00;4913;2.3205;34.897;1;275.1056;4;6;NaN;NaN
85004_315;7;38.7383;-58.67;127;5140;07-apr-85;18:27:00;5243;2.341;34.896;1;275.1056;4;6;NaN;NaN
85004_326;8;38.2417;-58.675;168;25;08-apr-85;04:23:00;25;18.3355;NaN;9;231.7854;4;6;NaN;NaN
85004_326;8;38.2417;-58.675;166;214;08-apr-85;04:17:00;216;17.954;NaN;9;226.8728;4;6;NaN;NaN
85004_326;8;38.2417;-58.675;165;314;08-apr-85;04:14:00;317;17.9215;NaN;9;204.0962;4;6;NaN;NaN
85004_326;8;38.2417;-58.675;164;417;08-apr-85;04:07:00;421;17.32;NaN;9;192.9312;4;6;NaN;NaN
85004_326;8;38.2417;-58.675;163;515;08-apr-85;04:04:00;520;15.984;NaN;9;190.2516;4;6;NaN;NaN
85004_326;8;38.2417;-58.675;162;585;08-apr-85;04:01:00;590;14.8385;NaN;9;196.504;4;6;NaN;NaN
85004_326;8;38.2417;-58.675;161;667;08-apr-85;03:57:00;673;13.124;NaN;9;153.1838;4;6;NaN;NaN
85004_326;8;38.2417;-58.675;160;770;08-apr-85;03:49:00;777;10.6905;NaN;9;164.7954;4;6;NaN;NaN
85004_326;8;38.2417;-58.675;159;879;08-apr-85;03:46:00;888;8.365;NaN;9;207.669;4;6;NaN;NaN
85004_326;8;38.2417;-58.675;158;989;08-apr-85;03:42:00;999;6.3495;NaN;9;208.5622;4;6;NaN;NaN
85004_326;8;38.2417;-58.675;157;1474;08-apr-85;03:32:00;1490;4.3725;NaN;9;259.9212;4;6;NaN;NaN
85004_326;8;38.2417;-58.675;156;1966;08-apr-85;03:17:00;1990;3.9395;NaN;9;270.193;4;6;NaN;NaN
85004_326;8;38.2417;-58.675;155;2475;08-apr-85;03:08:00;2509;3.471;34.995;1;271.9794;4;6;NaN;NaN
85004_326;8;38.2417;-58.675;154;2922;08-apr-85;02:59:00;2965;3.1385;34.958;1;272.8726;4;6;NaN;NaN
85004_326;8;38.2417;-58.675;153;3403;08-apr-85;02:49:00;3457;2.7165;34.933;1;278.2318;4;6;NaN;NaN
85004_326;8;38.2417;-58.675;152;3892;08-apr-85;02:32:00;3958;2.374;34.914;1;283.591;4;6;NaN;NaN
85004_326;8;38.2417;-58.675;151;4084;08-apr-85;02:26:00;4155;2.322;34.906;1;282.6978;4;6;NaN;NaN
85004_326;8;38.2417;-58.675;150;4380;08-apr-85;02:18:00;4459;2.2675;34.9;1;287.6104;4;6;NaN;NaN
85004_326;8;38.2417;-58.675;149;4700;08-apr-85;02:11:00;4789;2.233;34.89;1;280.0182;4;6;NaN;NaN
85004_326;8;38.2417;-58.675;148;5103;08-apr-85;01:58:00;5204;2.2255;34.879;1;272.426;4;6;NaN;NaN
85004_339;9;38.2433;-59.34;189;13;08-apr-85;10:49:00;13;20.184;36.537;1;232.6786;4;6;NaN;NaN
85004_339;9;38.2433;-59.34;188;114;08-apr-85;10:46:00;115;17.8995;36.487;1;230.8922;4;6;NaN;NaN
85004_339;9;38.2433;-59.34;187;213;08-apr-85;10:42:00;215;17.895;36.485;1;229.1058;4;6;NaN;NaN
85004_339;9;38.2433;-59.34;186;314;08-apr-85;10:39:00;317;17.9125;36.487;1;229.5524;4;6;NaN;NaN
85004_339;9;38.2433;-59.34;185;415;08-apr-85;10:31:00;419;17.636;36.4405;1;212.135;4;6;NaN;NaN
85004_339;9;38.2433;-59.34;184;510;08-apr-85;10:28:00;515;16.5495;36.262;1;197.3972;4;6;NaN;NaN
85004_339;9;38.2433;-59.34;183;611;08-apr-85;10:25:00;617;15.1945;36.011;1;188.9118;4;6;NaN;NaN
85004_339;9;38.2433;-59.34;182;711;08-apr-85;10:22:00;718;13.1235;35.692;1;177.7468;4;6;NaN;NaN
85004_339;9;38.2433;-59.34;181;809;08-apr-85;10:13:00;817;11.2435;35.436;1;154.9702;4;6;NaN;NaN
85004_339;9;38.2433;-59.34;180;905;08-apr-85;10:10:00;914;9.359;35.246;1;164.3488;4;6;NaN;NaN
85004_339;9;38.2433;-59.34;179;998;08-apr-85;10:04:00;1008;7.769;35.128;1;178.1934;4;6;NaN;NaN
85004_339;9;38.2433;-59.34;178;1494;08-apr-85;09:56:00;1511;4.538;35.004;1;262.1542;4;6;NaN;NaN
85004_339;9;38.2433;-59.34;177;1958;08-apr-85;09:43:00;1982;3.9755;34.98;1;271.7561;4;6;NaN;NaN
85004_339;9;38.2433;-59.34;176;2449;08-apr-85;09:34:00;2482;3.654;34.98;1;272.8726;4;6;NaN;NaN
85004_339;9;38.2433;-59.34;175;2947;08-apr-85;09:26:00;2990;3.1765;34.956;1;274.659;4;6;NaN;NaN
85004_339;9;38.2433;-59.34;174;3444;08-apr-85;09:18:00;3499;2.7475;34.932;1;279.125;4;6;NaN;NaN
85004_339;9;38.2433;-59.34;173;3951;08-apr-85;09:05:00;4019;2.423;34.912;1;279.5716;4;6;NaN;NaN
85004_339;9;38.2433;-59.34;172;4149;08-apr-85;08:59:00;4222;2.3485;34.905;1;279.125;4;6;NaN;NaN
85004_339;9;38.2433;-59.34;171;4450;08-apr-85;08:53:00;4531;2.296;34.899;1;278.6784;4;6;NaN;NaN
85004_339;9;38.2433;-59.34;170;4770;08-apr-85;08:48:00;4861;2.302;34.897;1;281.8046;4;6;NaN;NaN
85004_339;9;38.2433;-59.34;169;5085;08-apr-85;08:34:00;5186;2.3055;34.893;1;276.892;4;6;NaN;NaN
85004_003;10;38.7567;-59.3183;210;26;08-apr-85;19:13:00;26;19.4585;36.549;1;225.0864;4;6;NaN;NaN
85004_003;10;38.7567;-59.3183;209;109;08-apr-85;19:10:00;110;18.482;36.529;1;228.6592;4;6;NaN;NaN
85004_003;10;38.7567;-59.3183;208;212;08-apr-85;19:07:00;214;18.299;36.5285;1;230.4456;4;6;NaN;NaN
85004_003;10;38.7567;-59.3183;207;310;08-apr-85;19:04:00;313;18.2655;36.531;1;230.4456;4;6;NaN;NaN
85004_003;10;38.7567;-59.3183;206;407;08-apr-85;18:55:00;410;18.1955;36.524;1;229.5524;4;6;NaN;NaN
85004_003;10;38.7567;-59.3183;205;499;08-apr-85;18:52:00;503;18.0695;36.508;1;226.8728;4;6;NaN;NaN
85004_003;10;38.7567;-59.3183;204;593;08-apr-85;18:49:00;598;16.9875;36.341;1;199.1836;4;6;NaN;NaN
85004_003;10;38.7567;-59.3183;203;684;08-apr-85;18:46:00;690;15.7945;36.132;1;189.3584;4;6;NaN;NaN
85004_003;10;38.7567;-59.3183;202;781;08-apr-85;18:38:00;788;12.813;35.655;1;167.9216;4;6;NaN;NaN
85004_003;10;38.7567;-59.3183;201;886;08-apr-85;18:35:00;895;9.969;35.268;1;148.2712;4;6;NaN;NaN
85004_003;10;38.7567;-59.3183;200;996;08-apr-85;18:32:00;1006;7.8905;35.13;1;176.8536;4;6;NaN;NaN
85004_003;10;38.7567;-59.3183;199;1449;08-apr-85;18:24:00;1465;4.5415;35.002;1;259.9212;4;6;NaN;NaN
85004_003;10;38.7567;-59.3183;198;1960;08-apr-85;18:10:00;1984;3.969;34.98;1;273.7658;4;6;NaN;NaN
85004_003;10;38.7567;-59.3183;197;2467;08-apr-85;18:02:00;2501;3.574;34.984;1;273.3192;4;6;NaN;NaN
85004_003;10;38.7567;-59.3183;196;2966;08-apr-85;17:54:00;3010;3.1015;34.951;1;277.7852;4;6;NaN;NaN
85004_003;10;38.7567;-59.3183;195;3441;08-apr-85;17:46:00;3496;2.7075;34.928;1;278.6784;4;6;NaN;NaN
85004_003;10;38.7567;-59.3183;194;3928;08-apr-85;17:33:00;3995;2.413;34.909;1;280.9114;4;6;NaN;NaN
85004_003;10;38.7567;-59.3183;193;4152;08-apr-85;17:29:00;4225;2.357;34.903;1;280.0182;4;6;NaN;NaN
85004_003;10;38.7567;-59.3183;192;4436;08-apr-85;17:23:00;4517;2.238;34.898;1;281.358;4;6;NaN;NaN
85004_003;10;38.7567;-59.3183;191;4751;08-apr-85;17:17:00;4841;2.3165;34.895;1;279.125;4;6;NaN;NaN
85004_003;10;38.7567;-59.3183;190;5080;08-apr-85;17:05:00;5181;2.315;34.89;1;278.6784;4;6;NaN;NaN
85004_014;11;39.2517;-59.3267;231;30;09-apr-85;01:57:00;30;18.592;36.532;1;231.7854;4;6;NaN;NaN
85004_014;11;39.2517;-59.3267;230;117;09-apr-85;01:54:00;118;18.356;36.532;1;229.1058;4;6;NaN;NaN
85004_014;11;39.2517;-59.3267;229;217;09-apr-85;01:50:00;219;18.139;36.493;1;227.3194;4;6;NaN;NaN
