CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TEMP_XX;OXYM_01;Q_OXYM;CHL_XX;Q_CHL;NO2_01;Q_NO2;NOx_01;Q_NOX;PO4_01;Q_PO4;Si_01;Q_Si;QCFF;N_P;N_Si
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(mmol/m**3);((none));(mg/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));((none));((none));((none))
18NA96002_301;CAST#1;45.9145;-60.7563;147659;1;01-may-96;11:36:00;21.342;4.319;372.73236;4;0.0801;1;NaN;9;0.095;1;0.158;1;0.995;1;6;0.60;0.10
18NA96002_301;CAST#1;45.9145;-60.7563;147658;5;01-may-96;11:36:00;21.583;4.261;373.1343;4;0.1602;1;NaN;9;0.06;1;0.11;1;0.21;1;6;0.55;0.29
18NA96002_301;CAST#1;45.9145;-60.7563;147657;35;01-may-96;11:36:00;22.03;0.789;372.911;4;1.1214;1;NaN;9;0.19;1;0.273;1;0.59;1;6;0.70;0.32
18NA96002_301;CAST#1;45.9145;-60.7563;147656;72;01-may-96;11:36:00;22.17;0.03;359.42368;4;NaN;9;NaN;9;0.79;1;0.452;1;4.235;1;6;1.75;0.19
18NA96002_302;CAST#1;45.9547;-60.5872;147661;1;01-may-96;13:38:00;20.706;6.741;360.94212;4;0.1602;7;NaN;9;0.06;1;0.1495;1;1.595;1;38;0.40;0.04
18NA96002_302;CAST#1;45.9547;-60.5872;147660;5;01-may-96;13:38:00;21.377;4.463;379.96728;4;0.1602;7;NaN;9;0.03;1;0.161;1;0.5;1;38;0.19;0.06
18NA96002_303;CAST#1;45.9685;-60.4773;147663;1;01-may-96;14:31:00;20.389;6.277;365.72074;4;0.1602;1;NaN;9;0.03;1;0.1305;1;0.91;1;6;0.23;0.03
18NA96002_303;CAST#1;45.9685;-60.4773;147664;5;01-may-96;14:31:00;20.844;5.142;367.28384;4;0.1602;1;NaN;9;0.06;1;0.15;1;1.205;1;6;0.40;0.05
18NA96002_303;CAST#1;45.9685;-60.4773;147662;38;01-may-96;14:31:00;21.771;1.23;369.24888;4;0.8811;1;NaN;9;0.11;1;0.3055;1;0.635;1;6;0.36;0.17
18NA96002_305;CAST#1;46.0087;-60.4052;147666;1;01-may-96;15:25:00;19.745;5.71;369.07024;4;0.4005;1;NaN;9;0.03;1;0.1445;1;1.79;1;6;0.21;0.02
18NA96002_305;CAST#1;46.0087;-60.4052;147665;7;01-may-96;15:25:00;21.063;4.219;377.64496;4;0.2403;1;NaN;9;0.02;1;0.1175;1;0.195;1;6;0.17;0.10
18NA96002_306;CAST#1;45.904;-60.6112;147669;1;01-may-96;16:39:00;21.32;4.651;369.7848;4;0.2403;1;NaN;9;0.01;1;0.1535;1;0.24;1;6;0.07;0.04
18NA96002_306;CAST#1;45.904;-60.6112;147668;5;01-may-96;16:39:00;21.354;4.601;370.81198;4;0.2403;1;NaN;9;0.01;1;0.144;1;0.29;1;6;0.07;0.03
18NA96002_306;CAST#1;45.904;-60.6112;147667;20;01-may-96;16:39:00;21.869;1.789;372.59838;4;0.5607;1;NaN;9;0.02;1;0.2285;1;0.34;1;6;0.09;0.06
18NA96002_308;CAST#1;45.8767;-60.6717;147672;1;01-may-96;17:16:00;21.554;4.289;372.41974;4;0.3204;1;NaN;9;0;1;0.144;1;0.155;1;6;0.00;0.00
18NA96002_308;CAST#1;45.8767;-60.6717;147671;5;01-may-96;17:16:00;21.553;4.31;372.6877;4;0.2403;1;NaN;9;0;1;0.1125;1;0.09;1;6;0.00;0.00
18NA96002_308;CAST#1;45.8767;-60.6717;147670;25;01-may-96;17:16:00;21.886;1.74;374.6974;4;0.6408;1;NaN;9;0.01;1;0.159;1;0.145;1;6;0.06;0.07
