CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;CTD;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TE90;DOXY;OXYM_01;CHL_03;FLOR;NO2_01;Q_NO2;NOx_01;Q_NOX;PO4_01;Q_PO4;Si_01;Q_Si;QCFF;N_P;N_Si
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(ml/l);(mmol/m**3);(mg/m**3);(mg/m**3);(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));((none));((none));((none))
18OL06008_819;311;47.09983;-59.992;289854;1.98;28-jun-06;01:24:00;29.75;13.77;289.30748;287.45409;0.615;0.645;0.02;1;0.16;1;0.215;1;1.375;1;6;0.74;0.12
18OL06008_819;311;47.09983;-59.992;289853;5.45;28-jun-06;01:24:00;29.76;13.72;291.67446;NaN;0.62;0.68;0.025;1;0.12;1;0.225;1;1.79;1;0;0.53;0.07
18OL06008_819;311;47.09983;-59.992;289852;15.27;28-jun-06;01:24:00;30.32;10.51;299.84724;NaN;1.32;1.723;0.025;1;0.16;1;0.305;1;1.89;1;0;0.52;0.08
18OL06008_819;311;47.09983;-59.992;289851;24.89;28-jun-06;01:24:00;30.84;6.3;321.01608;NaN;0.945;0.982;0.07;1;1.285;1;0.47;1;2.84;1;0;2.73;0.45
18OL06008_819;311;47.09983;-59.992;289850;49.58;28-jun-06;01:24:00;31.88;1.36;333.96748;NaN;0.26;0.162;0.195;1;5.285;1;0.81;1;5.545;1;0;6.52;0.95
18OL06008_819;311;47.09983;-59.992;289849;100.73;28-jun-06;01:24:00;32.6;1.59;289.48612;NaN;0.045;0.073;0.155;1;9.875;1;1.01;1;10.505;1;0;9.78;0.94
18OL06008_819;311;47.09983;-59.992;289848;200.12;28-jun-06;01:24:00;34.45;5.49;152.24594;NaN;NaN;0.073;0.025;1;21.395;1;1.555;1;24.9;1;0;13.76;0.86
18OL06008_819;311;47.09983;-59.992;289847;300.16;28-jun-06;01:24:00;34.81;5.43;157.06922;NaN;NaN;0.073;0.035;1;22.475;1;1.545;1;27.91;1;0;14.55;0.81
18OL06008_819;311;47.09983;-59.992;289846;320.36;28-jun-06;01:24:00;34.83;5.32;161.71386;161.62454;NaN;0.074;0.055;1;22.5;1;1.545;1;27.775;1;6;14.56;0.81
18OL06008_820;321;47.27183;-59.78383;289864;1.98;28-jun-06;03:46:00;30.67;12.07;288.54826;289.93272;0.305;0.38;0.015;1;0.08;1;0.255;1;0.95;1;6;0.31;0.08
18OL06008_820;321;47.27183;-59.78383;289863;4.56;28-jun-06;03:46:00;30.67;12.06;288.5036;NaN;0.195;0.326;0.02;1;0.12;1;0.27;1;1.05;1;0;0.44;0.11
18OL06008_820;321;47.27183;-59.78383;289862;14.87;28-jun-06;03:46:00;30.64;10.36;296.40842;NaN;0.21;0.338;0.015;1;0.085;1;0.275;1;1.15;1;0;0.31;0.07
18OL06008_820;321;47.27183;-59.78383;289861;24.99;28-jun-06;03:46:00;31.43;4.18;338.88008;NaN;0.58;0.801;0.015;1;0.125;1;0.35;1;0.895;1;0;0.36;0.14
18OL06008_820;321;47.27183;-59.78383;289860;50.57;28-jun-06;03:46:00;32.1;1.68;346.74024;NaN;0.235;0.182;0.095;1;2.945;1;0.59;1;2.28;1;0;4.99;1.29
18OL06008_820;321;47.27183;-59.78383;289859;100.13;28-jun-06;03:46:00;32.88;1.61;290.46864;NaN;0.035;0.073;0.035;1;10.545;1;0.995;1;10.41;1;0;10.60;1.01
18OL06008_820;321;47.27183;-59.78383;289858;200.22;28-jun-06;03:46:00;34.38;5.62;156.9799;NaN;NaN;0.073;0.02;1;20.86;1;1.51;1;22.11;1;0;13.81;0.94
18OL06008_820;321;47.27183;-59.78383;289857;300.36;28-jun-06;03:46:00;34.73;5.64;139.1159;NaN;NaN;0.073;0.015;1;23.385;1;1.655;1;28.33;1;0;14.13;0.83
18OL06008_820;321;47.27183;-59.78383;289856;400.54;28-jun-06;03:46:00;34.87;5.03;181.40892;NaN;NaN;0.073;0.02;1;21.44;1;1.51;1;27.8;1;0;14.20;0.77
18OL06008_820;321;47.27183;-59.78383;289855;455.17;28-jun-06;03:46:00;34.87;4.97;182.83804;183.44095;NaN;0.074;0.025;1;21.14;1;1.49;1;29.7;1;6;14.19;0.71
18OL06008_821;331;47.43333;-59.55867;289874;1.59;28-jun-06;06:22:00;30.59;11.93;290.20068;291.8531;0.31;0.246;0.015;1;0.13;1;0.27;1;1.27;1;6;0.48;0.10
18OL06008_821;331;47.43333;-59.55867;289873;5.06;28-jun-06;06:22:00;30.6;11.89;291.67446;NaN;0.335;0.292;0.02;1;0.105;1;0.285;1;0.95;1;0;0.37;0.11
18OL06008_821;331;47.43333;-59.55867;289872;15.67;28-jun-06;06:22:00;31.43;6.71;332.58302;NaN;0.68;0.334;0.01;1;0.165;1;0.32;1;0.43;1;0;0.52;0.38
18OL06008_821;331;47.43333;-59.55867;289871;25.58;28-jun-06;06:22:00;31.86;2.1;370.36538;NaN;3.605;3.64;0.025;1;0.96;1;0.455;1;0.38;1;0;2.11;2.53
18OL06008_821;331;47.43333;-59.55867;289870;50.57;28-jun-06;06:22:00;32.18;1.56;342.00628;NaN;0.14;0.112;0.095;1;3.045;1;0.665;1;2.455;1;0;4.58;1.24
18OL06008_821;331;47.43333;-59.55867;289869;100.13;28-jun-06;06:22:00;32.7;1.52;298.90938;NaN;0.035;0.073;0.095;1;10.22;1;1.015;1;9.66;1;0;10.07;1.06
18OL06008_821;331;47.43333;-59.55867;289868;200.12;28-jun-06;06:22:00;34.46;5.9;171.36042;NaN;NaN;0.073;0.02;1;20.215;1;1.39;1;19.18;1;0;14.54;1.05
18OL06008_821;331;47.43333;-59.55867;289867;300.35;28-jun-06;06:22:00;34.81;5.75;170.28858;NaN;NaN;0.073;0.015;1;21.675;1;1.45;1;19.81;1;0;14.95;1.09
18OL06008_821;331;47.43333;-59.55867;289866;400.73;28-jun-06;06:22:00;34.85;5.01;180.02446;NaN;NaN;0.073;0.015;1;20.995;1;1.475;1;26.76;1;0;14.23;0.78
18OL06008_821;331;47.43333;-59.55867;289865;459.42;28-jun-06;06:22:00;34.88;5;187.61666;207.20007;NaN;0.074;0.025;1;21.185;1;1.465;1;28.48;1;6;14.46;0.74
18OL06008_822;341;47.5825;-59.33967;289882;2.68;28-jun-06;09:30:00;30.6;11.96;289.48612;287.96768;0.625;0.217;0.005;1;0.11;1;0.285;1;1.41;1;6;0.39;0.08
