CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PRES;PSAL;TEMP_XX;DOXY;PHPH;CHL_01;Q_CHL;PSAL_BS;Q_PSAL;OXY_02;Q_OXY;NO2_01;Q_NO2;NOx_01;Q_NOX;PO4_01;Q_PO4;Si_01;Q_Si;QCFF;N_P;N_Si
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(dbar);(psu);(celsius);(ml/l);((none));(mg/m**3);((none));(PSU);((none));(ml/l);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));((none));((none));((none))
18NE17102_002;1;44.2742;-63.3203;436828;1.71;02-mar-17;22:41:00;1.715;31.0136;0.8488;7.4576;7.829;0.28329;1;31.01;1;8.0265;1;0.09;1;5.27;1;0.735;1;7.045;1;0;7.17;0.75
18NE17102_002;1;44.2742;-63.3203;436827;5.14;02-mar-17;22:40:00;5.14;31.0132;0.8491;7.4552;7.827;0.31402;1;NaN;9;NaN;9;0.105;1;5.24;1;0.726;1;7.14;1;0;7.22;0.73
18NE17102_002;1;44.2742;-63.3203;436826;8.49;02-mar-17;22:40:00;8.498;31.0128;0.8492;7.4489;7.828;0.34473;1;NaN;9;NaN;9;0.1;1;5.215;1;0.7275;1;7.02;1;0;7.17;0.74
18NE17102_002;1;44.2742;-63.3203;436825;21.89;02-mar-17;22:39:00;21.894;31.0188;0.841;7.4471;7.817;0.34473;1;NaN;9;NaN;9;0.09;1;5.34;1;0.7345;1;7.005;1;0;7.27;0.76
18NE17102_002;1;44.2742;-63.3203;436824;30.57;02-mar-17;22:38:00;30.576;31.0367;0.8178;7.4329;7.817;0.30719;1;NaN;9;NaN;9;0.085;1;5.405;1;0.748;1;7.04;1;0;7.23;0.77
18NE17102_002;1;44.2742;-63.3203;436823;39.18;02-mar-17;22:34:00;39.188;31.3916;0.8223;7.2098;7.815;0.14335;1;31.399;1;NaN;9;0.1;1;5.69;1;0.771;1;6.725;1;0;7.38;0.85
18NE17102_002;1;44.2742;-63.3203;436822;52.32;02-mar-17;22:33:00;52.329;31.4398;0.9053;7.1811;7.816;0.12629;1;NaN;9;NaN;9;0.085;1;5.795;1;0.7685;1;6.79;1;0;7.54;0.85
18NE17102_002;1;44.2742;-63.3203;436821;74.81;02-mar-17;22:31:00;74.816;31.8284;1.8745;6.849;7.819;0.22868;1;NaN;9;NaN;9;0.085;1;5.96;1;0.786;1;6.77;1;0;7.58;0.88
18NE17102_002;1;44.2742;-63.3203;436820;101.47;02-mar-17;22:30:00;101.473;32.4688;3.6335;5.9039;7.816;0.20138;1;NaN;9;NaN;9;0.1;1;6.625;1;0.827;1;7.235;1;0;8.01;0.92
18NE17102_002;1;44.2742;-63.3203;436819;167.62;02-mar-17;22:27:00;167.624;34.1389;8.4135;3.7003;7.778;0.13791;1;34.131;1;4.3745;1;0.085;1;14.115;1;1.193;1;13.305;1;0;11.83;1.06
18NE17102_113;2;44.2543;-63.7655;436832;5.06;03-mar-17;23:19:00;5.064;30.9969;1.0672;7.376;7.874;0.27306;1;NaN;9;8.525;7;0.105;1;5.14;1;0.729;1;6.83;1;256;7.05;0.75
18NE17102_113;2;44.2543;-63.7655;436831;25.08;03-mar-17;23:18:00;25.089;31.0055;1.0832;7.3724;7.867;0.24575;1;NaN;9;NaN;9;0.095;1;5.275;1;0.738;1;6.85;1;0;7.15;0.77
18NE17102_113;2;44.2543;-63.7655;436830;50.08;03-mar-17;23:18:00;50.082;31.0584;1.043;7.3005;7.878;0.26623;1;NaN;9;NaN;9;0.105;1;5.085;1;0.729;1;6.79;1;0;6.98;0.75
18NE17102_113;2;44.2543;-63.7655;436829;113.79;03-mar-17;23:16:00;113.792;32.6461;4.5439;5.9562;7.828;NaN;9;NaN;9;7.513;7;NaN;9;NaN;9;NaN;9;NaN;9;256;NaN;NaN
18NE17102_225;3;44.0647;-63.8453;436836;5;04-mar-17;02:27:00;5.005;31.0418;0.991;7.4331;7.825;0.34814;1;NaN;9;8.0845;1;0.12;1;4.13;1;0.714;1;6.9;1;0;5.78;0.60
18NE17102_225;3;44.0647;-63.8453;436835;25.53;04-mar-17;02:26:00;25.532;31.0462;1.0025;7.4187;7.821;0.37545;1;NaN;9;NaN;9;0.095;1;4.955;1;0.724;1;6.785;1;0;6.84;0.73
18NE17102_225;3;44.0647;-63.8453;436834;50.69;04-mar-17;02:25:00;50.696;31.4589;1.035;7.1327;7.822;0.18772;1;NaN;9;NaN;9;0.095;1;5.935;1;0.7765;1;6.925;1;0;7.64;0.86
18NE17102_225;3;44.0647;-63.8453;436833;150.87;04-mar-17;02:21:00;150.872;34.456;9.2634;3.3457;7.739;0.11657;1;34.436;1;3.812;1;0.05;1;15.52;1;1.2665;1;14.115;1;0;12.25;1.10
