Filename; Pressure; Uniqueno; Variable; Values; Test failed
18TL10037_1079; 5.95; 343962; doxy; 330.19  ; Global Impossible Parameter Value
18TL10037_1079; 249.35; 343956; doxy; 161.24  ; Global Impossible Parameter Value
18TL10037_1079; 5.95; 343962; doxy; 330.19  ; Regional Impossible Parameter Value
18TL10037_1079; 249.35; 343956; doxy; 161.24  ; Regional Impossible Parameter Value
18TL10037_1080; 5.45; 343972; doxy; 325.04  ; Global Impossible Parameter Value
18TL10037_1080; 462.39; 343964; doxy; 175.98  ; Global Impossible Parameter Value
18TL10037_1080; 5.45; 343972; doxy; 325.04  ; Regional Impossible Parameter Value
18TL10037_1080; 462.39; 343964; doxy; 175.98  ; Regional Impossible Parameter Value
18TL10037_1081; 5.26; 343982; doxy; 328.30  ; Global Impossible Parameter Value
18TL10037_1081; 454.77; 343974; doxy; 174.42  ; Global Impossible Parameter Value
18TL10037_1081; 5.26; 343982; doxy; 328.30  ; Regional Impossible Parameter Value
18TL10037_1081; 454.77; 343974; doxy; 174.42  ; Regional Impossible Parameter Value
18TL10037_1081; 100.04; 343978; ntrz; 11.66  ; Out of Nutrient Climatology in box(es) 8 (Min=0.09 Max=11.34 n=113)
18TL10037_1082; 5.06; 343991; doxy; 333.90  ; Global Impossible Parameter Value
18TL10037_1082; 318.48; 343984; doxy; 157.92  ; Global Impossible Parameter Value
18TL10037_1082; 5.06; 343991; doxy; 333.90  ; Regional Impossible Parameter Value
18TL10037_1082; 318.48; 343984; doxy; 157.92  ; Regional Impossible Parameter Value
18TL10037_1083; 5.36; 343998; doxy; 322.00  ; Global Impossible Parameter Value
18TL10037_1083; 173.37; 343993; doxy; 209.21  ; Global Impossible Parameter Value
18TL10037_1083; 5.36; 343998; doxy; 322.00  ; Regional Impossible Parameter Value
18TL10037_1083; 173.37; 343993; doxy; 209.21  ; Regional Impossible Parameter Value
18TL10037_1084; 5.26; 344004; doxy; 331.02  ; Global Impossible Parameter Value
18TL10037_1084; 71.99; 344000; doxy; 323.61  ; Global Impossible Parameter Value
18TL10037_1084; 5.26; 344004; doxy; 331.02  ; Regional Impossible Parameter Value
18TL10037_1084; 71.99; 344000; doxy; 323.61  ; Regional Impossible Parameter Value
18TL10037_1085; 5.65; 344010; doxy; 311.24  ; Global Impossible Parameter Value
18TL10037_1085; 58.60; 344006; doxy; 319.85  ; Global Impossible Parameter Value
18TL10037_1085; 5.65; 344010; doxy; 311.24  ; Regional Impossible Parameter Value
18TL10037_1085; 58.60; 344006; doxy; 319.85  ; Regional Impossible Parameter Value
18TL10037_1086; 5.55; 344015; doxy; 329.48  ; Global Impossible Parameter Value
18TL10037_1086; 49.68; 344012; doxy; 329.93  ; Global Impossible Parameter Value
18TL10037_1086; 5.55; 344015; doxy; 329.48  ; Regional Impossible Parameter Value
18TL10037_1086; 49.68; 344012; doxy; 329.93  ; Regional Impossible Parameter Value
18TL10037_1087; 5.65; 344020; doxy; 331.20  ; Global Impossible Parameter Value
18TL10037_1087; 48.09; 344017; doxy; 313.96  ; Global Impossible Parameter Value
18TL10037_1087; 5.65; 344020; doxy; 331.20  ; Regional Impossible Parameter Value
18TL10037_1087; 48.09; 344017; doxy; 313.96  ; Regional Impossible Parameter Value
18TL10037_1088; 5.26; 344025; doxy; 322.33  ; Global Impossible Parameter Value
