CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
18TL00002_339;SEGB-03;46.35;-52.7333;197924;9;23-apr-00;08:43:00;8.92;397.917;4;3.23;1;2.83;1;0.13;1;0.84;1;0.3;1;6;0.15;0.43
18TL00002_339;SEGB-03;46.35;-52.7333;197923;19;23-apr-00;08:43:00;19.48;399.7034;4;3.34;7;3.88;7;0.13;1;0.88;1;0.32;1;134;0.15;0.41
18TL00002_339;SEGB-03;46.35;-52.7333;197922;29;23-apr-00;08:43:00;29.05;395.2375;4;4.4;7;5.13;7;0.13;1;0.74;1;0.21;1;134;0.18;0.62
18TL00002_339;SEGB-03;46.35;-52.7333;197921;40;23-apr-00;08:43:00;40.23;383.1794;4;5.03;7;5.83;7;2.16;1;1.3;1;1.29;1;134;1.66;1.67
18TL00002_339;SEGB-03;46.35;-52.7333;197920;50;23-apr-00;08:43:00;49.99;376.4804;4;3;1;2.6;1;4.58;1;1.54;1;3.17;1;6;2.97;1.44
18TL00002_339;SEGB-03;46.35;-52.7333;197919;73;23-apr-00;08:43:00;73.6;369.3349;4;0.74;1;0.6;1;6.18;1;1.69;1;5.19;1;6;3.66;1.19
18TL00002_339;SEGB-03;46.35;-52.7333;197918;99;23-apr-00;08:43:00;100.06;363.0826;4;0.52;1;0.43;1;6.99;1;1.76;1;6.03;1;6;3.97;1.16
18TL00002_339;SEGB-03;46.35;-52.7333;197917;148;23-apr-00;08:43:00;149.52;351.0244;4;NaN;9;NaN;9;7.64;1;1.73;2;7.1;1;2054;4.42;1.08
18TL00002_339;SEGB-03;46.35;-52.7333;197916;164;23-apr-00;08:43:00;164.86;325.1219;4;NaN;9;NaN;9;7.92;1;1.78;2;9.77;1;2054;4.45;0.81
18TL00002_014;SEGB-05;46.07;-52.5;197932;5;23-apr-00;12:13:00;4.77;371.5678;4;2.03;1;2.27;1;1;1;0.66;1;0.02;1;6;1.52;50.00
18TL00002_014;SEGB-05;46.07;-52.5;197931;10;23-apr-00;12:13:00;10.34;372.4611;4;2.74;1;2.39;1;0.93;1;0.75;1;0.08;1;6;1.24;11.63
18TL00002_014;SEGB-05;46.07;-52.5;197930;20;23-apr-00;12:13:00;19.9;374.2474;4;2.69;1;2.23;1;0.77;1;0.79;1;0.11;1;6;0.97;7.00
18TL00002_014;SEGB-05;46.07;-52.5;197929;30;23-apr-00;12:13:00;29.94;378.7134;4;3.29;7;3.97;7;0.4;1;0.76;1;0.17;1;134;0.53;2.35
18TL00002_014;SEGB-05;46.07;-52.5;197928;39;23-apr-00;12:13:00;38.94;376.4804;4;3.37;7;3.89;7;0.62;1;0.66;1;0.08;1;134;0.94;7.75
18TL00002_014;SEGB-05;46.07;-52.5;197927;50;23-apr-00;12:13:00;50.86;373.8008;4;3.34;1;3.76;1;0.58;1;0.68;1;0.04;1;6;0.85;14.50
18TL00002_014;SEGB-05;46.07;-52.5;197926;83;23-apr-00;12:13:00;84.16;310.3842;4;3.12;1;3.33;1;10.03;2;2.09;2;12.44;2;2054;4.80;0.81
18TL00002_025;SEGB-06;45.7883;-52.2667;197939;5;23-apr-00;15:24:00;5.26;366.6553;4;2.18;1;2.54;1;1.9;1;0.85;1;0.05;1;6;2.24;38.00
18TL00002_025;SEGB-06;45.7883;-52.2667;197938;9;23-apr-00;15:24:00;9.36;366.2087;4;2.97;1;2.61;1;1.91;1;0.86;1;0.06;1;6;2.22;31.83
18TL00002_025;SEGB-06;45.7883;-52.2667;197937;19;23-apr-00;15:24:00;19.58;366.2087;4;2.65;1;2.31;1;1.81;1;0.85;1;0.06;1;6;2.13;30.17
18TL00002_025;SEGB-06;45.7883;-52.2667;197936;29;23-apr-00;15:24:00;29.11;366.6553;4;2.85;7;2.2;7;1.79;1;0.84;1;0.02;1;134;2.13;89.50
18TL00002_025;SEGB-06;45.7883;-52.2667;197935;39;23-apr-00;15:24:00;39.72;366.6553;4;3;1;2.64;1;1.61;1;0.71;1;0.03;1;6;2.27;53.67
18TL00002_025;SEGB-06;45.7883;-52.2667;197934;49;23-apr-00;15:24:00;49.35;364.8689;4;2.45;1;2.11;1;1.68;1;0.8;1;0.14;1;6;2.10;12.00
18TL00002_025;SEGB-06;45.7883;-52.2667;197933;76;23-apr-00;15:24:00;76.84;324.6753;4;2.68;1;2.32;1;8.41;1;1.48;1;9.51;2;2054;5.68;0.88
18TL00002_036;SEGB-07;45.4583;-52;197946;7;23-apr-00;18:32:00;6.61;363.0826;4;0.68;1;0.67;1;2.27;1;0.84;1;0.05;1;6;2.70;45.40
18TL00002_036;SEGB-07;45.4583;-52;197945;11;23-apr-00;18:32:00;11.4;363.0826;4;0.71;1;0.72;1;2.14;1;0.85;1;0.13;1;6;2.52;16.46
18TL00002_036;SEGB-07;45.4583;-52;197944;20;23-apr-00;18:32:00;20.15;363.0826;4;0.69;1;0.66;1;2.12;1;0.82;1;0.03;1;6;2.59;70.67
18TL00002_036;SEGB-07;45.4583;-52;197943;30;23-apr-00;18:32:00;30.43;362.636;4;0.77;1;0.66;1;2.14;1;0.9;1;0.04;1;6;2.38;53.50
18TL00002_036;SEGB-07;45.4583;-52;197942;40;23-apr-00;18:32:00;40.18;362.636;4;0.63;1;0.62;1;2.17;1;0.87;1;0.13;1;6;2.49;16.69
18TL00002_036;SEGB-07;45.4583;-52;197941;50;23-apr-00;18:32:00;50.27;359.9564;4;0.46;1;0.55;1;2.08;1;0.86;1;0;1;6;2.42;NaN
18TL00002_036;SEGB-07;45.4583;-52;197940;77;23-apr-00;18:32:00;77.16;313.5104;4;4.57;1;5.07;1;7.4;1;1.83;1;8.11;1;6;4.04;0.91
18TL00002_047;SEGB-08;45.0967;-51.7033;197953;6;23-apr-00;21:43:00;5.93;362.1893;4;0.96;1;0.8;1;0.66;1;1.01;1;0.27;1;6;0.65;2.44
18TL00002_047;SEGB-08;45.0967;-51.7033;197952;11;23-apr-00;21:43:00;11.59;361.7428;4;0.93;1;0.82;1;0.66;1;1.06;1;0.26;1;6;0.62;2.54
18TL00002_047;SEGB-08;45.0967;-51.7033;197951;20;23-apr-00;21:43:00;20.31;362.1893;4;0.91;1;0.75;1;0.87;1;0.71;1;0.19;1;6;1.23;4.58
18TL00002_047;SEGB-08;45.0967;-51.7033;197950;30;23-apr-00;21:43:00;30.04;361.2962;4;0.88;1;0.78;1;0.86;1;0.69;1;0.16;1;6;1.25;5.38
18TL00002_047;SEGB-08;45.0967;-51.7033;197949;40;23-apr-00;21:43:00;40.29;359.9564;4;1.09;1;0.95;1;0.82;1;0.75;1;0.19;1;6;1.09;4.32
18TL00002_047;SEGB-08;45.0967;-51.7033;197948;49;23-apr-00;21:43:00;49.84;355.937;4;1.17;1;1.03;1;0.88;1;0.77;1;0.2;1;6;1.14;4.40
18TL00002_047;SEGB-08;45.0967;-51.7033;197947;66;23-apr-00;21:43:00;66.93;323.7821;4;2.77;7;2.24;7;4.77;1;1.51;1;2.41;1;134;3.16;1.98
18TL00002_058;SEGB-09;44.7283;-51.3983;197960;5;24-apr-00;00:59:00;4.97;352.3642;4;0.42;1;0.4;1;0;1;0.97;1;0.38;1;6;0.00;0.00
18TL00002_058;SEGB-09;44.7283;-51.3983;197959;12;24-apr-00;00:59:00;11.79;352.3642;4;0.48;1;0.48;1;0.62;1;1.14;1;0.39;1;6;0.54;1.59
18TL00002_058;SEGB-09;44.7283;-51.3983;197958;21;24-apr-00;00:59:00;21.09;352.3642;4;0.51;1;0.51;1;0.7;1;1.12;1;0.33;1;6;0.62;2.12
18TL00002_058;SEGB-09;44.7283;-51.3983;197957;32;24-apr-00;00:59:00;31.89;351.9176;4;0.47;1;0.45;1;0.68;1;1.11;1;0.36;1;6;0.61;1.89
18TL00002_058;SEGB-09;44.7283;-51.3983;197956;40;24-apr-00;00:59:00;39.92;351.471;4;0.38;1;0.37;1;0.68;1;1.16;1;0.57;1;6;0.59;1.19
18TL00002_058;SEGB-09;44.7283;-51.3983;197955;51;24-apr-00;00:59:00;50.99;349.6847;4;0.32;1;0.41;1;0.61;1;1.13;1;0.55;1;6;0.54;1.11
18TL00002_058;SEGB-09;44.7283;-51.3983;197954;67;24-apr-00;00:59:00;67.5;333.6072;4;0.49;1;0.38;1;1.56;1;1.57;1;2.31;1;6;0.99;0.68
18TL00002_069;SEGB-10;44.3633;-51.1033;197967;6;24-apr-00;04:21:00;5.72;354.5972;4;0.61;1;0.59;1;0.2;1;0.96;1;0.22;1;6;0.21;0.91
18TL00002_069;SEGB-10;44.3633;-51.1033;197966;11;24-apr-00;04:21:00;10.71;354.5972;4;0.58;1;0.58;1;0.3;1;1.1;1;0.29;1;6;0.27;1.03
18TL00002_069;SEGB-10;44.3633;-51.1033;197965;19;24-apr-00;04:21:00;18.89;354.1506;4;0.54;1;0.53;1;0.26;1;0.84;1;0.15;1;6;0.31;1.73
18TL00002_069;SEGB-10;44.3633;-51.1033;197964;28;24-apr-00;04:21:00;28.45;352.8109;4;0.48;1;0.48;1;0.3;1;1;1;0.29;1;6;0.30;1.03
18TL00002_069;SEGB-10;44.3633;-51.1033;197963;39;24-apr-00;04:21:00;38.97;350.1313;4;0.4;1;0.3;1;0.38;1;1.05;1;0.18;1;6;0.36;2.11
18TL00002_069;SEGB-10;44.3633;-51.1033;197962;50;24-apr-00;04:21:00;49.98;329.1412;4;0.37;1;0.41;1;0.48;1;1.27;1;0.5;1;6;0.38;0.96
18TL00002_069;SEGB-10;44.3633;-51.1033;197961;65;24-apr-00;04:21:00;65.23;320.6559;4;3.27;1;3.49;1;1.6;1;1.54;1;1.44;1;6;1.04;1.11
18TL00002_080;SEGB-11;44;-50.8083;197974;5;24-apr-00;07:42:00;5.39;348.7915;4;0.46;1;0.46;1;0;1;1.03;1;0.36;1;6;0.00;0.00
18TL00002_080;SEGB-11;44;-50.8083;197973;10;24-apr-00;07:42:00;10.44;348.7915;4;0.58;1;0.56;1;0;1;0.98;1;0.3;1;6;0.00;0.00
18TL00002_080;SEGB-11;44;-50.8083;197972;21;24-apr-00;07:42:00;20.9;348.3449;4;0.49;1;0.52;1;0;1;0.93;1;0.33;1;6;0.00;0.00
18TL00002_080;SEGB-11;44;-50.8083;197971;29;24-apr-00;07:42:00;29.57;348.3449;4;0.5;1;0.49;1;0;1;1.03;1;0.4;1;6;0.00;0.00
18TL00002_080;SEGB-11;44;-50.8083;197970;39;24-apr-00;07:42:00;39.7;346.5585;4;0.44;1;0.45;1;0;1;0.97;1;0.36;1;6;0.00;0.00
18TL00002_080;SEGB-11;44;-50.8083;197969;50;24-apr-00;07:42:00;49.9;337.18;4;0.37;1;0.35;1;0;1;1.13;1;0.86;1;6;0.00;0.00
18TL00002_080;SEGB-11;44;-50.8083;197968;66;24-apr-00;07:42:00;66.13;330.0344;4;0.68;1;0.54;1;0.22;1;1.45;1;1.59;1;6;0.15;0.14
18TL00002_091;SEGB-12;43.6333;-50.5167;197981;4;24-apr-00;11:01:00;4.37;359.5098;4;0.57;1;0.58;1;0.41;1;0.82;1;0.48;1;6;0.50;0.85
18TL00002_091;SEGB-12;43.6333;-50.5167;197980;10;24-apr-00;11:01:00;10.08;359.0632;4;0.54;1;0.54;1;0.42;1;0.78;1;0.45;1;6;0.54;0.93
18TL00002_091;SEGB-12;43.6333;-50.5167;197979;19;24-apr-00;11:01:00;19.42;359.5098;4;0.52;1;0.51;1;0.44;1;0.74;1;0.38;1;6;0.59;1.16
18TL00002_091;SEGB-12;43.6333;-50.5167;197978;30;24-apr-00;11:01:00;29.88;360.403;4;0.66;1;0.67;1;0.4;1;0.78;1;0.44;1;6;0.51;0.91
18TL00002_091;SEGB-12;43.6333;-50.5167;197977;39;24-apr-00;11:01:00;39.57;360.403;4;0.61;1;0.71;1;0.36;1;0.74;1;0.36;1;6;0.49;1.00
18TL00002_091;SEGB-12;43.6333;-50.5167;197976;49;24-apr-00;11:01:00;49.31;358.17;4;0.56;1;0.55;1;0;1;1.17;1;0.92;1;6;0.00;0.00
18TL00002_091;SEGB-12;43.6333;-50.5167;197975;60;24-apr-00;11:01:00;60.14;343.8789;4;0.65;1;0.51;1;0.79;1;1.61;1;2.13;1;6;0.49;0.37
18TL00002_102;SEGB-13;43.2;-50.1667;197988;5;24-apr-00;14:40:00;5.3;416.6741;4;6.12;7;6.82;7;0.15;1;0.44;1;0.11;1;134;0.34;1.36
18TL00002_102;SEGB-13;43.2;-50.1667;197987;11;24-apr-00;14:40:00;10.8;416.6741;4;5.78;7;6.6;7;0.16;1;0.46;1;0.13;1;134;0.35;1.23
18TL00002_102;SEGB-13;43.2;-50.1667;197986;21;24-apr-00;14:40:00;20.7;413.5479;4;5.26;7;6.92;7;0.25;1;0.46;1;0.12;1;134;0.54;2.08
18TL00002_102;SEGB-13;43.2;-50.1667;197985;30;24-apr-00;14:40:00;30.6;400.15;4;5.41;7;6.11;7;0.3;1;0.47;1;0.16;1;134;0.64;1.88
18TL00002_102;SEGB-13;43.2;-50.1667;197984;40;24-apr-00;14:40:00;40.5;357.7234;4;3.79;7;4.67;7;5.4;1;1.23;1;3.75;1;134;4.39;1.44
18TL00002_102;SEGB-13;43.2;-50.1667;197983;51;24-apr-00;14:40:00;50.9;353.2574;4;3.17;1;3.55;1;5.15;1;1.21;1;3.86;1;6;4.26;1.33
18TL00002_102;SEGB-13;43.2;-50.1667;197982;64;24-apr-00;14:40:00;64.6;353.704;4;3.5;7;4.33;7;5.3;1;1.3;1;4.09;1;134;4.08;1.30
18TL00002_127;SEGB-15;42.85;-49.8867;197998;4;24-apr-00;18:26:00;4.4;403.2762;4;6.26;7;7.05;7;1.01;1;0.63;1;1.18;1;134;1.60;0.86
18TL00002_127;SEGB-15;42.85;-49.8867;197997;10;24-apr-00;18:26:00;10;394.3443;4;6.3;7;7;7;1.25;1;0.7;1;1.35;1;134;1.79;0.93
18TL00002_127;SEGB-15;42.85;-49.8867;197996;19;24-apr-00;18:26:00;19.1;370.6747;4;4.68;7;5.32;7;3.79;1;0.88;1;2.67;1;134;4.31;1.42
18TL00002_127;SEGB-15;42.85;-49.8867;197995;30;24-apr-00;18:26:00;30;360.403;4;2.66;1;2.24;1;5.78;1;1.13;1;4.76;1;6;5.12;1.21
18TL00002_127;SEGB-15;42.85;-49.8867;197994;39;24-apr-00;18:26:00;39;355.4904;4;1.36;1;1.12;1;7.49;1;1.16;1;6.38;1;6;6.46;1.17
18TL00002_127;SEGB-15;42.85;-49.8867;197993;50;24-apr-00;18:26:00;50.3;352.3642;4;1.3;1;1.08;1;7.36;1;1.18;1;6.4;1;6;6.24;1.15
18TL00002_127;SEGB-15;42.85;-49.8867;197992;75;24-apr-00;18:26:00;75.2;346.1119;4;0.78;1;0.63;1;8.19;1;1.83;1;7.33;1;6;4.48;1.12
18TL00002_127;SEGB-15;42.85;-49.8867;197991;100;24-apr-00;18:26:00;100.4;342.5391;4;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;6;NaN;NaN
18TL00002_127;SEGB-15;42.85;-49.8867;197990;149;24-apr-00;18:26:00;150.5;330.481;4;NaN;9;NaN;9;8.27;1;1.14;1;6.61;1;6;7.25;1.25
18TL00002_127;SEGB-15;42.85;-49.8867;197989;393;24-apr-00;18:26:00;395.7;273.7633;4;NaN;9;NaN;9;15.9;1;1.87;1;10.56;1;6;8.50;1.51
18TL00002_149;SEGB-17;42.395;-49.6833;221008;7;24-apr-00;22:58:00;7.23;285.8214;4;2.67;7;2.1;7;1.14;1;0.26;1;1.36;1;134;4.38;0.84
18TL00002_149;SEGB-17;42.395;-49.6833;221007;11;24-apr-00;22:58:00;11.43;286.268;4;1.98;1;2.08;1;1.17;1;0.2;1;1.39;1;6;5.85;0.84
18TL00002_149;SEGB-17;42.395;-49.6833;221006;21;24-apr-00;22:58:00;20.97;285.8214;4;2.69;7;2.13;7;1.17;1;0.2;1;1.48;1;134;5.85;0.79
18TL00002_149;SEGB-17;42.395;-49.6833;221005;31;24-apr-00;22:58:00;31.65;284.4816;4;2.82;7;2.22;7;1.19;1;0.19;1;1.51;1;134;6.26;0.79
18TL00002_149;SEGB-17;42.395;-49.6833;221004;41;24-apr-00;22:58:00;41.08;270.6372;4;1.53;1;1.2;1;2.43;1;0.21;1;1.08;1;6;11.57;2.25
18TL00002_149;SEGB-17;42.395;-49.6833;221003;50;24-apr-00;22:58:00;50.58;264.3848;4;1.36;1;1.09;1;2.76;1;0.22;1;0.69;1;6;12.55;4.00
18TL00002_149;SEGB-17;42.395;-49.6833;221002;74;24-apr-00;22:58:00;74.92;261.7053;4;1.07;1;0.87;1;3.74;1;0.47;1;1.28;1;6;7.96;2.92
18TL00002_149;SEGB-17;42.395;-49.6833;221001;99;24-apr-00;22:58:00;99.68;245.1812;4;0.08;1;0.06;1;7.33;1;0.7;1;2.65;1;6;10.47;2.77
18TL00002_149;SEGB-17;42.395;-49.6833;198800;148;24-apr-00;22:58:00;149;221.065;4;NaN;9;NaN;9;11.1;1;0.97;1;4.34;1;6;11.44;2.56
18TL00002_149;SEGB-17;42.395;-49.6833;197999;1504;24-apr-00;22:58:00;1510.79;292.0738;4;NaN;9;NaN;9;18.24;1;1.67;1;11.33;1;6;10.92;1.61
18TL00002_171;SEGB-19;42.0817;-49.27;221018;6;25-apr-00;05:52:00;5.68;260.3654;4;1.97;1;1.65;1;4.08;1;0.32;1;1.51;1;6;12.75;2.70
18TL00002_171;SEGB-19;42.0817;-49.27;221017;10;25-apr-00;05:52:00;10.51;261.2586;4;1.89;1;1.64;1;4.06;1;0.29;1;1.78;1;6;14.00;2.28
18TL00002_171;SEGB-19;42.0817;-49.27;221016;20;25-apr-00;05:52:00;20.23;259.4723;4;1.95;1;1.61;1;4.13;1;0.27;1;1.36;1;6;15.30;3.04
18TL00002_171;SEGB-19;42.0817;-49.27;221015;29;25-apr-00;05:52:00;29.29;257.6859;4;1.67;1;1.41;1;4.04;1;0.3;1;1.82;1;6;13.47;2.22
18TL00002_171;SEGB-19;42.0817;-49.27;221014;40;25-apr-00;05:52:00;40.01;256.3461;4;1.67;1;1.39;1;4.37;1;0.28;1;1.21;1;6;15.61;3.61
18TL00002_171;SEGB-19;42.0817;-49.27;221013;49;25-apr-00;05:52:00;49.63;252.7733;4;1.28;1;1.07;1;4.63;1;0.3;1;1.33;1;6;15.43;3.48
18TL00002_171;SEGB-19;42.0817;-49.27;221012;74;25-apr-00;05:52:00;74.82;246.9676;4;0.63;1;0.65;1;5.67;1;0.39;1;2.46;1;6;14.54;2.30
18TL00002_171;SEGB-19;42.0817;-49.27;221011;99;25-apr-00;05:52:00;99.78;254.5597;4;0.77;1;0.68;1;5.15;1;0.33;1;1.48;1;6;15.61;3.48
18TL00002_171;SEGB-19;42.0817;-49.27;221010;150;25-apr-00;05:52:00;151.16;242.055;4;NaN;9;NaN;9;7.4;1;0.47;1;2.66;1;6;15.74;2.78
18TL00002_171;SEGB-19;42.0817;-49.27;221009;1500;25-apr-00;05:52:00;1506.85;289.3942;4;NaN;9;NaN;9;18.07;1;1.22;1;11.12;1;6;14.81;1.63
18TL00002_335;FC-02;47;-52.705;221125;5;29-apr-00;00:05:00;5.07;406.8489;4;1.35;1;1.28;1;0;1;0.71;1;0.41;1;6;0.00;0.00
18TL00002_335;FC-02;47;-52.705;221124;10;29-apr-00;00:05:00;9.65;406.8489;4;1.21;1;1.1;1;0;1;0.69;1;0.29;1;6;0.00;0.00
18TL00002_335;FC-02;47;-52.705;221123;20;29-apr-00;00:05:00;19.9;407.7422;4;1.11;1;1.01;1;0;1;0.73;1;0;1;6;0.00;NaN
18TL00002_335;FC-02;47;-52.705;221122;30;29-apr-00;00:05:00;30.48;408.6353;4;1.05;1;0.95;1;0;1;0.81;1;0.05;1;6;0.00;0.00
18TL00002_335;FC-02;47;-52.705;221121;40;29-apr-00;00:05:00;40.56;411.3149;4;2.63;1;2.41;1;0;1;0.79;1;0;1;6;0.00;NaN
18TL00002_335;FC-02;47;-52.705;221120;49;29-apr-00;00:05:00;49.67;383.1794;4;4.62;7;5.57;7;1.22;1;1.11;1;0.59;1;134;1.10;2.07
18TL00002_335;FC-02;47;-52.705;221119;75;29-apr-00;00:05:00;75.45;377.3736;4;1.58;1;1.44;1;4.38;1;1.33;1;3.91;1;6;3.29;1.12
18TL00002_335;FC-02;47;-52.705;221118;100;29-apr-00;00:05:00;100.45;370.6747;4;0.9;1;0.9;1;5.59;1;1.43;1;5.87;1;6;3.91;0.95
18TL00002_335;FC-02;47;-52.705;221117;148;29-apr-00;00:05:00;149.5;344.3255;4;NaN;9;NaN;9;6.72;1;1.56;1;8.58;1;6;4.31;0.78
18TL00002_335;FC-02;47;-52.705;221116;178;29-apr-00;00:05:00;179.11;315.2968;4;NaN;9;NaN;9;9.45;1;1.86;1;13.35;1;6;5.08;0.71
18TL00002_336;FC-03;47;-52.58;221134;5;29-apr-00;01:34:00;4.91;407.7422;4;0.94;1;0.86;1;0.07;1;0.75;1;0.13;1;6;0.09;0.54
18TL00002_336;FC-03;47;-52.58;221133;10;29-apr-00;01:34:00;10.56;408.6353;4;1.05;1;0.88;1;0.05;1;0.69;1;0.2;1;6;0.07;0.25
18TL00002_336;FC-03;47;-52.58;221132;20;29-apr-00;01:34:00;20.54;411.3149;4;0.98;1;0.84;1;0.07;1;0.67;1;0.11;1;6;0.10;0.64
18TL00002_336;FC-03;47;-52.58;221131;31;29-apr-00;01:34:00;30.8;415.3343;4;1.39;1;1.19;1;0.01;1;0.68;1;0.12;1;6;0.01;0.08
18TL00002_336;FC-03;47;-52.58;221130;40;29-apr-00;01:34:00;40.7;393.0045;4;4.97;1;5.42;1;0.01;1;0.94;1;0.26;1;6;0.01;0.04
18TL00002_336;FC-03;47;-52.58;221129;50;29-apr-00;01:34:00;50.83;374.2474;4;4.29;7;5.04;7;5.47;1;1.74;1;1.45;1;134;3.14;3.77
18TL00002_336;FC-03;47;-52.58;221128;74;29-apr-00;01:34:00;74.33;378.2668;4;1.3;1;1.07;1;6.39;1;1.8;1;5.36;1;6;3.55;1.19
18TL00002_336;FC-03;47;-52.58;221127;100;29-apr-00;01:34:00;100.69;363.0826;4;0.54;1;0.5;1;6.5;1;1.45;1;6.81;1;6;4.48;0.95
18TL00002_336;FC-03;47;-52.58;221126;152;29-apr-00;01:34:00;153.3;304.1319;4;NaN;9;NaN;9;10.15;1;1.88;1;14.81;1;6;5.40;0.69
18TL00002_330;STN27;47.5467;-52.5867;221107;4;29-apr-00;18:36:00;4.27;409.9751;4;1.21;1;1.06;1;0;1;0.66;1;0.18;1;6;0.00;0.00
18TL00002_330;STN27;47.5467;-52.5867;221106;9;29-apr-00;18:36:00;9.18;410.4217;4;1.16;1;1.02;1;0;1;0.73;1;0.17;1;6;0.00;0.00
18TL00002_330;STN27;47.5467;-52.5867;221105;19;29-apr-00;18:36:00;19.33;412.2081;4;1.32;1;1.14;1;0;1;0.72;1;0;1;6;0.00;NaN
18TL00002_330;STN27;47.5467;-52.5867;221104;29;29-apr-00;18:36:00;29.27;419.3536;4;1.46;1;1.3;1;0;1;0.72;1;0;1;6;0.00;NaN
18TL00002_330;STN27;47.5467;-52.5867;221103;40;29-apr-00;18:36:00;40.01;410.8683;4;4.04;7;4.61;7;0;1;0.97;1;0.18;1;134;0.00;0.00
18TL00002_330;STN27;47.5467;-52.5867;221102;49;29-apr-00;18:36:00;49.85;396.5772;4;4.28;7;5.98;7;2.76;1;1.03;1;1.36;1;134;2.68;2.03
18TL00002_330;STN27;47.5467;-52.5867;221101;74;29-apr-00;18:36:00;74.8;382.7328;4;1.9;1;1.7;1;5.46;1;1.28;1;3.64;1;6;4.27;1.50
18TL00002_330;STN27;47.5467;-52.5867;221100;99;29-apr-00;18:36:00;99.84;376.0338;4;0.41;1;0.4;1;7.13;1;1.56;1;5.88;1;6;4.57;1.21
18TL00002_330;STN27;47.5467;-52.5867;221099;149;29-apr-00;18:36:00;150.33;353.704;4;NaN;9;NaN;9;8.04;1;1.59;1;8.54;1;6;5.06;0.94
