CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;terrain;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL_BS;Q_PSAL;OXYM_01;Q_OXYM;TEMP_XX;Q_TEMP_RT;CHL_03;Q_CHL;NOx_01;Q_NOX;PO4_01;Q_PO4;Si_01;Q_Si;QCFF;N_P;N_Si
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(PSU);((none));(mmol/m**3);((none));(celsius);((none));(mg/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));((none));((none));((none))
18HU03075_002;STN27;47.5467;-52.5867;257387;5;19-nov-03;01:03:00;31.58;1;308.8211;4;5.51;1;0.42;1;1.47;1;0.54;1;2.85;1;6;2.72;0.52
18HU03075_002;STN27;47.5467;-52.5867;257386;9;19-nov-03;01:03:00;31.58;1;308.9104;4;5.5;1;0.44;1;1.23;1;0.53;1;2.77;1;6;2.32;0.44
18HU03075_002;STN27;47.5467;-52.5867;257385;20;19-nov-03;01:03:00;31.58;1;309.7143;4;5.43;1;0.43;1;1.12;1;0.5;1;2.66;1;6;2.24;0.42
18HU03075_002;STN27;47.5467;-52.5867;257384;30;19-nov-03;01:03:00;31.64;1;313.3317;4;4.92;1;0.46;1;1.7;1;0.58;1;3.27;1;6;2.93;0.52
18HU03075_002;STN27;47.5467;-52.5867;257383;40;19-nov-03;01:03:00;31.68;1;313.4657;4;4.79;1;0.38;1;2.07;1;0.59;1;3.42;1;6;3.51;0.61
18HU03075_002;STN27;47.5467;-52.5867;257382;51;19-nov-03;01:03:00;31.69;1;313.3317;4;4.77;1;0.29;1;1.79;1;0.57;1;3.16;1;6;3.14;0.57
18HU03075_002;STN27;47.5467;-52.5867;257381;77;19-nov-03;01:03:00;32.04;1;322.8889;4;3.17;1;0.33;1;2.82;1;0.71;1;4.29;1;6;3.97;0.66
18HU03075_002;STN27;47.5467;-52.5867;257380;101;19-nov-03;01:03:00;32.38;1;328.6053;4;0.88;1;0.1;1;4.68;1;0.89;1;5.93;1;6;5.26;0.79
18HU03075_002;STN27;47.5467;-52.5867;257379;152;19-nov-03;01:03:00;32.77;1;319.5841;4;-1.02;1;NaN;9;8.44;1;1.24;1;10.68;1;6;6.81;0.79
18HU03075_002;STN27;47.5467;-52.5867;257378;174;19-nov-03;01:03:00;33.04;1;309.3571;4;-1.16;1;NaN;9;10.69;1;1.36;1;13.65;1;6;7.86;0.78
18HU03075_113;SEGB-01;46.5833;-52.9333;257392;5;19-nov-03;07:26:00;31.69;1;317.5298;4;4.47;1;0.59;1;2.84;1;0.62;1;3.75;1;6;4.58;0.76
18HU03075_113;SEGB-01;46.5833;-52.9333;257391;10;19-nov-03;07:26:00;31.7;1;318.3783;4;4.37;1;0.52;1;1.76;1;0.59;1;3.25;1;6;2.98;0.54
18HU03075_113;SEGB-01;46.5833;-52.9333;257390;20;19-nov-03;07:26:00;31.75;1;317.8424;4;4.31;1;0.42;1;2.65;1;0.59;1;3.82;1;6;4.49;0.69
18HU03075_113;SEGB-01;46.5833;-52.9333;257389;31;19-nov-03;07:26:00;31.79;1;317.9317;4;4.25;1;0.35;1;2.02;1;0.63;1;3.47;1;6;3.21;0.58
18HU03075_113;SEGB-01;46.5833;-52.9333;257388;49;19-nov-03;07:26:00;31.94;1;319.3161;4;3.64;1;0.23;1;1.82;1;0.59;1;3.4;1;6;3.08;0.54
18HU03075_225;SEGB-02;46.5;-52.85;257393;177;19-nov-03;08:32:00;33;1;317.4404;4;-1.24;1;NaN;9;NaN;9;NaN;9;NaN;9;6;NaN;NaN
18HU03075_264;SEGB-03;46.35;-52.7333;257403;5;19-nov-03;10:13:00;31.65;1;308.6872;4;5.93;1;0.78;1;0.5;1;0.39;1;1.68;1;6;1.28;0.30
18HU03075_264;SEGB-03;46.35;-52.7333;257402;10;19-nov-03;10:13:00;31.65;1;308.8211;4;5.93;1;0.8;1;0.6;1;0.39;1;1.73;1;6;1.54;0.35
18HU03075_264;SEGB-03;46.35;-52.7333;257401;20;19-nov-03;10:13:00;31.68;1;307.5707;4;5.94;1;0.74;1;1.4;1;0.43;1;1.77;1;6;3.26;0.79
18HU03075_264;SEGB-03;46.35;-52.7333;257400;30;19-nov-03;10:13:00;31.73;1;307.526;4;5.85;1;0.54;1;0.7;1;0.42;1;1.93;1;6;1.67;0.36
18HU03075_264;SEGB-03;46.35;-52.7333;257399;39;19-nov-03;10:13:00;31.84;1;308.1066;4;5.56;1;0.35;1;1.71;1;0.48;1;2.49;1;6;3.56;0.69
18HU03075_264;SEGB-03;46.35;-52.7333;257398;50;19-nov-03;10:13:00;32.79;1;335.8402;4;0.21;1;0.13;1;3.67;1;0.82;1;3.79;1;6;4.48;0.97
18HU03075_264;SEGB-03;46.35;-52.7333;257397;75;19-nov-03;10:13:00;33.04;1;295.6912;4;-0.47;1;0.17;1;10.65;1;1.46;1;12;1;6;7.29;0.89
18HU03075_264;SEGB-03;46.35;-52.7333;257396;100;19-nov-03;10:13:00;33.22;1;296.9417;4;-0.86;1;0.02;1;9.74;1;1.22;1;13.85;1;6;7.98;0.70
18HU03075_264;SEGB-03;46.35;-52.7333;257395;151;19-nov-03;10:13:00;33.32;1;288.3224;4;-0.68;1;NaN;9;12.2;1;1.44;2;16.8;2;2054;8.47;0.73
18HU03075_264;SEGB-03;46.35;-52.7333;257394;168;19-nov-03;10:13:00;33.32;1;288.2777;4;-0.68;1;NaN;9;10.76;1;1.37;2;16.7;2;2054;7.85;0.64
18HU03075_284;SEGB-04;46.2083;-52.6083;257404;125;19-nov-03;12:20:00;33.26;1;296.1378;4;-0.88;1;NaN;9;NaN;9;NaN;9;NaN;9;6;NaN;NaN
18HU03075_304;SEGB-05;46.07;-52.5;257412;6;19-nov-03;13:38:00;31.76;1;310.7415;4;5.72;1;0.84;1;0.74;1;0.4;1;1.81;1;6;1.85;0.41
18HU03075_304;SEGB-05;46.07;-52.5;257411;9;19-nov-03;13:38:00;31.76;1;310.8755;4;5.72;1;0.89;1;0.72;1;0.45;1;1.94;1;6;1.60;0.37
18HU03075_304;SEGB-05;46.07;-52.5;257410;20;19-nov-03;13:38:00;31.76;1;310.4735;4;5.72;1;0.85;1;2.19;1;0.49;1;2.51;1;6;4.47;0.87
18HU03075_304;SEGB-05;46.07;-52.5;257409;30;19-nov-03;13:38:00;31.89;1;305.7843;4;5.97;1;0.41;1;2.38;1;0.47;1;1.71;1;6;5.06;1.39
18HU03075_304;SEGB-05;46.07;-52.5;257408;40;19-nov-03;13:38:00;31.97;1;302.4795;4;5.8;1;0.34;1;1.04;1;0.46;1;2.41;1;6;2.26;0.43
18HU03075_304;SEGB-05;46.07;-52.5;257407;49;19-nov-03;13:38:00;32.97;1;271.575;4;0.47;1;0.08;1;6.86;1;1.23;1;11.21;1;6;5.58;0.61
18HU03075_304;SEGB-05;46.07;-52.5;257406;75;19-nov-03;13:38:00;33.06;1;271.3517;4;0.26;1;0.38;1;7.46;1;1.25;1;12.48;1;6;5.97;0.60
18HU03075_304;SEGB-05;46.07;-52.5;257405;88;19-nov-03;13:38:00;33.26;1;288.4117;4;-0.76;1;0.03;1;11.74;2;1.38;1;17.04;1;2054;8.51;0.69
18HU03075_315;SEGB-06;45.7883;-52.2667;257413;79;19-nov-03;16:02:00;33.15;1;275.1031;4;-0.15;1;NaN;9;NaN;9;NaN;9;NaN;9;6;NaN;NaN
18HU03075_326;SEGB-07;45.4583;-52;257420;5;19-nov-03;18:14:00;32.07;1;289.6622;4;8.17;1;0.61;1;0.58;1;0.39;1;1.8;1;6;1.49;0.32
18HU03075_326;SEGB-07;45.4583;-52;257419;10;19-nov-03;18:14:00;32.06;1;289.3495;4;8.17;1;0.79;1;0.75;1;0.34;1;1.79;1;6;2.21;0.42
18HU03075_326;SEGB-07;45.4583;-52;257418;20;19-nov-03;18:14:00;32.03;1;291.2253;4;7.85;1;0.69;1;0.68;1;0.4;1;1.99;1;6;1.70;0.34
18HU03075_326;SEGB-07;45.4583;-52;257417;30;19-nov-03;18:14:00;32.05;1;291.002;4;7.87;1;0.7;1;0.58;1;0.36;1;1.75;1;6;1.61;0.33
18HU03075_326;SEGB-07;45.4583;-52;257416;40;19-nov-03;18:14:00;31.96;1;298.4154;4;6.98;1;0.84;1;0.67;1;0.38;1;2;1;6;1.76;0.34
18HU03075_326;SEGB-07;45.4583;-52;257415;50;19-nov-03;18:14:00;32.8;1;276.8895;4;1.32;1;0.18;1;2.57;1;0.64;1;6.9;1;6;4.02;0.37
18HU03075_326;SEGB-07;45.4583;-52;257414;77;19-nov-03;18:14:00;32.83;1;278.4973;4;0.72;1;0.12;1;5.12;1;1.06;1;10.35;1;6;4.83;0.49
18HU03075_339;SEGB-08;45.095;-51.7;257421;68;19-nov-03;21:03:00;32.77;1;282.9185;4;1.89;1;NaN;9;NaN;9;NaN;9;NaN;9;6;NaN;NaN
18HU03075_003;SEGB-09;44.725;-51.395;257428;5;19-nov-03;23:24:00;32.41;1;287.0719;4;8.75;1;1.02;1;0.64;1;0.55;1;1.99;1;6;1.16;0.32
18HU03075_003;SEGB-09;44.725;-51.395;257427;10;19-nov-03;23:24:00;32.42;1;287.2505;4;8.71;1;0.98;1;0.84;1;0.36;1;2.33;1;6;2.33;0.36
18HU03075_003;SEGB-09;44.725;-51.395;257426;20;19-nov-03;23:24:00;32.43;1;289.0816;4;8.56;1;1.04;1;0.76;1;0.31;1;2.25;1;6;2.45;0.34
18HU03075_003;SEGB-09;44.725;-51.395;257425;30;19-nov-03;23:24:00;32.43;1;289.6175;4;8.42;1;0.81;1;0.77;1;0.65;1;2.04;1;6;1.18;0.38
18HU03075_003;SEGB-09;44.725;-51.395;257424;40;19-nov-03;23:24:00;32.42;1;289.8855;4;8.29;1;0.8;1;0.57;1;0.31;1;1.63;1;6;1.84;0.35
18HU03075_003;SEGB-09;44.725;-51.395;257423;50;19-nov-03;23:24:00;32.42;1;289.7961;4;8.15;1;0.61;1;1.12;1;0.44;1;3;1;6;2.55;0.37
18HU03075_003;SEGB-09;44.725;-51.395;257422;69;19-nov-03;23:24:00;32.71;1;305.561;4;1.49;1;0.34;1;4.19;1;1.06;1;9.43;1;6;3.95;0.44
18HU03075_014;SEGB-10;44.3633;-51.1033;257430;70;20-nov-03;15:00:00;32.67;1;292.1184;4;3.03;1;NaN;9;NaN;9;NaN;9;NaN;9;6;NaN;NaN
18HU03075_025;SEGB-11;44;-50.8083;257437;5;20-nov-03;17:29:00;32.38;1;298.7727;4;8.01;1;1.26;1;0.73;1;0.4;1;2.59;1;6;1.82;0.28
18HU03075_025;SEGB-11;44;-50.8083;257436;10;20-nov-03;17:29:00;32.38;1;298.6834;4;7.99;1;1.52;1;1.17;1;0.91;1;3.22;1;6;1.29;0.36
18HU03075_025;SEGB-11;44;-50.8083;257435;20;20-nov-03;17:29:00;32.38;1;296.763;4;7.87;1;1.18;1;0.99;1;0.7;1;2.66;1;6;1.41;0.37
18HU03075_025;SEGB-11;44;-50.8083;257434;25;20-nov-03;17:29:00;32.38;1;295.7359;4;7.79;1;0.93;1;1.03;1;0.77;1;2.6;1;6;1.34;0.40
18HU03075_025;SEGB-11;44;-50.8083;257433;40;20-nov-03;17:29:00;32.38;1;295.066;4;7.68;1;0.59;1;NaN;9;NaN;9;NaN;9;6;NaN;NaN
18HU03075_025;SEGB-11;44;-50.8083;257432;50;20-nov-03;17:29:00;32.63;1;303.462;4;2.66;1;0.26;1;4.39;1;2.02;1;9.33;1;6;2.17;0.47
18HU03075_025;SEGB-11;44;-50.8083;257431;69;20-nov-03;17:29:00;32.63;1;302.9261;4;2.64;1;0.32;1;2.7;1;0.96;1;8.65;1;6;2.81;0.31
18HU03075_036;SEGB-12;43.6333;-50.5167;257444;5;20-nov-03;20:38:00;32.42;1;294.3068;4;8.38;1;1.16;1;0.53;1;0.4;1;2.57;1;6;1.32;0.21
18HU03075_036;SEGB-12;43.6333;-50.5167;257443;10;20-nov-03;20:38:00;32.42;1;294.0388;4;8.38;1;1.19;1;0.48;1;0.3;1;1.98;1;6;1.60;0.24
18HU03075_036;SEGB-12;43.6333;-50.5167;257442;20;20-nov-03;20:38:00;32.42;1;294.1728;4;8.38;1;1.14;1;0.48;1;0.33;1;2.37;1;6;1.45;0.20
18HU03075_036;SEGB-12;43.6333;-50.5167;257441;30;20-nov-03;20:38:00;32.42;1;292.9223;4;8.35;1;1.11;1;1.31;1;1.2;1;3.5;1;6;1.09;0.37
18HU03075_036;SEGB-12;43.6333;-50.5167;257440;40;20-nov-03;20:38:00;32.42;1;291.7165;4;8.31;1;1.22;1;1.23;1;1.12;1;3.34;1;6;1.10;0.37
18HU03075_036;SEGB-12;43.6333;-50.5167;257439;50;20-nov-03;20:38:00;32.88;1;277.5148;4;3.29;1;0.25;1;3;1;1.02;1;7.43;1;6;2.94;0.40
18HU03075_036;SEGB-12;43.6333;-50.5167;257438;64;20-nov-03;20:38:00;32.91;1;277.1575;4;3.01;1;0.31;1;4.41;1;1.74;1;8.59;1;6;2.53;0.51
18HU03075_047;SEGB-13;43.2;-50.1667;257451;5;20-nov-03;23:33:00;32.44;1;308.9998;4;6.79;1;2.17;1;0.48;1;0.37;1;1.74;1;6;1.30;0.28
18HU03075_047;SEGB-13;43.2;-50.1667;257450;10;20-nov-03;23:33:00;32.44;1;310.2949;4;6.71;1;1.95;1;0.48;1;0.44;1;2.32;1;6;1.09;0.21
18HU03075_047;SEGB-13;43.2;-50.1667;257449;20;20-nov-03;23:33:00;32.45;1;316.056;4;6.04;1;2.72;1;1.3;1;0.45;1;2.47;1;6;2.89;0.53
18HU03075_047;SEGB-13;43.2;-50.1667;257448;31;20-nov-03;23:33:00;32.5;1;315.2075;4;4.4;1;2.2;1;1.22;1;0.54;1;2.4;1;6;2.26;0.51
18HU03075_047;SEGB-13;43.2;-50.1667;257447;41;20-nov-03;23:33:00;32.58;1;312.1706;4;3.83;1;1.84;1;3.49;1;0.68;1;4.26;1;6;5.13;0.82
18HU03075_047;SEGB-13;43.2;-50.1667;257446;50;20-nov-03;23:33:00;32.62;1;310.4289;4;3.52;1;1.12;1;2.4;1;0.5;1;3.74;1;6;4.80;0.64
18HU03075_047;SEGB-13;43.2;-50.1667;257445;65;20-nov-03;23:33:00;32.75;1;307.1687;4;2.73;1;1.52;1;2.74;1;0.67;1;6.58;1;6;4.09;0.42
18HU03075_058;SEGB-14;42.92;-49.9417;257452;165;21-nov-03;01:52:00;33.76;1;301.3183;4;0.54;1;NaN;9;NaN;9;NaN;9;NaN;9;6;NaN;NaN
18HU03075_069;SEGB-15;42.85;-49.8867;257462;5;21-nov-03;02:44:00;32.59;1;322.3976;4;3.05;1;1.15;1;3.43;1;0.62;1;3.98;1;6;5.53;0.86
18HU03075_069;SEGB-15;42.85;-49.8867;257461;10;21-nov-03;02:44:00;32.84;1;313.5104;4;1.82;1;0.4;1;7.31;1;0.93;1;7.28;1;6;7.86;1.00
18HU03075_069;SEGB-15;42.85;-49.8867;257460;20;21-nov-03;02:44:00;33.11;1;312.3939;4;0.65;1;0.19;1;7.47;1;0.93;1;7.74;1;6;8.03;0.97
18HU03075_069;SEGB-15;42.85;-49.8867;257459;30;21-nov-03;02:44:00;33.18;1;312.0366;4;0.51;1;0.19;1;5.91;1;0.85;1;7.29;1;6;6.95;0.81
18HU03075_069;SEGB-15;42.85;-49.8867;257458;40;21-nov-03;02:44:00;33.24;1;311.5007;4;0.37;1;0.15;1;5.74;1;0.81;1;6.89;1;6;7.09;0.83
18HU03075_069;SEGB-15;42.85;-49.8867;257457;51;21-nov-03;02:44:00;33.3;1;311.0541;4;0.33;1;0.17;1;8.1;1;0.94;1;8.21;1;6;8.62;0.99
18HU03075_069;SEGB-15;42.85;-49.8867;257456;76;21-nov-03;02:44:00;33.48;1;308.2852;4;0.03;1;0.08;1;8.2;1;0.95;1;8.28;1;6;8.63;0.99
18HU03075_069;SEGB-15;42.85;-49.8867;257455;100;21-nov-03;02:44:00;33.6;1;305.4717;4;0.36;1;0.08;1;7;1;0.83;1;6.95;1;6;8.43;1.01
18HU03075_069;SEGB-15;42.85;-49.8867;257454;151;21-nov-03;02:44:00;33.76;1;301.1843;4;0.62;1;NaN;9;8.32;1;0.9;1;8.42;1;6;9.24;0.99
18HU03075_069;SEGB-15;42.85;-49.8867;257453;389;21-nov-03;02:44:00;34.7;1;282.3826;4;3.83;1;NaN;9;11.99;1;1.07;1;8.51;1;6;11.21;1.41
18HU03075_080;SEGB-16;42.775;-49.8283;257463;1361;21-nov-03;05:04:00;34.84;1;290.9126;4;3.46;1;NaN;9;NaN;9;NaN;9;NaN;9;6;NaN;NaN
18HU03075_091;SEGB-17;42.5883;-49.6833;257464;2528;21-nov-03;07:38:00;34.9;1;279.5691;4;2.65;1;NaN;9;NaN;9;NaN;9;NaN;9;6;NaN;NaN
18HU03075_102;SEGB-18;42.395;-49.5183;257474;5;21-nov-03;13:26:00;33.15;1;281.4001;4;10.79;1;1.27;1;0.36;1;0.22;1;1.32;1;6;1.64;0.27
18HU03075_102;SEGB-18;42.395;-49.5183;257473;9;21-nov-03;13:26:00;33.15;1;281.3555;4;10.78;1;1.01;1;0.49;1;0.25;1;1.32;1;6;1.96;0.37
18HU03075_102;SEGB-18;42.395;-49.5183;257472;20;21-nov-03;13:26:00;33.17;1;278.9885;4;10.77;1;1;1;1.31;1;0.29;1;2.45;1;6;4.52;0.53
18HU03075_102;SEGB-18;42.395;-49.5183;257471;30;21-nov-03;13:26:00;33.19;1;276.9789;4;10.83;1;0.93;1;0.81;1;0.28;1;1.63;1;6;2.89;0.50
18HU03075_102;SEGB-18;42.395;-49.5183;257470;40;21-nov-03;13:26:00;33.22;1;274.3886;4;10.24;1;0.27;1;1.14;1;0.3;1;1.52;1;6;3.80;0.75
18HU03075_102;SEGB-18;42.395;-49.5183;257469;49;21-nov-03;13:26:00;33.24;1;280.9535;4;8.58;1;0.18;1;3.48;1;0.47;1;2.58;1;6;7.40;1.35
18HU03075_102;SEGB-18;42.395;-49.5183;257468;74;21-nov-03;13:26:00;33.79;1;282.6953;4;5.77;1;0.07;1;7.31;1;0.71;1;4.2;1;6;10.30;1.74
18HU03075_102;SEGB-18;42.395;-49.5183;257467;100;21-nov-03;13:26:00;34.35;1;256.5694;4;5.17;1;0.02;1;13.29;1;1.07;1;7.43;1;6;12.42;1.79
18HU03075_102;SEGB-18;42.395;-49.5183;257466;151;21-nov-03;13:26:00;34.56;1;246.0744;4;4.76;1;NaN;9;15.52;1;1.22;1;8.59;1;6;12.72;1.81
18HU03075_102;SEGB-18;42.395;-49.5183;257465;2943;21-nov-03;13:26:00;34.89;1;279.6138;4;2.24;1;NaN;9;13.22;1;1.04;1;13.19;1;6;12.71;1.00
18HU03075_277;FC-12;47;-48.1167;257604;6;25-nov-03;07:54:00;32.25;1;319.8521;4;4.62;1;0.54;1;2.18;1;0.47;1;3.13;1;6;4.64;0.70
18HU03075_277;FC-12;47;-48.1167;257603;11;25-nov-03;07:54:00;32.3;1;323.2015;4;4.24;1;0.73;1;1.81;1;0.49;1;2.99;1;6;3.69;0.61
18HU03075_277;FC-12;47;-48.1167;257602;21;25-nov-03;07:54:00;32.78;1;332.446;4;2.52;1;1.09;1;3.63;1;0.56;1;4.52;1;6;6.48;0.80
18HU03075_277;FC-12;47;-48.1167;257601;30;25-nov-03;07:54:00;32.93;1;328.7393;4;2.54;1;0.75;1;3.95;1;0.65;1;4.71;1;6;6.08;0.84
18HU03075_277;FC-12;47;-48.1167;257600;40;25-nov-03;07:54:00;32.97;1;326.5957;4;2.76;1;0.52;1;3.68;1;0.54;1;4.23;1;6;6.81;0.87
