CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;calc;calc
18HU10014_200;HL_12;41.4837;-60.7107;369863;331;28-may-10;05:59:00;3.2;1;0;NaN;NaN
18HU10014_200;HL_12;41.4837;-60.7107;369862;517;28-may-10;05:55:00;4.5;1;0;NaN;NaN
18HU10014_200;HL_12;41.4837;-60.7107;369861;737;28-may-10;05:51:00;5.5;1;0;NaN;NaN
18HU10014_200;HL_12;41.4837;-60.7107;369860;960;28-may-10;05:47:00;5.9;1;0;NaN;NaN
18HU10014_200;HL_12;41.4837;-60.7107;369859;1198;28-may-10;05:43:00;6.1;1;0;NaN;NaN
18HU10014_200;HL_12;41.4837;-60.7107;369858;1450;28-may-10;05:39:00;6.2;1;0;NaN;NaN
18HU10014_200;HL_12;41.4837;-60.7107;369857;1725;28-may-10;05:35:00;6.2;1;0;NaN;NaN
18HU10014_200;HL_12;41.4837;-60.7107;369856;2010;28-may-10;05:31:00;6.3;1;0;NaN;NaN
18HU10014_200;HL_12;41.4837;-60.7107;369855;2313;28-may-10;05:27:00;6.2;1;0;NaN;NaN
18HU10014_200;HL_12;41.4837;-60.7107;369854;2605;28-may-10;05:22:00;6.2;1;0;NaN;NaN
18HU10014_200;HL_12;41.4837;-60.7107;369853;2892;28-may-10;05:18:00;6.3;1;0;NaN;NaN
18HU10014_200;HL_12;41.4837;-60.7107;369852;3163;28-may-10;05:14:00;6.3;1;0;NaN;NaN
18HU10014_200;HL_12;41.4837;-60.7107;369851;3430;28-may-10;05:10:00;6.4;1;0;NaN;NaN
18HU10014_200;HL_12;41.4837;-60.7107;369850;3683;28-may-10;05:06:00;6.4;1;0;NaN;NaN
18HU10014_200;HL_12;41.4837;-60.7107;369849;3910;28-may-10;05:02:00;6.3;1;0;NaN;NaN
18HU10014_200;HL_12;41.4837;-60.7107;369848;4116;28-may-10;04:59:00;6.3;1;0;NaN;NaN
18HU10014_200;HL_12;41.4837;-60.7107;369847;4295;28-may-10;04:56:00;6.3;1;0;NaN;NaN
18HU10014_200;HL_12;41.4837;-60.7107;369846;4453;28-may-10;04:54:00;6.2;1;0;NaN;NaN
18HU10014_200;HL_12;41.4837;-60.7107;369845;4579;28-may-10;04:51:00;6.2;1;0;NaN;NaN
18HU10014_200;HL_12;41.4837;-60.7107;369844;4658;28-may-10;04:50:00;6.1;1;0;NaN;NaN
18HU10014_201;HL_10;42.0308;-61.0672;369891;3;28-may-10;14:30:00;3.9;1;0;NaN;NaN
18HU10014_201;HL_10;42.0308;-61.0672;369890;11;28-may-10;14:29:00;3.5;1;0;NaN;NaN
18HU10014_201;HL_10;42.0308;-61.0672;369889;51;28-may-10;14:28:00;3.7;1;0;NaN;NaN
18HU10014_201;HL_10;42.0308;-61.0672;369888;142;28-may-10;14:26:00;3.7;1;0;NaN;NaN
18HU10014_201;HL_10;42.0308;-61.0672;369887;271;28-may-10;14:23:00;2.4;1;0;NaN;NaN
18HU10014_201;HL_10;42.0308;-61.0672;369886;449;28-may-10;14:20:00;2.3;1;0;NaN;NaN
18HU10014_201;HL_10;42.0308;-61.0672;369885;640;28-may-10;14:17:00;3.3;1;0;NaN;NaN
18HU10014_201;HL_10;42.0308;-61.0672;369884;842;28-may-10;14:14:00;3.8;1;0;NaN;NaN
18HU10014_201;HL_10;42.0308;-61.0672;369883;1049;28-may-10;14:10:00;4.3;1;0;NaN;NaN
18HU10014_201;HL_10;42.0308;-61.0672;369882;1320;28-may-10;14:06:00;3;1;0;NaN;NaN
18HU10014_201;HL_10;42.0308;-61.0672;369881;1602;28-may-10;14:01:00;4.3;1;0;NaN;NaN
18HU10014_201;HL_10;42.0308;-61.0672;369880;1870;28-may-10;13:56:00;3.7;1;0;NaN;NaN
18HU10014_201;HL_10;42.0308;-61.0672;369879;2171;28-may-10;13:51:00;4.1;1;0;NaN;NaN
18HU10014_201;HL_10;42.0308;-61.0672;369878;2482;28-may-10;13:46:00;6.3;1;0;NaN;NaN
18HU10014_201;HL_10;42.0308;-61.0672;369877;2772;28-may-10;13:41:00;5;1;0;NaN;NaN
18HU10014_201;HL_10;42.0308;-61.0672;369876;3002;28-may-10;13:37:00;6.3;1;0;NaN;NaN
18HU10014_201;HL_10;42.0308;-61.0672;369875;3219;28-may-10;13:33:00;5.2;1;0;NaN;NaN
18HU10014_201;HL_10;42.0308;-61.0672;369874;3220;28-may-10;13:33:00;6.4;1;0;NaN;NaN
18HU10014_201;HL_10;42.0308;-61.0672;369873;3422;28-may-10;13:30:00;4.6;1;0;NaN;NaN
18HU10014_201;HL_10;42.0308;-61.0672;369872;3600;28-may-10;13:26:00;6.5;1;0;NaN;NaN
18HU10014_201;HL_10;42.0308;-61.0672;369871;3761;28-may-10;13:23:00;4.9;1;0;NaN;NaN
18HU10014_201;HL_10;42.0308;-61.0672;369870;3902;28-may-10;13:20:00;4.5;1;0;NaN;NaN
18HU10014_201;HL_10;42.0308;-61.0672;369869;4012;28-may-10;13:18:00;6.5;1;0;NaN;NaN
18HU10014_201;HL_10;42.0308;-61.0672;369868;4140;28-may-10;13:15:00;4.9;1;0;NaN;NaN
18HU10014_202;HL_08;42.3717;-61.3035;369915;3;28-may-10;19:31:00;7;1;0;NaN;NaN
18HU10014_202;HL_08;42.3717;-61.3035;369914;10;28-may-10;19:30:00;6.5;1;0;NaN;NaN
18HU10014_202;HL_08;42.3717;-61.3035;369913;51;28-may-10;19:29:00;5.3;1;0;NaN;NaN
18HU10014_202;HL_08;42.3717;-61.3035;369912;112;28-may-10;19:27:00;5.2;1;0;NaN;NaN
18HU10014_202;HL_08;42.3717;-61.3035;369911;210;28-may-10;19:25:00;5.2;1;0;NaN;NaN
18HU10014_202;HL_08;42.3717;-61.3035;369910;331;28-may-10;19:23:00;3.4;1;0;NaN;NaN
18HU10014_202;HL_08;42.3717;-61.3035;369909;381;28-may-10;19:22:00;3.4;1;0;NaN;NaN
18HU10014_202;HL_08;42.3717;-61.3035;369907;662;28-may-10;19:17:00;5;1;0;NaN;NaN
18HU10014_202;HL_08;42.3717;-61.3035;369906;831;28-may-10;19:13:00;5.6;1;0;NaN;NaN
18HU10014_202;HL_08;42.3717;-61.3035;369905;1030;28-may-10;19:08:00;5.9;1;0;NaN;NaN
18HU10014_202;HL_08;42.3717;-61.3035;369904;1230;28-may-10;19:05:00;6;1;0;NaN;NaN
18HU10014_202;HL_08;42.3717;-61.3035;369902;1850;28-may-10;18:55:00;6.3;1;0;NaN;NaN
18HU10014_202;HL_08;42.3717;-61.3035;369901;2060;28-may-10;18:51:00;6.3;1;0;NaN;NaN
18HU10014_202;HL_08;42.3717;-61.3035;369900;2256;28-may-10;18:47:00;6.3;1;0;NaN;NaN
18HU10014_202;HL_08;42.3717;-61.3035;369899;2459;28-may-10;18:43:00;6.3;1;0;NaN;NaN
18HU10014_202;HL_08;42.3717;-61.3035;369898;2620;28-may-10;18:40:00;6.3;1;0;NaN;NaN
18HU10014_202;HL_08;42.3717;-61.3035;369897;2770;28-may-10;18:38:00;6.3;1;0;NaN;NaN
18HU10014_202;HL_08;42.3717;-61.3035;369896;2911;28-may-10;18:35:00;6.4;1;0;NaN;NaN
18HU10014_202;HL_08;42.3717;-61.3035;369895;3061;28-may-10;18:32:00;6.4;1;0;NaN;NaN
18HU10014_202;HL_08;42.3717;-61.3035;369894;3225;28-may-10;18:29:00;6.4;1;0;NaN;NaN
18HU10014_202;HL_08;42.3717;-61.3035;369893;3351;28-may-10;18:26:00;4;1;0;NaN;NaN
18HU10014_202;HL_08;42.3717;-61.3035;369892;3488;28-may-10;18:23:00;3.6;1;0;NaN;NaN
18HU10014_206;HL_07;42.5317;-61.3972;369938;11;29-may-10;01:16:00;7.1;1;0;NaN;NaN
18HU10014_206;HL_07;42.5317;-61.3972;369934;50;29-may-10;01:11:00;5.5;1;0;NaN;NaN
18HU10014_206;HL_07;42.5317;-61.3972;369931;101;29-may-10;01:08:00;5.4;1;0;NaN;NaN
18HU10014_206;HL_07;42.5317;-61.3972;369929;201;29-may-10;01:05:00;5.4;1;0;NaN;NaN
18HU10014_206;HL_07;42.5317;-61.3972;369928;330;29-may-10;01:02:00;4.3;1;0;NaN;NaN
18HU10014_206;HL_07;42.5317;-61.3972;369927;501;29-may-10;00:58:00;4.4;1;0;NaN;NaN
18HU10014_206;HL_07;42.5317;-61.3972;369926;750;29-may-10;00:54:00;5.7;1;0;NaN;NaN
18HU10014_206;HL_07;42.5317;-61.3972;369925;1000;29-may-10;00:50:00;5.9;1;0;NaN;NaN
18HU10014_206;HL_07;42.5317;-61.3972;369924;1251;29-may-10;00:46:00;6.2;1;0;NaN;NaN
18HU10014_206;HL_07;42.5317;-61.3972;369923;1503;29-may-10;00:42:00;6.2;1;0;NaN;NaN
18HU10014_206;HL_07;42.5317;-61.3972;369922;1751;29-may-10;00:37:00;6.3;1;0;NaN;NaN
18HU10014_206;HL_07;42.5317;-61.3972;369921;2000;29-may-10;00:33:00;6.3;1;0;NaN;NaN
18HU10014_206;HL_07;42.5317;-61.3972;369920;2201;29-may-10;00:29:00;6.3;1;0;NaN;NaN
18HU10014_206;HL_07;42.5317;-61.3972;369919;2392;29-may-10;00:26:00;6.3;1;0;NaN;NaN
18HU10014_206;HL_07;42.5317;-61.3972;369918;2551;29-may-10;00:23:00;6.3;1;0;NaN;NaN
18HU10014_206;HL_07;42.5317;-61.3972;369917;2700;29-may-10;00:19:00;6.4;1;0;NaN;NaN
18HU10014_211;HL_06;42.8493;-61.7322;369951;11;29-may-10;10:33:00;0.1;1;0;NaN;NaN
18HU10014_211;HL_06;42.8493;-61.7322;369944;100;29-may-10;10:27:00;5.1;1;0;NaN;NaN
18HU10014_211;HL_06;42.8493;-61.7322;369943;251;29-may-10;10:25:00;3.8;1;0;NaN;NaN
18HU10014_211;HL_06;42.8493;-61.7322;369942;501;29-may-10;10:20:00;4.5;1;0;NaN;NaN
18HU10014_211;HL_06;42.8493;-61.7322;369941;751;29-may-10;10:16:00;5.6;1;0;NaN;NaN
18HU10014_211;HL_06;42.8493;-61.7322;369940;1037;29-may-10;10:11:00;5.9;1;0;NaN;NaN
18HU10014_216;HL_02;44.2665;-63.3178;369953;143;29-may-10;21:04:00;4;1;0;NaN;NaN
18HU10014_219;HL_03;43.883;-62.8808;369972;10;30-may-10;01:15:00;7;1;0;NaN;NaN
18HU10014_219;HL_03;43.883;-62.8808;369963;252;30-may-10;01:02:00;5.3;1;0;NaN;NaN
