Filename; Pressure; Uniqueno; Variable; Values; Test failed
18TL04021_686; 1.59; 275708; doxy; 317.09  ; Global Impossible Parameter Value
18TL04021_686; 250.44; 275701; doxy; 255.90  ; Global Impossible Parameter Value
18TL04021_686; 1.59; 275708; doxy; 317.09  ; Regional Impossible Parameter Value
18TL04021_686; 250.44; 275701; doxy; 255.90  ; Regional Impossible Parameter Value
18TL04021_687; 1.69; 275718; doxy; 332.05  ; Global Impossible Parameter Value
18TL04021_687; 464.66; 275709; doxy; 186.46  ; Global Impossible Parameter Value
18TL04021_687; 1.69; 275718; doxy; 332.05  ; Regional Impossible Parameter Value
18TL04021_687; 464.66; 275709; doxy; 186.46  ; Regional Impossible Parameter Value
18TL04021_688; 1.59; 275728; doxy; 335.62  ; Global Impossible Parameter Value
18TL04021_688; 455.86; 275719; doxy; 192.48  ; Global Impossible Parameter Value
18TL04021_688; 1.59; 275728; doxy; 335.62  ; Regional Impossible Parameter Value
18TL04021_688; 455.86; 275719; doxy; 192.48  ; Regional Impossible Parameter Value
18TL04021_689; 1.49; 275737; doxy; 334.06  ; Global Impossible Parameter Value
18TL04021_689; 324.42; 275729; doxy; 156.09  ; Global Impossible Parameter Value
18TL04021_689; 1.49; 275737; doxy; 334.06  ; Regional Impossible Parameter Value
18TL04021_689; 324.42; 275729; doxy; 156.09  ; Regional Impossible Parameter Value
18TL04021_689; 14.68; 275735; ntrz; 6.96  ; Out of Nutrient Climatology in box(es) 6 (Min=0.00 Max=2.79 n=271)
18TL04021_690; 175.16; 275738; doxy; 183.33  ; Global Impossible Parameter Value
18TL04021_690; 175.16; 275738; doxy; 183.33  ; Regional Impossible Parameter Value
18TL04021_691; 1.59; 275750; doxy; 323.79  ; Global Impossible Parameter Value
18TL04021_691; 75.75; 275745; doxy; 313.74  ; Global Impossible Parameter Value
18TL04021_691; 1.59; 275750; doxy; 323.79  ; Regional Impossible Parameter Value
18TL04021_691; 75.75; 275745; doxy; 313.74  ; Regional Impossible Parameter Value
18TL04021_692; 1.39; 275756; doxy; 317.09  ; Global Impossible Parameter Value
18TL04021_692; 61.97; 275751; doxy; 312.40  ; Global Impossible Parameter Value
18TL04021_692; 1.39; 275756; doxy; 317.09  ; Regional Impossible Parameter Value
18TL04021_692; 61.97; 275751; doxy; 312.40  ; Regional Impossible Parameter Value
18TL04021_693; 2.18; 275762; doxy; 324.68  ; Global Impossible Parameter Value
18TL04021_693; 50.08; 275758; doxy; 310.39  ; Global Impossible Parameter Value
18TL04021_693; 2.18; 275762; doxy; 324.68  ; Regional Impossible Parameter Value
18TL04021_693; 50.08; 275758; doxy; 310.39  ; Regional Impossible Parameter Value
18TL04021_694; 1.59; 275767; doxy; 327.13  ; Global Impossible Parameter Value
18TL04021_694; 50.17; 275763; doxy; 310.16  ; Global Impossible Parameter Value
18TL04021_694; 1.59; 275767; doxy; 327.13  ; Regional Impossible Parameter Value
18TL04021_694; 50.17; 275763; doxy; 310.16  ; Regional Impossible Parameter Value
18TL04021_695; 1.19; 275772; doxy; 324.90  ; Global Impossible Parameter Value
18TL04021_695; 35.30; 275768; doxy; 303.69  ; Global Impossible Parameter Value
18TL04021_695; 1.19; 275772; doxy; 324.90  ; Regional Impossible Parameter Value
18TL04021_695; 35.30; 275768; doxy; 303.69  ; Regional Impossible Parameter Value
18TL04021_696; 1.09; 275777; doxy; 327.36  ; Global Impossible Parameter Value
18TL04021_696; 35.40; 275773; doxy; 320.88  ; Global Impossible Parameter Value
18TL04021_696; 1.09; 275777; doxy; 327.36  ; Regional Impossible Parameter Value
18TL04021_696; 35.40; 275773; doxy; 320.88  ; Regional Impossible Parameter Value
18TL04021_697; 1.39; 275782; doxy; 317.31  ; Global Impossible Parameter Value
18TL04021_697; 49.87; 275778; doxy; 283.81  ; Global Impossible Parameter Value
18TL04021_697; 1.39; 275782; doxy; 317.31  ; Regional Impossible Parameter Value
18TL04021_697; 49.87; 275778; doxy; 283.81  ; Regional Impossible Parameter Value
18TL04021_698; 1.39; 275788; doxy; 314.85  ; Global Impossible Parameter Value
18TL04021_698; 70.20; 275783; doxy; 277.79  ; Global Impossible Parameter Value
18TL04021_698; 1.39; 275788; doxy; 314.85  ; Regional Impossible Parameter Value
18TL04021_698; 70.20; 275783; doxy; 277.79  ; Regional Impossible Parameter Value
18TL04021_699; 2.08; 275793; doxy; 324.01  ; Global Impossible Parameter Value
18TL04021_699; 50.17; 275789; doxy; 329.59  ; Global Impossible Parameter Value
18TL04021_699; 2.08; 275793; doxy; 324.01  ; Regional Impossible Parameter Value
18TL04021_699; 50.17; 275789; doxy; 329.59  ; Regional Impossible Parameter Value
18TL04021_700; 0.99; 275799; doxy; 331.82  ; Global Impossible Parameter Value
18TL04021_700; 74.56; 275794; doxy; 288.73  ; Global Impossible Parameter Value
18TL04021_700; 0.99; 275799; doxy; 331.82  ; Regional Impossible Parameter Value
18TL04021_700; 74.56; 275794; doxy; 288.73  ; Regional Impossible Parameter Value
18TL04021_701; 0.99; 275803; doxy; 317.98  ; Global Impossible Parameter Value
18TL04021_701; 25.38; 275800; doxy; 330.26  ; Global Impossible Parameter Value
18TL04021_701; 0.99; 275803; doxy; 317.98  ; Regional Impossible Parameter Value
18TL04021_701; 25.38; 275800; doxy; 330.26  ; Regional Impossible Parameter Value
18TL04021_702; 1.69; 275806; doxy; 313.74  ; Global Impossible Parameter Value
18TL04021_702; 14.97; 275804; doxy; 260.81  ; Global Impossible Parameter Value
18TL04021_702; 1.69; 275806; doxy; 313.74  ; Regional Impossible Parameter Value
18TL04021_702; 14.97; 275804; doxy; 260.81  ; Regional Impossible Parameter Value
18TL04021_703; 1.29; 275811; doxy; 324.45  ; Global Impossible Parameter Value
18TL04021_703; 50.17; 275807; doxy; 317.76  ; Global Impossible Parameter Value
18TL04021_703; 1.29; 275811; doxy; 324.45  ; Regional Impossible Parameter Value
18TL04021_703; 50.17; 275807; doxy; 317.76  ; Regional Impossible Parameter Value
18TL04021_704; 1.29; 275816; doxy; 315.30  ; Global Impossible Parameter Value
18TL04021_704; 50.07; 275812; doxy; 281.80  ; Global Impossible Parameter Value
18TL04021_704; 1.29; 275816; doxy; 315.30  ; Regional Impossible Parameter Value
18TL04021_704; 50.07; 275812; doxy; 281.80  ; Regional Impossible Parameter Value
18TL04021_705; 0.99; 275820; doxy; 301.90  ; Global Impossible Parameter Value
