CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;CTD;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TE90;DOXY;OXYM_01;CHL_03;FLOR;NO2_01;Q_NO2;NOx_01;Q_NOX;PO4_01;Q_PO4;Si_01;Q_Si;QCFF;N_P;N_Si
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(ml/l);(mmol/m**3);(mg/m**3);(mg/m**3);(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));((none));((none));((none))
18HU04061_730;11;46.95783;-60.2175;278506;2.88;02-nov-04;23:07:00;29.1;9.82;285.95798;280.4648;0.9;2.364;0.065;1;1.5;1;0.43;1;4.22;1;6;3.49;0.36
18HU04061_730;11;46.95783;-60.2175;278505;5.45;02-nov-04;23:07:00;29.1;9.83;285.73468;280.4648;0.725;2.419;0.055;1;1.555;1;0.45;1;3.885;1;6;3.46;0.40
18HU04061_730;11;46.95783;-60.2175;278504;14.78;02-nov-04;23:07:00;29.11;9.82;283.76964;280.10752;0.8;2.622;0.06;1;1.55;1;0.46;1;NaN;9;6;3.37;NaN
18HU04061_730;11;46.95783;-60.2175;278503;24.49;02-nov-04;23:07:00;29.29;9.38;280.55412;276.40074;0.59;1.834;0.075;1;2.875;1;0.45;1;4.395;1;6;6.39;0.65
18HU04061_730;11;46.95783;-60.2175;278502;50.47;02-nov-04;23:07:00;31.1;2.67;250.05134;248.13096;0.09;0.462;0.105;1;9.615;1;1.09;1;14.06;1;6;8.82;0.68
18HU04061_730;11;46.95783;-60.2175;278501;74.96;02-nov-04;23:07:00;32.06;1.72;255.94646;279.3483;0.12;0.424;0.1;1;10.83;1;1.09;1;14.285;1;6;9.94;0.76
18HU04061_731;21;47.02317;-60.114;278513;3.27;03-nov-04;00:54:00;29.05;9.95;288.36962;283.8143;0.805;2.132;0.065;1;1.42;1;0.4;1;3.455;1;6;3.55;0.41
18HU04061_731;21;47.02317;-60.114;278512;5.55;03-nov-04;00:54:00;29.09;9.98;290.02204;283.50168;0.75;2.139;0.215;1;1.335;1;0.4;1;3.42;1;6;3.34;0.39
18HU04061_731;21;47.02317;-60.114;278511;15.37;03-nov-04;00:54:00;30.31;8.93;295.02396;292.16572;0.895;2.715;0.055;1;0.945;1;0.405;1;2.65;1;6;2.33;0.36
18HU04061_731;21;47.02317;-60.114;278510;25.78;03-nov-04;00:54:00;30.77;8.79;296.81036;293.55018;1.005;2.987;0.06;1;0.705;1;0.405;1;2.015;1;6;1.74;0.35
18HU04061_731;21;47.02317;-60.114;278509;49.98;03-nov-04;00:54:00;31.84;7.54;297.8822;295.38124;0.215;0.871;0.16;1;1.255;1;0.49;1;1.605;1;6;2.56;0.78
18HU04061_731;21;47.02317;-60.114;278508;103.61;03-nov-04;00:54:00;32.57;1.38;302.08024;307.08216;0.045;0.298;0.03;1;8.125;1;0.935;1;6.08;1;6;8.69;1.34
18HU04061_731;21;47.02317;-60.114;278507;178.33;03-nov-04;00:54:00;34.21;4.7;149.52168;142.95666;NaN;0.29;0.05;1;21.4;1;1.69;1;27.435;1;6;12.66;0.78
18HU04061_732;31;47.1005;-59.99117;278522;2.98;03-nov-04;02:30:00;31.34;8.69;298.28414;294.93464;0.785;2.702;0.04;1;0.465;1;0.36667;1;1.35;1;6;1.27;0.34
18HU04061_732;31;47.1005;-59.99117;278521;5.55;03-nov-04;02:30:00;31.33;8.69;298.28414;294.66668;0.75;2.687;0.085;1;0.54;1;0.365;1;1.36;1;6;1.48;0.40
18HU04061_732;31;47.1005;-59.99117;278520;15.27;03-nov-04;02:30:00;31.65;8.49;298.73074;295.51522;0.67;2.652;0.04;1;0.33;1;0.36;1;1.4;1;6;0.92;0.24
18HU04061_732;31;47.1005;-59.99117;278519;25.29;03-nov-04;02:30:00;31.67;8.47;299.13268;295.91716;0.655;2.526;0.06;1;0.305;1;0.345;1;1.16;1;6;0.88;0.26
18HU04061_732;31;47.1005;-59.99117;278518;49.88;03-nov-04;02:30:00;32.27;3.7;311.86078;312.48602;0.095;0.525;0.265;1;3.53;1;0.625;1;2.91;1;6;5.65;1.21
18HU04061_732;31;47.1005;-59.99117;278517;100.43;03-nov-04;02:30:00;32.7;1.11;303.2414;332.31506;0.035;0.288;0.015;1;8.825;1;0.96;1;6.9;1;6;9.19;1.28
18HU04061_732;31;47.1005;-59.99117;278516;201.61;03-nov-04;02:30:00;34;4.3;153.09448;151.57604;NaN;0.3;0.1;1;20.92;1;1.515;1;25.7;1;6;13.81;0.81
18HU04061_732;31;47.1005;-59.99117;278515;295.11;03-nov-04;02:30:00;34.8;5.5;157.6498;158.40902;NaN;0.246;0.02;1;22.38;1;1.46;1;28.37;1;6;15.33;0.79
18HU04061_732;31;47.1005;-59.99117;278514;321.06;03-nov-04;02:30:00;34.81;5.36;166.71578;166.73811;NaN;0.247;0.025;1;22.065;1;1.5;1;27.72;1;6;14.71;0.80
18HU04061_733;41;47.2715;-59.78667;278532;1.09;03-nov-04;05:02:00;31.58;8.62;297.6589;295.4259;0.875;2.974;0.11;1;0.4;1;0.295;1;1.27;1;6;1.36;0.31
18HU04061_733;41;47.2715;-59.78667;278531;5.06;03-nov-04;05:02:00;31.6;8.62;297.61424;295.02396;0.81;2.992;0.03;1;0.4;1;0.315;1;1.41;1;6;1.27;0.28
18HU04061_733;41;47.2715;-59.78667;278530;15.67;03-nov-04;05:02:00;31.61;8.62;298.1055;294.84532;0.82;3.015;0.025;1;0.275;1;0.31;1;1.335;1;6;0.89;0.21
18HU04061_733;41;47.2715;-59.78667;278529;25.58;03-nov-04;05:02:00;31.63;8.54;298.23948;294.80066;0.8;2.749;0.03;1;0.28;1;0.315;1;1.26;1;6;0.89;0.22
18HU04061_733;41;47.2715;-59.78667;278528;50.27;03-nov-04;05:02:00;32.19;2.43;312.57534;325.83936;0.085;0.574;0.025;1;4.94;1;0.725;1;3.485;1;6;6.81;1.42
18HU04061_733;41;47.2715;-59.78667;278527;101.92;03-nov-04;05:02:00;32.65;1.1;308.95788;300.51714;0.03;0.314;0.02;1;9.765;1;0.975;1;8.075;1;6;10.02;1.21
18HU04061_733;41;47.2715;-59.78667;278526;201.01;03-nov-04;05:02:00;34.12;4.85;147.46732;177.0769;NaN;0.287;0.015;1;19.335;1;1.4;1;19.975;1;6;13.81;0.97
18HU04061_733;41;47.2715;-59.78667;278525;295.01;03-nov-04;05:02:00;34.72;5.94;146.52946;40.59594;NaN;0.261;0.02;1;22.565;1;1.61;1;23.895;1;6;14.02;0.94
